date,FTR
2015-08-25,4.119775952787944
2015-08-26,4.052787725913344
2015-08-27,4.128149481147269
2015-08-28,4.253752406537147
2015-08-31,4.245378878177822
2015-09-01,4.220258293099846
2015-09-02,4.362608275208372
2015-09-03,4.622187654347449
2015-09-04,4.513331785676224
2015-09-08,4.55519942747285
2015-09-09,4.563572955832175
2015-09-10,4.6138141259881245
2015-09-11,4.542639134933862
2015-09-14,4.457251181269691
2015-09-15,4.542639134933862
2015-09-16,4.423095999804023
2015-09-17,4.440173590536857
2015-09-18,4.2608588878421
2015-09-21,4.218164911010015
2015-09-22,4.098621775880176
2015-09-23,4.141315752712261
2015-09-24,4.124238161979427
2015-09-25,4.269397683208517
2015-09-28,4.0388502083152575
2015-09-29,3.9961562314831713
2015-09-30,4.055927799048091
2015-10-01,4.03031141294884
2015-10-02,4.166932138811513
2015-10-05,4.380402022971938
2015-10-06,4.371863227605521
2015-10-07,4.593871907132364
2015-10-08,4.6194882932316155
2015-10-09,4.423095999804023
2015-10-12,4.3633244322391045
2015-10-13,4.397479613704773
2015-10-14,4.354785636872687
2015-10-15,4.542639134933862
2015-10-16,4.457251181269691
2015-10-19,4.482867567368943
2015-10-20,4.542639134933862
2015-10-21,4.517022748834611
2015-10-22,4.628027088598032
2015-10-23,4.606680100181989
2015-10-26,4.593871907132364
2015-10-27,4.474328772002526
2015-10-28,4.508483953468194
2015-10-29,4.397479613704773
2015-10-30,4.388940818338355
2015-11-02,4.40601840907119
2015-11-03,4.107160571246593
2015-11-04,4.081544185147342
2015-11-05,4.021772617582423
2015-11-06,3.9705398453839207
2015-11-09,4.132776957345844
2015-11-10,4.047389003681674
2015-11-11,4.004695026849589
2015-11-12,4.021772617582423
2015-11-13,3.9620010500175034
2015-11-16,4.064466594414508
2015-11-17,4.081544185147342
2015-11-18,4.158393343445096
2015-11-19,4.2352425017428486
2015-11-20,4.20108732027718
2015-11-23,4.2352425017428486
2015-11-24,4.184009729544346
2015-11-25,4.184009729544346
2015-11-27,4.2352425017428486
2015-11-30,4.2608588878421
2015-12-01,4.337708046139853
2015-12-02,4.2608588878421
2015-12-03,4.277936478574934
2015-12-04,4.354785636872687
2015-12-07,4.320630455407018
2015-12-08,4.226703706376432
2015-12-09,4.20108732027718
2015-12-10,4.166932138811513
2015-12-11,3.991886833799964
2015-12-14,3.9307419588839903
2015-12-15,3.9482119231456965
2015-12-16,4.14038153002447
2015-12-17,4.184056440678736
2015-12-18,4.053031708715936
2015-12-21,4.053031708715936
2015-12-22,4.06176669084679
2015-12-23,4.236466333463856
2015-12-24,4.245201315594709
2015-12-28,4.236466333463856
2015-12-29,4.210261387071297
2015-12-30,4.0705016729776435
2015-12-31,4.079236655108496
