date,FTR
2015-01-02,5.366547300287531
2015-01-05,5.25339720660677
2015-01-06,5.2049043093150145
2015-01-07,5.245315057058144
2015-01-08,5.334218702093027
2015-01-09,5.245315057058144
2015-01-12,5.451409870548101
2015-01-13,5.46353309487104
2015-01-14,5.40695804803066
2015-01-15,5.423122347127911
2015-01-16,5.520108141711421
2015-01-20,5.536272440808672
2015-01-21,5.487779543516917
2015-01-22,5.536272440808672
2015-01-23,5.544354590357298
2015-01-26,5.584765338100427
2015-01-27,5.471615244419666
2015-01-28,5.398875898482033
2015-01-29,5.423122347127911
2015-01-30,5.427163421902224
2015-02-02,5.778736927267446
2015-02-03,5.9322977686913365
2015-02-04,5.883804871399581
2015-02-05,6.223255152441865
2015-02-06,6.409144592060258
2015-02-09,6.538458984838271
2015-02-10,6.675855527164909
2015-02-11,6.700101975810787
2015-02-12,6.764759172199793
2015-02-13,6.7728413217484205
2015-02-17,6.805169919942923
2015-02-18,6.6111983307759035
2015-02-19,6.619280480324528
2015-02-20,6.708184125359414
2015-02-23,6.595034031678652
2015-02-24,6.48188393799789
2015-02-25,6.42530889115751
2015-02-26,6.465719638900639
2015-02-27,6.449555339803388
2015-03-02,6.42530889115751
2015-03-03,6.42530889115751
2015-03-04,6.279830199282245
2015-03-05,6.320240947025375
2015-03-06,6.11818720830973
2015-03-09,6.0979818344381655
2015-03-10,5.976749591208779
2015-03-11,6.034139504978959
2015-03-12,6.034139504978959
2015-03-13,5.968551032098753
2015-03-16,6.034139504978959
2015-03-17,6.058735182309036
2015-03-18,6.165316450739371
2015-03-19,6.058735182309036
2015-03-20,6.058735182309036
2015-03-23,6.066933741419062
2015-03-24,6.058735182309036
2015-03-25,5.976749591208779
2015-03-26,5.968551032098753
2015-03-27,6.001345268538856
2015-03-30,6.001345268538856
2015-03-31,5.77998417256816
2015-04-01,5.976749591208779
2015-04-02,6.001345268538856
2015-04-06,6.009543827648882
2015-04-07,5.943955354768676
2015-04-08,5.956253193433714
2015-04-09,6.009543827648882
2015-04-10,6.091529418749139
2015-04-13,6.009543827648882
2015-04-14,5.99314670942883
2015-04-15,5.943955354768676
2015-04-16,5.857870484113405
2015-04-17,5.7553884952380825
2015-04-20,5.7717856134581345
2015-04-21,5.7881827316781855
2015-04-22,5.820976968118289
2015-04-23,5.796381290788212
2015-04-24,5.763587054348109
2015-04-27,5.632410108587696
2015-04-28,5.7553884952380825
2015-04-29,5.6652043450278
2015-04-30,5.624211549477671
2015-05-01,5.624211549477671
2015-05-04,5.632410108587696
2015-05-05,5.525828840157362
2015-05-06,4.869944111355301
2015-05-07,4.878142670465327
2015-05-08,4.919135466015455
2015-05-11,4.787958520255043
2015-05-12,4.673178692714683
2015-05-13,4.476413274074065
2015-05-14,4.443619037633962
2015-05-15,4.623987338054528
2015-05-18,4.558398865174322
2015-05-19,4.410824801193859
2015-05-20,4.378030564753756
2015-05-21,4.378030564753756
2015-05-22,4.2304565007732915
2015-05-26,4.119775952787944
2015-05-27,4.421222973723649
2015-05-28,4.329114161771072
2015-05-29,4.312367105052422
2015-06-01,4.253752406537147
2015-06-02,4.320740633411747
2015-06-03,4.504958257316899
2015-06-04,4.186764179662545
2015-06-05,4.157456830404907
2015-06-08,4.211884764740521
2015-06-09,4.153270066225245
2015-06-10,4.170017122943896
2015-06-11,4.19513770802187
2015-06-12,4.153270066225245
2015-06-15,4.086281839350645
2015-06-16,4.16164359458457
2015-06-17,4.170017122943896
2015-06-18,4.186764179662545
2015-06-19,4.211884764740521
2015-06-22,4.203511236381195
2015-06-23,4.2621259348964715
2015-06-24,4.245378878177822
2015-06-25,4.253752406537147
2015-06-26,4.19513770802187
2015-06-29,4.128149481147269
2015-06-30,4.14489653786592
2015-07-01,4.14489653786592
2015-07-02,4.061161254272669
2015-07-06,4.119775952787944
2015-07-07,4.086281839350645
2015-07-08,4.044414197554019
2015-07-09,4.027667140835368
2015-07-10,4.103028896069294
2015-07-13,4.170017122943896
2015-07-14,4.128149481147269
2015-07-15,4.086281839350645
2015-07-16,4.211884764740521
2015-07-17,4.303993576693096
2015-07-20,4.19513770802187
2015-07-21,4.073721546811657
2015-07-22,4.0109200841167185
2015-07-23,3.994173027398068
2015-07-24,3.8015818751335915
2015-07-27,3.8434495169302165
2015-07-28,3.8601965736488673
2015-07-29,3.918811272164142
2015-07-30,3.876943630367517
2015-07-31,3.9523053856014427
2015-08-03,4.312367105052422
2015-08-04,4.396102388645673
2015-08-05,4.278872991615121
2015-08-06,4.295620048333771
2015-08-07,4.329114161771072
2015-08-10,4.463090615520273
2015-08-11,4.467277379699936
2015-08-12,4.538452370754199
2015-08-13,4.479837672238923
2015-08-14,4.5970670692694755
2015-08-17,4.697549409581376
2015-08-18,4.538452370754199
2015-08-19,4.484024436418586
2015-08-20,4.404475917004998
2015-08-21,4.312367105052422
2015-08-24,4.111402424428619
