date,MON
2015-01-02,112.70404049909
2015-01-05,110.41682805202
2015-01-06,109.41911398045
2015-01-07,110.78391153118
2015-01-08,112.65535718284
2015-01-09,112.51358099711
2015-01-12,113.00507177432
2015-01-13,111.39827500268
2015-01-14,111.06746390264
2015-01-15,110.88788073405
2015-01-16,111.14307786837
2015-01-20,111.12417437693
2015-01-21,111.79524832273
2015-01-22,113.4209485858
2015-01-23,111.9559279999
2015-01-26,112.57974321712
2015-01-27,112.11660767706
2015-01-28,110.91623597119
2015-01-29,111.99373498276
2015-01-30,111.51169595127
2015-02-02,112.36235306566
2015-02-03,113.75175968584
2015-02-04,112.53248448854
2015-02-05,114.23379871733
2015-02-06,113.62888699154
2015-02-09,114.60241680023
2015-02-10,114.81035520597
2015-02-11,115.76498152324
2015-02-12,116.03908214899
2015-02-13,117.92943129208
2015-02-17,117.82546208921
2015-02-18,117.73094463206
2015-02-19,118.58160174645
2015-02-20,118.0617557321
2015-02-23,117.73094463206
2015-02-24,118.09011096925
2015-02-25,117.41903702345
2015-02-26,113.39259334865
2015-02-27,113.82737365156
2015-03-02,114.64967552881
2015-03-03,113.60998350011
2015-03-04,113.28862414578
2015-03-05,112.73097114857
2015-03-06,111.69127911986
2015-03-09,111.88976577989
2015-03-10,110.62323185401
2015-03-11,110.50035915971
2015-03-12,111.94647625418
2015-03-13,110.46255217685
2015-03-16,111.44553373126
2015-03-17,110.4341969397
2015-03-18,110.7366528026
2015-03-19,109.05424206524
2015-03-20,109.40395665672
2015-03-23,107.26786212502
2015-03-24,107.35292783646
2015-03-25,106.26597707918
2015-03-26,106.0958456563
2015-03-27,106.54952945064
2015-03-30,107.16389292215
2015-03-31,106.8330818221
2015-04-01,111.0289430417
2015-04-02,110.40241172837
2015-04-06,111.15235072463
2015-04-07,111.87381102484
2015-04-08,111.19981521807
2015-04-09,113.26926713181
2015-04-10,114.04768482413
2015-04-13,113.43064640948
2015-04-14,113.04143756332
2015-04-15,113.30723872655
2015-04-16,112.89904408302
2015-04-17,110.78212767585
2015-04-20,111.41815188787
2015-04-21,111.33271579968
2015-04-22,110.94350695352
2015-04-23,111.53206667211
2015-04-24,112.45287784474
2015-04-27,111.73141754453
2015-04-28,109.16833489908
2015-04-29,109.16833489908
2015-04-30,108.18107343564
2015-05-01,112.43389204736
2015-05-04,110.04168157827
2015-05-05,110.73466318241
2015-05-06,110.40241172837
2015-05-07,113.08890205676
2015-05-08,114.66472323878
2015-05-11,112.01620450514
2015-05-12,110.17458215989
2015-05-13,112.25352697231
2015-05-14,114.59827294797
2015-05-15,114.69320193484
2015-05-18,114.21855700049
2015-05-19,113.82934815433
2015-05-20,112.74715770403
2015-05-21,113.91478424251
2015-05-22,114.19007830443
2015-05-26,111.94975421433
2015-05-27,112.5478068316
2015-05-28,112.58577842635
2015-05-29,111.04792883908
2015-06-01,110.69669158766
2015-06-02,110.6682128916
2015-06-03,109.88030230059
2015-06-04,107.82034328554
2015-06-05,108.02918705665
2015-06-08,108.14310184089
2015-06-09,107.78237169079
2015-06-10,108.68419706605
2015-06-11,109.24427808857
2015-06-12,108.33295981463
2015-06-15,106.78561732867
2015-06-16,107.1273616814
2015-06-17,107.40265574332
2015-06-18,108.6462254713
2015-06-19,106.91851791029
2015-06-22,108.54180358574
2015-06-23,107.06091139059
2015-06-24,100.92849883887
2015-06-25,101.85880291018
2015-06-26,99.874787084625
2015-06-29,98.042657638057
2015-06-30,101.64995913907
2015-07-01,102.67036871106
2015-07-02,103.32838983693
2015-07-06,102.70851486329
2015-07-07,102.80388024385
2015-07-08,101.06823031765
2015-07-09,101.57366683462
2015-07-10,103.76707058751
2015-07-13,103.64309559278
2015-07-14,102.80388024385
2015-07-15,102.34612641716
2015-07-16,102.82295331996
2015-07-17,102.11724950382
2015-07-20,102.04095719937
2015-07-21,101.44015530184
2015-07-22,100.46742842012
2015-07-23,99.227678472842
2015-07-24,98.092830444177
2015-07-27,96.757715116334
2015-07-28,96.910299725231
2015-07-29,97.272688171359
2015-07-30,98.245415053073
2015-07-31,97.167786252743
2015-08-03,97.539711236928
2015-08-04,97.635076617488
2015-08-05,97.997465063616
2015-08-06,97.444345856367
2015-08-07,96.557447817158
2015-08-10,98.407536200025
2015-08-11,97.778124688328
2015-08-12,98.464755428361
2015-08-13,98.531511194753
2015-08-14,98.388463123913
2015-08-17,98.655486189481
2015-08-18,98.045147753896
2015-08-19,97.60646700332
2015-08-20,95.508428630996
2015-08-21,92.952636431984
2015-08-24,89.214313514026
2015-08-25,85.275723296892
2015-08-26,92.5807114478
2015-08-27,93.839534471194
2015-08-28,93.820461395082
2015-08-31,93.124294116992
2015-09-01,91.36003457663
2015-09-02,92.704686442528
2015-09-03,92.475809529183
2015-09-04,91.312351886349
2015-09-08,90.835524983549
2015-09-09,88.91868083429
2015-09-10,89.414580813202
2015-09-11,88.203440480088
2015-09-14,85.962354036925
2015-09-15,86.66805785307
2015-09-16,86.200767488325
2015-09-17,85.924207884701
2015-09-18,84.016900273497
2015-09-21,83.606829137089
2015-09-22,82.491054184535
2015-09-23,80.46930811666
2015-09-24,80.059236980251
2015-09-25,80.593283111388
2015-09-28,79.258167783546
2015-09-29,79.72545814829
2015-09-30,81.384815770037
2015-10-01,81.804423444502
2015-10-02,82.977417625392
2015-10-05,83.644975289313
2015-10-06,83.997827197385
2015-10-07,84.493727176298
2015-10-08,85.635534300302
2015-10-09,86.067310103497
2015-10-12,85.913789817917
2015-10-13,85.568369175361
2015-10-14,86.585441067331
2015-10-15,87.017216870526
2015-10-16,86.326375585414
2015-10-19,87.151547120409
2015-10-20,87.506562780813
2015-10-21,87.909553530462
2015-10-22,87.583322923603
2015-10-23,87.660083066393
2015-10-26,87.640893030696
2015-10-27,87.708058155637
2015-10-28,88.763510119002
2015-10-29,89.934102296553
2015-10-30,89.444756386265
2015-11-02,89.377591261324
2015-11-03,91.776345723517
2015-11-04,91.056719384859
2015-11-05,90.154787707075
2015-11-06,89.703821868182
2015-11-09,90.452233260387
2015-11-10,89.09933574371
2015-11-11,89.742201939577
2015-11-12,89.118525779407
2015-11-13,89.982077385797
2015-11-16,91.478900170205
2015-11-17,90.586563510269
2015-11-18,92.236906580258
2015-11-19,91.949056044795
2015-11-20,92.198526508863
2015-11-23,91.411735045264
2015-11-24,91.689990562878
2015-11-25,91.728370634273
2015-11-27,91.565255330844
2015-11-30,91.306189848927
2015-12-01,93.369118686414
2015-12-02,93.177218329438
2015-12-03,92.639897329907
2015-12-04,93.887249650247
2015-12-07,93.714539328969
2015-12-08,92.841392704731
2015-12-09,92.697467437
2015-12-10,92.198526508863
2015-12-11,89.838152118065
2015-12-14,89.95329233225
2015-12-15,91.747560669971
2015-12-16,93.158028293741
2015-12-17,91.862700884156
2015-12-18,90.999149277767
2015-12-21,91.565255330844
2015-12-22,93.369118686414
2015-12-23,95.537592720236
2015-12-24,95.249742184773
2015-12-28,94.856346452974
2015-12-29,95.259337202622
2015-12-30,94.88513150652
2015-12-31,94.530115846115
