date,AVGO
2015-11-24,9.8973135918
2015-11-25,9.9011694877
2015-11-27,10.0284140523
2015-11-30,10.0600323987
2015-12-01,10.2482001185
2015-12-02,10.1957599343
2015-12-03,11.1651321631
2015-12-04,11.3795199751
2015-12-07,11.4774597309
2015-12-08,11.396485917
2015-12-09,11.2322247517
2015-12-10,11.3617828539
2015-12-11,11.1373697126
2015-12-14,10.9900744893
2015-12-15,11.048684107
2015-12-16,11.1296579208
2015-12-17,10.8666551621
2015-12-18,10.8449961114
2015-12-21,11.2781771258
2015-12-22,11.224029499
2015-12-23,11.3330982901
2015-12-24,11.3184010771
2015-12-28,11.3207216897
2015-12-29,11.4437141563
2015-12-30,11.3996225173
2015-12-31,11.2278971866
