Date,UPS
2015-01-02,73.38310241699219
2015-01-05,71.91384887695312
2015-01-06,71.44181823730469
2015-01-07,72.10663604736328
2015-01-08,73.40303802490234
2015-01-09,72.86453247070312
2015-01-12,72.89115142822266
2015-01-13,73.20359802246094
2015-01-14,72.71161651611328
2015-01-15,72.65843200683594
2015-01-16,73.3299331665039
2015-01-20,74.00138092041016
2015-01-21,74.24739074707031
2015-01-22,75.95596313476562
2015-01-23,68.43016052246094
2015-01-26,68.04456329345703
2015-01-27,67.04734802246094
2015-01-28,66.01687622070312
2015-01-29,66.76146697998047
2015-01-30,65.71104431152344
2015-02-02,66.56867218017578
2015-02-03,66.86121368408203
2015-02-04,66.8345947265625
2015-02-05,67.452880859375
2015-02-06,66.92768096923828
2015-02-09,66.78805541992188
2015-02-10,67.20028686523438
2015-02-11,67.08724975585938
2015-02-12,67.41964721679688
2015-02-13,67.67229461669922
2015-02-17,68.15095520019531
2015-02-18,68.2240982055664
2015-02-19,68.09687805175781
2015-02-20,68.27095794677734
2015-02-23,68.14373016357422
2015-02-24,68.51201629638672
2015-02-25,68.27095794677734
2015-02-26,68.2039794921875
2015-02-27,68.116943359375
2015-03-02,68.2508544921875
2015-03-03,67.96293640136719
2015-03-04,67.23978424072266
2015-03-05,67.4406509399414
2015-03-06,67.37370300292969
2015-03-09,67.32683563232422
2015-03-10,66.60366821289062
2015-03-11,66.10148620605469
2015-03-12,66.73757934570312
2015-03-13,65.97425842285156
2015-03-16,67.1326675415039
2015-03-17,66.69073486328125
2015-03-18,67.1326675415039
2015-03-19,66.89827728271484
2015-03-20,67.12596893310547
2015-03-23,66.87821960449219
2015-03-24,66.46305084228516
2015-03-25,65.2578125
2015-03-26,64.70875549316406
2015-03-27,64.6752700805664
2015-03-30,65.1305923461914
2015-03-31,64.90962982177734
2015-04-01,64.64179229736328
2015-04-02,64.59492492675781
2015-04-06,64.84268951416016
2015-04-07,64.73553466796875
2015-04-08,64.7288589477539
2015-04-09,64.7489242553711
2015-04-10,64.80917358398438
2015-04-13,64.38065338134766
2015-04-14,64.64849853515625
2015-04-15,64.69537353515625
2015-04-16,64.37394714355469
2015-04-17,63.865089416503906
2015-04-20,65.2578125
2015-04-21,65.35823822021484
2015-04-22,65.713134765625
2015-04-23,65.76670837402344
2015-04-24,65.68637084960938
2015-04-27,65.23771667480469
2015-04-28,67.47415161132812
2015-04-29,67.79554748535156
2015-04-30,67.31346130371094
2015-05-01,67.8825912475586
2015-05-04,67.91606140136719
2015-05-05,67.0322036743164
2015-05-06,66.43627166748047
2015-05-07,66.71752166748047
2015-05-08,67.19962310791016
2015-05-11,67.31346130371094
2015-05-12,66.93849182128906
2015-05-13,66.57689666748047
2015-05-14,67.90575408935547
2015-05-15,68.89056396484375
2015-05-18,68.7421646118164
2015-05-19,68.85681915283203
2015-05-20,68.77590942382812
2015-05-21,68.83659362792969
2015-05-22,68.41838836669922
2015-05-26,67.80452728271484
2015-05-27,68.07435607910156
2015-05-28,67.36609649658203
2015-05-29,66.92768096923828
2015-06-01,67.10305786132812
2015-06-02,67.06929779052734
2015-06-03,67.8585205078125
2015-06-04,67.52124786376953
2015-06-05,67.79782104492188
2015-06-08,66.96137237548828
2015-06-09,67.1974868774414
2015-06-10,67.76407623291016
2015-06-11,68.12834930419922
2015-06-12,67.49427795410156
2015-06-15,67.42681121826172
