Date,FBHS
2022-09-20,50.19944
2022-09-21,48.96881
2022-09-22,47.55017
2022-09-23,47.52453
2022-09-26,46.071701
2022-09-27,46.25972
2022-09-28,48.26804
2022-09-29,46.60155
2022-09-30,45.88369
2022-10-03,47.69545
2022-10-04,50.38745
2022-10-05,49.71231
2022-10-06,50.32763
2022-10-07,48.50732
2022-10-10,48.72952
2022-10-11,48.9859
2022-10-12,48.71243
2022-10-13,48.97736
2022-10-14,47.42197
2022-10-17,47.74672
2022-10-18,49.32774
2022-10-19,47.011765
2022-10-20,45.67004
2022-10-21,47.10577
2022-10-24,47.56726
2022-10-25,50.27635
2022-10-26,50.088341
2022-10-27,50.6011
2022-10-28,52.44705
2022-10-31,51.54971
2022-11-01,51.31042
2022-11-02,49.25938
2022-11-03,47.43052
2022-11-04,49.10555
2022-11-07,49.9687
