Date,SE
2016-07-07,41.38999938964844
2016-07-08,41.31999969482422
2016-07-11,41.58000183105469
2016-07-12,42.52000045776367
2016-07-13,42.11000061035156
2016-07-14,41.790000915527344
2016-07-15,41.709999084472656
2016-07-18,41.959999084472656
2016-07-19,41.869998931884766
2016-07-20,41.029998779296875
2016-07-21,40.689998626708984
2016-07-22,40.16999816894531
2016-07-25,39.43000030517578
2016-07-26,39.290000915527344
2016-07-27,38.72999954223633
2016-07-28,39.09000015258789
2016-07-29,41.130001068115234
2016-08-01,40.0099983215332
2016-08-02,40.40999984741211
2016-08-03,40.560001373291016
2016-08-04,41.290000915527344
2016-08-05,41.310001373291016
2016-08-08,41.97999954223633
2016-08-09,41.68000030517578
2016-08-10,41.61000061035156
2016-08-11,41.93000030517578
2016-08-12,41.83000183105469
2016-08-15,41.779998779296875
2016-08-16,41.779998779296875
2016-08-17,41.540000915527344
2016-08-18,42.31999969482422
2016-08-19,41.619998931884766
2016-08-22,40.970001220703125
2016-08-23,41.52000045776367
2016-08-24,40.70000076293945
2016-08-25,40.02000045776367
2016-08-26,39.959999084472656
2016-08-29,39.599998474121094
2016-08-30,39.56999969482422
2016-08-31,39.4900016784668
2016-09-01,39.56999969482422
2016-09-02,40.9900016784668
2016-09-06,43.060001373291016
2016-09-07,43.720001220703125
2016-09-08,45.72999954223633
2016-09-09,44.529998779296875
2016-09-12,45.09000015258789
2016-09-13,43.2400016784668
2016-09-14,43.56999969482422
2016-09-15,43.91999816894531
2016-09-16,44.18000030517578
2016-09-19,43.959999084472656
2016-09-20,43.61000061035156
2016-09-21,44.189998626708984
2016-09-22,43.9900016784668
2016-09-23,43.70000076293945
2016-09-26,43.220001220703125
2016-09-27,43.11000061035156
2016-09-28,44.220001220703125
2016-09-29,43.84000015258789
2016-09-30,44.22999954223633
2016-10-03,44.02000045776367
2016-10-04,43.41999816894531
2016-10-05,43.2599983215332
2016-10-06,42.95000076293945
2016-10-07,42.97999954223633
2016-10-10,43.58000183105469
2016-10-11,43.290000915527344
2016-10-12,43.689998626708984
2016-10-13,44.06999969482422
2016-10-14,43.97999954223633
2016-10-17,44.0099983215332
2016-10-18,44.31999969482422
2016-10-19,44.779998779296875
2016-10-20,43.90999984741211
2016-10-21,44.09000015258789
2016-10-24,43.4900016784668
2016-10-25,43.45000076293945
2016-10-26,43.61000061035156
2016-10-27,44.150001525878906
2016-10-28,43.599998474121094
2016-10-31,43.16999816894531
2016-11-01,42.93000030517578
2016-11-02,41.66999816894531
2016-11-03,41.08000183105469
2016-11-04,41.18000030517578
2016-11-07,42.65999984741211
2016-11-08,42.90999984741211
2016-11-09,42.540000915527344
2016-11-10,42.06999969482422
2016-11-11,40.70000076293945
2016-11-14,39.939998626708984
2016-11-15,41.099998474121094
2016-11-16,41.310001373291016
2016-11-17,41.91999816894531
2016-11-18,42.2599983215332
2016-11-21,43.400001525878906
2016-11-22,43.18000030517578
2016-11-23,42.95000076293945
2016-11-25,42.790000915527344
2016-11-28,42.77000045776367
2016-11-29,42.15999984741211
2016-11-30,42.040000915527344
2016-12-01,41.380001068115234
2016-12-02,41.790000915527344
2016-12-05,41.849998474121094
2016-12-06,41.72999954223633
2016-12-07,42.150001525878906
2016-12-08,42.18000030517578
2016-12-09,42.029998779296875
2016-12-12,42.099998474121094
2016-12-13,42.90999984741211
2016-12-14,41.77000045776367
2016-12-15,41.90999984741211
2016-12-16,42.97999954223633
2016-12-19,42.56999969482422
2016-12-20,42.25
2016-12-21,42.22999954223633
2016-12-22,42.7599983215332
2016-12-23,42.56999969482422
2016-12-27,42.790000915527344
2016-12-28,42.04999923706055
2016-12-29,42.220001220703125
2016-12-30,42.119998931884766
2017-01-03,42.540000915527344
2017-01-04,42.84000015258789
2017-01-05,43.34000015258789
2017-01-06,43.61000061035156
2017-01-09,43.45000076293945
2017-01-10,42.81999969482422
2017-01-11,43.130001068115234
2017-01-12,43.09000015258789
2017-01-13,43.27000045776367
2017-01-17,43.869998931884766
2017-01-18,43.16999816894531
2017-01-19,42.61000061035156
2017-01-20,42.90999984741211
2017-01-23,42.68000030517578
2017-01-24,43.7400016784668
2017-01-25,44.2400016784668
2017-01-26,44.369998931884766
2017-01-27,43.029998779296875
2017-01-30,42.47999954223633
2017-01-31,42.599998474121094
2017-02-01,42.27000045776367
2017-02-02,43.060001373291016
2017-02-03,43.81999969482422
2017-02-06,43.06999969482422
2017-02-07,42.2599983215332
2017-02-08,42.79999923706055
2017-02-09,42.88999938964844
2017-02-10,43.15999984741211
2017-02-13,43.18000030517578
2017-02-14,43.25
2017-02-15,42.77000045776367
2017-02-16,42.25
2017-02-17,42.0099983215332
2017-02-21,42.2400016784668
2017-02-22,42.150001525878906
2017-02-23,41.709999084472656
2017-02-24,41.34000015258789
