Date,SE
2016-01-04,32.900001525878906
2016-01-05,32.88999938964844
2016-01-06,31.670000076293945
2016-01-07,31.0
2016-01-08,31.709999084472656
2016-01-11,31.139999389648438
2016-01-12,31.239999771118164
2016-01-13,29.809999465942383
2016-01-14,31.170000076293945
2016-01-15,30.309999465942383
2016-01-19,30.280000686645508
2016-01-20,28.440000534057617
2016-01-21,31.260000228881836
2016-01-22,33.45000076293945
2016-01-25,31.549999237060547
2016-01-26,32.59000015258789
2016-01-27,32.16999816894531
2016-01-28,33.04999923706055
2016-01-29,34.599998474121094
2016-02-01,33.72999954223633
2016-02-02,32.869998931884766
2016-02-03,34.7400016784668
2016-02-04,34.66999816894531
2016-02-05,33.88999938964844
2016-02-08,33.33000183105469
2016-02-09,32.2400016784668
2016-02-10,31.56999969482422
2016-02-11,30.829999923706055
2016-02-12,31.8799991607666
2016-02-16,32.560001373291016
2016-02-17,33.18000030517578
2016-02-18,32.09000015258789
2016-02-19,31.34000015258789
2016-02-22,31.920000076293945
2016-02-23,31.040000915527344
2016-02-24,31.5
2016-02-25,33.689998626708984
2016-02-26,34.7400016784668
2016-02-29,35.31999969482422
2016-03-01,35.060001373291016
2016-03-02,34.7599983215332
2016-03-03,35.33000183105469
2016-03-04,36.70000076293945
2016-03-07,37.65999984741211
2016-03-08,37.13999938964844
2016-03-09,38.18000030517578
2016-03-10,38.099998474121094
2016-03-11,38.70000076293945
2016-03-14,37.63999938964844
2016-03-15,37.459999084472656
2016-03-16,38.349998474121094
2016-03-17,39.04999923706055
2016-03-18,37.97999954223633
2016-03-21,37.869998931884766
2016-03-22,38.08000183105469
2016-03-23,37.279998779296875
2016-03-24,37.459999084472656
2016-03-28,37.79999923706055
2016-03-29,37.61000061035156
2016-03-30,38.68000030517578
2016-03-31,38.90999984741211
2016-04-01,37.939998626708984
2016-04-04,37.93000030517578
2016-04-05,37.06999969482422
2016-04-06,37.869998931884766
2016-04-07,37.689998626708984
2016-04-08,38.970001220703125
2016-04-11,39.119998931884766
2016-04-12,40.22999954223633
2016-04-13,40.599998474121094
2016-04-14,40.56999969482422
2016-04-15,40.5099983215332
2016-04-18,41.380001068115234
2016-04-19,42.29999923706055
2016-04-20,42.31999969482422
2016-04-21,42.16999816894531
2016-04-22,42.5
2016-04-25,41.849998474121094
2016-04-26,41.56999969482422
2016-04-27,41.939998626708984
2016-04-28,41.900001525878906
2016-04-29,41.540000915527344
2016-05-02,41.33000183105469
2016-05-03,40.41999816894531
2016-05-04,39.56999969482422
2016-05-05,39.099998474121094
2016-05-06,39.290000915527344
2016-05-09,38.52000045776367
2016-05-10,40.0
2016-05-11,39.810001373291016
2016-05-12,40.2400016784668
2016-05-13,39.959999084472656
2016-05-16,40.47999954223633
2016-05-17,40.880001068115234
2016-05-18,40.209999084472656
2016-05-19,39.7400016784668
2016-05-20,40.290000915527344
2016-05-23,39.869998931884766
2016-05-24,40.290000915527344
2016-05-25,40.90999984741211
2016-05-26,40.630001068115234
2016-05-27,40.459999084472656
2016-05-31,39.88999938964844
2016-06-01,40.150001525878906
2016-06-02,40.439998626708984
2016-06-03,41.04999923706055
2016-06-06,41.95000076293945
2016-06-07,42.70000076293945
2016-06-08,42.529998779296875
2016-06-09,42.43000030517578
2016-06-10,41.93000030517578
2016-06-13,42.29999923706055
2016-06-14,41.5099983215332
2016-06-15,41.22999954223633
2016-06-16,40.630001068115234
2016-06-17,41.119998931884766
2016-06-20,42.0099983215332
2016-06-21,42.33000183105469
2016-06-22,42.369998931884766
2016-06-23,43.040000915527344
2016-06-24,41.540000915527344
2016-06-27,41.06999969482422
2016-06-28,41.380001068115234
2016-06-29,42.08000183105469
2016-06-30,42.36000061035156
2016-07-01,43.38999938964844
2016-07-05,42.13999938964844
2016-07-06,42.18000030517578
