Date,CA
2016-05-03,28.294935309552
2016-05-04,28.046985084393
2016-05-05,27.999302348785
2016-05-06,28.333081498038
2016-05-09,28.428446969253
2016-05-10,28.752689571385
2016-05-11,28.571495176076
2016-05-12,30.021050338547
2016-05-13,30.068733074155
2016-05-16,30.030586885669
2016-05-17,29.744490472023
2016-05-18,29.906611773089
2016-05-19,29.744490472023
2016-05-20,29.858929037482
2016-05-23,29.610978812322
2016-05-24,30.245159195903
2016-05-25,30.552802264647
2016-05-26,30.783534566205
2016-05-27,30.831603795697
2016-05-31,31.071949943153
2016-06-01,31.225771477525
2016-06-02,31.533414546269
2016-06-03,31.321909936508
2016-06-06,31.446889933185
2016-06-07,31.47573147088
2016-06-08,31.812216077318
2016-06-09,31.658394542946
2016-06-10,31.716077618336
2016-06-13,31.494959162676
2016-06-14,31.293068398813
2016-06-15,31.379593011897
2016-06-16,31.706463772438
2016-06-17,31.446889933185
2016-06-20,31.764146847827
2016-06-21,31.821829923217
2016-06-22,31.937196073996
2016-06-23,32.278487603384
2016-06-24,30.764306874409
2016-06-27,30.052882277938
2016-06-28,30.398980730275
2016-06-29,31.004653021865
2016-06-30,31.562256083964
2016-07-01,31.514186854473
2016-07-05,31.562256083964
2016-07-06,31.716077618336
2016-07-07,31.850671460911
2016-07-08,32.4659575984
2016-07-11,32.715917591754
2016-07-12,32.975491431007
2016-07-13,33.0139468146
2016-07-14,32.908194509719
2016-07-15,32.85051143433
2016-07-18,32.860125280228
2016-07-19,32.658234516365
2016-07-20,32.946649893312
2016-07-21,32.754372975347
2016-07-22,33.07162988999
2016-07-25,33.186996040769
2016-07-26,33.340817575141
2016-07-27,33.215837578463
2016-07-28,33.129312965379
2016-07-29,33.311976037446
2016-08-01,33.504252955411
2016-08-02,32.302522218129
2016-08-03,32.331363755824
2016-08-04,32.437116060705
2016-08-05,32.735145283551
2016-08-08,32.562096057382
2016-08-09,32.715917591754
2016-08-10,32.898580663821
2016-08-11,33.023560660498
2016-08-12,32.879352972024
2016-08-15,33.023560660498
2016-08-16,32.840897588431
2016-08-17,32.619779132772
2016-08-18,32.715917591754
2016-08-19,32.840897588431
2016-08-22,32.754372975347
2016-08-23,33.172575271921
2016-08-24,33.036979343802
2016-08-25,32.843270875061
2016-08-26,33.007923073491
2016-08-29,33.211316965669
2016-08-30,33.201631542232
2016-08-31,32.843270875061
2016-09-01,32.843270875061
2016-09-02,33.114462731299
2016-09-06,33.007923073491
2016-09-07,33.269429506292
2016-09-08,33.007923073491
2016-09-09,32.029695306348
2016-09-12,32.204032928215
2016-09-13,31.119265503265
2016-09-14,31.225805161073
2016-09-15,31.448569900125
2016-09-16,30.944927881398
2016-09-19,31.119265503265
2016-09-20,31.303288548569
2016-09-21,31.690705486051
2016-09-22,31.7294471798
2016-09-23,31.603536675118
2016-09-26,31.429199053251
2016-09-27,31.642278368866
2016-09-28,32.281516315712
2016-09-29,31.797245143859
2016-09-30,32.039380729785
2016-10-03,32.049066153223
2016-10-04,31.9909536126
2016-10-05,32.242774621964
2016-10-06,32.194347504778
2016-10-07,31.942526495415
2016-10-10,31.923155648541
2016-10-11,31.371086512629
2016-10-12,31.40014278294
2016-10-13,31.109580079828
2016-10-14,31.07083838608
2016-10-17,31.119265503265
2016-10-18,31.148321773576
2016-10-19,31.148321773576
2016-10-20,31.061152962643
2016-10-21,31.187063467324
2016-10-24,31.593851251681
2016-10-25,31.390457359503
2016-10-26,31.312973972006
2016-10-27,31.061152962643
2016-10-28,29.772991645514
2016-10-31,29.772991645514
2016-11-01,29.811733339262
2016-11-02,29.869845879885
2016-11-03,29.734249951766
2016-11-04,29.714879104892
2016-11-07,30.518769250167
2016-11-08,30.567196367353
2016-11-09,30.74153398922
2016-11-10,30.886815340776
2016-11-11,31.061152962643
2016-11-14,30.3444316283
2016-11-15,30.736691277501
2016-11-16,30.814802309973
2016-11-17,30.736691277501
2016-11-18,30.277788961732
2016-11-21,30.668344124089
2016-11-22,30.834330068091
2016-11-23,30.853857826208
2016-11-25,31.029607649269
2016-11-28,31.20535747233
2016-11-29,31.713079183394
2016-11-30,31.20535747233
2016-12-01,29.691956218196
2016-12-02,30.316844477967
2016-12-05,30.629288607853
2016-12-06,30.336372236085
2016-12-07,31.000316012092
2016-12-08,31.029607649269
2016-12-09,30.93196885868
2016-12-12,31.068663165505
2016-12-13,31.957176159867
2016-12-14,31.605676513746
2016-12-15,31.966940038926
2016-12-16,31.263940746683
2016-12-19,31.947412280808
2016-12-20,32.103634345751
2016-12-21,31.664259788099
2016-12-22,31.400635053508
2016-12-23,31.29323238386
2016-12-27,31.468982206921
2016-12-28,31.215121351389
2016-12-29,31.38110729539
2016-12-30,31.01984377021
2017-01-03,31.527565481274
2017-01-04,32.035287192339
2017-01-05,32.29891192693
2017-01-06,32.406314596578
2017-01-09,32.464897870931
2017-01-10,32.230564773517
2017-01-11,32.220800894458
2017-01-12,32.279384168812
2017-01-13,32.308675805988
2017-01-17,32.02552331328
2017-01-18,31.92788452269
2017-01-19,31.781426336806
2017-01-20,31.800954094924
2017-01-23,31.683787546217
2017-01-24,32.171981499163
2017-01-25,30.5707053335
2017-01-26,30.599996970676
2017-01-27,30.394955510439
2017-01-30,30.394955510439
2017-01-31,30.531649817264
2017-02-01,30.219205687378
2017-02-02,30.687871882207
2017-02-03,31.10771868174
2017-02-06,31.088190923623
2017-02-07,30.74645515656
2017-02-08,30.599996970676
2017-02-09,30.844093947149
2017-02-10,31.01984377021
2017-02-13,31.097954802682
2017-02-14,31.171183895623
2017-02-15,31.190868887032
2017-02-16,31.387718801119
2017-02-17,31.584568715205
2017-02-21,31.643623689431
2017-02-22,31.712521159362
2017-02-23,31.742048646475
2017-02-24,32.116063483239
2017-02-27,32.057008509013
2017-02-28,31.761733637883
2017-03-01,32.234173431691
2017-03-02,32.116063483239
2017-03-03,31.968426047674
2017-03-06,32.303070901622
2017-03-07,31.466458766753
2017-03-08,31.545198732388
2017-03-09,31.623938698023
2017-03-10,31.88968608204
2017-03-13,32.086535996126
2017-03-14,31.820788612109
2017-03-15,32.175118457465
2017-03-16,31.840473603518
2017-03-17,31.919213569153
2017-03-20,31.840473603518
2017-03-21,31.358191314006
2017-03-22,31.505828749571
2017-03-23,31.407403792527
2017-03-24,31.358191314006
2017-03-27,31.200711382736
2017-03-28,31.338506322597
2017-03-29,31.358191314006
2017-03-30,31.279451348371
2017-03-31,31.220396374145
2017-04-03,31.092443929989
2017-04-04,31.151498904215
2017-04-05,31.230238869849
2017-04-06,31.29913633978
2017-04-07,31.377876305414
2017-04-10,31.318821331188
2017-04-11,31.476301262458
2017-04-12,31.210553878441
2017-04-13,31.151498904215
2017-04-17,31.289293844075
2017-04-18,31.358191314006
2017-04-19,31.495986253866
2017-04-20,31.633781193727
2017-04-21,31.427088783936
2017-04-24,32.017638526196
2017-04-25,32.086535996126
2017-04-26,32.18496095317
2017-04-27,32.332598388735
2017-04-28,32.312913397326
2017-05-01,32.283385910213
2017-05-02,32.096378491831
2017-05-03,32.204645944578
2017-05-04,32.440865841482
2017-05-05,32.175118457465
2017-05-08,31.810946116405
2017-05-09,31.545198732388
2017-05-10,31.761733637883
2017-05-11,31.535356236684
2017-05-12,31.112128921397
2017-05-15,31.190868887032
2017-05-16,31.210553878441
2017-05-17,30.718429093224
2017-05-18,30.556027914103
2017-05-19,30.767641571746
2017-05-22,31.387718801119
2017-05-23,31.25484510911
2017-05-24,31.363989012666
2017-05-25,31.661654204181
2017-05-26,31.572354646727
2017-05-30,31.651732031131
2017-05-31,31.522743781474
2017-06-01,31.621965511979
2017-06-02,31.939475049596
2017-06-05,31.681498550282
2017-06-06,31.899786357394
2017-06-07,31.785681367313
2017-06-08,31.716226155959
2017-06-09,31.463210743171
2017-06-12,31.879942011293
2017-06-13,31.919630703495
2017-06-14,31.483055089272
2017-06-15,31.592198992828
2017-06-16,31.423522050969
2017-06-19,31.64180985808
2017-06-20,31.334222493514
2017-06-21,35.52137952083
2017-06-22,34.836749580345
2017-06-23,34.707761330688
2017-06-26,34.53908438883
2017-06-27,34.35056310087
2017-06-28,34.638306119335
2017-06-29,34.003287044102
2017-06-30,34.201730505112
2017-07-03,33.894143140546
2017-07-05,34.211652678163
2017-07-06,33.636166641233
2017-07-07,34.072742255456
2017-07-10,34.033053563253
2017-07-11,34.042975736304
2017-07-12,34.052897909354
2017-07-13,34.169483442698
2017-07-14,34.211652678163
2017-07-17,34.231497024264
2017-07-18,33.794921410041
2017-07-19,34.320796581718
2017-07-20,34.370407446971
2017-07-21,34.15211963986
2017-07-24,34.459707004425
2017-07-25,34.757372195941
2017-07-26,34.380329620021
2017-07-27,30.85795818709
2017-07-28,30.699203418282
2017-07-31,30.798425148787
2017-08-01,30.977024263696
2017-08-02,30.609903860827
2017-08-03,31.602121165878
2017-08-04,31.741031588585
2017-08-07,32.063502212727
2017-08-08,31.969241568747
2017-08-09,32.296673279414
2017-08-10,31.800564626888
2017-08-11,31.741031588585
2017-08-14,32.41573935602
2017-08-15,32.247062414161
2017-08-16,32.40581718297
2017-08-17,32.127996337555
2017-08-18,32.118074164505
2017-08-21,32.306595452465
2017-08-22,32.51
2017-08-23,32.39
2017-08-24,32.42
2017-08-25,32.5
2017-08-28,32.61
2017-08-29,32.67
2017-08-30,32.93
2017-08-31,33.18
2017-09-01,33.26
2017-09-05,33.02
2017-09-06,33.07
2017-09-07,33.25
2017-09-08,33.16
2017-09-11,33.41
2017-09-12,33.55
2017-09-13,33.46
2017-09-14,33.17
2017-09-15,33.11
2017-09-18,32.99
2017-09-19,32.9
2017-09-20,32.61
2017-09-21,32.36
2017-09-22,32.68
2017-09-25,33.01
2017-09-26,33.16
2017-09-27,33.25
2017-09-28,33.01
2017-09-29,33.38
2017-10-02,33.67
2017-10-03,33.57
2017-10-04,33.66
2017-10-05,33.94
2017-10-06,33.86
2017-10-09,33.57
2017-10-10,33.64
2017-10-11,33.63
2017-10-12,33.92
2017-10-13,33.88
2017-10-16,33.71
2017-10-17,33.59
2017-10-18,33.73
2017-10-19,33.93
2017-10-20,34.1
2017-10-23,34.29
2017-10-24,34.29
2017-10-25,34.13
2017-10-26,32.63
2017-10-27,32.87
2017-10-30,32.32
2017-10-31,32.38
2017-11-01,32.93
2017-11-02,32.41
2017-11-03,32.65
2017-11-06,32.45
2017-11-07,32.3
2017-11-09,32.26
2017-11-10,32.45
2017-11-13,32.32
2017-11-14,32.31
2017-11-15,32.12
2017-11-16,32.58
2017-11-17,32.51
2017-11-20,32.53
2017-11-21,32.58
2017-11-22,32.45
2017-11-24,32.63
2017-11-27,32.63
2017-11-28,32.69
2017-11-29,32.58
2017-11-30,33.07
2017-12-01,33.19
2017-12-04,33.28
2017-12-05,33.22
2017-12-06,33.3
2017-12-07,33.17
2017-12-08,33.48
2017-12-11,33.33
2017-12-12,33.49
2017-12-13,33.36
2017-12-14,33.19
2017-12-15,33.71
2017-12-18,33.74
2017-12-19,33.65
2017-12-20,33.55
2017-12-21,33.51
2017-12-22,33.52
2017-12-26,33.65
2017-12-27,33.5
2017-12-28,33.5
2017-12-29,33.28
2018-01-02,33.57
2018-01-03,33.71
2018-01-04,33.78
2018-01-05,34.03
2018-01-08,33.87
2018-01-09,33.76
2018-01-10,33.48
2018-01-11,33.82
2018-01-12,34.09
2018-01-16,34.03
2018-01-17,34.47
2018-01-18,34.19
2018-01-19,34.07
2018-01-22,34.72
2018-01-23,34.75
2018-01-24,34.9
2018-01-25,35.13
2018-01-26,35.9
2018-01-29,35.64
2018-01-30,35.55
2018-01-31,35.85
2018-02-01,35.38
2018-02-02,34.975
2018-02-05,33.735
2018-02-06,33.7
2018-02-07,34.0
2018-02-08,32.64
2018-02-09,33.44
2018-02-12,34.02
2018-02-13,34.18
2018-02-14,34.75
2018-02-15,35.24
2018-02-16,35.34
2018-02-20,35.06
2018-02-21,34.69
2018-02-22,34.85
2018-02-23,35.43
2018-02-26,35.36
2018-02-27,35.25
2018-02-28,35.1
2018-03-01,35.2
2018-03-02,35.32
2018-03-05,35.54
2018-03-06,35.72
2018-03-07,35.96
2018-03-08,36.16
2018-03-09,37.12
2018-03-12,36.81
2018-03-13,36.27
2018-03-14,35.84
2018-03-15,35.69
2018-03-16,35.79
2018-03-19,35.38
2018-03-20,35.4
2018-03-21,35.31
2018-03-22,34.31
2018-03-23,33.24
2018-03-26,34.15
2018-03-27,33.43
