Date,BLL
2016-01-04,32.381107330322266
2016-01-05,32.76278305053711
2016-01-06,32.45295333862305
2016-01-07,31.595256805419922
2016-01-08,31.33479881286621
2016-01-11,31.056398391723633
2016-01-12,31.69854164123535
2016-01-13,30.82288932800293
2016-01-14,30.903715133666992
2016-01-15,30.9710750579834
2016-01-19,31.137222290039062
2016-01-20,30.8049259185791
2016-01-21,30.113386154174805
2016-01-22,30.876766204833984
2016-01-25,29.92029571533203
2016-01-26,30.45916175842285
2016-01-27,29.68229866027832
2016-01-28,30.041542053222656
2016-01-29,30.010103225708008
2016-02-01,30.176252365112305
2016-02-02,29.44878578186035
2016-02-03,29.691282272338867
2016-02-04,30.463647842407227
2016-02-05,29.28713607788086
2016-02-08,28.689895629882812
2016-02-09,29.25569725036621
2016-02-10,29.305097579956055
2016-02-11,28.775217056274414
2016-02-12,29.264680862426758
2016-02-16,29.754154205322266
2016-02-17,30.140329360961914
2016-02-18,29.875381469726562
2016-02-19,29.664335250854492
2016-02-22,29.84845542907715
2016-02-23,29.650863647460938
2016-02-24,30.041542053222656
2016-02-25,30.010103225708008
2016-02-26,30.14958381652832
2016-02-29,29.798641204833984
2016-03-01,30.550018310546875
2016-03-02,30.62649917602539
2016-03-03,30.905460357666016
2016-03-04,30.67599868774414
2016-03-07,30.262067794799805
2016-03-08,30.33405303955078
2016-03-09,30.370040893554688
2016-03-10,30.22606658935547
2016-03-11,31.05393409729004
2016-03-14,30.941450119018555
2016-03-15,30.855981826782227
2016-03-16,31.34638023376465
2016-03-17,32.21023941040039
2016-03-18,31.66133689880371
2016-03-21,31.445377349853516
2016-03-22,31.728824615478516
2016-03-23,31.71082878112793
2016-03-24,31.602842330932617
2016-03-28,31.656824111938477
2016-03-29,31.94929313659668
2016-03-30,31.899797439575195
2016-03-31,32.075260162353516
2016-04-01,32.2192497253418
2016-04-04,31.76481056213379
2016-04-05,31.72433090209961
2016-04-06,32.075260162353516
2016-04-07,31.782814025878906
2016-04-08,31.854820251464844
2016-04-11,31.706340789794922
2016-04-12,32.01228332519531
2016-04-13,32.33622360229492
2016-04-14,32.327213287353516
2016-04-15,32.52069854736328
2016-04-18,33.57801055908203
2016-04-19,33.73999786376953
2016-04-20,33.892982482910156
2016-04-21,33.81648254394531
2016-04-22,34.1224365234375
2016-04-25,33.60951614379883
2016-04-26,33.7714958190918
2016-04-27,33.681514739990234
2016-04-28,32.81315231323242
2016-04-29,32.11575698852539
2016-05-02,32.41720962524414
2016-05-03,32.19224166870117
2016-05-04,32.4127197265625
2016-05-05,32.3182373046875
2016-05-06,32.14276123046875
2016-05-09,32.403717041015625
2016-05-10,32.46670150756836
