Date,PKI
2016-01-04,52.43000030517578
2016-01-05,53.0099983215332
2016-01-06,52.25
2016-01-07,50.060001373291016
2016-01-08,49.31999969482422
2016-01-11,47.75
2016-01-12,48.54999923706055
2016-01-13,47.09000015258789
2016-01-14,48.099998474121094
2016-01-15,47.40999984741211
2016-01-19,47.77000045776367
2016-01-20,48.15999984741211
2016-01-21,47.52000045776367
2016-01-22,49.130001068115234
2016-01-25,48.38999938964844
2016-01-26,48.93000030517578
2016-01-27,48.61000061035156
2016-01-28,46.970001220703125
2016-01-29,48.31999969482422
2016-02-01,48.22999954223633
2016-02-02,47.529998779296875
2016-02-03,46.79999923706055
2016-02-04,46.58000183105469
2016-02-05,43.2599983215332
2016-02-08,41.45000076293945
2016-02-09,42.470001220703125
2016-02-10,43.9900016784668
2016-02-11,43.40999984741211
2016-02-12,44.40999984741211
2016-02-16,45.66999816894531
2016-02-17,45.70000076293945
2016-02-18,45.68000030517578
2016-02-19,46.970001220703125
2016-02-22,47.790000915527344
2016-02-23,47.20000076293945
2016-02-24,47.369998931884766
2016-02-25,47.619998931884766
2016-02-26,47.95000076293945
2016-02-29,47.2599983215332
2016-03-01,47.959999084472656
2016-03-02,49.15999984741211
2016-03-03,48.939998626708984
2016-03-04,48.81999969482422
2016-03-07,48.869998931884766
2016-03-08,47.630001068115234
2016-03-09,47.790000915527344
2016-03-10,47.63999938964844
2016-03-11,48.709999084472656
2016-03-14,48.52000045776367
2016-03-15,47.70000076293945
2016-03-16,47.95000076293945
2016-03-17,47.5099983215332
2016-03-18,48.93000030517578
2016-03-21,48.45000076293945
2016-03-22,48.68000030517578
2016-03-23,48.650001525878906
2016-03-24,48.41999816894531
2016-03-28,48.29999923706055
2016-03-29,49.33000183105469
2016-03-30,49.34000015258789
2016-03-31,49.459999084472656
2016-04-01,50.34000015258789
2016-04-04,50.15999984741211
2016-04-05,48.58000183105469
2016-04-06,50.27000045776367
2016-04-07,49.2599983215332
2016-04-08,50.0
2016-04-11,49.79999923706055
