Date,HCP
2016-01-04,34.81785202026367
2016-01-05,35.573768615722656
2016-01-06,34.143898010253906
2016-01-07,33.233150482177734
2016-01-08,33.1420783996582
2016-01-11,33.66120147705078
2016-01-12,33.56101989746094
2016-01-13,32.96903610229492
2016-01-14,32.75045394897461
2016-01-15,33.005462646484375
2016-01-19,33.29690170288086
2016-01-20,31.84881591796875
2016-01-21,32.44990921020508
2016-01-22,33.66120147705078
2016-01-25,33.3697624206543
2016-01-26,33.743167877197266
2016-01-27,32.0673942565918
2016-01-28,31.87613868713379
2016-01-29,32.73223876953125
2016-02-01,32.99635696411133
2016-02-02,32.64116668701172
2016-02-03,33.3697624206543
2016-02-04,32.62295150756836
2016-02-05,32.42258834838867
2016-02-08,30.956283569335938
2016-02-09,25.801456451416016
2016-02-10,24.781421661376953
2016-02-11,23.797813415527344
2016-02-12,23.916210174560547
2016-02-16,24.517303466796875
2016-02-17,24.927139282226562
2016-02-18,25.57377052307129
2016-02-19,25.865209579467773
2016-02-22,26.384334564208984
2016-02-23,26.010929107666016
2016-02-24,26.31147575378418
2016-02-25,27.01275062561035
2016-02-26,27.23133087158203
2016-02-29,26.939891815185547
2016-03-01,27.996356964111328
2016-03-02,28.214935302734375
2016-03-03,28.579235076904297
2016-03-04,28.68852424621582
2016-03-07,29.571949005126953
2016-03-08,29.216758728027344
2016-03-09,29.41712188720703
2016-03-10,28.87978172302246
2016-03-11,29.754098892211914
2016-03-14,29.717668533325195
2016-03-15,29.28050994873047
2016-03-16,29.380691528320312
2016-03-17,29.99089241027832
2016-03-18,30.200363159179688
2016-03-21,29.535518646240234
2016-03-22,29.307832717895508
2016-03-23,28.806922912597656
2016-03-24,28.8615665435791
2016-03-28,29.307832717895508
2016-03-29,30.0
2016-03-30,29.544626235961914
2016-03-31,29.672130584716797
2016-04-01,29.699453353881836
2016-04-04,30.02732276916504
2016-04-05,30.127504348754883
2016-04-06,30.664844512939453
2016-04-07,31.001821517944336
2016-04-08,31.557376861572266
2016-04-11,31.584699630737305
2016-04-12,31.85792350769043
2016-04-13,31.967212677001953
2016-04-14,31.921676635742188
2016-04-15,31.81238555908203
2016-04-18,31.994535446166992
2016-04-19,32.09471893310547
2016-04-20,31.156648635864258
2016-04-21,30.091075897216797
2016-04-22,30.74681282043457
2016-04-25,30.974498748779297
2016-04-26,31.420764923095703
2016-04-27,31.174863815307617
2016-04-28,30.883424758911133
2016-04-29,30.810565948486328
2016-05-02,31.28415298461914
2016-05-03,31.730419158935547
2016-05-04,32.21311569213867
2016-05-05,31.165756225585938
2016-05-06,31.4663028717041
2016-05-09,32.77777862548828
2016-05-10,31.612022399902344
2016-05-11,31.05646514892578
2016-05-12,31.183971405029297
2016-05-13,31.147541046142578
2016-05-16,31.29326057434082
2016-05-17,30.58287811279297
2016-05-18,29.62659454345703
2016-05-19,29.380691528320312
2016-05-20,29.45355224609375
2016-05-23,29.562841415405273
2016-05-24,29.653915405273438
2016-05-25,29.672130584716797
2016-05-26,29.763206481933594
2016-05-27,30.091075897216797
2016-05-31,29.936248779296875
2016-06-01,30.154827117919922
2016-06-02,30.391620635986328
2016-06-03,30.57377052307129
2016-06-06,30.437158584594727
2016-06-07,31.020036697387695
2016-06-08,31.3023681640625
2016-06-09,31.402549743652344
2016-06-10,31.357013702392578
2016-06-13,31.502731323242188
2016-06-14,31.420764923095703
2016-06-15,31.693988800048828
2016-06-16,31.82149314880371
2016-06-17,32.04007339477539
2016-06-20,31.757741928100586
2016-06-21,31.88524627685547
2016-06-22,31.010929107666016
2016-06-23,31.065574645996094
2016-06-24,31.174863815307617
2016-06-27,31.12932586669922
2016-06-28,31.84881591796875
2016-06-29,32.21311569213867
2016-06-30,32.22222137451172
2016-07-01,32.16757583618164
2016-07-05,32.540985107421875
2016-07-06,32.35883331298828
2016-07-07,31.766849517822266
2016-07-08,32.73223876953125
2016-07-11,33.278690338134766
2016-07-12,33.724952697753906
2016-07-13,34.08925247192383
2016-07-14,33.652095794677734
2016-07-15,34.08925247192383
2016-07-18,34.03460693359375
2016-07-19,34.726776123046875
2016-07-20,34.918033599853516
2016-07-21,35.109291076660156
2016-07-22,35.42805099487305
2016-07-25,35.591983795166016
2016-07-26,35.35519027709961
2016-07-27,35.21857833862305
2016-07-28,35.5373420715332
2016-07-29,35.72859573364258
2016-08-01,35.92896270751953
2016-08-02,35.482696533203125
2016-08-03,35.60109329223633
2016-08-04,35.063751220703125
2016-08-05,34.98178482055664
2016-08-08,35.00910568237305
2016-08-09,35.47358703613281
2016-08-10,35.9744987487793
2016-08-11,35.1183967590332
2016-08-12,35.63752365112305
2016-08-15,35.96539306640625
2016-08-16,35.72859573364258
2016-08-17,36.07468032836914
2016-08-18,36.28415298461914
2016-08-19,35.94717788696289
2016-08-22,35.90163803100586
2016-08-23,36.22950744628906
2016-08-24,35.93806838989258
2016-08-25,36.047359466552734
2016-08-26,35.28233337402344
2016-08-29,35.63752365112305
2016-08-30,35.90163803100586
2016-08-31,35.819671630859375
2016-09-01,35.33697509765625
2016-09-02,35.591983795166016
2016-09-06,36.54827117919922
2016-09-07,36.73041915893555
2016-09-08,36.065574645996094
2016-09-09,34.726776123046875
2016-09-12,34.69945526123047
2016-09-13,33.652095794677734
2016-09-14,33.64298629760742
2016-09-15,33.724952697753906
2016-09-16,33.843353271484375
2016-09-19,34.09836196899414
2016-09-20,34.28050994873047
2016-09-21,34.744991302490234
2016-09-22,35.437156677246094
2016-09-23,35.77413558959961
2016-09-26,36.065574645996094
2016-09-27,35.30054473876953
2016-09-28,35.82878112792969
2016-09-29,35.100181579589844
2016-09-30,34.562843322753906
2016-10-03,34.25318908691406
2016-10-04,33.55191421508789
2016-10-05,33.069217681884766
2016-10-06,32.74134826660156
2016-10-07,32.704917907714844
2016-10-10,32.841529846191406
2016-10-11,32.559200286865234
2016-10-12,32.86885070800781
2016-10-13,33.214935302734375
2016-10-14,33.005462646484375
2016-10-17,33.07832336425781
2016-10-18,33.41530227661133
2016-10-19,33.56101989746094
2016-10-20,33.387977600097656
2016-10-21,32.650272369384766
2016-10-24,32.859745025634766
2016-10-25,32.41347885131836
2016-10-26,31.939891815185547
2016-10-27,31.038251876831055
2016-10-28,31.0928955078125
2016-10-31,31.193077087402344
2016-11-01,30.469999313354492
2016-11-02,29.229999542236328
2016-11-03,28.670000076293945
2016-11-04,29.520000457763672
2016-11-07,30.260000228881836
2016-11-08,29.709999084472656
2016-11-09,28.829999923706055
2016-11-10,27.940000534057617
2016-11-11,28.100000381469727
2016-11-14,29.399999618530273
2016-11-15,29.40999984741211
2016-11-16,29.31999969482422
2016-11-17,28.760000228881836
2016-11-18,28.68000030517578
2016-11-21,28.670000076293945
2016-11-22,29.399999618530273
2016-11-23,29.510000228881836
2016-11-25,29.260000228881836
2016-11-28,29.3799991607666
2016-11-29,29.600000381469727
2016-11-30,29.530000686645508
2016-12-01,28.610000610351562
2016-12-02,29.079999923706055
2016-12-05,29.229999542236328
2016-12-06,29.43000030517578
2016-12-07,30.1299991607666
2016-12-08,30.110000610351562
2016-12-09,30.040000915527344
2016-12-12,30.350000381469727
2016-12-13,30.389999389648438
2016-12-14,29.010000228881836
2016-12-15,28.40999984741211
2016-12-16,29.139999389648438
2016-12-19,30.299999237060547
2016-12-20,30.020000457763672
2016-12-21,29.3700008392334
2016-12-22,29.18000030517578
2016-12-23,29.260000228881836
2016-12-27,29.3700008392334
2016-12-28,29.010000228881836
2016-12-29,29.360000610351562
2016-12-30,29.719999313354492
2017-01-03,29.780000686645508
2017-01-04,30.440000534057617
2017-01-05,31.149999618530273
2017-01-06,31.219999313354492
2017-01-09,30.809999465942383
2017-01-10,30.049999237060547
2017-01-11,30.399999618530273
2017-01-12,30.40999984741211
2017-01-13,30.219999313354492
2017-01-17,30.68000030517578
2017-01-18,30.549999237060547
2017-01-19,29.959999084472656
2017-01-20,30.06999969482422
2017-01-23,30.329999923706055
2017-01-24,30.239999771118164
2017-01-25,29.8799991607666
2017-01-26,29.600000381469727
2017-01-27,29.559999465942383
2017-01-30,30.06999969482422
2017-01-31,30.31999969482422
2017-02-01,30.040000915527344
2017-02-02,30.700000762939453
2017-02-03,30.75
2017-02-06,30.920000076293945
2017-02-07,30.75
2017-02-08,30.90999984741211
2017-02-09,30.68000030517578
2017-02-10,30.700000762939453
2017-02-13,30.850000381469727
2017-02-14,30.40999984741211
2017-02-15,30.420000076293945
2017-02-16,30.979999542236328
2017-02-17,31.06999969482422
2017-02-21,31.399999618530273
2017-02-22,31.639999389648438
2017-02-23,32.130001068115234
2017-02-24,32.63999938964844
2017-02-27,32.72999954223633
2017-02-28,32.790000915527344
2017-03-01,32.20000076293945
2017-03-02,32.11000061035156
2017-03-03,32.20000076293945
2017-03-06,31.5
2017-03-07,31.299999237060547
2017-03-08,30.360000610351562
2017-03-09,29.75
2017-03-10,29.760000228881836
2017-03-13,29.780000686645508
2017-03-14,29.510000228881836
2017-03-15,30.079999923706055
2017-03-16,30.020000457763672
2017-03-17,30.1200008392334
2017-03-20,30.170000076293945
2017-03-21,30.010000228881836
2017-03-22,30.489999771118164
2017-03-23,30.56999969482422
2017-03-24,30.610000610351562
2017-03-27,30.790000915527344
2017-03-28,31.0
2017-03-29,31.020000457763672
2017-03-30,30.989999771118164
2017-03-31,31.280000686645508
2017-04-03,31.100000381469727
2017-04-04,31.049999237060547
2017-04-05,31.139999389648438
2017-04-06,31.399999618530273
2017-04-07,31.790000915527344
2017-04-10,31.90999984741211
2017-04-11,31.809999465942383
2017-04-12,31.899999618530273
2017-04-13,31.899999618530273
2017-04-17,32.27000045776367
2017-04-18,32.790000915527344
2017-04-19,32.400001525878906
2017-04-20,32.52000045776367
2017-04-21,32.5
2017-04-24,32.0099983215332
2017-04-25,32.040000915527344
2017-04-26,31.6299991607666
2017-04-27,31.510000228881836
2017-04-28,31.350000381469727
2017-05-01,31.450000762939453
2017-05-02,31.260000228881836
2017-05-03,30.530000686645508
2017-05-04,29.899999618530273
2017-05-05,30.09000015258789
2017-05-08,30.1299991607666
2017-05-09,29.889999389648438
2017-05-10,30.389999389648438
2017-05-11,30.959999084472656
2017-05-12,31.290000915527344
2017-05-15,31.100000381469727
2017-05-16,31.0
2017-05-17,31.360000610351562
2017-05-18,31.719999313354492
2017-05-19,31.719999313354492
2017-05-22,31.8799991607666
2017-05-23,31.729999542236328
2017-05-24,31.690000534057617
2017-05-25,31.540000915527344
2017-05-26,31.229999542236328
2017-05-30,31.219999313354492
2017-05-31,31.34000015258789
2017-06-01,31.469999313354492
2017-06-02,31.899999618530273
2017-06-05,31.739999771118164
2017-06-06,31.530000686645508
2017-06-07,31.399999618530273
2017-06-08,30.959999084472656
2017-06-09,31.18000030517578
2017-06-12,31.6200008392334
2017-06-13,31.65999984741211
2017-06-14,31.969999313354492
2017-06-15,32.16999816894531
2017-06-16,32.5099983215332
2017-06-19,32.84000015258789
2017-06-20,33.09000015258789
2017-06-21,33.04999923706055
2017-06-22,33.18000030517578
2017-06-23,33.38999938964844
2017-06-26,33.380001068115234
2017-06-27,32.75
2017-06-28,32.7400016784668
2017-06-29,31.979999542236328
2017-06-30,31.959999084472656
2017-07-03,32.54999923706055
2017-07-05,32.150001525878906
