Date,PEAK
2022-01-04,28.517635345458984
2022-01-05,28.004226684570312
2022-01-06,27.973112106323242
2022-01-07,27.98089027404785
2022-01-10,27.871986389160156
2022-01-11,27.94198989868164
2022-01-12,28.004226684570312
2022-01-13,28.229820251464844
2022-01-14,28.066452026367188
2022-01-18,28.066452026367188
2022-01-19,27.770854949951172
2022-01-20,27.187440872192383
2022-01-21,27.2574462890625
2022-01-24,27.117429733276367
2022-01-25,27.350797653198242
2022-01-26,26.985179901123047
2022-01-27,26.712921142578125
2022-01-28,27.179655075073242
2022-01-31,27.514150619506836
2022-02-01,27.13298225402832
2022-02-02,26.992958068847656
2022-02-03,26.448436737060547
2022-02-04,25.68609619140625
2022-02-07,25.320486068725586
2022-02-08,25.37493133544922
2022-02-09,25.98169708251953
2022-02-10,25.251693725585938
2022-02-11,25.47148323059082
2022-02-14,25.19675064086914
2022-02-15,25.079015731811523
2022-02-16,25.133953094482422
2022-02-17,25.008365631103516
2022-02-18,24.906322479248047
2022-02-22,24.945568084716797
2022-02-23,24.23911476135254
2022-02-24,24.24696922302246
2022-02-25,24.835676193237305
2022-02-28,24.38040542602539
2022-03-01,24.13707160949707
2022-03-02,24.725786209106445
2022-03-03,25.283092498779297
2022-03-04,25.871809005737305
2022-03-07,25.243844985961914
2022-03-08,25.220300674438477
2022-03-09,25.298791885375977
2022-03-10,25.62847137451172
2022-03-11,25.440086364746094
2022-03-14,25.35373878479004
2022-03-15,25.62847137451172
2022-03-16,26.01309585571289
2022-03-17,26.107290267944336
2022-03-18,26.028791427612305
2022-03-21,26.044490814208984
2022-03-22,26.272127151489258
2022-03-23,26.1622314453125
2022-03-24,26.499755859375
2022-03-25,26.900083541870117
2022-03-28,27.11986541748047
2022-03-29,27.70073127746582
2022-03-30,27.339651107788086
2022-03-31,26.947181701660156
2022-04-01,27.480941772460938
2022-04-04,27.669330596923828
2022-04-05,26.96287727355957
2022-04-06,27.755674362182617
2022-04-07,27.48879623413086
2022-04-08,27.64577865600586
2022-04-11,27.347496032714844
2022-04-12,27.535888671875
2022-04-13,27.55944061279297
2022-04-14,27.496641159057617
2022-04-18,27.229761123657227
2022-04-19,27.37105369567871
2022-04-20,27.708580017089844
2022-04-21,27.787076950073242
2022-04-22,27.049219131469727
2022-04-25,26.907936096191406
2022-04-26,26.805889129638672
2022-04-27,26.507614135742188
2022-04-28,26.876541137695312
2022-04-29,25.75406265258789
2022-05-02,25.290943145751953
2022-05-03,25.934602737426758
2022-05-04,25.33803939819336
2022-05-05,24.7100887298584
2022-05-06,24.290061950683594
2022-05-09,23.790794372558594
2022-05-10,23.243967056274414
2022-05-11,23.442087173461914
2022-05-12,23.624361038208008
2022-05-13,23.838336944580078
2022-05-16,23.925519943237305
2022-05-17,24.480262756347656
2022-05-18,23.830411911010742
2022-05-19,23.204336166381836
2022-05-20,23.315288543701172
2022-05-23,23.323211669921875
2022-05-24,23.34699058532715
2022-05-25,23.378690719604492
2022-05-26,23.243967056274414
2022-05-27,23.838336944580078
2022-05-31,23.52926254272461
2022-06-01,23.243967056274414
2022-06-02,23.204336166381836
2022-06-03,22.73676872253418
2022-06-06,22.578266143798828
2022-06-07,22.78431510925293
2022-06-08,21.761995315551758
2022-06-09,20.573246002197266
2022-06-10,20.311721801757812
2022-06-13,19.05164909362793
2022-06-14,18.57615089416504
2022-06-15,19.313175201416016
2022-06-16,19.10712242126465
2022-06-17,19.194299697875977
2022-06-21,19.717348098754883
2022-06-22,19.955095291137695
2022-06-23,20.058122634887695
2022-06-24,20.684192657470703
2022-06-27,20.620798110961914
2022-06-28,20.184921264648438
2022-06-29,20.478145599365234
2022-06-30,20.533620834350586
2022-07-01,21.064598083496094
2022-07-05,20.882326126098633
2022-07-06,21.01704216003418
2022-07-07,20.921945571899414
2022-07-08,20.779296875
2022-07-11,20.83477210998535
2022-07-12,20.906095504760742
2022-07-13,20.573246002197266
2022-07-14,20.4702205657959
2022-07-15,20.779296875
2022-07-18,20.60494613647461
2022-07-19,20.961570739746094
2022-07-20,20.858545303344727
2022-07-21,21.12799072265625
2022-07-22,21.23894500732422
2022-07-25,21.19139289855957
2022-07-26,21.19931983947754
2022-07-27,21.318193435668945
2022-07-28,21.785764694213867
2022-07-29,21.89671516418457
2022-08-01,21.83331871032715
2022-08-02,21.635194778442383
2022-08-03,21.349895477294922
2022-08-04,21.30234146118164
2022-08-05,21.246246337890625
2022-08-08,21.815269470214844
2022-08-09,22.10378646850586
2022-08-10,22.584653854370117
2022-08-11,22.2720947265625
2022-08-12,22.73693084716797
2022-08-15,22.616708755493164
2022-08-16,22.6407527923584
2022-08-17,22.544580459594727
2022-08-18,22.528554916381836
2022-08-19,22.296133041381836
2022-08-22,22.288124084472656
2022-08-23,21.58284568786621
2022-08-24,21.711082458496094
2022-08-25,21.96754264831543
2022-08-26,21.50270652770996
2022-08-29,21.41455078125
2022-08-30,21.069929122924805
2022-08-31,21.03786849975586
2022-09-01,21.069929122924805
2022-09-02,20.725305557250977
2022-09-06,20.973756790161133
2022-09-07,21.47064781188965
2022-09-08,21.366456985473633
2022-09-09,21.92746925354004
2022-09-12,22.071735382080078
2022-09-13,21.47064781188965
2022-09-14,21.17411231994629
2022-09-15,20.597078323364258
2022-09-16,20.61310577392578
2022-09-19,20.364660263061523
2022-09-20,19.763574600219727
2022-09-21,19.587255477905273
2022-09-22,19.675416946411133
2022-09-23,19.459026336669922
2022-09-26,18.78581428527832
2022-09-27,18.27289390563965
2022-09-28,18.705669403076172
2022-09-29,18.096572875976562
2022-09-30,18.36906623840332
2022-10-03,19.04227638244629
2022-10-04,19.138450622558594
2022-10-05,18.665597915649414
2022-10-06,18.104585647583008
2022-10-07,17.551593780517578
2022-10-10,17.319171905517578
2022-10-11,17.792028427124023
2022-10-12,17.75996971130371
2022-10-13,18.216794967651367
2022-10-14,17.84813117980957
2022-10-17,18.31296157836914
2022-10-18,18.561410903930664
2022-10-19,18.080549240112305
2022-10-20,17.992393493652344
2022-10-21,17.984373092651367
2022-10-24,17.816070556640625
2022-10-25,18.465242385864258
2022-10-26,18.433183670043945
2022-10-27,18.489280700683594
2022-10-28,19.0502872467041
2022-10-31,19.018232345581055
2022-11-01,19.0743350982666
2022-11-02,18.954118728637695
2022-11-03,19.226608276367188
2022-11-04,19.486316680908203
2022-11-07,19.640518188476562
2022-11-08,19.61617088317871
2022-11-09,19.397043228149414
2022-11-10,20.573850631713867
2022-11-11,20.630664825439453
2022-11-14,20.09501075744629
2022-11-15,20.452117919921875
2022-11-16,19.94080924987793
2022-11-17,19.80283546447754
2022-11-18,20.005739212036133
2022-11-21,20.44399642944336
2022-11-22,20.614431381225586
2022-11-23,20.50080680847168
2022-11-25,20.66312599182129
2022-11-28,20.143709182739258
2022-11-29,20.809215545654297
2022-11-30,21.31239891052246
2022-12-01,21.223125457763672
2022-12-02,21.247468948364258
2022-12-05,21.125736236572266
2022-12-06,20.947181701660156
2022-12-07,20.573850631713867
2022-12-08,20.71182632446289
2022-12-09,20.573850631713867
2022-12-12,20.533273696899414
2022-12-13,20.801095962524414
2022-12-14,20.687475204467773
2022-12-15,20.695587158203125
2022-12-16,20.411535263061523
2022-12-19,20.208633422851562
2022-12-20,20.078779220581055
2022-12-21,20.31414031982422
2022-12-22,20.232986450195312
2022-12-23,20.427764892578125
2022-12-27,20.541385650634766
2022-12-28,20.054431915283203
2022-12-29,20.452117919921875
2022-12-30,20.346609115600586
2023-01-03,20.646894454956055
2023-01-04,21.417905807495117
2023-01-05,21.068920135498047
2023-01-06,21.701963424682617
2023-01-09,21.320514678955078
2023-01-10,21.223125457763672
2023-01-11,21.977901458740234
2023-01-12,22.172685623168945
2023-01-13,21.953556060791016
2023-01-17,21.929210662841797
2023-01-18,21.701963424682617
2023-01-19,21.596454620361328
2023-01-20,21.791242599487305
2023-01-23,22.16457176208496
2023-01-24,22.075294494628906
2023-01-25,21.977901458740234
2023-01-26,22.148340225219727
2023-01-27,22.343124389648438
2023-01-30,22.026601791381836
2023-01-31,22.302539825439453
2023-02-01,22.253843307495117
2023-02-02,22.919353485107422
2023-02-03,22.42427635192871
2023-02-06,22.253843307495117
2023-02-07,22.099645614624023
2023-02-08,21.927310943603516
2023-02-09,21.590852737426758
2023-02-10,21.87807846069336
2023-02-13,21.738567352294922
2023-02-14,21.287216186523438
2023-02-15,21.37748908996582
2023-02-16,21.30362892150879
2023-02-17,21.44314193725586
2023-02-21,21.00819969177246
2023-02-22,20.589679718017578
2023-02-23,20.556854248046875
2023-02-24,20.146535873413086
2023-02-27,19.966001510620117
2023-02-28,19.744426727294922
2023-03-01,19.39975929260254
2023-03-02,19.53106117248535
2023-03-03,19.92496681213379
2023-03-06,19.851106643676758
2023-03-07,19.14536476135254
2023-03-08,19.293079376220703
2023-03-09,18.83352279663086
2023-03-10,17.577959060668945
2023-03-13,17.618986129760742
2023-03-14,17.692842483520508
2023-03-15,17.668222427368164
2023-03-16,17.55333709716797
