Date,LB
2016-01-04,53.183170318603516
2016-01-05,54.591983795166016
2016-01-06,53.54527282714844
2016-01-07,54.60895538330078
2016-01-08,52.74752426147461
2016-01-11,52.62870407104492
2016-01-12,53.81684875488281
2016-01-13,52.19305419921875
2016-01-14,53.296329498291016
2016-01-15,52.24398422241211
2016-01-19,52.702274322509766
2016-01-20,51.361366271972656
2016-01-21,52.8323974609375
2016-01-22,54.26948547363281
2016-01-25,53.90172576904297
2016-01-26,54.12235641479492
2016-01-27,53.16621780395508
2016-01-28,53.45474624633789
2016-01-29,54.39960479736328
2016-02-01,54.63155746459961
2016-02-02,53.86210632324219
2016-02-03,53.84513854980469
2016-02-04,50.11099624633789
2016-02-05,48.1251220703125
2016-02-08,45.89028549194336
2016-02-09,46.56924057006836
2016-02-10,47.5423698425293
2016-02-11,47.525386810302734
2016-02-12,46.320289611816406
2016-02-16,47.135013580322266
2016-02-17,47.80077362060547
2016-02-18,48.88118362426758
2016-02-19,49.02133560180664
2016-02-22,49.027183532714844
2016-02-23,49.009647369384766
2016-02-24,48.58332443237305
2016-02-25,50.03166961669922
2016-02-26,49.27830505371094
2016-02-29,49.51775360107422
2016-03-01,50.767513275146484
2016-03-02,50.90767288208008
2016-03-03,50.621524810791016
2016-03-04,51.10039138793945
2016-03-07,50.160152435302734
2016-03-08,50.189353942871094
2016-03-09,50.06087112426758
2016-03-10,50.4171257019043
2016-03-11,50.41126251220703
2016-03-14,50.55141830444336
2016-03-15,50.80839920043945
2016-03-16,50.8609504699707
2016-03-17,50.674068450927734
2016-03-18,51.287296295166016
2016-03-21,50.674068450927734
2016-03-22,50.06671142578125
2016-03-23,49.81557846069336
2016-03-24,50.10175704956055
2016-03-28,50.679908752441406
2016-03-29,50.7850456237793
2016-03-30,51.60846710205078
2016-03-31,51.281455993652344
2016-04-01,51.43912124633789
2016-04-04,50.6331901550293
2016-04-05,50.00830841064453
2016-04-06,50.28278732299805
2016-04-07,49.143985748291016
2016-04-08,47.012367248535156
2016-04-11,46.29988098144531
2016-04-12,46.17723083496094
2016-04-13,46.609397888183594
2016-04-14,47.22844314575195
2016-04-15,48.040218353271484
2016-04-18,47.52046203613281
2016-04-19,46.32908248901367
2016-04-20,45.64580535888672
2016-04-21,45.09099578857422
2016-04-22,44.82819366455078
2016-04-25,45.48811721801758
2016-04-26,45.81515884399414
2016-04-27,46.02539825439453
2016-04-28,46.428375244140625
2016-04-29,45.72172546386719
2016-05-02,46.451717376708984
2016-05-03,46.22980499267578
2016-05-04,46.82548522949219
2016-05-05,41.189842224121094
2016-05-06,40.640869140625
2016-05-09,40.89783477783203
2016-05-10,40.3897590637207
2016-05-11,39.3852653503418
2016-05-12,39.37357711791992
2016-05-13,38.976463317871094
2016-05-16,38.7603874206543
2016-05-17,38.17637634277344
2016-05-18,37.247802734375
2016-05-19,35.4023551940918
2016-05-20,37.10764694213867
2016-05-23,36.955810546875
2016-05-24,37.52813720703125
2016-05-25,38.63190460205078
2016-05-26,38.80710220336914
2016-05-27,39.665592193603516
2016-05-31,40.03351974487305
2016-06-01,40.30452346801758
2016-06-02,42.024864196777344
2016-06-03,41.84223175048828
2016-06-06,41.494625091552734
2016-06-07,41.394466400146484
2016-06-08,41.09990310668945
2016-06-09,40.66391372680664
2016-06-10,40.298641204833984
2016-06-13,39.63288116455078
2016-06-14,39.06729507446289
2016-06-15,40.004058837890625
2016-06-16,39.94512939453125
2016-06-17,40.22793197631836
2016-06-20,39.9569206237793
2016-06-21,40.174903869628906
2016-06-22,40.440032958984375
2016-06-23,40.74049758911133
2016-06-24,39.75660705566406
2016-06-27,38.448665618896484
2016-06-28,38.58416748046875
2016-06-29,39.520938873291016
2016-06-30,39.55039978027344
2016-07-01,39.78606033325195
2016-07-05,39.497371673583984
2016-07-06,40.339874267578125
2016-07-07,39.727142333984375
2016-07-08,40.7581787109375
2016-07-11,40.89369201660156
2016-07-12,41.61834716796875
2016-07-13,41.31199645996094
2016-07-14,41.158809661865234
2016-07-15,40.923152923583984
2016-07-18,41.48284149169922
2016-07-19,41.4239387512207
2016-07-20,41.64781951904297
2016-07-21,41.70084762573242
2016-07-22,42.21929931640625
2016-07-25,43.66863250732422
2016-07-26,43.751121520996094
2016-07-27,43.33871078491211
2016-07-28,43.45064926147461
2016-07-29,43.53902053833008
2016-08-01,43.821815490722656
2016-08-02,42.572792053222656
2016-08-03,42.72597122192383
2016-08-04,42.89683532714844
2016-08-05,43.96321487426758
2016-08-08,43.574371337890625
2016-08-09,42.44318389892578
2016-08-10,42.68473434448242
2016-08-11,43.480106353759766
2016-08-12,43.39761734008789
2016-08-15,43.798240661621094
2016-08-16,43.7216682434082
2016-08-17,43.98894500732422
2016-08-18,46.251953125
2016-08-19,46.18659973144531
2016-08-22,46.34103012084961
2016-08-23,46.20444107055664
2016-08-24,45.89556884765625
2016-08-25,45.69361877441406
2016-08-26,45.295658111572266
2016-08-29,45.63421630859375
2016-08-30,45.414451599121094
2016-08-31,45.265968322753906
2016-09-01,44.43440628051758
2016-09-02,44.0661506652832
2016-09-06,43.55535125732422
2016-09-07,43.89985656738281
2016-09-08,43.56128692626953
2016-09-09,42.42681884765625
2016-09-12,43.32964324951172
2016-09-13,42.783203125
2016-09-14,42.45651626586914
2016-09-15,42.72379684448242
2016-09-16,42.69409942626953
2016-09-19,42.87822723388672
2016-09-20,42.90199661254883
2016-09-21,43.294010162353516
2016-09-22,44.11961364746094
2016-09-23,44.66606903076172
2016-09-26,43.55535125732422
2016-09-27,43.38309860229492
2016-09-28,42.1417121887207
2016-09-29,41.48835754394531
2016-09-30,42.03479766845703
2016-10-03,41.60714340209961
2016-10-04,41.785335540771484
2016-10-05,41.88631057739258
2016-10-06,42.26645278930664
2016-10-07,42.308021545410156
2016-10-10,42.62282943725586
2016-10-11,41.90413284301758
2016-10-12,43.38309860229492
2016-10-13,43.181156158447266
2016-10-14,43.495948791503906
