,retorno_diario
1991-07-01,0.0
1991-07-02,-7.198648900943979e-05
1991-07-03,0.0009502101293086575
1991-07-05,-0.0011994716363067156
1991-07-08,0.0006214979752803219
1991-07-09,0.0015789059494399084
1991-07-10,0.0008368468015069396
1991-07-11,0.00026974128972366145
1991-07-12,0.0007297666318124478
1991-07-15,0.0012376425344449216
1991-07-16,0.0008079762103728589
1991-07-17,-0.00037119689639750935
1991-07-18,0.001359057977590701
1991-07-19,0.00046112443788352386
1991-07-22,-0.0016520487937610317
1991-07-23,-0.00036650257859066116
1991-07-24,-0.0004590343446986115
1991-07-25,-0.0006674053931422031
1991-07-26,0.0008227494638095662
1991-07-29,0.00040512303165036805
1991-07-30,0.0009744219596620918
1991-07-31,0.0015431989727705292
1991-08-01,-0.00016393759699389685
1991-08-02,-0.00020726776457018984
1991-08-05,-0.00010863525324149
1991-08-06,-0.00026479509185419
1991-08-07,-0.0011483740164113354
1991-08-08,8.945582814132783e-05
1991-08-09,0.0007077811040623392
1991-08-12,0.00041608619097467366
1991-08-13,0.0008252090496628107
1991-08-14,-0.0015226729914739328
1991-08-15,-0.0009248897724391635
1991-08-16,9.684972429851715e-05
1991-08-19,0.0008684827239670322
1991-08-20,-0.003542760077184606
1991-08-21,0.003400203230061799
1991-08-22,0.003103413761951548
1991-08-23,-7.251085887601521e-05
1991-08-26,-0.0044140257497778754
1991-08-27,0.0022588827956052052
1991-08-28,0.0021438796935159873
1991-08-29,0.0002625717730512694
1991-08-30,-0.0017432810136384091
1991-09-03,-0.0017888577964137208
1991-09-04,-0.00026053747162611916
1991-09-05,0.003101750723460175
1991-09-06,-0.00034532452672362906
1991-09-09,0.00021758975459208686
1991-09-10,-0.002188161984007048
1991-09-11,0.0007018118482882072
1991-09-12,0.0005181371887174913
1991-09-13,0.0009672795314610281
1991-09-16,-0.0012240854881051602
1991-09-17,-0.00063581097166963
1991-09-18,0.0003184672744662499
1991-09-19,0.0036690722436119377
1991-09-20,-0.002159549428063781
1991-09-23,-0.0014274389292499882
1991-09-24,0.00394916465416954
1991-09-25,0.0029686440606630435
1991-09-26,-0.0003702678303382799
1991-09-27,9.160841853281196e-05
1991-09-30,0.0018573257019641328
1991-10-01,0.002444244267828137
1991-10-02,0.000222151283593456
1991-10-03,0.0005105950816398326
1991-10-04,0.001394325889721573
1991-10-07,-0.004076880430474593
1991-10-08,0.0028245633638293946
1991-10-09,0.002317662382305815
1991-10-10,0.0012130378018488726
1991-10-11,0.0024450321637215855
1991-10-14,0.00470227657460628
1991-10-15,0.0008489022028942631
1991-10-16,-0.002329799166611696
1991-10-17,-0.00014274556720983498
1991-10-18,0.0007334944153285906
1991-10-21,0.0016991523857126777
1991-10-22,-0.0025656469330833436
1991-10-23,8.211434022184234e-06
1991-10-24,-0.0004689297109441057
1991-10-25,0.0007800409127797987
1991-10-28,0.001471797101613032
1991-10-29,-0.0040567483657628625
1991-10-30,0.0010932522469198748
1991-10-31,0.003090635454322015
1991-11-01,-0.00222630511480822
1991-11-04,-0.0003856299497274419
1991-11-05,0.0002602718086206692
1991-11-06,0.0012087412634291083
1991-11-07,-0.0012658258208479742
1991-11-08,0.0016079152815579021
1991-11-11,-0.0012952332565200537
1991-11-12,-0.002136283969007658
1991-11-13,-0.007027966437248887
1991-11-14,-3.001230308811346e-05
1991-11-15,0.0009675298012970963
1991-11-18,0.0013218860872639404
1991-11-19,0.0002702843669173396
1991-11-20,0.0009309142663604634
1991-11-21,0.0008427322863535102
1991-11-22,0.0017892865697251388
1991-11-25,-0.001234799295901948
1991-11-26,0.005240690427143765
1991-11-27,0.0013601796978611278
1991-11-29,0.0035253834304974584
1991-12-02,0.0009117178853237771
1991-12-03,-0.0011813335415550167
1991-12-04,0.0012386746492110666
1991-12-05,0.00032518568961572756
1991-12-06,0.00017253224388183883
1991-12-09,0.0001549427576598504
1991-12-10,-0.0035240464851871056
1991-12-11,0.0031990178108650133
1991-12-12,0.0009841118605951127
1991-12-13,0.0025997937765758487
1991-12-16,0.001030010913085849
1991-12-17,-0.002207329288150933
1991-12-18,0.0007505161282623749
1991-12-19,0.0010553836819080754
1991-12-20,-0.0009430695826591729
1991-12-23,-0.001531308512073009
1991-12-24,0.005753572749256091
1991-12-26,0.0015210178862336277
1991-12-27,0.0005958944055755644
1991-12-30,-0.00010403998920025124
1991-12-31,0.00011835252525787022
1992-01-02,-0.0018107606329051133
1992-01-03,0.001241124759086344
1992-01-06,0.0018712463141686508
1992-01-07,0.004237959839813222
1992-01-08,0.0016503898156431144
1992-01-09,0.0017689954066771767
1992-01-10,0.002215164915466893
1992-01-13,0.0005475992801051095
1992-01-14,-0.0032703677740660675
1992-01-15,0.0009361754260771548
1992-01-16,0.0012077700782709242
1992-01-17,0.0019075969717810251
1992-01-20,-0.0005652346045231153
1992-01-21,0.0032619497995693197
1992-01-22,-0.002118067411895995
1992-01-23,-0.0006719740737675279
1992-01-24,-0.0009463205783897529
1992-01-27,0.0007102177114849986
1992-01-28,-0.0004903539553948721
1992-01-29,0.002102907183761577
1992-01-30,-0.0015151212726405904
1992-01-31,-0.004194101229301563
1992-02-03,-0.0001203712123242318
1992-02-04,-0.0014155069160239802
1992-02-05,0.00296920751488598
1992-02-06,0.0011515583445481036
1992-02-07,-1.0735676842905043e-05
1992-02-10,0.0014325328885030353
1992-02-11,-0.0012972729844324155
1992-02-12,-0.003462971067993691
1992-02-13,0.002047855958818124
1992-02-14,-0.0024770538441101823
1992-02-18,0.0006748920635130714
1992-02-19,-0.0010893585333686363
1992-02-20,-0.00020329429986214713
1992-02-21,0.000918565211172324
1992-02-24,0.0011630879848295625
1992-02-25,0.004151424511689826
1992-02-26,-0.0020033123408230292
1992-02-27,0.0048805657979269996
1992-02-28,0.0006954588864864952
1992-03-02,0.0017267159281561138
1992-03-03,-0.00048494611371218847
1992-03-04,-0.0016291297453451506
1992-03-05,-0.00017720067687650528
1992-03-06,0.0008040529551535585
1992-03-09,0.0018135835884805157
1992-03-10,-0.0005868538198410407
1992-03-11,-0.0016147891245159704
1992-03-12,0.001805031931262334
1992-03-13,0.0018317884881074165
1992-03-16,-0.0001527261050067271
1992-03-17,-0.0023091350767020613
1992-03-18,0.004501744452068849
1992-03-19,-0.0010949535292984825
1992-03-20,0.00018369870858442853
1992-03-23,-0.002581954651040457
1992-03-24,0.0027600735385312847
1992-03-25,-0.0009215806832278424
1992-03-26,0.002237781005966362
1992-03-27,-0.001287105842420745
1992-03-30,0.001264994280504833
1992-03-31,-0.001961808826187585
1992-04-01,0.0027400017781319414
1992-04-02,-0.0004258481765396085
1992-04-03,-2.6053430266901622e-05
1992-04-06,0.0012007544343529133
1992-04-07,-0.0025191753194857957
1992-04-08,-0.00037115197031081153
1992-04-09,0.003019215835722553
1992-04-10,0.0012721826926151676
1992-04-13,-0.0006185635351603132
1992-04-14,-0.0008771532662332855
1992-04-15,0.0021853559117097077
1992-04-16,0.0016593792210549897
1992-04-20,0.0014933611162699927
1992-04-21,0.0007770489924046295
1992-04-22,0.0019481754771259476
1992-04-23,0.002239583647502493
1992-04-24,4.58005616713019e-05
1992-04-27,-0.0010458388221276222
1992-04-28,0.0003393145352946922
1992-04-29,0.0003100602796923618
1992-04-30,0.0026960226418977873
1992-05-01,0.0008920001806593205
1992-05-04,5.010445844630153e-05
1992-05-05,-0.0006154963438806438
1992-05-06,0.00048371418283846783
1992-05-07,0.00011682539655880967
1992-05-08,-0.0011752351602923301
1992-05-11,-0.0005512805118484678
1992-05-12,0.00047948493867842873
1992-05-13,-0.0006677677099273123
1992-05-14,0.0008081767695396827
1992-05-15,9.20547238595027e-06
1992-05-18,0.001534765824684376
1992-05-19,0.001581693079958997
1992-05-20,-0.0013400958798660842
1992-05-21,0.0007052595188482347
1992-05-22,0.001987834186144842
1992-05-26,-0.0029823117163237174
1992-05-27,-0.0005294757210875206
1992-05-28,0.0010331535778291604
1992-05-29,0.0006878730234357397
1992-06-01,0.0034890562664372264
1992-06-02,0.0007967417005090208
1992-06-03,0.00010369146765634032
1992-06-04,0.0009626903216212908
1992-06-05,0.0003592139904139755
1992-06-08,0.0006695142023978416
1992-06-09,0.00024967596982698796
1992-06-10,0.000471696015631976
1992-06-11,0.0027306798802062596
1992-06-12,-0.0008569363845621764
1992-06-15,-0.0013227590998747256
1992-06-16,-0.0006400065210461168
1992-06-17,-0.00019093091351709342
1992-06-18,0.003635407517335661
1992-06-19,-0.0010810234380136694
1992-06-22,0.0021614012572446864
1992-06-23,-0.004038271276910326
1992-06-24,0.0018094316310992135
1992-06-25,-0.0009389722863688718
1992-06-26,0.0006814598890213313
1992-06-29,-0.0009084346093840616
1992-06-30,0.0015846426424497018
1992-07-01,-0.0022591659899239124
1992-07-02,-0.00010141715753501082
1992-07-06,-0.002795096313878741
1992-07-07,-0.001198162919702001
1992-07-08,0.0032882629890609288
1992-07-09,0.002126205556376266
1992-07-10,-0.0005740182000609936
1992-07-13,0.00015587677092492958
1992-07-14,0.0022389654128370773
1992-07-15,0.0008001919744498127
1992-07-16,-0.0007020772379304534
1992-07-17,0.001037608602555926
1992-07-20,-8.034065109469662e-05
1992-07-21,-0.00016604813483683632
1992-07-22,0.0032531404365686786
1992-07-23,-0.0029866136148075243
1992-07-24,-0.002389912820984753
1992-07-27,0.0007802501789123391
1992-07-28,0.0017613020541573103
1992-07-29,-0.00016909830887667596
1992-07-30,0.000387668220349259
1992-07-31,-0.0012175112132497335
1992-08-03,0.0023712324681242412
1992-08-04,0.0001966531590517005
1992-08-05,-0.00013459462654552388
1992-08-06,-6.986290453208308e-05
1992-08-07,0.0005209836400271758
1992-08-10,0.0010899506699867951
1992-08-11,0.001224723237176559
1992-08-12,0.0012312504512096045
1992-08-13,0.0007782790593049309
1992-08-14,-0.0013451896032877387
1992-08-17,0.0012464132663554653
1992-08-18,0.0022689975239249937
1992-08-19,-0.0017799080447829566
1992-08-20,0.00019976553641073692
1992-08-21,-0.0013360884036241305
1992-08-24,-0.0001653143286314919
1992-08-25,-0.00036235805154646134
1992-08-26,-0.00036638475221544535
1992-08-27,0.001457992222942642
1992-08-28,-0.0016713855116965238
1992-08-31,0.0007856633696399547
1992-09-01,-0.0008303784525746932
1992-09-02,0.0009009047336660247
1992-09-03,0.00043495683303971367
1992-09-04,-0.0007378273408969215
1992-09-08,0.0030921473583254895
1992-09-09,5.2125378065116915e-06
1992-09-10,0.0008318332198379765
1992-09-11,0.0013728358097748546
1992-09-14,0.0010870283646179854
1992-09-15,-0.0011292216864824932
1992-09-16,0.00347239968905562
1992-09-17,0.0002470088295165074
1992-09-18,0.0017576386710224006
1992-09-21,8.521917072561728e-05
1992-09-22,0.001513509905057517
1992-09-23,-0.0014903739518356233
1992-09-24,-0.0005501658557343085
1992-09-25,-8.600050226484646e-05
1992-09-28,-0.004633090042176596
1992-09-29,0.0031722584437345065
1992-09-30,0.0006416744637681218
1992-10-01,0.001316512520060912
1992-10-02,-0.0018449497352015449
1992-10-05,0.0005208629326209082
1992-10-06,-0.0009372696316292198
1992-10-07,-2.3928602235174776e-05
1992-10-08,0.0005621068684887818
1992-10-09,0.0012721526478154783
1992-10-12,-0.00010454768784184136
1992-10-13,0.0006055246103634675
1992-10-14,0.0015695136816733046
1992-10-15,-0.0004673832889470584
1992-10-16,-0.000742256934052341
1992-10-19,0.0007560464297972137
1992-10-20,0.0009062258839271422
1992-10-21,6.876784830675015e-05
1992-10-22,0.0024969043934496265
1992-10-23,-0.0017148745020285697
