janela,formacao_inicio,formacao_fim,negociacao_inicio,negociacao_fim,rank,ativo1,ativo2,ssd,beta,alpha,spread_media,spread_desvio,stat,direcao,metodo
2002-10_a_2003-09,2002-10,2003-09,2003-10,2004-03,15,MHFI,SPGI,0.2554844229894684,0.9221067156725965,0.049253348811384406,-9.370811005467094e-16,0.014999445234285117,-16.441423645713353,A~B,ADF
2002-10_a_2003-09,2002-10,2003-09,2003-10,2004-03,16,UNP,BRK_B,0.25772916050988215,0.5691788757572548,0.4252547972996675,4.228980481498761e-15,0.024245498621154427,-4.917652786564998,A~B,ADF
2002-10_a_2003-09,2002-10,2003-09,2003-10,2004-03,17,MHFI,3621240Q,0.2577625219295214,0.6773793396908231,0.3074718040175486,-8.344295272381137e-16,0.028034417341199862,-4.59607429637906,B~A,ADF
2002-10_a_2003-09,2002-10,2003-09,2003-10,2004-03,18,COP,8394653Q,0.2664163818144516,0.7642288967714548,0.2613597035859472,2.4301548427906205e-15,0.02390151422141049,-4.450588968737454,A~B,ADF
2002-10_a_2003-09,2002-10,2003-09,2003-10,2004-03,19,BNI,8206908Q,0.27368555760244817,1.0388218132437288,-0.024756730205080762,1.4948360010131571e-15,0.02825652972761083,-4.3476875437621345,B~A,ADF
2002-10_a_2003-09,2002-10,2003-09,2003-10,2004-03,20,RIG,DO,0.2792440407235972,0.7498917076259415,0.2722511848899441,1.4225833914740597e-15,0.02076726315244486,-3.9772616727170225,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,1,MHFI,SPGI,0.0464677954815329,0.9559334306045956,0.04281054338737009,2.870278970409879e-15,0.013347964875682142,-16.789146053969333,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,2,STI,3621240Q,0.11103814622219943,0.8602576416957115,0.1376987558493577,-2.051709772094982e-15,0.019320370140836686,-4.303382643610394,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,3,355488Q,605018Q,0.13157066844797782,0.9820660631231385,0.0058221973097945245,3.385299095722104e-15,0.019384354059652206,-3.7540201370788737,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,4,EOP,O,0.14028384769380864,0.9116787847921906,0.10536923692791937,2.627527824946204e-15,0.02148469872652888,-4.194756333725158,A~B,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,5,TGNA,WFC,0.1618735986760953,0.7363834354740519,0.2666275596757467,8.961085841617335e-16,0.017817767033463435,-4.550624065827837,A~B,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,6,TGNA,MTB,0.1770625731240898,0.7798242075317827,0.20861538141515878,-1.2824838193189805e-15,0.020292971370700467,-4.3974442221338865,A~B,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,7,CVX,KEY,0.19973042183391954,0.8662133767257998,0.14299709991635565,-2.886579864025407e-15,0.026216304513644564,-3.491795464066649,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,8,0574018D,GAS,0.20559828770637978,0.9468435386375427,0.046284778602959945,2.6213599192538418e-15,0.025481495418451804,-4.7964238723291155,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,9,MHFI,KSE,0.2132550383312264,0.6781313430594995,0.31339400588674327,1.7975039446312058e-15,0.022379606556332702,-4.075859018070499,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,10,WFC,PEP,0.21532353574497165,0.9485593602699733,0.05642853560951036,-2.855740335563597e-15,0.028440823478307026,-3.70662508166284,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,11,KSE,SPGI,0.21759660428654115,0.6720422319194712,0.31830622124243857,-9.820186991624896e-16,0.023116191896709635,-4.038625837819111,A~B,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,12,1288652D,GAS,0.21784675762376082,1.0824340870780853,-0.0856427771664588,-3.879612680495686e-15,0.02837761231050789,-3.435189287149907,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,13,WFC,STI,0.21894153531030724,0.8207846378746461,0.15811602056479113,8.762831730077129e-16,0.02089544386340669,-3.674050286409902,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,14,ETR,OXY,0.22170677811504902,0.8363436174792549,0.19166420913177085,-9.93032816470279e-16,0.022071456627451747,-5.211130170735473,A~B,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,15,PEP,355488Q,0.22220274833455278,0.7139215643582353,0.29280685015730923,-1.409807015397024e-16,0.020734191738643687,-4.883698153220921,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,16,WFC,MTB,0.2240323408247491,0.8584130085270402,0.15862711177278133,-2.3570211038669e-16,0.020588202129677383,-3.608980982523013,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,17,AEE,SSP,0.22430320944226878,0.8840392262173766,0.11924573543542269,1.7111532649381381e-15,0.028555582656843943,-4.114822018982058,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,18,MTB,8206908Q,0.2305154566129204,0.7475883359006678,0.2409525346779271,-3.2557730761825025e-16,0.018739429420799716,-3.7150194967059735,A~B,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,19,HRL,SPGI,0.23466518735403952,0.8706624985504436,0.1223412342687929,2.0151429026331216e-15,0.029971964648831194,-3.435907271699353,B~A,ADF
2002-11_a_2003-10,2002-11,2003-10,2003-11,2004-04,20,BF_B,1958Q,0.23588176184239273,1.0212779052224703,0.005947294898240613,3.316130439029188e-15,0.012549064815336849,-15.898453591248925,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,1,BF_B,1958Q,0.04852502158053085,0.9880954648949065,0.01352430489973,6.656914948449644e-16,0.013821820211662407,-15.84629240987347,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,2,HBAN,MTB,0.06799879267123288,1.0942398074997768,-0.09312763922788875,3.3288997941549514e-15,0.014763056933794158,-4.375563993682102,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,3,USB,MI,0.12182709084640919,0.9644469650535081,0.03860784619409069,-3.28201388156122e-16,0.021646724942767342,-3.8876254266372277,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,4,MHFI,SPGI,0.12315547441403396,0.9794625867989367,0.03787381597355055,-2.5344931996422896e-15,0.014063270347039476,-4.180140256729712,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,5,355488Q,605018Q,0.12739742712915358,0.9850028174635291,0.02492997174973821,-2.7326525283403257e-15,0.020342548283360965,-3.651225040055633,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,6,SPG,MAC,0.13612967442577428,1.0558979153878454,-0.062213397704049656,-3.131182785387045e-15,0.021500421745036382,-3.909550770143568,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,7,MHFI,355488Q,0.1526650818195776,0.8787736357240282,0.12908980394754477,-1.0306054372018386e-15,0.022691867792351845,-3.5899421640548153,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,8,TGNA,WFC,0.17461212897524092,0.7716130351068745,0.2538031235242744,1.423385535156874e-15,0.01789379405312531,-4.751551220608188,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,9,MCO,BXP,0.18891495178388595,1.055393757230733,-0.06784801903666246,-6.152670228101964e-16,0.02622230902393872,-5.034571123565403,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,10,355488Q,SPGI,0.19012298461052524,0.9591897302551069,0.05238443866496534,1.857301386613957e-15,0.025210356204326902,-4.097279708242846,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,11,APD,CINF,0.19485129402261236,0.8167601532302833,0.19136258689954405,1.6432185404312576e-15,0.02377927868119027,-3.6345367482915156,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,12,D,STR,0.19513448953182433,0.8743648008031848,0.1486464399881552,4.157807343217718e-17,0.025312205484431437,-3.8932134071182096,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,13,NEE,COG,0.20533603952867452,0.9176225003144581,0.08713719592288141,-4.53466392368809e-15,0.02807913761301929,-4.746254499488474,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,14,HBAN,SPGI,0.20557636306739369,0.9277639354363526,0.06685855081087377,2.8839259444446296e-16,0.02710565987677308,-4.037435081739375,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,15,HSY,WFC,0.2098303144005058,0.9082780648190081,0.11646554133797671,1.4446168918030922e-15,0.022317175874951016,-4.011065733547474,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,16,ITW,ROH,0.2105306342623976,1.1369351311689169,-0.1414965989461462,-1.1579935770791473e-15,0.02569796988536767,-3.504294165903009,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,17,PNC,3133754Q,0.21429606825984138,0.8189681810668733,0.2142200616732775,7.789253969581278e-16,0.022009498423592722,-3.618933413904765,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,18,ITW,TJX,0.2290364266373217,0.9638738521698768,0.030149883106781128,3.4907888885823648e-15,0.029678356370774952,-4.857536310753284,B~A,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,19,ALL,LUK,0.23141780256571565,1.049906575889978,-0.04643907714301232,3.1745301385397403e-15,0.030215375180465166,-3.7863337852448065,A~B,ADF
2002-12_a_2003-11,2002-12,2003-11,2003-12,2004-05,20,PEP,MTB,0.23601804496854584,0.8163682170087989,0.1899534231900909,7.298278847137483e-17,0.027462918989796133,-3.4071536304295504,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,1,HBAN,MTB,0.09340169920733388,1.079416999814586,-0.07304238589215317,2.2354252487889066e-15,0.015068922634674096,-4.466618673077194,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,2,355488Q,RF,0.10281823987975258,0.8358679688451452,0.15093235599235827,-4.307841561422532e-15,0.005543335267757107,-3.5158228923259136,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,3,TGNA,HBAN,0.1055926567237293,0.8711907865964541,0.13186663746751198,3.454027187722709e-15,0.01752960016754591,-4.750129940601213,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,4,WFC,STI,0.13350311319140928,1.0314117231699949,-0.039073627024874366,-1.160887964240987e-15,0.022080150427061122,-4.084120862393439,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,5,EOP,O,0.14294048765088974,0.9930809052467995,0.016881566787863858,-4.30167365573017e-15,0.021940107393595153,-3.824790836474165,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,6,TGNA,MTB,0.14741797144324664,0.9456015075540014,0.06376119012235726,3.0561972705653616e-15,0.023055379041953247,-4.276144914228669,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,7,0961514D,KSE,0.15147026927201068,0.7146357196430142,0.2783508493293697,1.9517015869402553e-15,0.016203391347354792,-4.478829255187988,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,8,WFC,3621240Q,0.1535333616502612,1.0428292816663411,-0.03375655741558237,-3.489272363107635e-16,0.021783496978777427,-3.407972654051518,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,9,TGNA,WFC,0.16030003447156105,0.8019902621970525,0.21187214031015106,-1.1450276353177705e-15,0.017823621196574116,-4.5566499058915895,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,10,STI,3621240Q,0.16551340749629162,1.1047761252123403,-0.10442829617597132,5.013626198505667e-16,0.023544709901189006,-4.154491335976787,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,11,BF_B,1958Q,0.16702065484173545,1.0129223157621856,0.006615026139838928,1.629208232168186e-15,0.01329262026380226,-15.407453072282365,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,12,HSY,605018Q,0.170562670767481,0.828641789978118,0.1771837120701687,-2.4394067013291633e-15,0.022158825382186876,-4.244876821123412,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,13,MCO,BXP,0.1855311984962782,1.0206315474435064,-0.01752876539980669,-1.5102557652440621e-15,0.026211720253729257,-4.712587408285927,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,14,0574018D,GAS,0.18581270695904095,0.877278618069353,0.1305194073016246,-1.1899652339335507e-15,0.023076076085919592,-3.859177701748139,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,15,TGNA,3621240Q,0.19140257774949987,0.8532037674328402,0.16715605491182844,-1.274553654857372e-15,0.020659188252106664,-4.402877811384858,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,16,PEP,355488Q,0.19326251120332927,1.169509522630258,-0.16337752946197023,-3.6866453452632185e-15,0.02380292409283086,-4.793756450484807,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,17,PNC,3133754Q,0.20533209542384157,0.8055486941217798,0.21251138820442483,-1.9728486921712106e-15,0.020384440444260236,-3.4575399348526483,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,18,3133754Q,8206908Q,0.20830259427953024,0.8417579614768955,0.19237808692820857,-7.097497193139394e-16,0.017105323001471325,-3.7425608851857874,A~B,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,19,NEE,SO,0.20901595299665132,0.6197408298828349,0.39755950880679847,-1.8221755674006536e-15,0.017550957709948804,-3.4849889342874074,B~A,ADF
2003-01_a_2003-12,2003-01,2003-12,2004-01,2004-06,20,AEE,SPGI,0.21105679090476315,0.9874594381349175,0.006076546122574827,3.0090568484880236e-15,0.028104294043964893,-3.934681759208994,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,1,BF_B,1958Q,0.0362680073443471,1.0012711488751944,0.005006638092287685,2.975928489911575e-15,0.010113791015339439,-16.716003144141666,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,2,HBAN,3133754Q,0.12208909296089132,0.8582346605232423,0.14436201647799096,1.5131764809731715e-15,0.014255297186371165,-3.452666531815015,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,3,KMB,BNI,0.12311116357591345,0.9307304700663243,0.07545598072807769,3.18470349693272e-16,0.02112284616189709,-5.106518943352187,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,4,MHFI,SPGI,0.12931306250493435,1.0164500526372873,0.0006448380669651366,1.2858240368865856e-15,0.013563645657149544,-8.133807229684036,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,5,EOP,O,0.14014887079645177,0.9042090705663108,0.11132614005648761,-4.2330017313397405e-16,0.021987309634090915,-4.046136472802121,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,6,ED,KSE,0.14373538303971145,0.8693620801740105,0.146492590388692,1.8024537152778937e-15,0.019825929645037554,-3.555243082759096,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,7,355488Q,RF,0.14937813756057494,0.8341792483984489,0.1591997420961886,-5.3078391615545335e-17,0.005025555448968538,-3.5705404754404255,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,8,MCO,BXP,0.162290622762157,0.9837438025249235,0.02011286677524604,-2.169136937355286e-15,0.025348350160610114,-4.867246752840388,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,9,WFC,UPS,0.17092210975260969,0.9924301128019711,0.024668454411064356,1.1177424634373589e-15,0.02020088860247286,-3.9624398541116945,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,10,TGNA,HBAN,0.1720296518850546,1.0655832325586987,-0.05916568165695901,-4.290945642186711e-15,0.022594871400738823,-4.464384865382048,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,11,USB,MI,0.1766024919256779,0.9507583680246492,0.0493499966939209,-1.1190694232277474e-16,0.023832438002057955,-3.705228789894142,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,12,MHFI,HBAN,0.17851481286629678,0.8174555252913127,0.20513808947184942,-3.617292388599414e-15,0.019977557115168163,-4.529368475327179,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,13,TGNA,WFC,0.18590979961913945,0.8192601158481292,0.20474933938300457,-2.6946130143491847e-15,0.01960824811857454,-4.813780627866375,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,14,PNC,STI,0.18651496122231492,1.0724730466593364,-0.09270284960373995,8.731395420757207e-16,0.02361477283881104,-3.666148467821309,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,15,TMK,2676187Q,0.19448782115068752,1.0294350881090917,-0.03398446210926637,2.102788947835854e-15,0.02768107695469296,-3.4070628119466435,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,16,BMS,KSE,0.1997298521880566,0.82504825547727,0.1839386197118959,-3.951243935847221e-15,0.02636711356235225,-4.375099874163303,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,17,HBAN,EQT,0.20002025527696787,1.0177647398237244,-0.01780657531926061,-3.4173637801808603e-15,0.028162734343075483,-3.4460104410206007,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,18,EQR,GAS,0.20905599464822444,0.8874848699030864,0.12894567464864468,3.9808793711659e-16,0.025279705592172012,-3.7854282781038284,A~B,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,19,HSY,MTB,0.21077198956788834,0.8638434729161891,0.15173661683783596,-2.007690162858002e-15,0.026720458357993856,-3.553583829213489,B~A,ADF
2003-02_a_2004-01,2003-02,2004-01,2004-02,2004-07,20,TGNA,MTB,0.21694769277746673,0.8677427685806363,0.1540747194821279,2.256273963590806e-15,0.02601591239298883,-3.7158756306144745,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,1,BF_B,1958Q,0.03141828903790156,0.999186669740324,0.004131261636170003,-4.741669650988716e-16,0.010737881257532236,-16.490459185111938,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,2,HSY,HNZ,0.09027487717980875,0.9777407212173721,0.019489432620586167,6.02882064766569e-16,0.018022147826730412,-4.632466031675959,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,3,KRI,3133754Q,0.13348476200030746,0.9469962618264984,0.06168735316835616,-2.9891980878154612e-15,0.022484989680234574,-3.6846216528153137,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,4,KSE,EQT,0.1413585272536011,0.8289184764151183,0.19447079022672004,5.506883130112828e-16,0.020152446414069325,-3.374340628377393,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,5,D,NEE,0.1449775299315661,1.0108297874094334,0.004805314378128034,-3.722564531970246e-15,0.016991338411439606,-4.027922952974888,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,6,MCO,BXP,0.160440229070673,0.9929475733488649,0.002181974740077419,-1.6962969320468029e-15,0.024417571848690277,-5.126692301908878,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,7,MHFI,SPGI,0.1655774526877849,1.0170321394034016,0.0016349285446000672,-2.705671012602423e-15,0.014502490918103222,-16.598143961243515,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,8,GAS,ESS,0.19549416332665714,0.8923759089832219,0.1246830245548941,1.3013052344411198e-15,0.024642465864963152,-4.407783038236581,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,9,TGNA,UPS,0.19552649052911875,0.8203962392498034,0.19252829120085563,8.094454721370663e-17,0.017408212884649523,-3.8273833311415815,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,10,HBAN,SSP,0.19894434466186794,0.9616710640510102,0.04372211613952298,4.1268449481086494e-16,0.027964447981193838,-4.154066174434865,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,11,K,STR,0.2045570634620617,0.8832128665522138,0.14739252095374278,1.8267813114350187e-15,0.023666063788547315,-5.604561232228487,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,12,K,KO,0.21718010616564243,0.9848479848238445,0.03106024657230444,1.2150528480658586e-15,0.026095789346494393,-4.3012402503993945,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,13,0961514D,CIN,0.22905006316568688,0.9614437555500084,0.024455775585010442,-1.7263746872956119e-15,0.02249104526235613,-3.5675299914128566,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,14,HBAN,3133754Q,0.2338518506140872,0.8421725760047087,0.1546118376653824,-6.431331784083576e-16,0.013726390741885128,-3.7230293885680106,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,15,COP,PLD,0.24144353450856215,0.9598561391713998,0.0398410978416206,2.079788311469118e-15,0.030292510903934318,-3.5474722106918195,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,16,KO,STR,0.245391229904385,1.0484584829234014,-0.05531514979028601,3.972032972563309e-15,0.030980335106405646,-4.842855543958239,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,17,SSP,EQT,0.24639591343111533,1.1057160106938662,-0.1156102284926121,2.037767918106811e-15,0.03053070211787015,-4.359276431034345,A~B,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,18,1288652D,DNB,0.2507228857737118,1.1053798589195807,-0.12808410209362164,-2.6724970178427077e-15,0.02868763256545111,-4.538476023523773,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,19,K,AEE,0.2525503976903565,0.8025983758924626,0.22104936853221957,2.496011365721019e-15,0.02525619088385534,-3.845072801666984,B~A,ADF
2003-03_a_2004-02,2003-03,2004-02,2004-03,2004-08,20,NEE,0961514D,0.2534519002549587,1.2316710244178817,-0.2528527734304563,-3.599157271464103e-15,0.028240111014597807,-3.4514388534901776,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,1,BF_B,1958Q,0.07737043316797099,1.0058224884623728,0.008114716050779942,1.5104299014860826e-15,0.009840877293890304,-16.666378117377754,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,2,HSY,HNZ,0.12493849367683652,0.9390160928425135,0.07953127563963037,1.7280862731122002e-15,0.02036828333431541,-4.265589319966287,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,3,MHFI,SPGI,0.12560702289124492,1.0095520405566316,0.006664978260653531,9.636560324414402e-16,0.013245654890204782,-15.951361013072068,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,4,CIN,KSE,0.13586067996141082,0.7826901617480073,0.24783915165655862,2.064663767138878e-15,0.01651936294251451,-4.429346105219941,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,5,HBAN,NI,0.1374268232113991,0.9098758352761259,0.09731275520420334,1.1194383145528752e-15,0.0219689245638131,-5.0201122259341835,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,6,MCO,BXP,0.1475769480426834,0.9281216099358859,0.08518558089161148,-1.3757111392094332e-15,0.02223991725529354,-5.388553803062432,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,7,1288652D,KIM,0.1529057132371463,0.987392949997314,0.003050960804809593,-7.723290606088045e-16,0.02124240460403661,-5.1362497269072795,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,8,D,KSE,0.1571867163997922,0.7303031681003959,0.3096609134720548,3.846725309827716e-15,0.018117397988888125,-4.025023505455098,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,9,0961514D,KSE,0.1910931796597879,1.1025491644384082,-0.10426172410830527,2.159449606395413e-15,0.024516701928261643,-3.4669810135677377,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,10,EQR,GAS,0.20440697838603228,0.9139915435450979,0.1009489565995359,-3.431598439750484e-15,0.02759488598808225,-4.039289175429092,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,11,ECL,SO,0.20642437590436202,0.7065344437594742,0.30590435902189594,4.496622661396829e-15,0.02428506781432346,-4.085766540503339,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,12,HBAN,3133754Q,0.21477394900034597,1.17071137317103,-0.1706061809241432,4.831444862103942e-16,0.015316038777246825,-3.8428524241457547,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,13,EQR,ESS,0.21823105895418848,0.9988406665445889,0.02292294301185326,-8.249878601957685e-17,0.019925257667706496,-4.370193229463172,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,14,TGNA,HBAN,0.2216585099436088,0.9064451724913039,0.09380479010396728,-1.5262275413621717e-15,0.025832350596425753,-3.913964746607064,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,15,NI,EQT,0.22676437675136185,1.1010623220239495,-0.09627236914291852,-3.839704136549454e-15,0.02494760179722483,-4.261260719651171,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,16,ITW,ROH,0.23603560122705858,0.868496938194289,0.16445904691114022,-3.0980927090330454e-16,0.024896884777716295,-4.318839811401981,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,17,1288652D,BXP,0.24085735448443302,1.0163264419025304,-0.018717110779336327,-1.0619524583371063e-16,0.030776361097118954,-3.4884808408015924,A~B,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,18,BMS,KSE,0.24409438774841874,0.8291243165033206,0.2014858249861526,-7.521431874338017e-16,0.026775563379786683,-3.5001963162695104,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,19,PNW,STR,0.24602993725591205,0.8555862002698559,0.16807177445010474,5.818797354359516e-16,0.028713925547953295,-3.5878790312195243,B~A,ADF
2003-04_a_2004-03,2003-04,2004-03,2004-04,2004-09,20,EOP,EQT,0.250494960856372,0.8449313362639019,0.17416548961110828,-1.620135733958924e-15,0.029917625626724908,-3.9622715725048647,A~B,ADF
2003-05_a_2004-04,2003-05,2004-04,2004-05,2004-10,1,BF_B,1958Q,0.02901259336942985,0.9968638522577038,0.006874647385684152,1.7443227363181807e-15,0.010171059362688079,-16.528788594963185,A~B,ADF
2003-05_a_2004-04,2003-05,2004-04,2004-05,2004-10,2,MHFI,SPGI,0.08060994176355507,1.0063864762411203,0.005329961164557699,1.0571254017083013e-15,0.012450000019786711,-15.835521153378865,A~B,ADF
2003-05_a_2004-04,2003-05,2004-04,2004-05,2004-10,3,EQR,ESS,0.09857261384718186,0.9217503012542623,0.08461942434217871,3.966085255558168e-15,0.01881628679363567,-4.172516886112405,B~A,ADF
