janela,neg_inicio,neg_fim,ativo1,ativo2,direcao,rank,ssd,beta,sigma,stat,n_trades,n_fechados,n_forcados,retorno_total
2005-01_a_2005-12,2006-01,2006-06,MHFI,SPGI,A~B,9,0.1259114456099723,1.015860431579276,0.0121353100111111,-16.815507277831795,11,11,0,0.3967126358093458
2005-01_a_2005-12,2006-01,2006-06,SWK,8206908Q,A~B,10,0.1267377310159076,0.7050793539566272,0.0181580906398819,-4.223489494563021,3,2,1,0.022369977792418387
2005-01_a_2005-12,2006-01,2006-06,AEP,ED,A~B,11,0.1301480917395565,0.9949655852767084,0.0184782519867479,-3.4827205728696398,2,1,1,0.026910822050410753
2005-01_a_2005-12,2006-01,2006-06,2999130Q,GE,A~B,12,0.1322140880764095,0.824113982046423,0.0209303868930303,-3.75113358926955,1,0,1,-0.051866007677086906
2005-01_a_2005-12,2006-01,2006-06,T,MSFT,A~B,13,0.1406420025328998,0.5905641732565206,0.0162264484859798,-4.622647030244207,1,0,1,-0.20443937334297438
2005-01_a_2005-12,2006-01,2006-06,BDK,HBAN,A~B,14,0.1476662219902209,0.9343057410362848,0.0236295295653071,-4.501399228876534,2,1,1,0.10651899915584478
2005-01_a_2005-12,2006-01,2006-06,CPB,SNV,A~B,15,0.1536979167951813,0.8761000613228431,0.0215042027387157,-3.539909970784529,2,1,1,-0.16741073142486085
2005-01_a_2005-12,2006-01,2006-06,BAX,ED,B~A,16,0.1567764012404495,0.9028214986498984,0.0239287990900447,-3.908155249918101,2,2,0,0.10063111295436158
2005-01_a_2005-12,2006-01,2006-06,PCG,WEC,A~B,17,0.1638800900290107,0.7372099063954649,0.0186593994949035,-4.141867677427513,2,1,1,0.05618681627023199
2005-01_a_2005-12,2006-01,2006-06,IFF,MKC,B~A,18,0.1690740122946863,0.901661557522672,0.0244643716276779,-4.601829043076938,1,0,1,0.020041966701219504
2005-01_a_2005-12,2006-01,2006-06,USB,DHR,B~A,19,0.1696019360728087,0.7245438282031115,0.0237290498137213,-4.258339899041228,1,0,1,-0.05804958125244233
2005-01_a_2005-12,2006-01,2006-06,RTN,KEY,B~A,20,0.1727334828701714,0.6732663107319465,0.019672590179818,-3.654606679746078,4,4,0,0.20316975211617264
2005-02_a_2006-01,2006-02,2006-07,BF_B,1958Q,B~A,1,0.0546248743208934,1.000611328388444,0.0140804342828481,-6.814026497338354,11,11,0,0.43375952091255543
2005-02_a_2006-01,2006-02,2006-07,ETR,PNW,A~B,2,0.0882423837472288,0.9118673845560422,0.0182281134937113,-4.143290810009491,2,1,1,0.034001698548520184
2005-02_a_2006-01,2006-02,2006-07,MHFI,SPGI,B~A,3,0.1125313816268089,0.9921800012675532,0.0131418138640894,-16.58841211330663,11,11,0,0.406008578273468
2005-02_a_2006-01,2006-02,2006-07,HSH,IFF,A~B,4,0.1196873831976859,0.9020250591014072,0.0184063012681476,-3.684570327997102,1,0,1,-0.10180622669082155
2005-02_a_2006-01,2006-02,2006-07,0111145D,WEC,A~B,5,0.124957788783945,0.9116714133394248,0.018816244104316,-3.8612245157496488,2,2,0,0.09981946788546138
2005-02_a_2006-01,2006-02,2006-07,STI,CA,B~A,6,0.125934946989787,0.805599172735425,0.019654690732922,-4.985271927184828,1,0,1,-0.32074403958330844
2005-02_a_2006-01,2006-02,2006-07,SWK,8206908Q,A~B,7,0.140111923980271,0.8091050370662745,0.0216356656787791,-4.142405756091134,2,1,1,-0.10624808815573791
2005-02_a_2006-01,2006-02,2006-07,3393199Q,MDLZ,A~B,8,0.140334556140715,0.7301793441693905,0.0193418494671214,-3.9237326474355063,3,2,1,0.1468915438419089
2005-02_a_2006-01,2006-02,2006-07,1255173D,BRK_B,B~A,9,0.1504403467444603,0.6384156051056709,0.0198066631987073,-3.621635324493521,1,1,0,0.0444728395583674
2005-02_a_2006-01,2006-02,2006-07,UTX,ZION,B~A,10,0.1509679748485268,0.9007318755120916,0.0239896733589957,-3.7098590821584905,3,3,0,0.20496731947791375
2005-02_a_2006-01,2006-02,2006-07,HBAN,PBG,B~A,11,0.1523909455094099,0.6283759371025412,0.0173265517134596,-5.722473272320557,1,0,1,-0.07759344750888905
2005-02_a_2006-01,2006-02,2006-07,T,1317355D,B~A,12,0.1613224689285743,1.0321168882384084,0.0247164046314754,-4.298452337945812,3,2,1,-0.09908535162731019
2005-02_a_2006-01,2006-02,2006-07,HD,USB,A~B,13,0.1616347996720151,1.1979967833149332,0.0231482018321235,-4.267686634646727,2,1,1,-0.16879857314768987
2005-02_a_2006-01,2006-02,2006-07,MDP,ZION,B~A,14,0.1630002393420682,0.933786979043138,0.0239360838524194,-4.268179201005756,1,0,1,-0.1287516931416051
2005-02_a_2006-01,2006-02,2006-07,ED,PCG,B~A,15,0.1687818371016192,0.6897136951836499,0.0157298917133451,-4.4213054757283015,1,0,1,-0.0775638956989906
2005-02_a_2006-01,2006-02,2006-07,BLS,KEY,B~A,16,0.1695867062537672,0.7025725911695158,0.0170906399444542,-4.2850013177682085,2,1,1,-0.036669375154931544
2005-02_a_2006-01,2006-02,2006-07,ITW,OMC,B~A,17,0.1721865531441153,0.6404202300175752,0.0192925011517444,-4.638155049827533,3,2,1,0.12786865175881587
2005-02_a_2006-01,2006-02,2006-07,3133754Q,PBG,B~A,18,0.1828636439490765,0.5708788756509873,0.0192733037698879,-4.954566212218217,1,0,1,-0.04950878087121266
2005-02_a_2006-01,2006-02,2006-07,XEL,HCP,B~A,19,0.1839927770948861,0.9558881807407738,0.0267311349945839,-3.634416693273822,1,1,0,0.07086385535532477
2005-02_a_2006-01,2006-02,2006-07,USB,DHR,B~A,20,0.1857345523479807,0.7127803413846547,0.0240997281491159,-4.149202016645002,1,0,1,-0.048624019113646694
2005-03_a_2006-02,2006-03,2006-08,MHFI,SPGI,B~A,1,0.046646252526898,0.9815666403891844,0.0131097673038276,-16.49840036085161,10,10,0,0.36232603818678144
2005-03_a_2006-02,2006-03,2006-08,ETR,PNW,A~B,2,0.1065508316214618,0.917792385133818,0.0188690384508372,-3.810413721844505,2,1,1,0.08861074562635979
2005-03_a_2006-02,2006-03,2006-08,BF_B,1958Q,A~B,3,0.1197099988801255,0.98427238102498,0.0146779669363787,-15.02930534151186,8,8,0,0.2796618269260856
2005-03_a_2006-02,2006-03,2006-08,0111145D,WEC,A~B,4,0.1282334246651544,0.8572961689710732,0.0202878391104638,-3.830907340753374,2,1,1,0.0691164929861136
2005-03_a_2006-02,2006-03,2006-08,STI,CA,B~A,5,0.1368348884145689,0.7865393427777092,0.0199879466636208,-4.637828239822691,1,0,1,-0.1826939636605131
2005-03_a_2006-02,2006-03,2006-08,ITW,BRK_B,B~A,6,0.1401434750552539,0.5834065902945091,0.0171489945944655,-4.200882802850265,2,1,1,-0.002441899578221815
2005-03_a_2006-02,2006-03,2006-08,HD,USB,A~B,7,0.1450339507451872,1.1269808671883466,0.0233032228053989,-4.180425853335791,1,0,1,-0.22545014974920768
2005-03_a_2006-02,2006-03,2006-08,FHN,NFB,A~B,8,0.1484160741691198,0.8120732368193161,0.0213206220113887,-3.644002124963072,4,3,1,0.2086002572808358
2005-03_a_2006-02,2006-03,2006-08,RTN,KEY,A~B,9,0.1501638640628471,0.8524688912289098,0.0194932309530398,-3.9982262076021633,1,0,1,-0.052375948457761744
2005-03_a_2006-02,2006-03,2006-08,NOC,LH,B~A,10,0.1529336563322658,1.0031384972582655,0.0245967358527786,-4.187586805198926,2,1,1,-0.015566293464230753
2005-03_a_2006-02,2006-03,2006-08,JNJ,SJM,B~A,11,0.1556601081701387,1.0006090730762418,0.0228882449591142,-4.303352597607298,3,3,0,0.20955109549563336
2005-03_a_2006-02,2006-03,2006-08,UPS,BRK_B,B~A,12,0.159874054751242,0.5545944622424864,0.0168282876279552,-4.147594824148342,2,1,1,-0.014024370820145585
2005-03_a_2006-02,2006-03,2006-08,XEL,HCN,A~B,13,0.1718119467561791,0.757589961193506,0.0211391238200337,-3.667438100161002,2,2,0,0.10129330274662454
2005-03_a_2006-02,2006-03,2006-08,HAS,NCC,A~B,14,0.1810788161682239,0.7587051067556605,0.0252164673812948,-3.6768353953546185,1,0,1,0.06403926125368387
2005-03_a_2006-02,2006-03,2006-08,IFF,MKC,B~A,15,0.1845792196495495,0.7850302183027965,0.0241737946855101,-4.252454948804747,1,0,1,0.029380721977510727
2005-03_a_2006-02,2006-03,2006-08,NKE,CCL,B~A,16,0.1864012106351538,0.8473937516220129,0.0264736317615782,-3.89468234326635,1,0,1,-0.10141717092635803
2005-03_a_2006-02,2006-03,2006-08,HBAN,PBG,B~A,17,0.1867269360585624,0.5660091859013061,0.0172964402424362,-5.319808375822519,1,0,1,-0.14438237960182243
2005-03_a_2006-02,2006-03,2006-08,PCAR,MHK,B~A,18,0.1903876977411869,0.9524728983576634,0.0269762707948871,-3.563502854860425,1,0,1,-0.28497354504886746
2005-03_a_2006-02,2006-03,2006-08,AEE,MI,B~A,19,0.1910002124376433,0.7403532799659833,0.0211053568017869,-3.5519825815460506,1,0,1,-0.010073915090577541
2005-03_a_2006-02,2006-03,2006-08,ORCL,SOV,A~B,20,0.1917926033482331,0.7272528339181503,0.024335412055838,-5.294230563031801,1,0,1,-0.16603402099371253
2005-04_a_2006-03,2006-04,2006-09,BF_B,1958Q,B~A,1,0.0741814168669634,1.0011850772123911,0.0142412835012346,-16.133977142722546,9,9,0,0.3245647893384016
2005-04_a_2006-03,2006-04,2006-09,TGNA,CMCSA,A~B,2,0.0955458753638822,1.0660173820874392,0.0187748847905746,-4.8517551850110125,1,0,1,-0.35027001036903693
2005-04_a_2006-03,2006-04,2006-09,USB,3133754Q,B~A,3,0.1273000630802698,0.8780590523930549,0.0218497308951513,-3.4570297636053646,2,2,0,0.09068632305991615
2005-04_a_2006-03,2006-04,2006-09,USB,MTB,A~B,4,0.1384409823666601,0.9395467036912296,0.0134128218957073,-3.4051221103042035,2,1,1,0.011628235118214598
2005-04_a_2006-03,2006-04,2006-09,MHFI,SPGI,B~A,5,0.1398790545097199,0.9668287082042916,0.0133241074258921,-16.675381054265607,8,8,0,0.36438585563742404
2005-04_a_2006-03,2006-04,2006-09,TGNA,CMCSK,B~A,6,0.1404648053728578,0.8283166619021202,0.0184269094489305,-4.382131078951058,1,0,1,-0.32388175147166726
2005-04_a_2006-03,2006-04,2006-09,ETR,SNV,B~A,7,0.1420822894885987,0.5763881225841977,0.0190568326171092,-4.373576425989596,1,1,0,0.04692270082398771
2005-04_a_2006-03,2006-04,2006-09,0111145D,WEC,A~B,8,0.1538425153588605,0.8066272311944569,0.0204791933396418,-3.821179435064723,1,1,0,0.04014370252398305
2005-04_a_2006-03,2006-04,2006-09,SWK,8206908Q,A~B,9,0.1538521262353924,0.8967166283463567,0.0234880088129924,-3.56216939569636,2,1,1,0.011726604028993753
2005-04_a_2006-03,2006-04,2006-09,ADP,BRK_B,A~B,10,0.157138137311108,1.147153092560055,0.0207648459391583,-4.533611162429919,2,1,1,0.058491225908192924
2005-04_a_2006-03,2006-04,2006-09,WFC,PBG,B~A,11,0.1709601156416056,0.5908466667350813,0.0186981354926693,-5.012607222034927,2,1,1,-0.017415504521747754
2005-04_a_2006-03,2006-04,2006-09,IFF,GHC,A~B,12,0.1743024462970197,0.800876420191826,0.0235944500828308,-4.203870275657912,2,1,1,-0.004568736341071539
2005-04_a_2006-03,2006-04,2006-09,USB,PBG,B~A,13,0.1755099548031466,0.5682303217648702,0.0189717751023348,-4.955624554632849,1,0,1,-0.09184035433023885
2005-04_a_2006-03,2006-04,2006-09,3133754Q,PBG,B~A,14,0.2000694279117851,0.5364383036065534,0.0198644160190491,-4.518743510577376,1,0,1,-0.10387676221572456
2005-04_a_2006-03,2006-04,2006-09,1281683D,OMC,A~B,15,0.2006070683753478,0.4837044759158907,0.0225768592042103,-4.566631724156216,1,0,1,-0.026983470017112716
2005-04_a_2006-03,2006-04,2006-09,0961514D,PBG,B~A,16,0.2009255546718122,0.6401334129056325,0.022102159838196,-4.185409843900362,1,0,1,-0.1231215606120334
2005-04_a_2006-03,2006-04,2006-09,MTB,8206908Q,A~B,17,0.2059553472566904,0.6653943204100069,0.0152813987427668,-4.072909643938613,4,3,1,0.09900650144690991
2005-04_a_2006-03,2006-04,2006-09,PBI,CBS,A~B,18,0.2081475497212181,0.4330872393447886,0.0193216667281154,-3.54601392521607,1,0,1,0.04459874333636681
2005-04_a_2006-03,2006-04,2006-09,MDP,ZION,B~A,19,0.2087234423950121,1.1028509088556968,0.0275965324192386,-4.029236315610119,1,0,1,0.01575937664131498
2005-04_a_2006-03,2006-04,2006-09,PBG,MTB,A~B,20,0.2091680539049321,0.5889593141283576,0.0176436973275252,-5.188883003522362,1,0,1,-0.1032214605625076
2005-05_a_2006-04,2006-05,2006-10,BF_B,1958Q,A~B,1,0.064674476583491,0.9987824639925912,0.0142508539662717,-15.629115941737458,7,7,0,0.2537419138820843
2005-05_a_2006-04,2006-05,2006-10,MHFI,SPGI,B~A,2,0.0672680507466338,1.000119628781257,0.0134644328883799,-16.601436590944587,8,8,0,0.33495737309172924
2005-05_a_2006-04,2006-05,2006-10,AEE,PNW,A~B,3,0.0915603187988836,0.6582475930713039,0.0137242447874089,-3.968828488437279,2,1,1,0.030706984010679624
2005-05_a_2006-04,2006-05,2006-10,CPB,PBG,A~B,4,0.1222384580051993,0.7834122983147209,0.0204851408426561,-3.724275674613199,1,0,1,-0.08161290658153356
2005-05_a_2006-04,2006-05,2006-10,ETR,SNV,B~A,5,0.1382013581775822,0.5495665527800135,0.018234112343933,-4.212328838277307,2,1,1,0.04063086921054687
2005-05_a_2006-04,2006-05,2006-10,0111145D,WEC,A~B,6,0.1441520921999881,0.6750815711690908,0.0179631514355547,-4.6394069316582325,1,0,1,-0.011598813444162123
2005-05_a_2006-04,2006-05,2006-10,BDK,HBAN,B~A,7,0.1598666532569268,0.652394734627071,0.0195499201719997,-4.16774783185789,1,0,1,-0.024057852256407025
2005-05_a_2006-04,2006-05,2006-10,PEG,SRE,A~B,8,0.1619249605214463,0.9858080593453384,0.0253323240411431,-4.288886733583727,4,3,1,0.03133317361867807
2005-05_a_2006-04,2006-05,2006-10,TGNA,NYT,B~A,9,0.1682893302651109,0.8907252316918132,0.0212899914828653,-3.6205451881829616,2,1,1,0.06664823746989709
2005-05_a_2006-04,2006-05,2006-10,WFC,PBG,B~A,10,0.1689988628257879,0.7164992374805188,0.0209057240116225,-3.703406742484484,2,1,1,0.03936865638046878
2005-05_a_2006-04,2006-05,2006-10,BDK,MI,B~A,11,0.1803885695352391,0.548626080184042,0.0193281799223793,-4.159450949653999,1,0,1,-0.07674179645899877
2005-05_a_2006-04,2006-05,2006-10,FSH,HCP,B~A,12,0.1828603320709589,0.7337872175973819,0.0208570619605589,-6.318388598312274,3,3,0,0.18409436859213058
2005-05_a_2006-04,2006-05,2006-10,3133754Q,PBG,A~B,13,0.18764589850025,0.9119852226216636,0.0265592651025393,-3.415661402862388,2,1,1,0.03447469245857164
2005-05_a_2006-04,2006-05,2006-10,TRB,NYT,B~A,14,0.1997792587781077,0.8052209454456358,0.0214766276272579,-3.713117495657644,1,0,1,-0.08935288316293317
2005-05_a_2006-04,2006-05,2006-10,ADP,BRK_B,A~B,15,0.2018107916831013,1.1971648955396366,0.0216820607142277,-4.481616545109373,1,0,1,-0.08026368676783856
2005-05_a_2006-04,2006-05,2006-10,STI,XRAY,B~A,16,0.2047648504216113,0.8038776401527642,0.0271817304105648,-3.613752679338176,2,1,1,0.0815863848447223
2005-05_a_2006-04,2006-05,2006-10,EQR,PSA,B~A,17,0.2049524294404818,1.0021927931903214,0.0275057727033882,-3.4618292604015,3,2,1,0.07810893202825805
2005-05_a_2006-04,2006-05,2006-10,KMB,XL,B~A,18,0.205693414799498,0.8945351900950267,0.0279975827224512,-3.9502773132841433,1,0,1,-0.009481950729762833
2005-05_a_2006-04,2006-05,2006-10,EMR,PNC,A~B,19,0.2086457119444276,0.9896744891831654,0.0284931519030442,-3.966204938034903,2,2,0,0.12148623356959883
2005-05_a_2006-04,2006-05,2006-10,FHN,NFB,A~B,20,0.2119309411171457,0.6872714495307227,0.0234327790658696,-3.804285262284911,3,2,1,0.15142823216916065
2005-06_a_2006-05,2006-06,2006-11,MHFI,SPGI,A~B,1,0.0472173167801202,0.9864507298119832,0.0136062053133474,-16.561084353787844,9,9,0,0.35479714564858295
2005-06_a_2006-05,2006-06,2006-11,BF_B,1958Q,A~B,2,0.090263179043518,1.0055488179609111,0.0136666044434872,-5.47095203423379,4,3,1,0.103276785765496
2005-06_a_2006-05,2006-06,2006-11,AEE,PNW,A~B,3,0.10353215732448,0.685526799058546,0.0132452253109052,-3.8960809812796766,2,1,1,0.018641688047941616
2005-06_a_2006-05,2006-06,2006-11,WFC,USB,B~A,4,0.1041989934637968,0.7389754445599508,0.0135410940695877,-3.812407882940442,2,1,1,0.010146626714972502
2005-06_a_2006-05,2006-06,2006-11,USB,PBG,A~B,5,0.1425905236652624,0.7806540785254891,0.021179158261806,-3.718351852271164,3,2,1,0.049384069780987104
2005-06_a_2006-05,2006-06,2006-11,XEL,GAS,A~B,6,0.1445774700032416,0.4417729772506091,0.0171791568004282,-4.131132132486366,2,1,1,-0.12229625272232932
2005-06_a_2006-05,2006-06,2006-11,WFC,PBG,B~A,7,0.1528030029630827,0.7412358865876698,0.0208240988619084,-3.768412517657192,2,1,1,0.0486149001762997
2005-06_a_2006-05,2006-06,2006-11,AEP,ED,B~A,8,0.1539227008581747,0.6583710652614613,0.0132359085360902,-3.626906288583816,3,2,1,0.08962696510031525
2005-06_a_2006-05,2006-06,2006-11,XEL,0111145D,A~B,9,0.1612889141363211,0.4595241673480716,0.0176645850818106,-3.795645036800824,1,0,1,-0.09909614872162573
2005-06_a_2006-05,2006-06,2006-11,BAX,CMA,A~B,10,0.1810488845479767,0.5208218586792956,0.0226626750042442,-4.104317632121254,1,0,1,-0.09857136731519964
2005-06_a_2006-05,2006-06,2006-11,BEAM,ETR,B~A,11,0.1816576587615372,0.593208069059536,0.0184497992348301,-4.401593450102408,1,0,1,-0.21009046615469196
2005-06_a_2006-05,2006-06,2006-11,CL,8206908Q,A~B,12,0.1862548111209889,0.8076376858890515,0.0216601081100504,-4.262871715661253,4,3,1,0.14687663035228482
2005-06_a_2006-05,2006-06,2006-11,CL,SNA,B~A,13,0.1923955882429027,0.9398023149047908,0.0273589102826825,-4.432863100611467,2,1,1,0.04232188838695028
2005-06_a_2006-05,2006-06,2006-11,PNC,STT,B~A,14,0.1942243891716089,1.0187041618967785,0.026782131611539,-3.926750253652308,2,1,1,0.0640986973121184
2005-06_a_2006-05,2006-06,2006-11,USB,MTB,B~A,15,0.1959019343552199,1.0605620474456885,0.0128760936510678,-3.735913310175491,2,1,1,-0.008883609097778303
2005-06_a_2006-05,2006-06,2006-11,USB,3133754Q,B~A,16,0.2050898646164114,1.0562791907073588,0.0213646436854023,-3.922806134038586,3,2,1,0.11024860219190535
2005-06_a_2006-05,2006-06,2006-11,MAS,FHN,A~B,17,0.2096232044007138,0.7757887363050593,0.0265392141635236,-3.662893910210936,1,0,1,-0.009227054932589351
2005-06_a_2006-05,2006-06,2006-11,0961514D,HCP,A~B,18,0.2103420221645251,0.3921991054918844,0.0157587855105454,-4.010419441282512,3,3,0,0.09951558702461909
2005-06_a_2006-05,2006-06,2006-11,VZ,O,B~A,19,0.2139228982857162,0.7073760155636046,0.0224944019858348,-4.017160673049418,2,1,1,-0.01197049743734158
2005-06_a_2006-05,2006-06,2006-11,RTN,KEY,B~A,20,0.2201421564940346,0.7469623893084714,0.0205439718608905,-4.22515882716829,2,1,1,-0.0036951466035969258
2005-07_a_2006-06,2006-07,2006-12,USB,MTB,A~B,1,0.0391605067406999,0.8915442767145596,0.0114778627586686,-3.623409878554317,2,1,1,-0.07418831953295586
2005-07_a_2006-06,2006-07,2006-12,MHFI,SPGI,A~B,2,0.0502555330540417,0.9829740352864612,0.0138695636109888,-16.273820673304893,7,7,0,0.2856277185635817
2005-07_a_2006-06,2006-07,2006-12,BF_B,1958Q,A~B,3,0.0523105758111341,0.9959278905424334,0.0137489533364688,-15.998709669103912,4,4,0,0.14335668704281557
2005-07_a_2006-06,2006-07,2006-12,PBG,MTB,B~A,4,0.1016717865634291,0.8500899654831371,0.0180793252778419,-4.877649195425051,3,2,1,0.0659401886410594
2005-07_a_2006-06,2006-07,2006-12,BAC,WFC,B~A,5,0.1128938588129813,0.9264235208481736,0.0140137594609663,-3.4944959353040086,3,2,1,0.055281400219255455
2005-07_a_2006-06,2006-07,2006-12,WFC,MTB,B~A,6,0.1145149361639141,0.751097280922957,0.012712997180789,-4.470007506189034,5,5,0,0.14002160065666938
2005-07_a_2006-06,2006-07,2006-12,0111145D,WEC,A~B,7,0.1243116632293777,0.7111986632471612,0.0144846266939844,-4.757253631513911,2,1,1,0.024599638519658764
2005-07_a_2006-06,2006-07,2006-12,WFC,USB,B~A,8,0.1299479653050639,0.6965811361233254,0.0119828846663475,-4.614127784257866,2,1,1,-0.07757354008080589
2005-07_a_2006-06,2006-07,2006-12,JNJ,AEE,A~B,9,0.1313771959343626,0.7787745554515499,0.0220167312157603,-3.58656648910953,1,0,1,0.021084466904310706
2005-07_a_2006-06,2006-07,2006-12,USB,PBG,A~B,10,0.1425240943964354,0.7524696024408817,0.020246769764649,-3.8495001820937698,3,2,1,-0.04445530185752991
2005-07_a_2006-06,2006-07,2006-12,WFC,PBG,B~A,11,0.1786150201951386,0.7458709470068163,0.0219547155181227,-3.5822162166280385,2,1,1,0.033108094319580846
2005-07_a_2006-06,2006-07,2006-12,HCP,WEC,A~B,12,0.1786538520278782,0.8990208507690951,0.0264409855808902,-3.6385396608888434,1,0,1,-0.1450306826970449
2005-07_a_2006-06,2006-07,2006-12,PPG,ORCL,B~A,13,0.183793389249331,0.8985325986222255,0.0258544438100917,-4.559719574672559,1,0,1,-0.1588262660332257
2005-07_a_2006-06,2006-07,2006-12,NKE,0961514D,B~A,14,0.1840842570851464,0.3902086547144016,0.0169551307710842,-4.213721317673627,1,0,1,-0.06401484566100929
2005-07_a_2006-06,2006-07,2006-12,CL,8206908Q,A~B,15,0.184124837659283,0.8069858224014643,0.0215376308985498,-4.318158940036333,4,4,0,0.1881720560493915
2005-07_a_2006-06,2006-07,2006-12,TGT,DOW,A~B,16,0.1948070470729703,0.7611996721595438,0.0231944673061861,-4.772466689357924,2,1,1,0.044725211584232955
2005-07_a_2006-06,2006-07,2006-12,CLX,KEY,A~B,17,0.1975428611867755,0.8446966517038965,0.025072077937349,-3.9514384874684407,2,2,0,0.1218688292823625
2005-07_a_2006-06,2006-07,2006-12,USB,BRK_B,A~B,18,0.1983220475939333,0.894006474333193,0.0248706212504346,-3.5152939264951586,3,3,0,0.15152310116818896
2005-07_a_2006-06,2006-07,2006-12,SIAL,PFG,A~B,19,0.200343214613099,0.7802003273805187,0.0226434707818927,-4.471317133963065,1,0,1,0.0045924585934354846
2005-07_a_2006-06,2006-07,2006-12,GIS,BRK_B,A~B,20,0.2027643083849852,0.9088103338258586,0.0222294710366671,-4.171673932172224,3,3,0,0.1867344177877547
2005-08_a_2006-07,2006-08,2007-01,USB,MTB,A~B,1,0.0413894755351975,0.8701493986186339,0.0112043046705465,-3.806249660651959,1,0,1,-0.0865353930056435
2005-08_a_2006-07,2006-08,2007-01,STI,USB,A~B,2,0.0627659756095226,1.0268235703453463,0.0156839403719045,-3.8329321472038567,2,1,1,0.006268893469741797
2005-08_a_2006-07,2006-08,2007-01,BF_B,1958Q,A~B,3,0.0732137045932859,0.981288416058856,0.0146309686051891,-16.11360776634589,2,2,0,0.06365325739204361
2005-08_a_2006-07,2006-08,2007-01,MHFI,SPGI,B~A,4,0.0755496693407167,0.9911761893535538,0.0147556238279605,-11.632693466791482,3,3,0,0.14099429563927737
2005-08_a_2006-07,2006-08,2007-01,0111145D,WEC,A~B,5,0.1219213996597545,0.8812395925599248,0.0167393974458749,-4.146320891207944,1,1,0,0.03764012492780086
2005-08_a_2006-07,2006-08,2007-01,CL,TMK,A~B,6,0.1265756337313632,1.0707153273088876,0.0180043873461421,-4.34064795205717,3,2,1,0.07446768596223369
2005-08_a_2006-07,2006-08,2007-01,9876566D,ABKFQ,A~B,7,0.1282266204812003,0.890002080309968,0.0193188759444038,-4.462608027365152,3,3,0,0.13148608324084243
2005-08_a_2006-07,2006-08,2007-01,1255173D,BK,A~B,8,0.1333600218914625,0.9562367257206728,0.022568056469616,-4.624522439094971,2,1,1,-0.02819473740505208
2005-08_a_2006-07,2006-08,2007-01,JNJ,AEE,B~A,9,0.1339359246009053,0.5398295576132432,0.0187441858864739,-3.976435224869404,1,0,1,0.02081491764742288
2005-08_a_2006-07,2006-08,2007-01,PBG,MTB,B~A,10,0.1398209359492739,0.7584599902955353,0.0185784221947589,-4.359217966409637,2,1,1,0.048673308718090946
2005-08_a_2006-07,2006-08,2007-01,STI,SIAL,A~B,11,0.1501721690874546,0.8242891435407208,0.0225503849901154,-3.729519197359065,1,1,0,0.04437200490892118
2005-08_a_2006-07,2006-08,2007-01,PAS,HAS,A~B,12,0.1504487101099698,0.7260669776174574,0.0199798082785515,-3.98775424061262,1,0,1,-0.2653381708678781
2005-08_a_2006-07,2006-08,2007-01,3133754Q,FHN,B~A,13,0.1589427962067588,0.8230511855958471,0.0237705450063379,-3.4709550290041893,1,0,1,-0.019116475087792115
2005-08_a_2006-07,2006-08,2007-01,BAC,WFC,A~B,14,0.1610484705327053,1.0399822627228166,0.0150905540125015,-3.732698404408494,1,0,1,0.0094754979090055
2005-08_a_2006-07,2006-08,2007-01,BDK,MTG,B~A,15,0.1683429883166809,0.866978829725177,0.0224187111922405,-4.344003090567394,2,1,1,0.09041455849623065
2005-08_a_2006-07,2006-08,2007-01,POM,WEC,B~A,16,0.1698645487740577,0.67471467949408,0.0165674637814746,-4.536522044837941,1,0,1,-0.04004862422401257
2005-08_a_2006-07,2006-08,2007-01,DOV,RTN,A~B,17,0.1791095811379364,1.0511857457170817,0.0252746152529802,-3.9164905050515983,1,0,1,-0.07847532489173582
2005-08_a_2006-07,2006-08,2007-01,STI,XRAY,B~A,18,0.1798655249478997,1.024033187326206,0.0213709037608893,-5.061993456199997,3,2,1,0.10062545086806071
2005-08_a_2006-07,2006-08,2007-01,MET,BRK_B,A~B,19,0.1831772355883458,0.5671329963048342,0.0218556601525637,-4.769467874371046,1,0,1,-0.0559154003842698
2005-08_a_2006-07,2006-08,2007-01,STI,PBG,A~B,20,0.1863380007896466,0.717632818795815,0.0215612754152489,-3.768855313014049,2,1,1,-0.018099600112282545
2005-09_a_2006-08,2006-09,2007-02,MHFI,SPGI,A~B,1,0.0511428031647938,0.98050968988905,0.0141102686950759,-14.957615308222174,6,6,0,0.23708325298739755
2005-09_a_2006-08,2006-09,2007-02,BF_B,1958Q,A~B,2,0.0625091235439185,0.983518685170954,0.015447654345045,-16.30536291050641,2,2,0,0.07033856717734753
2005-09_a_2006-08,2006-09,2007-02,USB,MTB,A~B,3,0.0657070199952158,0.837933547821347,0.0113219014271839,-3.7161938078281223,1,0,1,-0.0948822954166426
2005-09_a_2006-08,2006-09,2007-02,0111145D,WEC,A~B,4,0.0851730931560723,0.9377415919781962,0.0166066141961934,-4.246020361485833,3,2,1,0.09054109407870051
2005-09_a_2006-08,2006-09,2007-02,SRE,WEC,A~B,5,0.1020927209441424,0.9523420995900987,0.0189558775774168,-4.056300642478414,1,0,1,-0.06033216758615664
2005-09_a_2006-08,2006-09,2007-02,AEP,SO,B~A,6,0.1089731518426901,0.7086236119940938,0.0112521385012473,-3.7485074310250543,2,1,1,-0.0047162363172980094
