linha,ano,semestre,periodo,inicio_semestre,fim_semestre,dia_no_semestre,total_dias_sem,total_dias_ano
3044,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,19.0,124.0,252.0
3045,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,20.0,124.0,252.0
3046,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,21.0,124.0,252.0
3047,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,22.0,124.0,252.0
3048,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,23.0,124.0,252.0
3049,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,24.0,124.0,252.0
3050,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,25.0,124.0,252.0
3051,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,26.0,124.0,252.0
3052,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,27.0,124.0,252.0
3053,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,28.0,124.0,252.0
3054,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,29.0,124.0,252.0
3055,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,30.0,124.0,252.0
3056,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,31.0,124.0,252.0
3057,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,32.0,124.0,252.0
3058,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,33.0,124.0,252.0
3059,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,34.0,124.0,252.0
3060,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,35.0,124.0,252.0
3061,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,36.0,124.0,252.0
3062,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,37.0,124.0,252.0
3063,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,38.0,124.0,252.0
3064,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,39.0,124.0,252.0
3065,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,40.0,124.0,252.0
3066,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,41.0,124.0,252.0
3067,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,42.0,124.0,252.0
3068,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,43.0,124.0,252.0
3069,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,44.0,124.0,252.0
3070,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,45.0,124.0,252.0
3071,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,46.0,124.0,252.0
3072,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,47.0,124.0,252.0
3073,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,48.0,124.0,252.0
3074,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,49.0,124.0,252.0
3075,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,50.0,124.0,252.0
3076,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,51.0,124.0,252.0
3077,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,52.0,124.0,252.0
3078,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,53.0,124.0,252.0
3079,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,54.0,124.0,252.0
3080,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,55.0,124.0,252.0
3081,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,56.0,124.0,252.0
3082,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,57.0,124.0,252.0
3083,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,58.0,124.0,252.0
3084,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,59.0,124.0,252.0
3085,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,60.0,124.0,252.0
3086,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,61.0,124.0,252.0
3087,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,62.0,124.0,252.0
3088,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,63.0,124.0,252.0
3089,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,64.0,124.0,252.0
3090,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,65.0,124.0,252.0
3091,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,66.0,124.0,252.0
3092,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,67.0,124.0,252.0
3093,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,68.0,124.0,252.0
3094,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,69.0,124.0,252.0
3095,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,70.0,124.0,252.0
3096,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,71.0,124.0,252.0
3097,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,72.0,124.0,252.0
3098,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,73.0,124.0,252.0
3099,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,74.0,124.0,252.0
3100,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,75.0,124.0,252.0
3101,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,76.0,124.0,252.0
3102,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,77.0,124.0,252.0
3103,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,78.0,124.0,252.0
3104,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,79.0,124.0,252.0
3105,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,80.0,124.0,252.0
3106,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,81.0,124.0,252.0
3107,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,82.0,124.0,252.0
3108,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,83.0,124.0,252.0
3109,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,84.0,124.0,252.0
3110,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,85.0,124.0,252.0
3111,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,86.0,124.0,252.0
3112,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,87.0,124.0,252.0
3113,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,88.0,124.0,252.0
3114,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,89.0,124.0,252.0
3115,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,90.0,124.0,252.0
3116,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,91.0,124.0,252.0
3117,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,92.0,124.0,252.0
3118,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,93.0,124.0,252.0
3119,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,94.0,124.0,252.0
3120,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,95.0,124.0,252.0
3121,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,96.0,124.0,252.0
3122,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,97.0,124.0,252.0
3123,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,98.0,124.0,252.0
3124,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,99.0,124.0,252.0
3125,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,100.0,124.0,252.0
3126,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,101.0,124.0,252.0
3127,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,102.0,124.0,252.0
3128,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,103.0,124.0,252.0
3129,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,104.0,124.0,252.0
3130,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,105.0,124.0,252.0
3131,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,106.0,124.0,252.0
3132,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,107.0,124.0,252.0
3133,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,108.0,124.0,252.0
3134,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,109.0,124.0,252.0
3135,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,110.0,124.0,252.0
3136,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,111.0,124.0,252.0
3137,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,112.0,124.0,252.0
3138,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,113.0,124.0,252.0
3139,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,114.0,124.0,252.0
3140,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,115.0,124.0,252.0
3141,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,116.0,124.0,252.0
3142,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,117.0,124.0,252.0
3143,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,118.0,124.0,252.0
3144,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,119.0,124.0,252.0
3145,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,120.0,124.0,252.0
3146,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,121.0,124.0,252.0
3147,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,122.0,124.0,252.0
3148,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,123.0,124.0,252.0
3149,2002.0,2.0,2002/S2,2002-07-01,2002-12-31,124.0,124.0,252.0
3150,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,1.0,128.0,252.0
3151,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,2.0,128.0,252.0
3152,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,3.0,128.0,252.0
3153,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,4.0,128.0,252.0
3154,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,5.0,128.0,252.0
3155,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,6.0,128.0,252.0
3156,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,7.0,128.0,252.0
3157,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,8.0,128.0,252.0
3158,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,9.0,128.0,252.0
3159,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,10.0,128.0,252.0
3160,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,11.0,128.0,252.0
3161,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,12.0,128.0,252.0
3162,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,13.0,128.0,252.0
3163,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,14.0,128.0,252.0
3164,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,15.0,128.0,252.0
3165,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,16.0,128.0,252.0
3166,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,17.0,128.0,252.0
3167,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,18.0,128.0,252.0
3168,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,19.0,128.0,252.0
3169,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,20.0,128.0,252.0
3170,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,21.0,128.0,252.0
3171,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,22.0,128.0,252.0
3172,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,23.0,128.0,252.0
3173,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,24.0,128.0,252.0
3174,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,25.0,128.0,252.0
3175,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,26.0,128.0,252.0
3176,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,27.0,128.0,252.0
3177,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,28.0,128.0,252.0
3178,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,29.0,128.0,252.0
3179,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,30.0,128.0,252.0
3180,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,31.0,128.0,252.0
3181,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,32.0,128.0,252.0
3182,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,33.0,128.0,252.0
3183,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,34.0,128.0,252.0
3184,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,35.0,128.0,252.0
3185,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,36.0,128.0,252.0
3186,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,37.0,128.0,252.0
3187,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,38.0,128.0,252.0
3188,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,39.0,128.0,252.0
3189,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,40.0,128.0,252.0
3190,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,41.0,128.0,252.0
3191,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,42.0,128.0,252.0
3192,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,43.0,128.0,252.0
3193,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,44.0,128.0,252.0
3194,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,45.0,128.0,252.0
3195,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,46.0,128.0,252.0
3196,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,47.0,128.0,252.0
3197,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,48.0,128.0,252.0
3198,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,49.0,128.0,252.0
3199,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,50.0,128.0,252.0
3200,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,51.0,128.0,252.0
3201,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,52.0,128.0,252.0
3202,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,53.0,128.0,252.0
3203,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,54.0,128.0,252.0
3204,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,55.0,128.0,252.0
3205,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,56.0,128.0,252.0
3206,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,57.0,128.0,252.0
3207,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,58.0,128.0,252.0
3208,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,59.0,128.0,252.0
3209,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,60.0,128.0,252.0
3210,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,61.0,128.0,252.0
3211,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,62.0,128.0,252.0
3212,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,63.0,128.0,252.0
3213,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,64.0,128.0,252.0
3214,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,65.0,128.0,252.0
3215,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,66.0,128.0,252.0
3216,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,67.0,128.0,252.0
3217,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,68.0,128.0,252.0
3218,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,69.0,128.0,252.0
3219,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,70.0,128.0,252.0
3220,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,71.0,128.0,252.0
3221,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,72.0,128.0,252.0
3222,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,73.0,128.0,252.0
3223,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,74.0,128.0,252.0
3224,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,75.0,128.0,252.0
3225,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,76.0,128.0,252.0
3226,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,77.0,128.0,252.0
3227,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,78.0,128.0,252.0
3228,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,79.0,128.0,252.0
3229,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,80.0,128.0,252.0
3230,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,81.0,128.0,252.0
3231,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,82.0,128.0,252.0
3232,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,83.0,128.0,252.0
3233,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,84.0,128.0,252.0
3234,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,85.0,128.0,252.0
3235,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,86.0,128.0,252.0
3236,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,87.0,128.0,252.0
3237,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,88.0,128.0,252.0
3238,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,89.0,128.0,252.0
3239,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,90.0,128.0,252.0
3240,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,91.0,128.0,252.0
3241,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,92.0,128.0,252.0
3242,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,93.0,128.0,252.0
3243,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,94.0,128.0,252.0
3244,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,95.0,128.0,252.0
3245,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,96.0,128.0,252.0
3246,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,97.0,128.0,252.0
3247,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,98.0,128.0,252.0
3248,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,99.0,128.0,252.0
3249,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,100.0,128.0,252.0
3250,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,101.0,128.0,252.0
3251,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,102.0,128.0,252.0
3252,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,103.0,128.0,252.0
3253,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,104.0,128.0,252.0
3254,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,105.0,128.0,252.0
3255,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,106.0,128.0,252.0
3256,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,107.0,128.0,252.0
3257,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,108.0,128.0,252.0
3258,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,109.0,128.0,252.0
3259,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,110.0,128.0,252.0
3260,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,111.0,128.0,252.0
3261,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,112.0,128.0,252.0
3262,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,113.0,128.0,252.0
3263,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,114.0,128.0,252.0
3264,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,115.0,128.0,252.0
3265,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,116.0,128.0,252.0
3266,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,117.0,128.0,252.0
3267,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,118.0,128.0,252.0
3268,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,119.0,128.0,252.0
3269,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,120.0,128.0,252.0
3270,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,121.0,128.0,252.0
3271,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,122.0,128.0,252.0
3272,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,123.0,128.0,252.0
3273,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,124.0,128.0,252.0
3274,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,125.0,128.0,252.0
3275,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,126.0,128.0,252.0
3276,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,127.0,128.0,252.0
3277,2002.0,1.0,2002/S1,2002-01-01,2002-06-30,128.0,128.0,252.0
3278,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,1.0,124.0,252.0
3279,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,2.0,124.0,252.0
3280,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,3.0,124.0,252.0
3281,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,4.0,124.0,252.0
3282,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,5.0,124.0,252.0
3283,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,6.0,124.0,252.0
3284,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,7.0,124.0,252.0
3285,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,8.0,124.0,252.0
3286,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,9.0,124.0,252.0
3287,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,10.0,124.0,252.0
3288,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,11.0,124.0,252.0
3289,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,12.0,124.0,252.0
3290,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,13.0,124.0,252.0
3291,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,14.0,124.0,252.0
3292,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,15.0,124.0,252.0
3293,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,16.0,124.0,252.0
3294,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,17.0,124.0,252.0
3295,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,18.0,124.0,252.0
3296,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,19.0,124.0,252.0
3297,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,20.0,124.0,252.0
3298,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,21.0,124.0,252.0
3299,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,22.0,124.0,252.0
3300,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,23.0,124.0,252.0
3301,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,24.0,124.0,252.0
3302,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,25.0,124.0,252.0
3303,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,26.0,124.0,252.0
3304,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,27.0,124.0,252.0
3305,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,28.0,124.0,252.0
3306,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,29.0,124.0,252.0
3307,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,30.0,124.0,252.0
3308,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,31.0,124.0,252.0
3309,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,32.0,124.0,252.0
3310,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,33.0,124.0,252.0
3311,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,34.0,124.0,252.0
3312,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,35.0,124.0,252.0
3313,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,36.0,124.0,252.0
3314,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,37.0,124.0,252.0
3315,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,38.0,124.0,252.0
3316,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,39.0,124.0,252.0
3317,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,40.0,124.0,252.0
3318,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,41.0,124.0,252.0
3319,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,42.0,124.0,252.0
3320,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,43.0,124.0,252.0
3321,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,44.0,124.0,252.0
3322,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,45.0,124.0,252.0
3323,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,46.0,124.0,252.0
3324,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,47.0,124.0,252.0
3325,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,48.0,124.0,252.0
3326,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,49.0,124.0,252.0
3327,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,50.0,124.0,252.0
3328,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,51.0,124.0,252.0
3329,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,52.0,124.0,252.0
3330,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,53.0,124.0,252.0
3331,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,54.0,124.0,252.0
3332,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,55.0,124.0,252.0
3333,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,56.0,124.0,252.0
3334,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,57.0,124.0,252.0
3335,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,58.0,124.0,252.0
3336,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,59.0,124.0,252.0
3337,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,60.0,124.0,252.0
3338,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,61.0,124.0,252.0
3339,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,62.0,124.0,252.0
3340,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,63.0,124.0,252.0
3341,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,64.0,124.0,252.0
3342,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,65.0,124.0,252.0
3343,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,66.0,124.0,252.0
3344,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,67.0,124.0,252.0
3345,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,68.0,124.0,252.0
3346,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,69.0,124.0,252.0
3347,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,70.0,124.0,252.0
3348,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,71.0,124.0,252.0
3349,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,72.0,124.0,252.0
3350,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,73.0,124.0,252.0
3351,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,74.0,124.0,252.0
3352,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,75.0,124.0,252.0
3353,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,76.0,124.0,252.0
3354,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,77.0,124.0,252.0
3355,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,78.0,124.0,252.0
3356,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,79.0,124.0,252.0
3357,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,80.0,124.0,252.0
3358,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,81.0,124.0,252.0
3359,2003.0,2.0,2003/S2,2003-07-01,2003-12-31,82.0,124.0,252.0
