linha,ano,semestre,periodo,inicio_semestre,fim_semestre,dia_no_semestre,total_dias_sem,total_dias_ano
793,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,35.0,125.0,252.0
794,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,36.0,125.0,252.0
795,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,37.0,125.0,252.0
796,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,38.0,125.0,252.0
797,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,39.0,125.0,252.0
798,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,40.0,125.0,252.0
799,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,41.0,125.0,252.0
800,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,42.0,125.0,252.0
801,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,43.0,125.0,252.0
802,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,44.0,125.0,252.0
803,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,45.0,125.0,252.0
804,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,46.0,125.0,252.0
805,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,47.0,125.0,252.0
806,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,48.0,125.0,252.0
807,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,49.0,125.0,252.0
808,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,50.0,125.0,252.0
809,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,51.0,125.0,252.0
810,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,52.0,125.0,252.0
811,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,53.0,125.0,252.0
812,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,54.0,125.0,252.0
813,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,55.0,125.0,252.0
814,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,56.0,125.0,252.0
815,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,57.0,125.0,252.0
816,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,58.0,125.0,252.0
817,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,59.0,125.0,252.0
818,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,60.0,125.0,252.0
819,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,61.0,125.0,252.0
820,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,62.0,125.0,252.0
821,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,63.0,125.0,252.0
822,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,64.0,125.0,252.0
823,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,65.0,125.0,252.0
824,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,66.0,125.0,252.0
825,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,67.0,125.0,252.0
826,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,68.0,125.0,252.0
827,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,69.0,125.0,252.0
828,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,70.0,125.0,252.0
829,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,71.0,125.0,252.0
830,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,72.0,125.0,252.0
831,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,73.0,125.0,252.0
832,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,74.0,125.0,252.0
833,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,75.0,125.0,252.0
834,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,76.0,125.0,252.0
835,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,77.0,125.0,252.0
836,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,78.0,125.0,252.0
837,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,79.0,125.0,252.0
838,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,80.0,125.0,252.0
839,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,81.0,125.0,252.0
840,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,82.0,125.0,252.0
841,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,83.0,125.0,252.0
842,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,84.0,125.0,252.0
843,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,85.0,125.0,252.0
844,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,86.0,125.0,252.0
845,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,87.0,125.0,252.0
846,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,88.0,125.0,252.0
847,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,89.0,125.0,252.0
848,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,90.0,125.0,252.0
849,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,91.0,125.0,252.0
850,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,92.0,125.0,252.0
851,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,93.0,125.0,252.0
852,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,94.0,125.0,252.0
853,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,95.0,125.0,252.0
854,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,96.0,125.0,252.0
855,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,97.0,125.0,252.0
856,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,98.0,125.0,252.0
857,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,99.0,125.0,252.0
858,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,100.0,125.0,252.0
859,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,101.0,125.0,252.0
860,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,102.0,125.0,252.0
861,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,103.0,125.0,252.0
862,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,104.0,125.0,252.0
863,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,105.0,125.0,252.0
864,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,106.0,125.0,252.0
865,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,107.0,125.0,252.0
866,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,108.0,125.0,252.0
867,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,109.0,125.0,252.0
868,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,110.0,125.0,252.0
869,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,111.0,125.0,252.0
870,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,112.0,125.0,252.0
871,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,113.0,125.0,252.0
872,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,114.0,125.0,252.0
873,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,115.0,125.0,252.0
874,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,116.0,125.0,252.0
875,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,117.0,125.0,252.0
876,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,118.0,125.0,252.0
877,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,119.0,125.0,252.0
878,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,120.0,125.0,252.0
879,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,121.0,125.0,252.0
880,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,122.0,125.0,252.0
881,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,123.0,125.0,252.0
882,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,124.0,125.0,252.0
883,1993.0,2.0,1993/S2,1993-07-01,1993-12-31,125.0,125.0,252.0
884,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,1.0,127.0,253.0
885,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,2.0,127.0,253.0
886,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,3.0,127.0,253.0
887,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,4.0,127.0,253.0
888,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,5.0,127.0,253.0
889,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,6.0,127.0,253.0
890,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,7.0,127.0,253.0
891,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,8.0,127.0,253.0
892,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,9.0,127.0,253.0
893,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,10.0,127.0,253.0
894,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,11.0,127.0,253.0
895,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,12.0,127.0,253.0
896,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,13.0,127.0,253.0
897,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,14.0,127.0,253.0
898,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,15.0,127.0,253.0
899,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,16.0,127.0,253.0
900,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,17.0,127.0,253.0
901,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,18.0,127.0,253.0
902,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,19.0,127.0,253.0
903,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,20.0,127.0,253.0
904,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,21.0,127.0,253.0
905,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,22.0,127.0,253.0
906,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,23.0,127.0,253.0
907,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,24.0,127.0,253.0
908,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,25.0,127.0,253.0
909,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,26.0,127.0,253.0
910,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,27.0,127.0,253.0
911,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,28.0,127.0,253.0
912,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,29.0,127.0,253.0
913,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,30.0,127.0,253.0
914,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,31.0,127.0,253.0
915,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,32.0,127.0,253.0
916,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,33.0,127.0,253.0
917,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,34.0,127.0,253.0
918,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,35.0,127.0,253.0
919,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,36.0,127.0,253.0
920,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,37.0,127.0,253.0
921,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,38.0,127.0,253.0
922,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,39.0,127.0,253.0
923,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,40.0,127.0,253.0
924,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,41.0,127.0,253.0
925,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,42.0,127.0,253.0
926,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,43.0,127.0,253.0
927,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,44.0,127.0,253.0
928,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,45.0,127.0,253.0
929,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,46.0,127.0,253.0
930,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,47.0,127.0,253.0
931,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,48.0,127.0,253.0
932,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,49.0,127.0,253.0
933,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,50.0,127.0,253.0
934,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,51.0,127.0,253.0
935,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,52.0,127.0,253.0
936,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,53.0,127.0,253.0
937,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,54.0,127.0,253.0
938,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,55.0,127.0,253.0
939,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,56.0,127.0,253.0
940,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,57.0,127.0,253.0
941,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,58.0,127.0,253.0
942,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,59.0,127.0,253.0
943,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,60.0,127.0,253.0
944,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,61.0,127.0,253.0
945,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,62.0,127.0,253.0
946,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,63.0,127.0,253.0
947,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,64.0,127.0,253.0
948,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,65.0,127.0,253.0
949,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,66.0,127.0,253.0
950,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,67.0,127.0,253.0
951,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,68.0,127.0,253.0
952,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,69.0,127.0,253.0
953,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,70.0,127.0,253.0
954,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,71.0,127.0,253.0
955,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,72.0,127.0,253.0
956,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,73.0,127.0,253.0
957,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,74.0,127.0,253.0
958,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,75.0,127.0,253.0
959,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,76.0,127.0,253.0
960,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,77.0,127.0,253.0
961,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,78.0,127.0,253.0
962,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,79.0,127.0,253.0
963,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,80.0,127.0,253.0
964,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,81.0,127.0,253.0
965,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,82.0,127.0,253.0
966,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,83.0,127.0,253.0
967,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,84.0,127.0,253.0
968,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,85.0,127.0,253.0
969,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,86.0,127.0,253.0
970,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,87.0,127.0,253.0
971,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,88.0,127.0,253.0
972,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,89.0,127.0,253.0
973,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,90.0,127.0,253.0
974,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,91.0,127.0,253.0
975,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,92.0,127.0,253.0
976,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,93.0,127.0,253.0
977,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,94.0,127.0,253.0
978,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,95.0,127.0,253.0
979,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,96.0,127.0,253.0
980,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,97.0,127.0,253.0
981,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,98.0,127.0,253.0
982,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,99.0,127.0,253.0
983,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,100.0,127.0,253.0
984,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,101.0,127.0,253.0
985,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,102.0,127.0,253.0
986,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,103.0,127.0,253.0
987,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,104.0,127.0,253.0
988,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,105.0,127.0,253.0
989,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,106.0,127.0,253.0
990,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,107.0,127.0,253.0
991,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,108.0,127.0,253.0
992,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,109.0,127.0,253.0
993,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,110.0,127.0,253.0
994,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,111.0,127.0,253.0
995,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,112.0,127.0,253.0
996,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,113.0,127.0,253.0
997,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,114.0,127.0,253.0
998,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,115.0,127.0,253.0
999,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,116.0,127.0,253.0
1000,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,117.0,127.0,253.0
1001,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,118.0,127.0,253.0
1002,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,119.0,127.0,253.0
1003,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,120.0,127.0,253.0
1004,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,121.0,127.0,253.0
1005,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,122.0,127.0,253.0
1006,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,123.0,127.0,253.0
1007,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,124.0,127.0,253.0
1008,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,125.0,127.0,253.0
1009,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,126.0,127.0,253.0
1010,1993.0,1.0,1993/S1,1993-01-01,1993-06-30,127.0,127.0,253.0
1011,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,1.0,126.0,252.0
1012,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,2.0,126.0,252.0
1013,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,3.0,126.0,252.0
1014,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,4.0,126.0,252.0
1015,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,5.0,126.0,252.0
1016,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,6.0,126.0,252.0
1017,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,7.0,126.0,252.0
1018,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,8.0,126.0,252.0
1019,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,9.0,126.0,252.0
1020,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,10.0,126.0,252.0
1021,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,11.0,126.0,252.0
1022,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,12.0,126.0,252.0
1023,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,13.0,126.0,252.0
1024,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,14.0,126.0,252.0
1025,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,15.0,126.0,252.0
1026,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,16.0,126.0,252.0
1027,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,17.0,126.0,252.0
1028,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,18.0,126.0,252.0
1029,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,19.0,126.0,252.0
1030,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,20.0,126.0,252.0
1031,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,21.0,126.0,252.0
1032,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,22.0,126.0,252.0
1033,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,23.0,126.0,252.0
1034,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,24.0,126.0,252.0
1035,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,25.0,126.0,252.0
1036,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,26.0,126.0,252.0
1037,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,27.0,126.0,252.0
1038,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,28.0,126.0,252.0
1039,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,29.0,126.0,252.0
1040,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,30.0,126.0,252.0
1041,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,31.0,126.0,252.0
1042,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,32.0,126.0,252.0
1043,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,33.0,126.0,252.0
1044,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,34.0,126.0,252.0
1045,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,35.0,126.0,252.0
1046,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,36.0,126.0,252.0
1047,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,37.0,126.0,252.0
1048,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,38.0,126.0,252.0
1049,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,39.0,126.0,252.0
1050,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,40.0,126.0,252.0
1051,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,41.0,126.0,252.0
1052,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,42.0,126.0,252.0
1053,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,43.0,126.0,252.0
1054,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,44.0,126.0,252.0
1055,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,45.0,126.0,252.0
1056,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,46.0,126.0,252.0
1057,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,47.0,126.0,252.0
1058,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,48.0,126.0,252.0
1059,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,49.0,126.0,252.0
1060,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,50.0,126.0,252.0
1061,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,51.0,126.0,252.0
1062,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,52.0,126.0,252.0
1063,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,53.0,126.0,252.0
1064,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,54.0,126.0,252.0
1065,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,55.0,126.0,252.0
1066,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,56.0,126.0,252.0
1067,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,57.0,126.0,252.0
1068,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,58.0,126.0,252.0
1069,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,59.0,126.0,252.0
1070,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,60.0,126.0,252.0
1071,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,61.0,126.0,252.0
1072,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,62.0,126.0,252.0
1073,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,63.0,126.0,252.0
1074,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,64.0,126.0,252.0
1075,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,65.0,126.0,252.0
1076,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,66.0,126.0,252.0
1077,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,67.0,126.0,252.0
1078,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,68.0,126.0,252.0
1079,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,69.0,126.0,252.0
1080,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,70.0,126.0,252.0
1081,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,71.0,126.0,252.0
1082,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,72.0,126.0,252.0
1083,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,73.0,126.0,252.0
1084,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,74.0,126.0,252.0
1085,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,75.0,126.0,252.0
1086,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,76.0,126.0,252.0
1087,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,77.0,126.0,252.0
1088,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,78.0,126.0,252.0
1089,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,79.0,126.0,252.0
1090,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,80.0,126.0,252.0
1091,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,81.0,126.0,252.0
1092,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,82.0,126.0,252.0
1093,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,83.0,126.0,252.0
1094,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,84.0,126.0,252.0
1095,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,85.0,126.0,252.0
1096,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,86.0,126.0,252.0
1097,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,87.0,126.0,252.0
1098,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,88.0,126.0,252.0
1099,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,89.0,126.0,252.0
1100,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,90.0,126.0,252.0
1101,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,91.0,126.0,252.0
1102,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,92.0,126.0,252.0
1103,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,93.0,126.0,252.0
1104,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,94.0,126.0,252.0
1105,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,95.0,126.0,252.0
1106,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,96.0,126.0,252.0
1107,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,97.0,126.0,252.0
1108,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,98.0,126.0,252.0
1109,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,99.0,126.0,252.0
1110,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,100.0,126.0,252.0
1111,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,101.0,126.0,252.0
1112,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,102.0,126.0,252.0
1113,1994.0,2.0,1994/S2,1994-07-01,1994-12-31,103.0,126.0,252.0
