date,CTL
2016-01-12,23.4
2016-01-13,23.02
2016-01-14,23.89
2016-01-15,23.29
2016-01-19,23.22
2016-01-20,22.24
2016-01-21,22.62
2016-01-22,23.8
2016-01-25,23.76
2016-01-26,24.56
2016-01-27,24.63
2016-01-28,24.82
2016-01-29,25.42
2016-02-01,25.9
2016-02-02,25.21
2016-02-03,26.08
2016-02-04,26.54
2016-02-05,26.61
2016-02-08,25.63
2016-02-09,24.81
2016-02-10,24.59
2016-02-11,27.29
2016-02-12,28.61
2016-02-16,28.92
2016-02-17,29.73
2016-02-18,30.32
2016-02-19,29.73
2016-02-22,29.99
2016-02-23,29.25
2016-02-24,30.01
2016-02-25,30.41
2016-02-26,30.17
2016-02-29,30.59
2016-03-01,31.12
2016-03-02,31.15
2016-03-03,31.37
2016-03-04,31.59
2016-03-07,31.77
2016-03-08,31.51
2016-03-09,31.53
2016-03-10,31.71
2016-03-11,31.87
2016-03-14,31.95
2016-03-15,31.32
2016-03-16,32.17
2016-03-17,31.3
2016-03-18,31.7
2016-03-21,31.7
2016-03-22,31.62
2016-03-23,31.02
2016-03-24,31.16
2016-03-28,31.08
2016-03-29,31.59
2016-03-30,31.87
2016-03-31,31.96
2016-04-01,32.18
2016-04-04,32.23
2016-04-05,32.1
2016-04-06,32.49
2016-04-07,31.87
2016-04-08,31.88
2016-04-11,32.08
2016-04-12,32.0
2016-04-13,32.19
2016-04-14,32.09
2016-04-15,32.26
2016-04-18,32.22
2016-04-19,32.71
2016-04-20,32.8
2016-04-21,31.39
2016-04-22,31.39
2016-04-25,31.18
2016-04-26,31.42
2016-04-27,31.58
2016-04-28,31.36
2016-04-29,30.95
2016-05-02,31.48
2016-05-03,30.58
2016-05-04,30.96
2016-05-05,28.2
2016-05-06,28.54
2016-05-09,28.21
2016-05-10,28.73
2016-05-11,28.31
2016-05-12,28.46
2016-05-13,27.88
2016-05-16,27.82
2016-05-17,27.45
2016-05-18,26.88
2016-05-19,26.92
2016-05-20,27.06
2016-05-23,26.91
2016-05-24,27.2
2016-05-25,27.18
2016-05-26,26.63
2016-05-27,26.81
2016-05-31,27.12
2016-06-01,26.9
2016-06-02,27.12
2016-06-03,27.35
2016-06-06,27.15
2016-06-07,27.29
2016-06-08,27.04
2016-06-09,27.0
2016-06-10,26.96
2016-06-13,26.89
2016-06-14,26.68
2016-06-15,27.23
2016-06-16,27.24
2016-06-17,27.46
2016-06-20,27.57
2016-06-21,28.08
2016-06-22,27.92
2016-06-23,28.52
2016-06-24,27.93
2016-06-27,26.82
2016-06-28,27.84
2016-06-29,28.45
2016-06-30,29.01
2016-07-01,29.37
2016-07-05,28.93
2016-07-06,29.5
2016-07-07,29.38
2016-07-08,30.22
2016-07-11,30.33
2016-07-12,30.74
2016-07-13,30.88
2016-07-14,31.3
2016-07-15,31.32
2016-07-18,30.92
2016-07-19,30.49
2016-07-20,30.55
2016-07-21,30.64
2016-07-22,30.9
2016-07-25,30.88
2016-07-26,30.63
2016-07-27,30.71
2016-07-28,30.83
2016-07-29,31.44
2016-08-01,31.02
2016-08-02,30.59
2016-08-03,30.51
2016-08-04,30.25
2016-08-05,29.88
2016-08-08,30.28
2016-08-09,30.15
2016-08-10,30.34
2016-08-11,30.42
2016-08-12,29.96
2016-08-15,30.02
2016-08-16,29.42
2016-08-17,29.25
2016-08-18,29.13
2016-08-19,28.84
2016-08-22,28.93
2016-08-23,29.1
2016-08-24,29.05
2016-08-25,29.15
2016-08-26,28.76
2016-08-29,28.75
2016-08-30,28.57
2016-08-31,27.8
2016-09-01,27.74
2016-09-02,27.94
2016-09-06,28.17
2016-09-07,28.4
2016-09-08,28.35
2016-09-09,27.86
2016-09-12,28.04
2016-09-13,27.44
2016-09-14,27.43
2016-09-15,26.98
2016-09-16,26.89
2016-09-19,27.04
2016-09-20,26.75
2016-09-21,26.92
2016-09-22,27.61
2016-09-23,27.42
2016-09-26,27.31
2016-09-27,27.35
2016-09-28,27.55
2016-09-29,27.52
2016-09-30,27.43
2016-10-03,27.52
2016-10-04,27.08
2016-10-05,27.03
2016-10-06,26.97
2016-10-07,27.76
2016-10-10,27.84
2016-10-11,27.64
2016-10-12,27.57
2016-10-13,27.39
2016-10-14,27.34
2016-10-17,27.37
2016-10-18,27.9
2016-10-19,28.18
2016-10-20,27.97
2016-10-21,28.21
2016-10-24,28.32
2016-10-25,28.45
2016-10-26,28.25
2016-10-27,31.0
2016-10-28,30.39
2016-10-31,26.58
2016-11-01,24.97
2016-11-02,24.18
2016-11-03,23.0
2016-11-04,23.05
2016-11-07,23.32
2016-11-08,24.16
2016-11-09,24.29
2016-11-10,23.81
2016-11-11,23.8
2016-11-14,24.31
2016-11-15,24.72
2016-11-16,24.52
2016-11-17,24.26
2016-11-18,24.79
2016-11-21,25.54
2016-11-22,25.24
2016-11-23,24.4
2016-11-25,24.66
2016-11-28,24.64
2016-11-29,24.21
2016-11-30,23.52
2016-12-01,23.74
2016-12-02,23.92
2016-12-05,24.19
2016-12-06,24.01
2016-12-07,24.28
2016-12-08,24.13
2016-12-09,24.12
2016-12-12,23.93
2016-12-13,24.43
2016-12-14,23.87
2016-12-15,23.97
2016-12-16,24.17
2016-12-19,24.19
2016-12-20,24.13
2016-12-21,23.77
2016-12-22,23.87
2016-12-23,24.06
2016-12-27,24.14
2016-12-28,24.03
2016-12-29,24.03
2016-12-30,23.78
2017-01-03,25.35
2017-01-04,25.48
2017-01-05,25.5
2017-01-06,25.38
2017-01-09,25.23
2017-01-10,25.2
2017-01-11,25.24
2017-01-12,25.18
2017-01-13,25.26
2017-01-17,25.47
2017-01-18,25.47
2017-01-19,25.5
2017-01-20,25.56
2017-01-23,25.81
2017-01-24,25.57
2017-01-25,25.69
2017-01-26,26.06
2017-01-27,25.96
2017-01-30,25.81
2017-01-31,25.86
2017-02-01,25.51
2017-02-02,25.26
2017-02-03,25.42
2017-02-06,25.05
2017-02-07,24.88
2017-02-08,24.43
2017-02-09,24.42
2017-02-10,24.49
2017-02-13,24.62
2017-02-14,24.54
2017-02-15,24.4
2017-02-16,24.28
2017-02-17,24.28
2017-02-21,24.67
2017-02-22,24.83
2017-02-23,24.71
2017-02-24,24.58
2017-02-27,24.61
2017-02-28,24.26
2017-03-01,24.04
2017-03-02,23.53
2017-03-03,23.48
2017-03-06,23.1
2017-03-07,22.5
2017-03-08,22.45
2017-03-09,22.73
2017-03-10,23.14
2017-03-13,23.46
2017-03-14,23.34
2017-03-15,23.77
2017-03-16,23.37
2017-03-17,23.65
2017-03-20,23.64
2017-03-21,23.36
2017-03-22,22.81
2017-03-23,22.64
2017-03-24,22.76
2017-03-27,22.61
2017-03-28,22.52
2017-03-29,23.09
2017-03-30,23.41
2017-03-31,23.57
2017-04-03,23.6
2017-04-04,23.96
2017-04-05,24.21
2017-04-06,24.46
2017-04-07,24.54
2017-04-10,24.87
2017-04-11,24.9
2017-04-12,25.14
2017-04-13,25.12
2017-04-17,25.3
2017-04-18,25.06
2017-04-19,25.29
2017-04-20,25.49
2017-04-21,25.32
2017-04-24,25.45
2017-04-25,25.93
2017-04-26,25.87
2017-04-27,25.79
2017-04-28,25.67
2017-05-01,25.38
2017-05-02,25.95
2017-05-03,25.42
2017-05-04,23.74
2017-05-05,23.6
2017-05-08,24.8
2017-05-09,25.03
2017-05-10,25.11
2017-05-11,24.44
2017-05-12,24.63
2017-05-15,24.81
2017-05-16,24.77
2017-05-17,24.55
2017-05-18,24.59
2017-05-19,24.87
2017-05-22,24.95
2017-05-23,25.19
2017-05-24,24.96
2017-05-25,24.93
2017-05-26,24.8
2017-05-30,24.98
2017-05-31,24.95
2017-06-01,25.87
2017-06-02,25.87
2017-06-05,25.85
2017-06-06,25.84
2017-06-07,25.79
2017-06-08,25.98
2017-06-09,26.11
2017-06-12,26.6
2017-06-13,27.24
2017-06-14,27.31
2017-06-15,26.95
2017-06-16,25.72
2017-06-19,25.36
2017-06-20,24.7
2017-06-21,24.44
2017-06-22,24.35
2017-06-23,24.41
2017-06-26,24.55
2017-06-27,24.56
2017-06-28,24.86
2017-06-29,24.18
2017-06-30,23.88
2017-07-03,23.97
2017-07-05,23.74
2017-07-06,23.9
2017-07-07,23.6
2017-07-10,23.47
2017-07-11,23.25
2017-07-12,22.5
2017-07-13,22.78
2017-07-14,22.99
2017-07-17,22.88
2017-07-18,22.33
2017-07-19,22.68
2017-07-20,23.22
2017-07-21,23.37
2017-07-24,22.76
2017-07-25,22.96
2017-07-26,22.86
2017-07-27,23.6
2017-07-28,23.28
2017-07-31,23.27
2017-08-01,23.36
2017-08-02,23.74
2017-08-03,22.44
2017-08-04,22.47
2017-08-07,22.34
2017-08-08,21.87
2017-08-09,21.82
2017-08-10,21.68
2017-08-11,21.66
2017-08-14,21.96
2017-08-15,20.54
2017-08-16,20.89
2017-08-17,19.38
2017-08-18,19.16
2017-08-21,19.2
2017-08-22,19.9
2017-08-23,20.38
2017-08-24,20.06
2017-08-25,20.23
2017-08-28,20.74
2017-08-29,20.63
2017-08-30,20.41
2017-08-31,19.72
2017-09-01,20.04
2017-09-05,19.52
2017-09-06,19.0
2017-09-07,18.66
2017-09-08,18.54
2017-09-11,18.34
2017-09-12,19.11
2017-09-13,18.75
2017-09-14,18.7
2017-09-15,18.98
2017-09-18,18.32
2017-09-19,18.53
2017-09-20,18.67
2017-09-21,18.49
2017-09-22,18.54
2017-09-25,19.34
2017-09-26,19.36
2017-09-27,19.31
2017-09-28,19.21
2017-09-29,18.9
2017-10-02,19.32
2017-10-03,20.18
2017-10-04,20.09
2017-10-05,20.02
2017-10-06,20.0
2017-10-09,20.1
2017-10-10,20.32
2017-10-11,20.27
2017-10-12,20.35
2017-10-13,20.25
2017-10-16,19.76
2017-10-17,19.02
2017-10-18,18.65
2017-10-19,18.49
2017-10-20,19.04
2017-10-23,18.8
2017-10-24,18.74
2017-10-25,18.515
2017-10-26,18.51
2017-10-27,17.48
2017-10-30,18.4
2017-10-31,18.99
2017-11-01,17.85
2017-11-02,17.46
2017-11-03,16.37
2017-11-06,16.67
2017-11-07,16.22
2017-11-08,16.26
2017-11-09,15.48
2017-11-10,15.48
2017-11-13,15.33
2017-11-14,14.4
2017-11-15,14.78
2017-11-16,14.75
2017-11-17,14.8
2017-11-20,14.8
2017-11-21,14.53
2017-11-22,14.34
2017-11-24,13.84
2017-11-27,13.62
2017-11-28,13.69
2017-11-29,14.54
2017-11-30,14.59
2017-12-01,14.3
2017-12-04,14.81
2017-12-05,14.39
2017-12-06,13.84
2017-12-07,14.1
2017-12-08,14.67
2017-12-11,15.87
2017-12-12,15.7
2017-12-13,16.75
2017-12-14,16.47
2017-12-15,16.99
2017-12-18,17.75
2017-12-19,17.4
2017-12-20,17.15
2017-12-21,17.47
2017-12-22,17.24
2017-12-26,17.36
2017-12-27,17.07
2017-12-28,17.12
2017-12-29,16.68
2018-01-02,17.41
2018-01-03,17.08
2018-01-04,16.97
2018-01-05,17.0
2018-01-08,17.23
2018-01-09,16.54
2018-01-10,17.48
2018-01-11,17.47
2018-01-12,17.36
2018-01-16,17.34
2018-01-17,17.43
2018-01-18,17.34
2018-01-19,17.31
2018-01-22,17.67
2018-01-23,17.33
2018-01-24,17.39
2018-01-25,17.78
2018-01-26,18.22
2018-01-29,18.03
2018-01-30,17.81
2018-01-31,17.81
2018-02-01,17.95
2018-02-02,17.73
2018-02-05,16.8
2018-02-06,17.07
2018-02-07,17.06
2018-02-08,16.2
2018-02-09,15.98
2018-02-12,16.76
2018-02-13,17.21
2018-02-14,17.58
2018-02-15,19.13
2018-02-16,18.93
2018-02-20,18.47
2018-02-21,17.9
2018-02-22,17.98
2018-02-23,18.21
2018-02-26,18.41
2018-02-27,18.08
2018-02-28,17.67
2018-03-01,17.4
2018-03-02,17.35
2018-03-05,17.84
2018-03-06,18.06
2018-03-07,17.88
2018-03-08,17.82
2018-03-09,17.94
2018-03-12,18.02
2018-03-13,17.7
2018-03-14,17.33
2018-03-15,16.97
2018-03-16,17.13
2018-03-19,16.68
2018-03-20,16.25
2018-03-21,16.35
2018-03-22,15.79
2018-03-23,15.52
2018-03-26,16.21
2018-03-27,16.13
2018-03-28,16.21
2018-03-29,16.43
2018-04-02,16.29
2018-04-03,16.51
2018-04-04,17.16
2018-04-05,17.36
2018-04-06,17.21
2018-04-09,17.31
2018-04-10,17.69
2018-04-11,17.47
2018-04-12,17.25
2018-04-13,17.05
2018-04-16,17.36
2018-04-17,17.62
2018-04-18,17.55
2018-04-19,17.32
2018-04-20,17.61
2018-04-23,17.73
2018-04-24,17.93
2018-04-25,18.5
2018-04-26,18.52
2018-04-27,18.9
2018-04-30,18.58
2018-05-01,18.49
2018-05-02,18.49
2018-05-03,18.07
2018-05-04,18.49
2018-05-07,18.48
2018-05-08,18.13
2018-05-09,18.04
2018-05-10,19.4
2018-05-11,19.6
2018-05-14,19.24
2018-05-15,19.37
2018-05-16,19.26
2018-05-17,19.25
2018-05-18,19.29
2018-05-21,19.28
2018-05-22,19.29
2018-05-23,19.01
2018-05-24,18.52
2018-05-25,18.18
2018-05-29,18.22
2018-05-30,18.31
2018-05-31,18.22
2018-06-01,17.74
2018-06-04,17.64
2018-06-05,17.43
2018-06-06,17.59
2018-06-07,17.62
2018-06-08,17.65
2018-06-11,17.85
2018-06-12,17.95
2018-06-13,17.54
2018-06-14,18.01
2018-06-15,18.02
2018-06-18,18.13
2018-06-19,18.44
2018-06-20,18.57
2018-06-21,18.45
2018-06-22,18.62
2018-06-25,18.78
2018-06-26,18.75
2018-06-27,18.65
2018-06-28,18.7
2018-06-29,18.64
2018-07-02,18.53
2018-07-03,19.1
2018-07-05,19.38
2018-07-06,19.66
2018-07-09,19.89
2018-07-10,20.11
2018-07-11,19.8
2018-07-12,20.0
2018-07-13,19.88
2018-07-16,19.61
2018-07-17,19.63
2018-07-18,19.51
2018-07-19,19.23
2018-07-20,18.76
2018-07-23,18.82
2018-07-24,18.71
2018-07-25,18.26
2018-07-26,18.39
2018-07-27,18.37
2018-07-30,18.64
2018-07-31,18.77
2018-08-01,18.57
2018-08-02,18.73
2018-08-03,18.83
2018-08-06,18.7
2018-08-07,18.64
2018-08-08,18.54
2018-08-09,20.97
2018-08-10,21.38
2018-08-13,21.88
2018-08-14,22.36
2018-08-15,22.47
2018-08-16,23.33
2018-08-17,23.48
2018-08-20,23.86
2018-08-21,23.98
2018-08-22,22.42
2018-08-23,22.81
2018-08-24,22.75
2018-08-27,22.87
2018-08-28,22.5
2018-08-29,22.34
2018-08-30,21.68
2018-08-31,21.36
2018-09-04,21.5
2018-09-05,21.65
2018-09-06,22.0
2018-09-07,21.94
2018-09-10,21.81
2018-09-11,22.51
2018-09-12,22.94
2018-09-13,22.65
2018-09-14,22.74
2018-09-17,22.78
2018-09-18,23.16
2018-09-19,22.74
2018-09-20,22.57
2018-09-21,22.94
2018-09-24,22.9
2018-09-25,21.05
2018-09-26,20.73
2018-09-27,20.89
2018-09-28,21.2
2018-10-01,21.45
2018-10-02,21.83
2018-10-03,21.89
2018-10-04,21.87
2018-10-05,21.86
2018-10-08,21.26
2018-10-09,21.03
2018-10-10,20.92
2018-10-11,20.14
2018-10-12,20.66
2018-10-15,20.71
2018-10-16,21.0
2018-10-17,21.15
2018-10-18,21.04
2018-10-19,21.99
2018-10-22,21.29
2018-10-23,21.5
2018-10-24,20.84
2018-10-25,21.07
2018-10-26,19.37
2018-10-29,19.76
2018-10-30,20.46
2018-10-31,20.64
2018-11-01,20.58
2018-11-02,20.97
2018-11-05,21.0
2018-11-06,21.15
2018-11-07,21.47
2018-11-08,21.08
2018-11-09,18.91
2018-11-12,19.23
2018-11-13,18.79
2018-11-14,19.07
2018-11-15,18.96
2018-11-16,19.17
2018-11-19,19.03
2018-11-20,18.49
2018-11-21,18.34
2018-11-23,17.88
2018-11-26,18.44
2018-11-27,18.57
2018-11-28,18.73
2018-11-29,18.62
2018-11-30,18.8
2018-12-03,18.79
2018-12-04,17.85
2018-12-06,17.48
2018-12-07,17.47
2018-12-10,17.05
2018-12-11,16.97
2018-12-12,17.32
2018-12-13,16.88
2018-12-14,17.0
2018-12-17,16.34
2018-12-18,16.33
2018-12-19,16.08
2018-12-20,15.47
2018-12-21,14.9
2018-12-24,14.52
2018-12-26,15.3
2018-12-27,15.25
2018-12-28,15.27
2018-12-31,15.15
2019-01-02,15.44
2019-01-03,15.51
2019-01-04,15.95
2019-01-07,16.3
2019-01-08,16.72
2019-01-09,16.17
2019-01-10,16.0
2019-01-11,16.27
2019-01-14,16.22
2019-01-15,16.19
2019-01-16,15.99
2019-01-17,15.34
2019-01-18,15.83
2019-01-22,15.39
2019-01-23,15.21
2019-01-24,14.71
2019-01-25,14.99
2019-01-28,15.09
2019-01-29,15.0
2019-01-30,14.98
2019-01-31,15.32
2019-02-01,15.25
2019-02-04,15.03
2019-02-05,14.58
2019-02-06,14.35
2019-02-07,14.12
2019-02-08,14.21
2019-02-11,14.11
2019-02-12,14.55
2019-02-13,14.7
2019-02-14,12.78
2019-02-15,13.74
2019-02-19,14.1
2019-02-20,13.9
2019-02-21,13.33
2019-02-22,13.44
2019-02-25,13.17
2019-02-26,12.98
2019-02-27,13.1
2019-02-28,13.19
2019-03-01,12.97
2019-03-04,12.15
2019-03-05,11.97
2019-03-06,11.56
2019-03-07,12.11
2019-03-08,12.3
2019-03-11,12.34
2019-03-12,12.22
2019-03-13,12.1
2019-03-14,11.92
2019-03-15,12.09
2019-03-18,12.07
2019-03-19,11.91
2019-03-20,11.9
2019-03-21,12.11
2019-03-22,12.17
2019-03-25,12.02
2019-03-26,12.3
2019-03-27,12.12
2019-03-28,12.05
2019-03-29,11.99
2019-04-01,12.37
2019-04-02,12.13
2019-04-03,12.37
2019-04-04,12.39
2019-04-05,12.55
2019-04-08,12.53
2019-04-09,12.39
2019-04-10,12.55
2019-04-11,12.59
2019-04-12,12.12
2019-04-15,11.97
2019-04-16,12.25
2019-04-17,12.11
2019-04-18,12.14
2019-04-22,11.88
2019-04-23,11.87
2019-04-24,11.59
2019-04-25,11.43
2019-04-26,11.62
2019-04-29,11.66
2019-04-30,11.42
2019-05-01,11.36
2019-05-02,11.42
2019-05-03,11.68
2019-05-06,11.52
2019-05-07,11.41
2019-05-08,11.43
2019-05-09,10.86
2019-05-10,10.89
2019-05-13,10.51
2019-05-14,11.0
2019-05-15,10.95
2019-05-16,10.65
2019-05-17,10.59
2019-05-20,10.13
2019-05-21,10.23
2019-05-22,9.96
2019-05-23,9.66
2019-05-24,10.11
2019-05-28,10.13
2019-05-29,10.39
2019-05-30,10.7
2019-05-31,10.45
2019-06-03,10.34
2019-06-04,10.35
2019-06-05,10.17
2019-06-06,10.48
2019-06-07,10.54
2019-06-10,10.33
2019-06-11,10.67
2019-06-12,10.77
2019-06-13,11.15
2019-06-14,11.1
2019-06-17,11.26
2019-06-18,11.45
2019-06-19,11.33
2019-06-20,11.35
2019-06-21,11.34
2019-06-24,11.12
2019-06-25,10.75
2019-06-26,10.91
2019-06-27,11.64
2019-06-28,11.76
2019-07-01,11.7
2019-07-02,11.64
2019-07-03,11.75
2019-07-05,11.77
2019-07-08,11.68
2019-07-09,11.78
2019-07-10,11.93
2019-07-11,12.07
2019-07-12,12.2
2019-07-15,12.26
2019-07-16,12.16
2019-07-17,11.79
2019-07-18,11.4
2019-07-19,11.37
2019-07-22,11.08
2019-07-23,11.17
2019-07-24,11.47
2019-07-25,11.46
2019-07-26,11.75
2019-07-29,11.77
2019-07-30,12.11
2019-07-31,12.09
2019-08-01,12.06
2019-08-02,12.02
2019-08-05,11.79
2019-08-06,11.95
2019-08-07,11.58
2019-08-08,10.7
2019-08-09,10.78
2019-08-12,11.2
2019-08-13,11.48
2019-08-14,11.29
2019-08-15,10.56
2019-08-16,11.21
2019-08-19,11.53
2019-08-20,11.26
2019-08-21,11.35
2019-08-22,11.57
2019-08-23,11.21
2019-08-26,11.6
2019-08-27,11.36
2019-08-28,11.56
2019-08-29,11.31
2019-08-30,11.38
2019-09-03,11.52
2019-09-04,11.66
2019-09-05,11.86
2019-09-06,11.8
2019-09-09,11.96
2019-09-10,12.6
2019-09-11,13.31
2019-09-12,13.53
2019-09-13,12.9
2019-09-16,12.88
2019-09-17,12.81
2019-09-18,12.8
2019-09-19,12.81
2019-09-20,12.52
2019-09-23,12.92
2019-09-24,12.73
2019-09-25,12.92
2019-09-26,12.54
2019-09-27,12.39
2019-09-30,12.48
2019-10-01,12.13
2019-10-02,11.53
2019-10-03,11.5
2019-10-04,11.54
2019-10-07,11.49
2019-10-08,11.35
2019-10-09,11.42
2019-10-10,11.63
2019-10-11,11.73
2019-10-14,11.81
2019-10-15,12.11
2019-10-16,12.17
2019-10-17,12.04
2019-10-18,12.44
2019-10-21,12.41
2019-10-22,12.81
2019-10-23,13.09
2019-10-24,12.77
2019-10-25,12.89
2019-10-28,12.93
2019-10-29,12.84
2019-10-30,12.89
2019-10-31,12.94
2019-11-01,13.32
2019-11-04,13.65
2019-11-05,13.67
2019-11-06,13.36
2019-11-07,14.88
2019-11-08,14.79
2019-11-11,15.06
2019-11-12,14.62
2019-11-13,14.89
2019-11-14,14.89
2019-11-15,14.97
2019-11-18,15.22
2019-11-19,15.08
2019-11-20,14.87
2019-11-21,14.85
2019-11-22,14.97
2019-11-25,14.91
2019-11-26,14.29
2019-11-27,14.55
2019-11-29,14.49
2019-12-02,14.3
2019-12-03,14.19
2019-12-04,14.26
2019-12-05,14.14
2019-12-06,14.16
2019-12-09,14.17
2019-12-10,14.14
2019-12-11,14.01
2019-12-12,13.74
2019-12-13,13.6
2019-12-16,13.58
2019-12-17,13.13
2019-12-18,13.24
2019-12-19,13.33
2019-12-20,13.22
2019-12-23,13.19
2019-12-24,13.16
2019-12-26,13.11
2019-12-27,13.42
2019-12-30,13.1
2019-12-31,13.21
2020-01-02,12.92
2020-01-03,12.59
2020-01-06,12.85
2020-01-07,12.73
2020-01-08,12.98
2020-01-09,13.12
2020-01-10,12.99
2020-01-13,13.09
2020-01-14,13.18
2020-01-15,13.06
2020-01-16,13.56
2020-01-17,14.06
2020-01-21,14.72
2020-01-22,15.07
2020-01-23,14.85
2020-01-24,14.71
2020-01-27,14.54
2020-01-28,14.47
2020-01-29,13.83
2020-01-30,13.88
2020-01-31,13.66
2020-02-03,13.6
2020-02-04,13.96
2020-02-05,14.41
2020-02-06,14.5
2020-02-07,14.53
2020-02-10,14.81
2020-02-11,14.93
2020-02-12,15.16
2020-02-13,13.88
2020-02-14,13.9
2020-02-18,13.34
2020-02-19,13.33
2020-02-20,13.37
2020-02-21,13.22
2020-02-24,13.05
2020-02-25,12.56
2020-02-26,12.75
2020-02-27,12.08
2020-02-28,12.07
2020-03-02,12.59
2020-03-03,12.45
2020-03-04,12.63
2020-03-05,12.56
2020-03-06,11.97
2020-03-09,10.26
2020-03-10,11.17
2020-03-11,10.36
2020-03-12,9.28
2020-03-13,10.12
2020-03-16,9.78
2020-03-17,10.86
2020-03-18,10.32
2020-03-19,10.1
2020-03-20,9.1
2020-03-23,8.69
2020-03-24,9.95
2020-03-25,9.05
2020-03-26,9.29
2020-03-27,9.06
2020-03-30,9.84
2020-03-31,9.46
2020-04-01,8.79
2020-04-02,8.8
2020-04-03,9.11
2020-04-06,9.43
2020-04-07,9.5
2020-04-08,9.83
2020-04-09,10.65
2020-04-13,10.1
2020-04-14,10.26
2020-04-15,10.1
2020-04-16,9.75
2020-04-17,10.25
2020-04-20,10.14
2020-04-21,9.71
2020-04-22,9.7
2020-04-23,9.94
2020-04-24,10.21
2020-04-27,10.34
2020-04-28,10.61
2020-04-29,11.02
2020-04-30,10.62
2020-05-01,10.17
2020-05-04,10.03
2020-05-05,10.01
2020-05-06,9.88
2020-05-07,9.52
2020-05-08,9.94
2020-05-11,9.67
2020-05-12,9.73
2020-05-13,9.19
2020-05-14,9.19
2020-05-15,9.27
2020-05-18,9.69
2020-05-19,9.58
2020-05-20,9.9
2020-05-21,9.71
2020-05-22,9.82
2020-05-26,9.97
2020-05-27,10.29
2020-05-28,10.17
2020-05-29,9.83
2020-06-01,10.14
2020-06-02,10.24
2020-06-03,10.61
2020-06-04,10.6
2020-06-05,10.81
2020-06-08,11.37
2020-06-09,11.01
2020-06-10,10.71
2020-06-11,9.75
2020-06-12,10.08
2020-06-15,10.15
2020-06-16,10.45
2020-06-17,10.22
2020-06-18,10.15
2020-06-19,10.15
2020-06-22,10.15
2020-06-23,10.1
2020-06-24,9.74
2020-06-25,10.04
2020-06-26,9.51
2020-06-29,9.79
2020-06-30,10.03
