date,UTX
2017-10-17,119.36
2017-10-18,119.18
2017-10-19,119.49
2017-10-20,120.93
2017-10-23,120.89
2017-10-24,119.74
2017-10-25,118.99
2017-10-26,119.93
2017-10-27,119.07
2017-10-30,119.83
2017-10-31,119.76
2017-11-01,120.12
2017-11-02,121.46
2017-11-03,121.07
2017-11-06,120.39
2017-11-07,120.75
2017-11-08,120.28
2017-11-09,118.37
2017-11-10,118.11
2017-11-13,117.07
2017-11-14,118.8
2017-11-15,117.57
2017-11-16,117.89
2017-11-17,116.53
2017-11-20,116.38
2017-11-21,117.04
2017-11-22,116.73
2017-11-24,116.91
2017-11-27,117.12
2017-11-28,117.71
2017-11-29,118.16
2017-11-30,121.45
2017-12-01,120.12
2017-12-04,120.04
2017-12-05,120.29
2017-12-06,121.2
2017-12-07,122.4
2017-12-08,122.81
2017-12-11,123.3
2017-12-12,123.48
2017-12-13,124.3
2017-12-14,123.76
2017-12-15,126.17
2017-12-18,126.71
2017-12-19,126.78
2017-12-20,127.0
2017-12-21,127.31
2017-12-22,127.23
2017-12-26,127.14
2017-12-27,127.58
2017-12-28,128.12
2017-12-29,127.57
2018-01-02,128.16
2018-01-03,130.04
2018-01-04,130.45
2018-01-05,131.57
2018-01-08,132.82
2018-01-09,134.27
2018-01-10,134.9
2018-01-11,134.99
2018-01-12,136.58
2018-01-16,133.97
2018-01-17,134.42
2018-01-18,134.61
2018-01-19,135.9
2018-01-22,135.21
2018-01-23,136.03
2018-01-24,135.68
2018-01-25,137.75
2018-01-26,137.98
2018-01-29,136.67
2018-01-30,136.5
2018-01-31,138.01
2018-02-01,138.32
2018-02-02,134.61
2018-02-05,127.24
2018-02-06,129.81
2018-02-07,131.97
2018-02-08,127.48
2018-02-09,125.03
2018-02-12,127.38
2018-02-13,125.77
2018-02-14,126.7
2018-02-15,130.0
2018-02-16,129.26
2018-02-20,126.46
2018-02-21,129.26
2018-02-22,133.58
2018-02-23,133.15
2018-02-26,135.47
2018-02-27,133.91
2018-02-28,134.74
2018-03-01,130.3
2018-03-02,129.94
2018-03-05,131.71
2018-03-06,131.61
2018-03-07,130.93
2018-03-08,131.26
2018-03-09,134.07
2018-03-12,131.5
2018-03-13,130.15
2018-03-14,129.58
2018-03-15,129.25
2018-03-16,128.33
2018-03-19,127.2
2018-03-20,127.16
2018-03-21,127.0
2018-03-22,124.07
2018-03-23,122.31
2018-03-26,126.64
2018-03-27,125.28
2018-03-28,124.45
2018-03-29,125.82
2018-04-02,123.48
2018-04-03,124.91
2018-04-04,125.77
2018-04-05,125.76
2018-04-06,122.76
2018-04-09,122.22
2018-04-10,122.96
2018-04-11,122.45
2018-04-12,123.25
2018-04-13,122.71
2018-04-16,123.81
2018-04-17,124.53
2018-04-18,124.8
2018-04-19,123.85
2018-04-20,123.08
2018-04-23,123.46
2018-04-24,122.1
2018-04-25,121.45
2018-04-26,122.82
2018-04-27,122.46
2018-04-30,120.15
2018-05-01,118.96
2018-05-02,118.5
2018-05-03,117.7
2018-05-04,119.51
2018-05-07,120.89
2018-05-08,121.79
2018-05-09,123.11
2018-05-10,124.1
2018-05-11,124.48
2018-05-14,124.98
2018-05-15,124.55
2018-05-16,124.78
2018-05-17,124.61
2018-05-18,125.19
2018-05-21,128.05
2018-05-22,127.87
2018-05-23,127.58
2018-05-24,127.4
2018-05-25,127.03
2018-05-29,125.11
2018-05-30,126.2
2018-05-31,124.82
2018-06-01,125.81
2018-06-04,126.29
2018-06-05,125.95
2018-06-06,126.82
2018-06-07,127.58
2018-06-08,127.61
2018-06-11,128.17
2018-06-12,127.85
2018-06-13,126.94
2018-06-14,126.94
2018-06-15,126.91
2018-06-18,127.49
2018-06-19,125.05
2018-06-20,125.36
2018-06-21,123.48
2018-06-22,124.87
2018-06-25,124.61
2018-06-26,125.64
2018-06-27,124.36
2018-06-28,124.6
2018-06-29,125.03
2018-07-02,125.03
2018-07-03,124.92
2018-07-05,124.95
2018-07-06,125.4
2018-07-09,126.68
2018-07-10,127.06
2018-07-11,124.88
2018-07-12,127.35
2018-07-13,129.51
2018-07-16,128.98
2018-07-17,130.71
2018-07-18,131.69
2018-07-19,130.36
2018-07-20,130.26
2018-07-23,129.37
2018-07-24,134.24
2018-07-25,134.75
2018-07-26,135.84
2018-07-27,134.53
2018-07-30,133.1
2018-07-31,135.74
2018-08-01,134.9
2018-08-02,134.12
2018-08-03,133.89
2018-08-06,133.94
2018-08-07,134.49
2018-08-08,134.71
2018-08-09,134.24
2018-08-10,133.1
2018-08-13,132.18
2018-08-14,132.42
2018-08-15,131.75
2018-08-16,133.31
2018-08-17,134.44
2018-08-20,135.14
2018-08-21,135.98
2018-08-22,133.24
2018-08-23,132.62
2018-08-24,133.36
2018-08-27,135.36
2018-08-28,134.5
2018-08-29,133.62
2018-08-30,132.59
2018-08-31,131.7
2018-09-04,131.9
2018-09-05,132.78
2018-09-06,133.52
2018-09-07,132.01
2018-09-10,133.65
2018-09-11,133.61
2018-09-12,133.89
2018-09-13,135.52
2018-09-14,137.8
2018-09-17,137.76
2018-09-18,139.58
2018-09-19,140.5
2018-09-20,141.85
2018-09-21,142.08
2018-09-24,140.34
2018-09-25,139.71
2018-09-26,139.56
2018-09-27,139.68
2018-09-28,139.81
2018-10-01,140.92
2018-10-02,141.45
2018-10-03,141.02
2018-10-04,140.39
2018-10-05,139.06
2018-10-08,139.59
2018-10-09,135.88
2018-10-10,131.12
2018-10-11,129.37
2018-10-12,129.63
2018-10-15,130.33
2018-10-16,132.51
2018-10-17,130.07
2018-10-18,128.94
2018-10-19,128.68
2018-10-22,126.4
2018-10-23,130.02
2018-10-24,122.07
2018-10-25,124.4
2018-10-26,123.23
2018-10-29,121.09
2018-10-30,122.62
2018-10-31,124.21
2018-11-01,127.58
2018-11-02,127.43
2018-11-05,127.25
2018-11-06,127.94
2018-11-07,130.55
2018-11-08,131.34
2018-11-09,130.71
2018-11-12,128.3
2018-11-13,129.12
2018-11-14,128.89
2018-11-15,129.73
2018-11-16,130.13
2018-11-19,127.85
2018-11-20,126.0
2018-11-21,125.71
2018-11-23,129.04
2018-11-26,127.98
2018-11-27,122.68
2018-11-28,122.73
2018-11-29,121.2
2018-11-30,121.84
2018-12-03,123.6
2018-12-04,120.87
2018-12-06,121.45
2018-12-07,119.45
2018-12-10,119.41
2018-12-11,118.93
2018-12-12,119.66
2018-12-13,119.25
2018-12-14,118.8
2018-12-17,115.31
2018-12-18,115.78
2018-12-19,113.8
2018-12-20,109.62
2018-12-21,106.18
2018-12-24,102.06
2018-12-26,106.01
2018-12-27,105.76
2018-12-28,105.34
2018-12-31,106.48
2019-01-02,108.3
2019-01-03,103.48
2019-01-04,107.02
2019-01-07,106.97
2019-01-08,108.9
2019-01-09,109.32
2019-01-10,110.41
2019-01-11,109.95
2019-01-14,110.85
2019-01-15,111.06
2019-01-16,110.87
2019-01-17,112.77
2019-01-18,113.9
2019-01-22,111.06
2019-01-23,117.04
2019-01-24,115.56
2019-01-25,115.81
2019-01-28,115.08
2019-01-29,117.84
2019-01-30,119.12
2019-01-31,118.07
2019-02-01,118.98
2019-02-04,119.14
2019-02-05,120.77
2019-02-06,121.36
2019-02-07,120.72
2019-02-08,122.49
2019-02-11,122.72
2019-02-12,123.98
2019-02-13,124.42
2019-02-14,124.13
2019-02-15,127.76
2019-02-19,128.64
2019-02-20,128.43
2019-02-21,126.32
2019-02-22,127.77
2019-02-25,128.27
2019-02-26,127.19
2019-02-27,126.9
2019-02-28,125.67
2019-03-01,125.77
2019-03-04,125.74
2019-03-05,125.94
2019-03-06,125.39
2019-03-07,124.46
2019-03-08,124.02
2019-03-11,126.01
2019-03-12,124.67
2019-03-13,126.64
2019-03-14,126.89
2019-03-15,125.92
2019-03-18,126.9
2019-03-19,126.51
2019-03-20,125.31
2019-03-21,126.88
2019-03-22,125.15
2019-03-25,125.4
2019-03-26,126.14
2019-03-27,126.3
2019-03-28,127.27
2019-03-29,128.89
2019-04-01,133.19
2019-04-02,131.9
2019-04-03,131.31
2019-04-04,132.7
2019-04-05,133.72
2019-04-08,133.56
2019-04-09,132.25
2019-04-10,131.66
2019-04-11,132.82
2019-04-12,135.3
2019-04-15,134.55
2019-04-16,135.34
2019-04-17,135.79
2019-04-18,137.0
2019-04-22,136.91
2019-04-23,140.02
2019-04-24,139.59
2019-04-25,139.73
2019-04-26,140.78
2019-04-29,142.12
2019-04-30,142.61
2019-05-01,141.58
2019-05-02,139.8
2019-05-03,141.63
2019-05-06,140.2
2019-05-07,135.44
2019-05-08,137.07
2019-05-09,136.86
2019-05-10,137.17
2019-05-13,131.96
2019-05-14,133.98
2019-05-15,133.98
2019-05-16,135.25
2019-05-17,133.75
2019-05-20,133.48
2019-05-21,136.03
2019-05-22,135.41
2019-05-23,130.45
2019-05-24,131.4
2019-05-28,129.92
2019-05-29,129.47
2019-05-30,128.4
2019-05-31,126.3
2019-06-03,126.86
2019-06-04,129.37
2019-06-05,131.36
2019-06-06,131.67
2019-06-07,132.15
2019-06-10,128.01
2019-06-11,122.94
2019-06-12,124.07
2019-06-13,124.81
2019-06-14,125.3
2019-06-17,124.23
2019-06-18,126.62
2019-06-19,126.76
2019-06-20,130.03
2019-06-21,128.75
2019-06-24,130.18
2019-06-25,129.02
2019-06-26,127.76
2019-06-27,128.97
2019-06-28,130.2
2019-07-01,131.34
2019-07-02,131.96
2019-07-03,133.0
2019-07-05,132.54
2019-07-08,130.87
2019-07-09,130.39
2019-07-10,130.45
2019-07-11,131.34
2019-07-12,133.72
2019-07-15,133.23
2019-07-16,133.19
2019-07-17,130.1
2019-07-18,131.3
2019-07-19,132.39
2019-07-22,132.95
2019-07-23,134.94
2019-07-24,134.25
2019-07-25,136.36
2019-07-26,135.63
2019-07-29,135.72
2019-07-30,135.3
2019-07-31,133.6
2019-08-01,131.84
2019-08-02,130.81
2019-08-05,125.75
2019-08-06,128.8
2019-08-07,129.01
2019-08-08,131.48
2019-08-09,131.24
2019-08-12,128.02
2019-08-13,128.95
2019-08-14,124.3
2019-08-15,123.74
2019-08-16,125.05
2019-08-19,126.64
2019-08-20,126.68
2019-08-21,127.33
2019-08-22,127.96
2019-08-23,123.42
2019-08-26,125.49
2019-08-27,124.57
2019-08-28,126.87
2019-08-29,129.51
2019-08-30,130.24
2019-09-03,128.97
2019-09-04,131.05
2019-09-05,133.03
2019-09-06,133.69
2019-09-09,134.11
2019-09-10,133.91
2019-09-11,135.95
2019-09-12,137.46
2019-09-13,138.06
2019-09-16,138.08
2019-09-17,137.21
2019-09-18,137.66
2019-09-19,137.53
2019-09-20,135.57
2019-09-23,135.67
2019-09-24,135.48
2019-09-25,136.83
2019-09-26,137.53
2019-09-27,136.39
2019-09-30,136.52
2019-10-01,133.79
2019-10-02,130.47
2019-10-03,131.21
2019-10-04,133.21
2019-10-07,132.69
2019-10-08,130.79
2019-10-09,131.96
2019-10-10,133.92
2019-10-11,136.15
2019-10-14,135.92
2019-10-15,136.15
2019-10-16,136.71
2019-10-17,138.17
2019-10-18,136.8
2019-10-21,138.35
2019-10-22,141.41
2019-10-23,139.91
2019-10-24,143.44
2019-10-25,142.96
2019-10-28,143.04
2019-10-29,142.0
2019-10-30,143.84
2019-10-31,143.58
2019-11-01,146.68
2019-11-04,147.51
2019-11-05,147.85
2019-11-06,148.31
2019-11-07,148.73
2019-11-08,148.88
2019-11-11,148.22
2019-11-12,148.39
2019-11-13,148.31
2019-11-14,148.11
2019-11-15,149.36
2019-11-18,149.11
2019-11-19,148.37
2019-11-20,146.65
2019-11-21,147.3
2019-11-22,147.7
2019-11-25,147.52
2019-11-26,148.12
2019-11-27,148.82
2019-11-29,148.34
2019-12-02,144.99
2019-12-03,143.73
2019-12-04,144.52
2019-12-05,145.26
2019-12-06,146.99
2019-12-09,146.22
2019-12-10,145.37
2019-12-11,147.27
2019-12-12,149.41
2019-12-13,149.07
2019-12-16,149.46
2019-12-17,148.62
2019-12-18,147.71
2019-12-19,148.71
2019-12-20,149.49
2019-12-23,149.82
2019-12-24,149.57
2019-12-26,150.71
2019-12-27,150.28
2019-12-30,149.88
2019-12-31,149.76
