date,WBA
2020-07-20,40.46
2020-07-21,40.41
2020-07-22,40.69
2020-07-23,40.34
2020-07-24,40.51
2020-07-27,39.84
2020-07-28,40.68
2020-07-29,41.16
2020-07-30,40.64
2020-07-31,40.71
2020-08-03,41.08
2020-08-04,40.93
2020-08-05,40.81
2020-08-06,40.89
2020-08-07,41.52
2020-08-10,42.86
2020-08-11,41.85
2020-08-12,41.82
2020-08-13,41.0
2020-08-14,41.91
2020-08-17,41.175
2020-08-18,40.76
2020-08-19,40.25
2020-08-20,39.71
2020-08-21,39.46
2020-08-24,39.74
2020-08-25,39.5
2020-08-26,38.67
2020-08-27,39.34
2020-08-28,38.76
2020-08-31,38.02
2020-09-01,36.76
2020-09-02,37.17
2020-09-03,37.09
2020-09-04,36.89
2020-09-08,36.1
2020-09-09,35.35
2020-09-10,34.67
2020-09-11,34.7
2020-09-14,35.11
2020-09-15,35.27
2020-09-16,36.28
2020-09-17,37.21
2020-09-18,36.93
2020-09-21,35.79
2020-09-22,35.72
2020-09-23,35.06
2020-09-24,35.03
2020-09-25,35.43
2020-09-28,36.07
2020-09-29,35.38
2020-09-30,35.92
2020-10-01,35.87
2020-10-02,35.77
2020-10-05,36.62
2020-10-06,35.95
2020-10-07,36.49
2020-10-08,37.07
2020-10-09,36.34
2020-10-12,36.93
2020-10-13,36.18
2020-10-14,35.91
2020-10-15,37.64
2020-10-16,37.41
2020-10-19,36.97
2020-10-20,37.49
2020-10-21,37.39
2020-10-22,37.51
2020-10-23,38.04
2020-10-26,37.21
2020-10-27,36.0
2020-10-28,34.59
2020-10-29,33.52
2020-10-30,34.04
2020-11-02,35.79
2020-11-03,37.37
2020-11-04,36.295
2020-11-05,37.53
2020-11-06,37.31
2020-11-09,39.785
2020-11-10,42.35
2020-11-11,41.44
2020-11-12,40.77
2020-11-13,42.71
2020-11-16,44.1
2020-11-17,39.855
2020-11-18,38.23
2020-11-19,37.85
2020-11-20,37.53
2020-11-23,37.98
2020-11-24,38.52
2020-11-25,39.07
2020-11-27,39.0
2020-11-30,38.01
2020-12-01,38.46
2020-12-02,39.84
2020-12-03,42.82
2020-12-04,43.41
2020-12-07,42.43
2020-12-08,41.99
2020-12-09,41.77
2020-12-10,41.65
2020-12-11,41.53
2020-12-14,41.48
2020-12-15,41.33
2020-12-16,40.44
2020-12-17,40.88
2020-12-18,40.69
2020-12-21,40.67
2020-12-22,39.27
2020-12-23,39.87
2020-12-24,39.62
2020-12-28,39.66
2020-12-29,39.41
2020-12-30,39.34
2020-12-31,39.88
2021-01-04,41.4
2021-01-05,41.16
2021-01-06,43.03
2021-01-07,45.26
2021-01-08,45.21
2021-01-11,47.7
2021-01-12,47.96
2021-01-13,48.94
2021-01-14,49.32
2021-01-15,48.92
2021-01-19,48.15
2021-01-20,48.09
2021-01-21,47.07
2021-01-22,47.45
2021-01-25,47.82
2021-01-26,49.19
2021-01-27,51.18
2021-01-28,50.68
2021-01-29,50.25
2021-02-01,48.83
2021-02-02,48.44
2021-02-03,48.9
2021-02-04,49.27
2021-02-05,49.81
2021-02-08,49.93
2021-02-09,50.0
2021-02-10,51.61
2021-02-11,50.12
2021-02-12,50.38
2021-02-16,49.14
2021-02-17,49.56
2021-02-18,48.92
2021-02-19,48.86
2021-02-22,48.86
2021-02-23,48.41
2021-02-24,49.17
2021-02-25,48.27
2021-02-26,47.93
2021-03-01,47.85
2021-03-02,47.44
2021-03-03,47.63
2021-03-04,46.86
2021-03-05,47.2
2021-03-08,48.48
2021-03-09,48.46
2021-03-10,50.52
2021-03-11,51.52
2021-03-12,53.21
2021-03-15,55.05
2021-03-16,54.71
2021-03-17,54.1
2021-03-18,52.7
2021-03-19,52.54
2021-03-22,53.11
2021-03-23,52.03
2021-03-24,51.78
2021-03-25,51.71
2021-03-26,52.03
2021-03-29,52.85
2021-03-30,52.98
2021-03-31,54.9
2021-04-01,54.75
2021-04-05,56.8
2021-04-06,55.7
2021-04-07,55.58
2021-04-08,54.79
2021-04-09,54.18
2021-04-12,54.7
2021-04-13,54.6
2021-04-14,54.47
2021-04-15,53.72
2021-04-16,53.3
2021-04-19,53.79
2021-04-20,53.34
2021-04-21,54.05
2021-04-22,52.58
2021-04-23,53.02
2021-04-26,52.73
2021-04-27,52.51
2021-04-28,52.4
2021-04-29,52.735
2021-04-30,53.1
2021-05-03,54.3
2021-05-04,54.12
2021-05-05,54.47
2021-05-06,54.46
2021-05-07,54.53
2021-05-10,55.11
2021-05-11,54.24
2021-05-12,53.04
2021-05-13,54.14
2021-05-14,54.71
2021-05-17,55.3
2021-05-18,55.26
2021-05-19,54.81
2021-05-20,54.6
2021-05-21,54.88
2021-05-24,54.83
2021-05-25,54.19
2021-05-26,52.01
2021-05-27,53.04
2021-05-28,52.66
2021-06-01,52.84
2021-06-02,53.83
2021-06-03,54.77
2021-06-04,54.85
2021-06-07,54.56
2021-06-08,54.0
2021-06-09,53.43
2021-06-10,55.31
2021-06-11,55.31
2021-06-14,54.43
2021-06-15,54.24
2021-06-16,53.31
2021-06-17,52.81
2021-06-18,50.84
2021-06-21,51.93
2021-06-22,51.77
2021-06-23,52.08
2021-06-24,52.1
2021-06-25,52.16
2021-06-28,52.21
2021-06-29,51.99
2021-06-30,52.61
2021-07-01,48.71
2021-07-02,48.17
2021-07-06,47.7
2021-07-07,47.49
2021-07-08,46.72
2021-07-09,47.41
2021-07-12,47.55
2021-07-13,47.32
2021-07-14,46.88
2021-07-15,46.25
2021-07-16,46.02
2021-07-19,45.58
2021-07-20,46.06
2021-07-21,46.67
2021-07-22,46.49
2021-07-23,46.53
2021-07-26,47.25
2021-07-27,46.82
2021-07-28,47.11
2021-07-29,47.04
2021-07-30,47.15
2021-08-02,46.83
2021-08-03,47.49
2021-08-04,46.54
2021-08-05,46.93
2021-08-06,47.1
2021-08-09,47.44
2021-08-10,48.43
2021-08-11,49.72
2021-08-12,49.32
2021-08-13,49.29
2021-08-16,49.14
2021-08-17,49.14
2021-08-18,49.02
2021-08-19,47.55
2021-08-20,48.3
2021-08-23,48.51
2021-08-24,48.34
2021-08-25,48.65
2021-08-26,47.84
2021-08-27,48.48
2021-08-30,48.63
2021-08-31,50.75
2021-09-01,50.29
2021-09-02,51.78
2021-09-03,51.29
2021-09-07,51.0
2021-09-08,51.09
2021-09-09,50.57
2021-09-10,49.45
2021-09-13,49.18
2021-09-14,48.22
2021-09-15,50.12
2021-09-16,49.94
2021-09-17,49.62
2021-09-20,48.4
2021-09-21,48.02
2021-09-22,48.01
2021-09-23,48.46
2021-09-24,48.31
2021-09-27,48.8
2021-09-28,48.09
2021-09-29,48.71
2021-09-30,47.05
2021-10-01,46.8
2021-10-04,46.69
2021-10-05,47.09
2021-10-06,46.91
2021-10-07,47.85
2021-10-08,47.38
2021-10-11,47.42
2021-10-12,47.42
2021-10-13,47.26
2021-10-14,50.77
2021-10-15,48.92
2021-10-18,48.4
2021-10-19,48.01
2021-10-20,48.39
2021-10-21,49.14
2021-10-22,49.0
2021-10-25,49.22
2021-10-26,48.31
2021-10-27,47.12
2021-10-28,47.1
2021-10-29,47.02
2021-11-01,47.32
2021-11-02,47.75
2021-11-03,49.23
2021-11-04,49.51
2021-11-05,50.2
2021-11-08,49.9
2021-11-09,49.1
2021-11-10,48.97
2021-11-11,49.94
2021-11-12,49.54
2021-11-15,49.22
2021-11-16,48.57
2021-11-17,47.81
2021-11-18,47.82
2021-11-19,46.98
2021-11-22,47.32
2021-11-23,47.39
2021-11-24,46.62
2021-11-26,45.9
2021-11-29,46.08
2021-11-30,44.8
2021-12-01,43.72
2021-12-02,44.62
2021-12-03,46.53
2021-12-06,48.3
2021-12-07,48.23
2021-12-08,48.5
2021-12-09,49.17
2021-12-10,49.5
2021-12-13,49.14
2021-12-14,49.32
2021-12-15,49.66
2021-12-16,49.26
2021-12-17,48.85
2021-12-20,48.83
2021-12-21,49.96
2021-12-22,50.41
2021-12-23,50.48
2021-12-27,50.73
2021-12-28,51.43
2021-12-29,52.25
2021-12-30,51.99
2021-12-31,52.16
2022-01-03,53.06
2022-01-04,53.48
2022-01-05,54.0
2022-01-06,52.44
2022-01-07,53.84
2022-01-10,53.73
2022-01-11,54.33
2022-01-12,53.91
2022-01-13,54.19
2022-01-14,54.3
2022-01-18,53.52
2022-01-19,53.53
2022-01-20,53.18
2022-01-21,52.5
2022-01-24,52.38
2022-01-25,50.99
2022-01-26,49.76
2022-01-27,50.0
2022-01-28,50.46
2022-01-31,49.76
2022-02-01,49.75
2022-02-02,50.41
2022-02-03,49.5
2022-02-04,48.6
2022-02-07,49.09
2022-02-08,49.79
2022-02-09,49.99
2022-02-10,49.22
2022-02-11,48.7
2022-02-14,47.36
2022-02-15,48.3
2022-02-16,47.88
2022-02-17,46.81
2022-02-18,46.61
2022-02-22,45.79
2022-02-23,45.46
2022-02-24,45.27
2022-02-25,46.2
2022-02-28,46.09
2022-03-01,45.01
2022-03-02,46.15
2022-03-03,46.72
2022-03-04,47.72
2022-03-07,46.99
2022-03-08,47.47
2022-03-09,48.12
2022-03-10,48.07
2022-03-11,47.44
2022-03-14,47.91
2022-03-15,48.17
2022-03-16,47.38
2022-03-17,47.48
2022-03-18,47.36
2022-03-21,47.38
2022-03-22,47.43
2022-03-23,46.74
2022-03-24,47.02
2022-03-25,47.12
2022-03-28,47.19
2022-03-29,47.82
2022-03-30,47.46
2022-03-31,44.77
2022-04-01,43.86
2022-04-04,43.4
2022-04-05,43.49
2022-04-06,44.31
2022-04-07,45.11
2022-04-08,45.42
2022-04-11,44.43
2022-04-12,44.23
2022-04-13,44.6
2022-04-14,44.81
2022-04-18,44.5
2022-04-19,45.6
2022-04-20,46.54
2022-04-21,46.81
2022-04-22,45.54
2022-04-25,45.39
2022-04-26,44.87
2022-04-27,44.23
2022-04-28,44.53
2022-04-29,42.4
2022-05-02,42.52
2022-05-03,42.94
2022-05-04,44.46
2022-05-05,43.78
2022-05-06,43.99
2022-05-09,43.85
2022-05-10,43.31
2022-05-11,43.35
2022-05-12,43.16
2022-05-13,43.55
2022-05-16,44.15
2022-05-17,44.94
2022-05-18,41.17
2022-05-19,40.61
2022-05-20,40.96
2022-05-23,42.15
2022-05-24,42.08
2022-05-25,42.46
2022-05-26,43.04
2022-05-27,43.71
2022-05-31,43.83
2022-06-01,43.26
2022-06-02,43.43
2022-06-03,43.14
2022-06-06,43.39
2022-06-07,43.0
2022-06-08,42.6
2022-06-09,41.72
2022-06-10,41.54
2022-06-13,40.28
2022-06-14,40.2
2022-06-15,40.73
2022-06-16,39.67
2022-06-17,39.32
2022-06-21,40.1
2022-06-22,40.45
2022-06-23,40.89
2022-06-24,41.65
2022-06-27,42.19
2022-06-28,40.96
2022-06-29,40.87
2022-06-30,37.9
2022-07-01,38.56
2022-07-05,38.51
2022-07-06,37.78
2022-07-07,38.21
2022-07-08,37.55
2022-07-11,37.43
2022-07-12,37.97
2022-07-13,37.24
2022-07-14,36.86
2022-07-15,38.03
2022-07-18,38.32
2022-07-19,38.6
2022-07-20,38.92
2022-07-21,38.46
2022-07-22,38.66
2022-07-25,38.75
2022-07-26,38.85
2022-07-27,39.22
2022-07-28,39.44
2022-07-29,39.62
2022-08-01,39.89
2022-08-02,39.05
2022-08-03,39.19
2022-08-04,38.98
2022-08-05,38.99
2022-08-08,39.48
2022-08-09,39.13
2022-08-10,39.9
2022-08-11,40.07
2022-08-12,40.59
2022-08-15,41.07
2022-08-16,42.04
2022-08-17,40.87
2022-08-18,38.24
2022-08-19,38.22
2022-08-22,37.31
2022-08-23,37.44
2022-08-24,36.77
2022-08-25,36.8
2022-08-26,36.0
2022-08-29,35.96
2022-08-30,35.18
2022-08-31,35.06
2022-09-01,35.26
2022-09-02,35.27
2022-09-06,35.32
2022-09-07,36.08
2022-09-08,35.96
2022-09-09,36.24
2022-09-12,36.63
2022-09-13,34.74
2022-09-14,34.77
2022-09-15,34.23
2022-09-16,34.27
2022-09-19,34.15
2022-09-20,33.99
2022-09-21,33.43
2022-09-22,33.32
2022-09-23,32.83
2022-09-26,32.69
2022-09-27,32.43
2022-09-28,33.2
2022-09-29,31.55
2022-09-30,31.4
2022-10-03,32.43
2022-10-04,33.39
2022-10-05,33.16
2022-10-06,32.25
2022-10-07,30.52
2022-10-10,31.84
2022-10-11,32.61
2022-10-12,31.94
2022-10-13,33.65
2022-10-14,33.24
2022-10-17,33.0
2022-10-18,33.1
2022-10-19,33.39
2022-10-20,33.36
2022-10-21,34.3
2022-10-24,34.69
2022-10-25,35.52
2022-10-26,35.51
2022-10-27,35.67
2022-10-28,36.58
2022-10-31,36.5
2022-11-01,36.26
2022-11-02,35.81
2022-11-03,35.74
2022-11-04,37.07
2022-11-07,38.59
2022-11-08,38.29
2022-11-09,36.89
2022-11-10,38.49
2022-11-11,41.26
2022-11-14,40.54
2022-11-15,40.65
2022-11-16,40.39
2022-11-17,40.13
2022-11-18,39.75
2022-11-21,40.59
2022-11-22,41.79
2022-11-23,41.76
2022-11-25,41.66
2022-11-28,40.81
2022-11-29,41.08
2022-11-30,41.5
2022-12-01,41.31
2022-12-02,41.48
2022-12-05,41.21
2022-12-06,40.59
2022-12-07,40.65
2022-12-08,40.9
2022-12-09,40.43
2022-12-12,41.06
2022-12-13,41.03
2022-12-14,40.63
2022-12-15,39.53
2022-12-16,39.05
2022-12-19,39.32
2022-12-20,39.53
2022-12-21,38.6
2022-12-22,38.44
2022-12-23,38.63
2022-12-27,38.31
2022-12-28,37.58
2022-12-29,37.47
2022-12-30,37.36
2023-01-03,37.19
2023-01-04,37.49
2023-01-05,35.19
2023-01-06,36.61
2023-01-09,36.35
2023-01-10,36.7
2023-01-11,37.12
2023-01-12,36.66
2023-01-13,36.78
2023-01-17,36.33
2023-01-18,35.61
2023-01-19,35.41
2023-01-20,35.88
2023-01-23,36.67
2023-01-24,35.9
2023-01-25,36.28
2023-01-26,36.5
2023-01-27,37.17
2023-01-30,36.53
2023-01-31,36.86
2023-02-01,37.18
2023-02-02,37.71
2023-02-03,37.09
2023-02-06,36.28
2023-02-07,36.74
2023-02-08,36.56
2023-02-09,35.81
2023-02-10,36.55
2023-02-13,37.11
2023-02-14,36.75
2023-02-15,36.52
2023-02-16,36.32
2023-02-17,36.76
2023-02-21,36.16
2023-02-22,36.08
2023-02-23,36.21
2023-02-24,35.8
2023-02-27,35.39
2023-02-28,35.53
2023-03-01,35.2
2023-03-02,35.38
2023-03-03,36.09
2023-03-06,35.45
2023-03-07,34.14
2023-03-08,34.48
2023-03-09,33.29
2023-03-10,33.26
2023-03-13,33.57
2023-03-14,33.29
2023-03-15,33.54
2023-03-16,33.41
2023-03-17,32.91
2023-03-20,33.19
2023-03-21,33.54
2023-03-22,32.5
2023-03-23,32.33
2023-03-24,32.7
2023-03-27,32.94
2023-03-28,33.82
2023-03-29,34.15
2023-03-30,34.63
2023-03-31,34.58
2023-04-03,35.46
2023-04-04,35.85
2023-04-05,36.12
2023-04-06,35.78
2023-04-10,36.1
2023-04-11,36.31
2023-04-12,35.69
2023-04-13,35.78
2023-04-14,35.32
2023-04-17,35.94
2023-04-18,35.58
2023-04-19,34.83
2023-04-20,35.37
2023-04-21,35.27
2023-04-24,35.5
2023-04-25,34.89
2023-04-26,34.81
2023-04-27,35.1
2023-04-28,35.25
2023-05-01,34.61
2023-05-02,33.5
2023-05-03,31.96
2023-05-04,31.55
2023-05-05,32.17
2023-05-08,31.66
2023-05-09,31.44
2023-05-10,31.59
2023-05-11,31.17
2023-05-12,31.07
2023-05-15,31.5
2023-05-16,31.35
2023-05-17,32.04
2023-05-18,31.46
2023-05-19,31.28
2023-05-22,31.19
2023-05-23,31.6
2023-05-24,30.79
2023-05-25,29.97
2023-05-26,30.01
2023-05-30,29.93
2023-05-31,30.37
2023-06-01,30.32
2023-06-02,31.19
2023-06-05,31.25
2023-06-06,31.53
2023-06-07,31.93
2023-06-08,31.85
2023-06-09,31.42
2023-06-12,31.64
2023-06-13,31.95
2023-06-14,31.51
2023-06-15,32.02
2023-06-16,32.67
2023-06-20,32.39
2023-06-21,31.56
2023-06-22,31.89
2023-06-23,31.4
2023-06-26,31.59
2023-06-27,28.64
2023-06-28,29.08
2023-06-29,28.37
2023-06-30,28.49
2023-07-03,29.02
2023-07-05,29.26
2023-07-06,29.11
2023-07-07,29.1
2023-07-10,29.79
2023-07-11,30.57
2023-07-12,30.32
2023-07-13,29.74
2023-07-14,29.2
2023-07-17,29.12
2023-07-18,29.58
2023-07-19,29.93
2023-07-20,30.24
2023-07-21,30.46
2023-07-24,30.64
2023-07-25,30.69
2023-07-26,30.85
2023-07-27,30.63
2023-07-28,29.8
2023-07-31,29.97
2023-08-01,29.57
2023-08-02,30.67
2023-08-03,30.31
2023-08-04,29.86
2023-08-07,29.88
2023-08-08,29.53
2023-08-09,29.26
2023-08-10,29.23
2023-08-11,29.35
2023-08-14,29.07
2023-08-15,28.6
2023-08-16,28.19
2023-08-17,27.16
2023-08-18,26.54
2023-08-21,26.44
2023-08-22,26.54
2023-08-23,26.54
2023-08-24,25.32
2023-08-25,25.26
2023-08-28,25.17
2023-08-29,25.54
2023-08-30,25.6
2023-08-31,25.31
2023-09-01,23.43
2023-09-05,22.73
2023-09-06,22.64
2023-09-07,22.04
2023-09-08,21.99
2023-09-11,21.43
2023-09-12,21.72
2023-09-13,21.9
2023-09-14,22.48
2023-09-15,22.42
2023-09-18,22.19
2023-09-19,22.03
2023-09-20,21.84
2023-09-21,21.45
2023-09-22,21.12
2023-09-25,21.34
2023-09-26,21.13
2023-09-27,21.02
2023-09-28,20.9
2023-09-29,22.24
2023-10-02,22.42
2023-10-03,22.55
2023-10-04,22.29
2023-10-05,22.18
2023-10-06,21.81
2023-10-09,22.27
2023-10-10,22.38
2023-10-11,22.6
2023-10-12,24.19
2023-10-13,23.25
2023-10-16,22.78
2023-10-17,22.85
2023-10-18,21.25
2023-10-19,20.96
2023-10-20,21.26
2023-10-23,21.96
2023-10-24,21.37
2023-10-25,21.67
2023-10-26,21.7
2023-10-27,21.14
2023-10-30,21.1
2023-10-31,21.08
2023-11-01,20.63
2023-11-02,21.5
2023-11-03,22.11
2023-11-06,21.77
2023-11-07,21.65
2023-11-08,21.0
2023-11-09,20.45
2023-11-10,20.76
2023-11-13,20.17
2023-11-14,21.09
2023-11-15,21.55
2023-11-16,20.75
2023-11-17,21.22
2023-11-20,21.03
2023-11-21,20.98
2023-11-22,20.69
2023-11-24,20.85
2023-11-27,20.11
2023-11-28,19.98
2023-11-29,19.98
2023-11-30,19.94
2023-12-01,20.79
2023-12-04,20.79
2023-12-05,20.51
2023-12-06,21.38
2023-12-07,22.91
2023-12-08,23.16
2023-12-11,23.0
2023-12-12,22.93
2023-12-13,24.63
2023-12-14,25.14
2023-12-15,25.2
2023-12-18,24.98
2023-12-19,26.03
2023-12-20,25.4
2023-12-21,26.06
2023-12-22,26.22
2023-12-26,26.61
2023-12-27,26.64
2023-12-28,26.6
2023-12-29,26.11
2024-01-02,26.65
2024-01-03,25.57
2024-01-04,24.26
2024-01-05,25.01
2024-01-08,25.63
2024-01-09,25.36
2024-01-10,24.68
2024-01-11,24.03
2024-01-12,23.27
2024-01-16,22.87
2024-01-17,22.17
2024-01-18,22.15
2024-01-19,22.0
2024-01-22,22.56
2024-01-23,22.58
2024-01-24,22.37
2024-01-25,23.11
2024-01-26,22.85
2024-01-29,22.72
2024-01-30,22.76
2024-01-31,22.57
2024-02-01,23.25
2024-02-02,22.64
2024-02-05,22.16
2024-02-06,23.11
2024-02-07,22.81
2024-02-08,22.54
2024-02-09,22.24
2024-02-12,22.63
2024-02-13,21.55
2024-02-14,21.54
2024-02-15,22.29
2024-02-16,21.98
2024-02-20,22.31
2024-02-21,21.75
2024-02-22,21.57
2024-02-23,21.73
2024-02-26,20.99
2024-02-27,21.63
2024-02-28,21.16
2024-02-29,21.26
2024-03-01,21.49
2024-03-04,20.58
2024-03-05,21.01
2024-03-06,20.89
2024-03-07,20.94
2024-03-08,21.16
2024-03-11,21.54
2024-03-12,21.28
2024-03-13,21.05
2024-03-14,20.62
2024-03-15,20.82
2024-03-18,20.69
2024-03-19,20.71
2024-03-20,21.09
2024-03-21,20.8
2024-03-22,20.58
2024-03-25,20.63
2024-03-26,20.51
2024-03-27,21.02
2024-03-28,21.69
2024-04-01,19.54
2024-04-02,18.72
2024-04-03,18.5
2024-04-04,18.98
2024-04-05,19.13
2024-04-08,19.16
2024-04-09,19.18
2024-04-10,18.02
2024-04-11,18.08
2024-04-12,17.85
2024-04-15,17.65
2024-04-16,17.64
2024-04-17,17.63
2024-04-18,17.59
2024-04-19,18.24
2024-04-22,18.22
2024-04-23,18.05
2024-04-24,17.81
2024-04-25,17.6
2024-04-26,17.7
2024-04-29,18.02
2024-04-30,17.73
2024-05-01,17.34
2024-05-02,17.53
2024-05-03,17.81
2024-05-06,17.26
2024-05-07,17.35
2024-05-08,17.23
2024-05-09,17.25
2024-05-10,17.19
2024-05-13,18.12
2024-05-14,18.35
2024-05-15,17.89
2024-05-16,18.34
2024-05-17,18.18
2024-05-20,17.82
2024-05-21,16.68
2024-05-22,16.47
2024-05-23,15.95
2024-05-24,16.03
2024-05-28,15.38
2024-05-29,14.89
2024-05-30,15.39
2024-05-31,16.22
2024-06-03,15.92
2024-06-04,16.11
2024-06-05,15.94
2024-06-06,15.86
2024-06-07,15.84
2024-06-10,15.94
2024-06-11,15.93
2024-06-12,15.54
2024-06-13,15.45
2024-06-14,15.55
2024-06-17,15.15
2024-06-18,16.11
2024-06-20,15.87
2024-06-21,15.97
2024-06-24,15.91
2024-06-25,15.7
2024-06-26,15.66
2024-06-27,12.19
2024-06-28,12.095
2024-07-01,11.58
2024-07-02,11.57
2024-07-03,11.1
2024-07-05,11.26
2024-07-08,10.82
2024-07-09,10.79
2024-07-10,11.26
2024-07-11,11.43
2024-07-12,11.5
2024-07-15,11.7
2024-07-16,11.73
2024-07-17,11.85
2024-07-18,11.36
2024-07-19,11.01
2024-07-22,11.3
2024-07-23,11.23
2024-07-24,11.16
2024-07-25,11.51
2024-07-26,11.82
2024-07-29,11.94
2024-07-30,12.16
2024-07-31,11.87
2024-08-01,11.81
2024-08-02,11.48
2024-08-05,10.72
2024-08-06,10.91
2024-08-07,10.78
2024-08-08,10.86
2024-08-09,10.68
2024-08-12,10.2
2024-08-13,10.56
2024-08-14,10.43
2024-08-15,10.82
2024-08-16,10.92
2024-08-19,10.85
2024-08-20,10.73
2024-08-21,10.39
2024-08-22,10.03
2024-08-23,10.3
2024-08-26,10.38
2024-08-27,9.45
2024-08-28,9.38
2024-08-29,9.25
2024-08-30,9.25
2024-09-03,8.97
2024-09-04,8.65
2024-09-05,8.74
2024-09-06,8.77
2024-09-09,8.91
2024-09-10,8.88
2024-09-11,8.74
2024-09-12,8.84
2024-09-13,9.21
2024-09-16,9.02
2024-09-17,9.06
2024-09-18,9.01
2024-09-19,8.98
2024-09-20,8.71
2024-09-23,8.56
2024-09-24,8.53
2024-09-25,8.25
2024-09-26,8.52
2024-09-27,9.06
2024-09-30,8.96
2024-10-01,8.7
2024-10-02,8.7
2024-10-03,8.67
2024-10-04,8.72
2024-10-07,8.87
2024-10-08,9.08
2024-10-09,8.91
2024-10-10,9.03
2024-10-11,9.21
2024-10-14,9.0
2024-10-15,10.42
2024-10-16,11.07
2024-10-17,10.66
2024-10-18,10.79
2024-10-21,10.45
2024-10-22,9.73
2024-10-23,9.35
2024-10-24,9.34
2024-10-25,9.26
2024-10-28,9.44
2024-10-29,9.35
2024-10-30,9.24
2024-10-31,9.46
2024-11-01,9.46
2024-11-04,9.33
2024-11-05,9.62
2024-11-06,9.23
2024-11-07,9.27
2024-11-08,9.07
2024-11-11,9.39
2024-11-12,9.01
2024-11-13,9.03
2024-11-14,8.81
2024-11-15,8.48
2024-11-18,8.66
2024-11-19,8.29
2024-11-20,8.24
2024-11-21,8.3
2024-11-22,8.66
2024-11-25,9.06
2024-11-26,8.73
2024-11-27,9.06
2024-11-29,9.02
2024-12-02,8.98
2024-12-03,8.95
2024-12-04,8.74
2024-12-05,8.47
2024-12-06,8.56
2024-12-09,8.85
2024-12-10,10.42
2024-12-11,9.84
2024-12-12,9.73
2024-12-13,10.39
2024-12-16,10.18
2024-12-17,9.97
2024-12-18,9.7
2024-12-19,9.35
2024-12-20,9.55
2024-12-23,9.3
2024-12-24,9.19
2024-12-26,9.68
2024-12-27,9.62
2024-12-30,9.26
2024-12-31,9.33
2025-01-02,9.19
2025-01-03,9.5
2025-01-06,9.47
2025-01-07,9.67
2025-01-08,9.22
2025-01-10,11.76
2025-01-13,11.9
2025-01-14,12.24
2025-01-15,12.53
2025-01-16,12.93
2025-01-17,12.52
2025-01-21,11.37
2025-01-22,11.62
2025-01-23,11.74
2025-01-24,11.87
2025-01-27,11.34
2025-01-28,10.89
2025-01-29,11.25
2025-01-30,11.46
2025-01-31,10.28
2025-02-03,9.76
2025-02-04,9.89
2025-02-05,10.12
2025-02-06,10.05
2025-02-07,10.12
2025-02-10,9.97
2025-02-11,9.36
2025-02-12,9.47
2025-02-13,9.75
2025-02-14,9.7
2025-02-18,11.06
2025-02-19,10.79
2025-02-20,10.51
2025-02-21,10.16
2025-02-24,10.82
2025-02-25,11.38
2025-02-26,11.04
2025-02-27,11.23
2025-02-28,10.68
2025-03-03,10.26
2025-03-04,10.835
2025-03-05,10.75
2025-03-06,10.6
2025-03-07,11.39
2025-03-10,11.28
2025-03-11,11.21
2025-03-12,11.2
2025-03-13,11.26
2025-03-14,11.23
2025-03-17,11.26
2025-03-18,11.17
2025-03-19,11.16
2025-03-20,11.12
2025-03-21,11.1
2025-03-24,11.15
2025-03-25,11.12
2025-03-26,11.1
2025-03-27,11.16
2025-03-28,11.19
2025-03-31,11.17
2025-04-01,11.16
2025-04-02,11.18
2025-04-03,11.06
2025-04-04,10.68
2025-04-07,10.71
2025-04-08,10.59
2025-04-09,10.78
2025-04-10,10.69
2025-04-11,10.78
2025-04-14,10.91
2025-04-15,10.85
2025-04-16,10.8
2025-04-17,10.89
2025-04-21,10.87
2025-04-22,10.99
2025-04-23,10.99
2025-04-24,11.03
2025-04-25,11.01
2025-04-28,10.965
2025-04-29,10.93
2025-04-30,10.97
2025-05-01,10.93
2025-05-02,10.98
2025-05-05,11.0
2025-05-06,10.99
2025-05-07,11.05
2025-05-08,11.16
2025-05-09,11.22
2025-05-12,11.4
2025-05-13,11.37
2025-05-14,11.13
2025-05-15,11.18
2025-05-16,11.29
2025-05-19,11.25
2025-05-20,11.23
2025-05-21,11.18
2025-05-22,11.24
2025-05-23,11.17
2025-05-27,11.21
2025-05-28,11.19
2025-05-29,11.235
2025-05-30,11.25
2025-06-02,11.2
2025-06-03,11.23
2025-06-04,11.25
2025-06-05,11.25
2025-06-06,11.25
2025-06-09,11.33
2025-06-10,11.35
2025-06-11,11.34
2025-06-12,11.36
2025-06-13,11.39
2025-06-16,11.4
2025-06-17,11.39
2025-06-18,11.39
2025-06-20,11.31
2025-06-23,11.35
2025-06-24,11.35
2025-06-25,11.31
2025-06-26,11.38
2025-06-27,11.45
2025-06-30,11.48
