date,SYMC
2017-01-25,27.26
2017-01-26,27.21
2017-01-27,27.35
2017-01-30,27.27
2017-01-31,27.55
2017-02-01,27.25
2017-02-02,27.76
2017-02-03,28.41
2017-02-06,28.26
2017-02-07,28.44
2017-02-08,28.61
2017-02-09,28.99
2017-02-10,29.02
2017-02-13,29.06
2017-02-14,28.68
2017-02-15,28.52
2017-02-16,28.47
2017-02-17,28.8
2017-02-21,28.81
2017-02-22,28.6
2017-02-23,28.58
2017-02-24,28.84
2017-02-27,28.68
2017-02-28,28.57
2017-03-01,29.09
2017-03-02,29.2
2017-03-03,29.22
2017-03-06,29.12
2017-03-07,29.29
2017-03-08,29.63
2017-03-09,29.6
2017-03-10,30.03
2017-03-13,30.75
2017-03-14,30.645
2017-03-15,30.72
2017-03-16,30.73
2017-03-17,30.7
2017-03-20,30.78
2017-03-21,30.0
2017-03-22,30.66
2017-03-23,30.7
2017-03-24,30.47
2017-03-27,30.47
2017-03-28,30.36
2017-03-29,30.83
2017-03-30,30.65
2017-03-31,30.68
2017-04-03,30.24
2017-04-04,30.38
2017-04-05,30.28
2017-04-06,30.56
2017-04-07,30.81
2017-04-10,30.66
2017-04-11,30.4
2017-04-12,30.05
2017-04-13,30.04
2017-04-17,30.25
2017-04-18,30.4
2017-04-19,30.41
2017-04-20,30.5
2017-04-21,30.7
2017-04-24,30.97
2017-04-25,31.25
2017-04-26,31.25
2017-04-27,31.48
2017-04-28,31.63
2017-05-01,32.12
2017-05-02,31.91
2017-05-03,31.92
2017-05-04,32.22
2017-05-05,32.3
2017-05-08,32.45
2017-05-09,32.37
2017-05-10,33.14
2017-05-11,31.46
2017-05-12,31.01
2017-05-15,32.0
2017-05-16,31.32
2017-05-17,30.12
2017-05-18,29.74
2017-05-19,29.02
2017-05-22,29.58
2017-05-23,29.79
2017-05-24,29.87
2017-05-25,29.95
2017-05-26,29.61
2017-05-30,30.06
2017-05-31,30.31
2017-06-01,30.34
2017-06-02,30.08
2017-06-05,30.07
2017-06-06,30.27
2017-06-07,30.27
2017-06-08,30.11
2017-06-09,29.71
2017-06-12,29.53
2017-06-13,29.31
2017-06-14,29.09
2017-06-15,28.41
2017-06-16,28.45
2017-06-19,28.88
2017-06-20,28.56
2017-06-21,28.95
2017-06-22,28.81
2017-06-23,28.53
2017-06-26,28.86
2017-06-27,28.11
2017-06-28,28.89
2017-06-29,28.06
2017-06-30,28.25
2017-07-03,27.47
2017-07-05,27.79
2017-07-06,27.72
2017-07-07,28.41
2017-07-10,29.0
2017-07-11,29.01
2017-07-12,29.92
2017-07-13,30.36
2017-07-14,30.08
2017-07-17,30.52
2017-07-18,30.57
2017-07-19,31.02
2017-07-20,31.17
2017-07-21,31.18
2017-07-24,31.08
2017-07-25,31.52
2017-07-26,31.27
2017-07-27,30.94
2017-07-28,31.03
2017-07-31,30.99
2017-08-01,31.19
2017-08-02,30.91
2017-08-03,30.27
2017-08-04,29.17
2017-08-07,28.87
2017-08-08,28.49
2017-08-09,28.6
2017-08-10,27.84
2017-08-11,28.29
2017-08-14,28.57
2017-08-15,28.41
2017-08-16,28.3
2017-08-17,28.04
2017-08-18,28.45
2017-08-21,28.14
2017-08-22,28.76
2017-08-23,29.21
2017-08-24,29.38
2017-08-25,29.47
2017-08-28,29.92
2017-08-29,29.69
2017-08-30,29.89
2017-08-31,29.98
2017-09-01,29.86
2017-09-05,29.81
2017-09-06,29.6
2017-09-07,30.6
2017-09-08,31.63
2017-09-11,32.75
2017-09-12,33.73
2017-09-13,33.08
2017-09-14,32.95
2017-09-15,33.24
2017-09-18,33.77
2017-09-19,34.16
2017-09-20,33.72
2017-09-21,33.04
2017-09-22,33.02
2017-09-25,32.85
2017-09-26,32.74
2017-09-27,33.05
2017-09-28,33.07
2017-09-29,32.81
2017-10-02,32.78
2017-10-03,33.02
2017-10-04,33.25
2017-10-05,33.7
2017-10-06,33.92
2017-10-09,32.63
2017-10-10,31.59
2017-10-11,31.61
2017-10-12,31.9
2017-10-13,32.36
2017-10-16,32.06
2017-10-17,32.01
2017-10-18,32.15
2017-10-19,32.33
2017-10-20,32.66
2017-10-23,32.22
2017-10-24,32.36
2017-10-25,32.18
2017-10-26,31.86
2017-10-27,32.09
2017-10-30,32.41
2017-10-31,32.5
2017-11-01,32.16
2017-11-02,29.38
2017-11-03,29.875
2017-11-06,28.9
2017-11-07,28.68
2017-11-08,29.03
2017-11-09,28.59
2017-11-10,28.36
2017-11-13,27.97
2017-11-14,28.1
2017-11-15,27.71
2017-11-16,28.28
2017-11-17,28.04
2017-11-20,28.19
2017-11-21,28.11
2017-11-22,28.43
2017-11-24,28.56
2017-11-27,28.84
2017-11-28,28.97
2017-11-29,28.57
2017-11-30,28.97
2017-12-01,29.11
2017-12-04,27.75
2017-12-05,27.44
2017-12-06,27.36
2017-12-07,27.56
2017-12-08,27.98
2017-12-11,29.22
2017-12-12,28.92
2017-12-13,28.63
2017-12-14,28.75
2017-12-15,28.98
2017-12-18,28.65
2017-12-19,28.31
2017-12-20,28.16
2017-12-21,28.48
2017-12-22,28.32
2017-12-26,28.23
2017-12-27,28.45
2017-12-28,28.48
2017-12-29,28.06
2018-01-02,28.91
2018-01-03,28.91
2018-01-04,28.97
2018-01-05,29.51
2018-01-08,29.57
2018-01-09,29.01
2018-01-10,28.66
2018-01-11,28.77
2018-01-12,28.82
2018-01-16,27.87
2018-01-17,27.52
2018-01-18,27.25
2018-01-19,27.46
2018-01-22,26.54
2018-01-23,26.61
2018-01-24,26.8
2018-01-25,27.15
2018-01-26,27.71
2018-01-29,27.07
2018-01-30,26.62
2018-01-31,27.23
2018-02-01,27.36
2018-02-02,27.02
2018-02-05,26.79
2018-02-06,27.08
2018-02-07,26.58
2018-02-08,25.59
2018-02-09,25.91
2018-02-12,26.1
2018-02-13,26.58
2018-02-14,27.02
2018-02-15,27.7
2018-02-16,27.55
2018-02-20,27.02
2018-02-21,27.03
2018-02-22,26.98
2018-02-23,27.43
2018-02-26,27.23
2018-02-27,26.32
2018-02-28,26.29
2018-03-01,26.51
2018-03-02,26.91
2018-03-05,27.09
2018-03-06,26.96
2018-03-07,27.24
2018-03-08,27.63
2018-03-09,27.85
2018-03-12,27.76
2018-03-13,27.34
2018-03-14,27.37
2018-03-15,27.54
2018-03-16,27.37
2018-03-19,26.67
2018-03-20,26.52
2018-03-21,26.93
2018-03-22,26.6
2018-03-23,25.7
2018-03-26,26.21
2018-03-27,25.51
2018-03-28,25.64
2018-03-29,25.85
2018-04-02,25.2
2018-04-03,25.68
2018-04-04,26.1
2018-04-05,26.15
2018-04-06,26.0
2018-04-09,25.98
2018-04-10,26.45
2018-04-11,26.83
2018-04-12,27.6
2018-04-13,27.52
2018-04-16,27.75
2018-04-17,27.92
2018-04-18,27.91
2018-04-19,27.85
2018-04-20,27.71
2018-04-23,27.76
2018-04-24,27.69
2018-04-25,28.48
2018-04-26,28.64
2018-04-27,27.8
2018-04-30,27.79
2018-05-01,27.67
2018-05-02,27.92
2018-05-03,27.73
2018-05-04,27.84
2018-05-07,28.44
2018-05-08,28.6
2018-05-09,28.75
2018-05-10,29.18
2018-05-11,19.52
2018-05-14,21.4
2018-05-15,22.33
2018-05-16,22.35
2018-05-17,22.32
2018-05-18,22.19
2018-05-21,21.59
2018-05-22,21.37
2018-05-23,21.32
2018-05-24,20.99
2018-05-25,21.06
2018-05-29,21.02
2018-05-30,21.05
2018-05-31,20.78
2018-06-01,21.02
2018-06-04,21.15
2018-06-05,21.34
2018-06-06,21.54
2018-06-07,21.3
2018-06-08,21.32
2018-06-11,21.2
2018-06-12,21.43
2018-06-13,21.28
2018-06-14,21.36
2018-06-15,21.26
2018-06-18,21.16
2018-06-19,20.99
2018-06-20,21.01
2018-06-21,20.8
2018-06-22,20.72
2018-06-25,20.47
2018-06-26,20.34
2018-06-27,20.13
2018-06-28,20.29
2018-06-29,20.65
2018-07-02,20.89
2018-07-03,20.81
2018-07-05,21.15
2018-07-06,21.28
2018-07-09,21.57
2018-07-10,21.41
2018-07-11,21.28
2018-07-12,21.62
2018-07-13,21.67
2018-07-16,21.55
2018-07-17,21.57
2018-07-18,21.56
2018-07-19,21.29
2018-07-20,21.2
2018-07-23,20.91
2018-07-24,20.55
2018-07-25,20.69
2018-07-26,20.6
2018-07-27,20.73
2018-07-30,20.31
2018-07-31,20.22
2018-08-01,20.43
2018-08-02,20.88
2018-08-03,19.25
2018-08-06,19.58
2018-08-07,19.44
2018-08-08,19.44
2018-08-09,19.23
2018-08-10,19.18
2018-08-13,18.81
2018-08-14,18.66
2018-08-15,18.55
2018-08-16,19.41
2018-08-17,19.46
2018-08-20,19.36
2018-08-21,19.55
2018-08-22,19.7
2018-08-23,19.62
2018-08-24,19.76
2018-08-27,20.06
2018-08-28,20.26
2018-08-29,20.57
2018-08-30,20.2
2018-08-31,20.16
2018-09-04,20.04
2018-09-05,19.88
2018-09-06,19.81
2018-09-07,19.83
2018-09-10,19.89
2018-09-11,20.01
2018-09-12,20.1
2018-09-13,20.04
2018-09-14,20.03
2018-09-17,19.8
2018-09-18,20.65
2018-09-19,20.67
2018-09-20,20.7
2018-09-21,20.9
2018-09-24,21.69
2018-09-25,21.2
2018-09-26,21.03
2018-09-27,21.26
2018-09-28,21.28
2018-10-01,20.79
2018-10-02,20.56
2018-10-03,20.69
2018-10-04,20.42
2018-10-05,20.04
2018-10-08,20.34
2018-10-09,19.91
2018-10-10,19.9
2018-10-11,19.46
2018-10-12,19.59
2018-10-15,19.78
2018-10-16,20.66
2018-10-17,20.57
2018-10-18,19.97
2018-10-19,19.67
2018-10-22,19.68
2018-10-23,19.48
2018-10-24,18.58
2018-10-25,18.99
2018-10-26,18.65
2018-10-29,18.0
2018-10-30,17.68
2018-10-31,18.15
2018-11-01,18.73
2018-11-02,19.5
2018-11-05,20.02
2018-11-06,22.54
2018-11-07,22.81
2018-11-08,22.39
2018-11-09,22.25
2018-11-12,21.83
2018-11-13,21.85
2018-11-14,22.36
2018-11-15,23.32
2018-11-16,23.09
2018-11-19,22.26
2018-11-20,21.61
2018-11-21,21.52
2018-11-23,21.7
2018-11-26,22.09
2018-11-27,21.85
2018-11-28,22.5
2018-11-29,22.58
2018-11-30,22.11
2018-12-03,22.36
2018-12-04,21.96
2018-12-06,22.31
2018-12-07,21.78
2018-12-10,22.08
2018-12-11,22.28
2018-12-12,22.75
2018-12-13,22.48
2018-12-14,21.57
2018-12-17,20.65
2018-12-18,20.72
2018-12-19,20.43
2018-12-20,19.56
2018-12-21,18.44
2018-12-24,17.96
2018-12-26,18.51
2018-12-27,18.61
2018-12-28,18.56
2018-12-31,18.895
2019-01-02,18.94
2019-01-03,18.58
2019-01-04,19.36
2019-01-07,19.33
2019-01-08,19.58
2019-01-09,19.93
2019-01-10,20.07
2019-01-11,19.88
2019-01-14,19.32
2019-01-15,19.71
2019-01-16,19.74
2019-01-17,20.01
2019-01-18,20.11
2019-01-22,19.8
2019-01-23,19.78
2019-01-24,20.03
2019-01-25,20.38
2019-01-28,20.85
2019-01-29,20.42
2019-01-30,20.82
2019-01-31,21.02
2019-02-01,22.91
2019-02-04,23.02
2019-02-05,22.8
2019-02-06,22.9
2019-02-07,22.56
2019-02-08,22.66
2019-02-11,22.42
2019-02-12,23.41
2019-02-13,23.02
2019-02-14,23.06
2019-02-15,23.15
2019-02-19,22.99
2019-02-20,22.47
2019-02-21,22.34
2019-02-22,22.67
2019-02-25,22.64
2019-02-26,22.79
2019-02-27,22.65
2019-02-28,22.49
2019-03-01,22.53
2019-03-04,22.09
2019-03-05,22.14
2019-03-06,21.97
2019-03-07,21.89
2019-03-08,21.95
2019-03-11,22.38
2019-03-12,22.46
2019-03-13,22.95
2019-03-14,22.93
2019-03-15,23.02
2019-03-18,23.07
2019-03-19,23.21
2019-03-20,23.14
2019-03-21,23.59
2019-03-22,22.86
2019-03-25,22.88
2019-03-26,23.23
2019-03-27,22.84
2019-03-28,22.94
2019-03-29,22.99
2019-04-01,23.19
2019-04-02,23.15
2019-04-03,23.33
2019-04-04,23.04
2019-04-05,22.99
2019-04-08,24.24
2019-04-09,23.88
2019-04-10,23.74
2019-04-11,23.9
2019-04-12,23.96
2019-04-15,24.41
2019-04-16,24.3
2019-04-17,24.47
2019-04-18,24.4
2019-04-22,24.26
2019-04-23,24.29
2019-04-24,24.25
2019-04-25,24.13
2019-04-26,24.24
2019-04-29,24.33
2019-04-30,24.21
2019-05-01,23.85
2019-05-02,23.35
2019-05-03,23.55
2019-05-06,23.19
2019-05-07,22.37
2019-05-08,22.26
2019-05-09,22.17
2019-05-10,19.39
2019-05-13,19.14
2019-05-14,19.47
2019-05-15,19.49
2019-05-16,19.71
2019-05-17,19.84
2019-05-20,20.05
2019-05-21,20.53
2019-05-22,20.29
2019-05-23,19.97
2019-05-24,19.85
2019-05-28,19.46
2019-05-29,19.01
2019-05-30,18.88
2019-05-31,18.73
2019-06-03,17.98
2019-06-04,18.87
2019-06-05,19.08
2019-06-06,18.95
2019-06-07,19.15
2019-06-10,19.21
2019-06-11,18.85
2019-06-12,19.19
2019-06-13,19.58
2019-06-14,19.36
2019-06-17,19.76
2019-06-18,19.97
2019-06-19,20.15
2019-06-20,20.56
2019-06-21,20.84
2019-06-24,20.98
2019-06-25,20.8
2019-06-26,20.86
2019-06-27,21.09
2019-06-28,21.76
