date,CMA
2021-11-19,87.93
2021-11-22,89.28
2021-11-23,90.57
2021-11-24,90.51
2021-11-26,85.26
2021-11-29,85.32
2021-11-30,82.53
2021-12-01,80.65
2021-12-02,84.62
2021-12-03,81.91
2021-12-06,83.76
2021-12-07,85.56
2021-12-08,84.58
2021-12-09,83.84
2021-12-10,84.53
2021-12-13,81.95
2021-12-14,83.73
2021-12-15,85.07
2021-12-16,87.11
2021-12-17,83.74
2021-12-20,81.89
2021-12-21,84.79
2021-12-22,84.94
2021-12-23,85.3
2021-12-27,86.6
2021-12-28,86.72
2021-12-29,87.59
2021-12-30,87.02
2021-12-31,87.0
2022-01-03,88.61
2022-01-04,92.4
2022-01-05,92.34
2022-01-06,96.49
2022-01-07,97.07
2022-01-10,97.12
2022-01-11,97.35
2022-01-12,98.36
2022-01-13,98.78
2022-01-14,101.24
2022-01-18,99.51
2022-01-19,96.67
2022-01-20,93.54
2022-01-21,89.7
2022-01-24,90.53
2022-01-25,92.58
2022-01-26,92.52
2022-01-27,92.06
2022-01-28,93.19
2022-01-31,92.78
2022-02-01,95.04
2022-02-02,95.35
2022-02-03,95.02
2022-02-04,97.03
2022-02-07,97.64
2022-02-08,100.51
2022-02-09,99.35
2022-02-10,100.18
2022-02-11,98.61
2022-02-14,97.9
2022-02-15,100.17
2022-02-16,100.49
2022-02-17,96.79
2022-02-18,95.86
2022-02-22,95.67
2022-02-23,93.45
2022-02-24,90.98
2022-02-25,95.54
2022-02-28,95.49
2022-03-01,87.59
2022-03-02,93.67
2022-03-03,93.37
2022-03-04,90.22
2022-03-07,84.5
2022-03-08,84.49
2022-03-09,88.23
2022-03-10,88.22
2022-03-11,88.04
2022-03-14,90.8
2022-03-15,91.8
2022-03-16,95.91
2022-03-17,94.68
2022-03-18,94.95
2022-03-21,94.36
2022-03-22,96.03
2022-03-23,93.37
2022-03-24,94.04
2022-03-25,97.04
2022-03-28,95.13
2022-03-29,95.35
2022-03-30,92.82
2022-03-31,90.43
2022-04-01,90.04
2022-04-04,89.27
2022-04-05,88.77
2022-04-06,87.65
2022-04-07,88.21
2022-04-08,88.57
2022-04-11,89.09
2022-04-12,87.99
2022-04-13,89.13
2022-04-14,88.37
2022-04-18,88.26
2022-04-19,90.06
2022-04-20,87.1
2022-04-21,82.73
2022-04-22,80.97
2022-04-25,83.79
2022-04-26,82.09
2022-04-27,82.5
2022-04-28,84.66
2022-04-29,81.9
2022-05-02,82.31
2022-05-03,83.14
2022-05-04,85.89
2022-05-05,82.93
2022-05-06,81.42
2022-05-09,78.74
2022-05-10,77.66
2022-05-11,76.0
2022-05-12,76.04
2022-05-13,76.26
2022-05-16,75.37
2022-05-17,78.46
2022-05-18,75.24
2022-05-19,72.8
2022-05-20,73.08
2022-05-23,77.09
2022-05-24,76.77
2022-05-25,79.16
2022-05-26,81.64
2022-05-27,82.83
2022-05-31,83.21
2022-06-01,80.77
2022-06-02,82.63
2022-06-03,81.96
2022-06-06,81.78
2022-06-07,81.84
2022-06-08,81.25
2022-06-09,78.94
2022-06-10,75.25
2022-06-13,74.83
2022-06-14,74.84
2022-06-15,76.34
2022-06-16,73.75
2022-06-17,74.62
2022-06-21,75.93
2022-06-22,75.77
2022-06-23,72.92
2022-06-24,76.52
2022-06-27,75.98
2022-06-28,76.69
2022-06-29,75.99
2022-06-30,73.38
2022-07-01,74.28
2022-07-05,73.85
2022-07-06,73.47
2022-07-07,74.62
2022-07-08,74.22
2022-07-11,74.22
2022-07-12,73.39
2022-07-13,72.97
2022-07-14,71.52
2022-07-15,74.73
2022-07-18,75.5
2022-07-19,77.92
2022-07-20,79.13
2022-07-21,79.37
2022-07-22,78.0
2022-07-25,78.97
2022-07-26,76.68
2022-07-27,78.07
2022-07-28,77.54
2022-07-29,77.77
2022-08-01,77.77
2022-08-02,76.64
2022-08-03,78.09
2022-08-04,76.69
2022-08-05,78.19
2022-08-08,78.49
2022-08-09,79.24
2022-08-10,81.95
2022-08-11,84.31
2022-08-12,85.66
2022-08-15,85.63
2022-08-16,86.51
2022-08-17,85.56
2022-08-18,86.59
2022-08-19,84.98
2022-08-22,82.32
2022-08-23,82.06
2022-08-24,81.61
2022-08-25,82.89
2022-08-26,81.82
2022-08-29,80.87
2022-08-30,80.75
2022-08-31,80.3
2022-09-01,81.02
2022-09-02,81.04
2022-09-06,79.99
2022-09-07,82.21
2022-09-08,84.61
2022-09-09,84.57
2022-09-12,85.25
2022-09-13,82.05
2022-09-14,79.92
2022-09-15,80.11
2022-09-16,78.56
2022-09-19,79.35
2022-09-20,78.82
2022-09-21,77.75
2022-09-22,76.16
2022-09-23,74.31
2022-09-26,73.04
2022-09-27,72.06
2022-09-28,73.51
2022-09-29,72.27
2022-09-30,71.1
2022-10-03,73.02
2022-10-04,76.44
2022-10-05,75.71
2022-10-06,74.06
2022-10-07,72.44
2022-10-10,71.2
2022-10-11,69.67
2022-10-12,69.55
2022-10-13,72.44
2022-10-14,72.11
2022-10-17,73.67
2022-10-18,74.34
2022-10-19,67.65
2022-10-20,64.76
2022-10-21,65.34
2022-10-24,67.4
2022-10-25,69.2
2022-10-26,69.19
2022-10-27,69.74
2022-10-28,71.07
2022-10-31,70.5
2022-11-01,70.33
2022-11-02,67.79
2022-11-03,66.03
2022-11-04,67.96
2022-11-07,70.23
2022-11-08,71.48
2022-11-09,69.77
2022-11-10,74.52
2022-11-11,73.62
2022-11-14,72.33
2022-11-15,73.21
2022-11-16,71.55
2022-11-17,70.14
2022-11-18,69.9
2022-11-21,70.81
2022-11-22,72.13
2022-11-23,71.75
2022-11-25,71.85
2022-11-28,70.13
2022-11-29,71.0
2022-11-30,71.74
2022-12-01,71.61
2022-12-02,70.12
2022-12-05,66.52
2022-12-06,65.65
2022-12-07,65.41
2022-12-08,65.18
2022-12-09,65.94
2022-12-12,67.43
2022-12-13,66.29
2022-12-14,65.09
2022-12-15,63.7
2022-12-16,63.76
2022-12-19,63.52
2022-12-20,63.59
2022-12-21,65.03
2022-12-22,65.56
2022-12-23,66.08
2022-12-27,66.36
2022-12-28,65.63
2022-12-29,66.66
2022-12-30,66.85
2023-01-03,66.05
2023-01-04,66.9
2023-01-05,66.06
2023-01-06,67.6
2023-01-09,66.81
2023-01-10,67.58
2023-01-11,68.04
2023-01-12,68.91
2023-01-13,68.54
2023-01-17,68.2
2023-01-18,65.94
2023-01-19,69.84
2023-01-20,69.13
2023-01-23,71.96
2023-01-24,71.16
2023-01-25,71.52
2023-01-26,72.03
2023-01-27,72.57
2023-01-30,71.4
2023-01-31,73.31
2023-02-01,74.35
2023-02-02,74.88
2023-02-03,75.39
2023-02-06,75.3
2023-02-07,76.94
2023-02-08,76.59
2023-02-09,75.81
2023-02-10,75.08
2023-02-13,75.99
2023-02-14,75.84
2023-02-15,75.48
2023-02-16,74.06
2023-02-17,72.88
2023-02-21,70.61
2023-02-22,69.52
2023-02-23,70.01
2023-02-24,70.41
2023-02-27,70.04
2023-02-28,70.1
2023-03-01,70.68
2023-03-02,68.24
2023-03-03,69.4
2023-03-06,69.15
2023-03-07,66.6
2023-03-08,67.3
2023-03-09,61.91
2023-03-10,58.81
2023-03-13,42.54
2023-03-14,43.5
2023-03-15,44.83
2023-03-16,47.61
2023-03-17,43.59
2023-03-20,44.57
2023-03-21,48.63
2023-03-22,44.52
2023-03-23,40.7
2023-03-24,40.4
2023-03-27,42.58
2023-03-28,42.76
2023-03-29,44.71
2023-03-30,44.06
2023-03-31,43.42
2023-04-03,42.2
2023-04-04,40.03
2023-04-05,39.92
2023-04-06,41.28
2023-04-10,42.56
2023-04-11,43.44
2023-04-12,43.11
2023-04-13,44.48
2023-04-14,43.3
2023-04-17,45.03
2023-04-18,44.64
2023-04-19,47.09
2023-04-20,45.8
2023-04-21,43.73
2023-04-24,42.64
2023-04-25,40.71
2023-04-26,40.62
2023-04-27,41.33
2023-04-28,43.37
2023-05-01,42.5
2023-05-02,37.22
2023-05-03,35.58
2023-05-04,31.21
2023-05-05,36.44
2023-05-08,36.15
2023-05-09,36.29
2023-05-10,35.04
2023-05-11,32.67
2023-05-12,31.97
2023-05-15,34.3
2023-05-16,33.91
2023-05-17,38.09
2023-05-18,38.79
2023-05-19,38.34
2023-05-22,39.67
2023-05-23,40.48
2023-05-24,39.67
2023-05-25,39.19
2023-05-26,38.99
2023-05-30,37.59
2023-05-31,36.1
2023-06-01,38.18
2023-06-02,40.93
2023-06-05,40.34
2023-06-06,43.22
2023-06-07,43.84
2023-06-08,43.45
2023-06-09,42.08
2023-06-12,41.03
2023-06-13,43.65
2023-06-14,41.43
2023-06-15,42.88
2023-06-16,42.42
2023-06-20,42.31
2023-06-21,42.1
2023-06-22,40.85
2023-06-23,40.6
2023-06-26,41.35
2023-06-27,42.11
2023-06-28,42.11
2023-06-29,42.85
2023-06-30,42.36
2023-07-03,44.0
2023-07-05,43.5
2023-07-06,42.81
2023-07-07,44.27
2023-07-10,44.95
2023-07-11,46.13
2023-07-12,47.57
2023-07-13,48.41
2023-07-14,47.27
2023-07-17,48.06
2023-07-18,50.01
2023-07-19,51.75
2023-07-20,52.93
2023-07-21,50.75
2023-07-24,51.83
2023-07-25,50.24
2023-07-26,53.47
2023-07-27,52.37
2023-07-28,53.9
2023-07-31,53.96
2023-08-01,52.57
2023-08-02,51.92
2023-08-03,52.94
2023-08-04,53.03
2023-08-07,53.34
2023-08-08,52.95
2023-08-09,51.7
2023-08-10,52.08
2023-08-11,52.12
2023-08-14,50.09
2023-08-15,47.84
2023-08-16,47.1
2023-08-17,47.68
2023-08-18,47.27
2023-08-21,47.33
2023-08-22,45.38
2023-08-23,46.07
2023-08-24,46.41
2023-08-25,45.92
2023-08-28,47.02
2023-08-29,48.28
2023-08-30,47.99
2023-08-31,48.11
2023-09-01,48.7
2023-09-05,48.52
2023-09-06,46.56
2023-09-07,45.51
2023-09-08,46.73
2023-09-11,46.32
2023-09-12,45.47
2023-09-13,44.2
2023-09-14,43.83
2023-09-15,43.57
2023-09-18,43.26
2023-09-19,43.18
2023-09-20,41.87
2023-09-21,41.21
2023-09-22,41.22
2023-09-25,41.45
2023-09-26,39.99
2023-09-27,39.95
2023-09-28,40.81
2023-09-29,41.55
2023-10-02,40.25
2023-10-03,39.61
2023-10-04,39.6
2023-10-05,40.18
2023-10-06,40.09
2023-10-09,40.51
2023-10-10,41.38
2023-10-11,42.1
2023-10-12,41.7
2023-10-13,40.78
2023-10-16,41.75
2023-10-17,43.01
2023-10-18,42.03
2023-10-19,41.49
2023-10-20,37.95
2023-10-23,38.26
2023-10-24,38.63
2023-10-25,38.29
2023-10-26,39.49
2023-10-27,38.19
2023-10-30,38.7
2023-10-31,39.4
2023-11-01,39.46
2023-11-02,42.18
2023-11-03,44.08
2023-11-06,42.97
2023-11-07,42.45
2023-11-08,42.25
2023-11-09,41.16
2023-11-10,41.35
2023-11-13,40.98
2023-11-14,44.18
2023-11-15,45.05
2023-11-16,44.34
2023-11-17,45.23
2023-11-20,44.77
2023-11-21,43.76
2023-11-22,43.63
2023-11-24,43.76
2023-11-27,43.28
2023-11-28,43.58
2023-11-29,45.08
2023-11-30,45.22
2023-12-01,48.2
2023-12-04,49.45
2023-12-05,47.83
2023-12-06,47.62
2023-12-07,49.24
2023-12-08,49.97
2023-12-11,49.88
2023-12-12,49.51
2023-12-13,53.05
2023-12-14,56.81
2023-12-15,55.39
2023-12-18,54.66
2023-12-19,55.73
2023-12-20,53.84
2023-12-21,55.07
2023-12-22,55.16
2023-12-26,56.28
2023-12-27,56.29
2023-12-28,56.57
2023-12-29,55.81
