date,K
2021-09-30,63.92
2021-10-01,63.87
2021-10-04,64.53
2021-10-05,64.02
2021-10-06,64.4
2021-10-07,63.11
2021-10-08,62.69
2021-10-11,62.76
2021-10-12,62.36
2021-10-13,61.69
2021-10-14,62.16
2021-10-15,61.79
2021-10-18,61.48
2021-10-19,61.5
2021-10-20,62.01
2021-10-21,61.68
2021-10-22,62.12
2021-10-25,61.73
2021-10-26,61.6
2021-10-27,61.3
2021-10-28,61.69
2021-10-29,61.3
2021-11-01,62.16
2021-11-02,62.53
2021-11-03,63.34
2021-11-04,62.91
2021-11-05,62.56
2021-11-08,62.25
2021-11-09,62.94
2021-11-10,63.52
2021-11-11,63.26
2021-11-12,63.22
2021-11-15,63.91
2021-11-16,63.35
2021-11-17,62.96
2021-11-18,62.41
2021-11-19,61.93
2021-11-22,62.39
2021-11-23,63.38
2021-11-24,63.2
2021-11-26,63.64
2021-11-29,63.87
2021-11-30,61.18
2021-12-01,61.03
2021-12-02,61.93
2021-12-03,63.0
2021-12-06,63.58
2021-12-07,63.08
2021-12-08,62.02
2021-12-09,62.03
2021-12-10,62.62
2021-12-13,63.48
2021-12-14,63.37
2021-12-15,63.5
2021-12-16,65.78
2021-12-17,64.45
2021-12-20,64.37
2021-12-21,62.65
2021-12-22,62.78
2021-12-23,62.87
2021-12-27,63.26
2021-12-28,63.95
2021-12-29,63.89
2021-12-30,63.93
2021-12-31,64.42
2022-01-03,64.68
2022-01-04,65.31
2022-01-05,65.67
2022-01-06,65.96
2022-01-07,66.6
2022-01-10,66.98
2022-01-11,66.58
2022-01-12,66.38
2022-01-13,66.84
2022-01-14,67.53
2022-01-18,66.99
2022-01-19,66.6
2022-01-20,66.13
2022-01-21,66.61
2022-01-24,66.2
2022-01-25,66.19
2022-01-26,64.8
2022-01-27,65.17
2022-01-28,65.26
2022-01-31,63.0
2022-02-01,63.23
2022-02-02,63.39
2022-02-03,63.47
2022-02-04,61.58
2022-02-07,61.77
2022-02-08,61.7
2022-02-09,61.66
2022-02-10,63.58
2022-02-11,63.85
2022-02-14,64.75
2022-02-15,64.59
2022-02-16,64.32
2022-02-17,64.84
2022-02-18,66.07
2022-02-22,66.12
2022-02-23,66.47
2022-02-24,63.79
2022-02-25,65.68
2022-02-28,63.94
2022-03-01,63.34
2022-03-02,63.62
2022-03-03,64.73
2022-03-04,64.95
2022-03-07,65.94
2022-03-08,62.63
2022-03-09,62.19
2022-03-10,61.01
2022-03-11,59.85
2022-03-14,60.25
2022-03-15,61.32
2022-03-16,60.96
2022-03-17,61.04
2022-03-18,60.76
2022-03-21,60.95
2022-03-22,61.08
2022-03-23,61.58
2022-03-24,61.79
2022-03-25,62.82
2022-03-28,62.96
2022-03-29,63.85
2022-03-30,64.07
2022-03-31,64.49
2022-04-01,65.61
2022-04-04,65.31
2022-04-05,65.79
2022-04-06,66.55
2022-04-07,67.14
2022-04-08,67.56
2022-04-11,67.86
2022-04-12,67.95
2022-04-13,67.96
2022-04-14,67.88
2022-04-18,67.62
2022-04-19,68.3
2022-04-20,68.95
2022-04-21,69.72
2022-04-22,69.33
2022-04-25,69.26
2022-04-26,68.26
2022-04-27,69.01
2022-04-28,69.55
2022-04-29,68.5
2022-05-02,67.37
2022-05-03,66.97
2022-05-04,67.85
2022-05-05,70.23
2022-05-06,72.73
2022-05-09,74.53
2022-05-10,72.93
2022-05-11,72.38
2022-05-12,72.92
2022-05-13,73.01
2022-05-16,73.16
2022-05-17,73.44
2022-05-18,69.32
2022-05-19,68.0
2022-05-20,67.74
2022-05-23,68.47
2022-05-24,70.45
2022-05-25,70.13
2022-05-26,69.88
2022-05-27,69.81
2022-05-31,69.74
2022-06-01,69.0
2022-06-02,68.18
2022-06-03,67.76
2022-06-06,68.45
2022-06-07,69.01
2022-06-08,68.96
2022-06-09,68.66
2022-06-10,69.58
2022-06-13,68.86
2022-06-14,68.34
2022-06-15,67.8
2022-06-16,67.67
2022-06-17,67.54
2022-06-21,68.86
2022-06-22,67.92
2022-06-23,69.32
2022-06-24,70.72
2022-06-27,70.96
2022-06-28,70.87
2022-06-29,71.62
2022-06-30,71.34
2022-07-01,71.78
2022-07-05,72.27
2022-07-06,72.75
2022-07-07,72.84
2022-07-08,72.52
2022-07-11,72.76
2022-07-12,72.99
2022-07-13,73.89
2022-07-14,72.86
2022-07-15,72.45
2022-07-18,71.71
2022-07-19,71.95
2022-07-20,70.51
2022-07-21,70.24
2022-07-22,71.14
2022-07-25,72.1
2022-07-26,72.91
2022-07-27,72.21
2022-07-28,73.26
2022-07-29,73.92
2022-08-01,74.74
2022-08-02,73.87
2022-08-03,73.96
2022-08-04,73.82
2022-08-05,75.04
2022-08-08,74.68
2022-08-09,75.2
2022-08-10,75.51
2022-08-11,75.39
2022-08-12,75.62
2022-08-15,75.85
2022-08-16,75.9
2022-08-17,75.73
2022-08-18,75.91
2022-08-19,76.67
2022-08-22,75.62
2022-08-23,76.19
2022-08-24,76.1
2022-08-25,75.84
2022-08-26,73.85
2022-08-29,74.21
2022-08-30,73.2
2022-08-31,72.74
2022-09-01,73.34
2022-09-02,72.7
2022-09-06,72.27
2022-09-07,73.17
2022-09-08,71.75
2022-09-09,72.06
2022-09-12,72.64
2022-09-13,70.82
2022-09-14,70.51
2022-09-15,70.34
2022-09-16,71.08
2022-09-19,71.48
2022-09-20,71.47
2022-09-21,72.91
2022-09-22,73.61
2022-09-23,73.04
2022-09-26,72.93
2022-09-27,72.0
2022-09-28,72.74
2022-09-29,71.52
2022-09-30,69.66
2022-10-03,71.07
2022-10-04,72.12
2022-10-05,71.89
2022-10-06,70.04
2022-10-07,69.65
2022-10-10,70.85
2022-10-11,71.96
2022-10-12,72.03
2022-10-13,73.15
2022-10-14,71.98
2022-10-17,72.22
2022-10-18,73.49
2022-10-19,73.58
2022-10-20,71.76
2022-10-21,72.24
2022-10-24,73.16
2022-10-25,74.09
2022-10-26,73.85
2022-10-27,75.27
2022-10-28,76.79
2022-10-31,76.82
2022-11-01,75.99
2022-11-02,75.82
2022-11-03,69.51
2022-11-04,69.86
2022-11-07,71.29
2022-11-08,71.42
2022-11-09,71.0
2022-11-10,71.02
2022-11-11,68.98
2022-11-14,69.36
2022-11-15,69.35
2022-11-16,70.38
2022-11-17,70.03
2022-11-18,70.61
2022-11-21,71.81
2022-11-22,72.03
2022-11-23,72.51
2022-11-25,72.8
2022-11-28,72.72
2022-11-29,72.4
2022-11-30,72.95
2022-12-01,73.2
2022-12-02,73.83
2022-12-05,73.35
2022-12-06,73.07
2022-12-07,73.89
2022-12-08,73.46
2022-12-09,72.34
2022-12-12,74.04
2022-12-13,73.66
2022-12-14,73.72
2022-12-15,72.51
2022-12-16,71.29
2022-12-19,71.51
2022-12-20,70.98
2022-12-21,71.81
2022-12-22,71.67
2022-12-23,72.18
2022-12-27,72.67
2022-12-28,71.72
2022-12-29,71.47
2022-12-30,71.24
2023-01-03,71.27
2023-01-04,70.73
2023-01-05,70.66
2023-01-06,72.45
2023-01-09,71.38
2023-01-10,70.75
2023-01-11,70.82
2023-01-12,70.24
2023-01-13,70.0
2023-01-17,69.72
2023-01-18,67.33
2023-01-19,67.31
2023-01-20,67.5
2023-01-23,67.29
2023-01-24,67.67
2023-01-25,68.02
2023-01-26,67.52
2023-01-27,67.6
2023-01-30,68.09
2023-01-31,68.58
2023-02-01,68.26
2023-02-02,67.63
2023-02-03,67.61
2023-02-06,69.01
2023-02-07,68.0
2023-02-08,67.2
2023-02-09,67.13
2023-02-10,67.69
2023-02-13,68.38
2023-02-14,67.2
2023-02-15,67.18
2023-02-16,66.84
2023-02-17,68.38
2023-02-21,68.91
2023-02-22,68.2
2023-02-23,68.21
2023-02-24,67.68
2023-02-27,67.51
2023-02-28,65.94
2023-03-01,65.26
2023-03-02,65.62
2023-03-03,65.34
2023-03-06,65.1
2023-03-07,64.54
2023-03-08,64.72
2023-03-09,64.12
2023-03-10,63.89
2023-03-13,64.26
2023-03-14,64.65
2023-03-15,65.26
2023-03-16,64.97
2023-03-17,64.74
2023-03-20,65.02
2023-03-21,65.15
2023-03-22,64.49
2023-03-23,64.6
2023-03-24,65.47
2023-03-27,65.83
2023-03-28,66.29
2023-03-29,66.49
2023-03-30,66.66
2023-03-31,66.96
2023-04-03,67.11
2023-04-04,67.29
2023-04-05,68.03
2023-04-06,67.99
2023-04-10,67.78
2023-04-11,68.38
2023-04-12,68.37
2023-04-13,67.85
2023-04-14,67.0
2023-04-17,67.62
2023-04-18,67.76
2023-04-19,67.35
2023-04-20,67.24
2023-04-21,67.35
2023-04-24,67.62
2023-04-25,68.55
2023-04-26,68.46
2023-04-27,69.29
2023-04-28,69.77
2023-05-01,70.79
2023-05-02,71.18
2023-05-03,71.53
2023-05-04,70.38
2023-05-05,70.35
2023-05-08,71.13
2023-05-09,70.46
2023-05-10,70.55
2023-05-11,70.7
2023-05-12,70.81
2023-05-15,70.12
2023-05-16,69.5
2023-05-17,69.16
2023-05-18,69.05
2023-05-19,69.33
2023-05-22,68.34
2023-05-23,68.53
2023-05-24,68.54
2023-05-25,67.93
2023-05-26,67.67
2023-05-30,66.41
2023-05-31,66.77
2023-06-01,66.03
2023-06-02,67.39
2023-06-05,67.5
2023-06-06,66.83
2023-06-07,66.38
2023-06-08,66.57
2023-06-09,67.16
2023-06-12,65.4
2023-06-13,65.58
2023-06-14,66.14
2023-06-15,65.94
2023-06-16,66.29
2023-06-20,65.56
2023-06-21,65.24
2023-06-22,65.55
2023-06-23,65.16
2023-06-26,65.6
2023-06-27,66.7
2023-06-28,65.55
2023-06-29,66.82
2023-06-30,67.4
2023-07-03,68.55
2023-07-05,68.4
2023-07-06,68.38
2023-07-07,67.19
2023-07-10,66.99
2023-07-11,67.46
2023-07-12,67.91
2023-07-13,67.63
2023-07-14,67.56
2023-07-17,66.72
2023-07-18,66.62
2023-07-19,67.18
2023-07-20,67.73
2023-07-21,67.78
2023-07-24,67.85
2023-07-25,67.96
2023-07-26,67.54
2023-07-27,67.13
2023-07-28,67.58
2023-07-31,66.89
2023-08-01,66.19
2023-08-02,66.64
2023-08-03,66.25
2023-08-04,64.8
2023-08-07,64.81
2023-08-08,63.46
2023-08-09,63.59
2023-08-10,63.59
2023-08-11,63.98
2023-08-14,63.92
2023-08-15,63.13
2023-08-16,62.06
2023-08-17,61.43
2023-08-18,61.85
2023-08-21,61.12
2023-08-22,60.75
2023-08-23,60.85
2023-08-24,60.83
2023-08-25,61.24
2023-08-28,61.37
2023-08-29,61.49
2023-08-30,61.71
2023-08-31,61.02
2023-09-01,59.89
2023-09-05,59.47
2023-09-06,59.3
2023-09-07,59.37
2023-09-08,59.42
2023-09-11,59.85
2023-09-12,59.6
2023-09-13,58.92
2023-09-14,59.91
2023-09-15,59.96
2023-09-18,60.16
2023-09-19,60.29
2023-09-20,60.75
2023-09-21,60.46
2023-09-22,60.21
2023-09-25,59.49
2023-09-26,59.18
2023-09-27,59.12
2023-09-28,59.2
2023-09-29,59.51
2023-10-02,52.5
2023-10-03,52.99
2023-10-04,52.97
2023-10-05,50.64
2023-10-06,50.43
2023-10-09,50.5
2023-10-10,50.71
2023-10-11,49.53
2023-10-12,48.62
2023-10-13,49.86
2023-10-16,50.29
2023-10-17,50.62
2023-10-18,50.31
2023-10-19,49.89
2023-10-20,50.12
2023-10-23,49.37
2023-10-24,50.26
2023-10-25,50.96
2023-10-26,50.87
2023-10-27,50.4
2023-10-30,50.2
2023-10-31,50.47
2023-11-01,50.6
2023-11-02,51.73
2023-11-03,52.06
2023-11-06,51.34
2023-11-07,50.9
2023-11-08,51.99
2023-11-09,52.0
2023-11-10,51.82
2023-11-13,52.21
2023-11-14,52.58
2023-11-15,52.3
2023-11-16,52.2
2023-11-17,52.8
2023-11-20,52.52
2023-11-21,52.82
2023-11-22,52.98
2023-11-24,53.47
2023-11-27,52.5
2023-11-28,52.28
2023-11-29,51.66
2023-11-30,52.54
2023-12-01,52.88
2023-12-04,53.65
2023-12-05,53.35
2023-12-06,53.71
2023-12-07,54.16
2023-12-08,53.7
2023-12-11,54.25
2023-12-12,54.04
2023-12-13,55.3
2023-12-14,54.83
2023-12-15,53.77
2023-12-18,53.93
2023-12-19,53.64
2023-12-20,53.03
2023-12-21,53.85
2023-12-22,54.48
2023-12-26,55.0
2023-12-27,55.17
2023-12-28,55.62
2023-12-29,55.91
2024-01-02,57.76
2024-01-03,57.48
2024-01-04,56.84
2024-01-05,56.66
2024-01-08,56.54
2024-01-09,56.39
2024-01-10,55.79
2024-01-11,55.25
2024-01-12,55.42
2024-01-16,54.14
2024-01-17,54.53
2024-01-18,54.56
2024-01-19,53.93
2024-01-22,53.61
2024-01-23,54.45
2024-01-24,53.47
2024-01-25,54.63
2024-01-26,54.74
2024-01-29,54.79
2024-01-30,55.29
2024-01-31,54.76
2024-02-01,55.62
2024-02-02,55.06
2024-02-05,54.12
2024-02-06,54.43
2024-02-07,53.69
2024-02-08,54.94
2024-02-09,53.49
2024-02-12,54.65
2024-02-13,54.21
2024-02-14,53.99
2024-02-15,55.39
2024-02-16,55.47
2024-02-20,56.13
2024-02-21,56.45
2024-02-22,56.98
2024-02-23,56.43
2024-02-26,56.44
2024-02-27,55.63
2024-02-28,56.11
2024-02-29,55.15
2024-03-01,54.83
2024-03-04,53.72
2024-03-05,53.42
2024-03-06,53.86
2024-03-07,53.6
2024-03-08,54.21
2024-03-11,54.15
2024-03-12,53.85
2024-03-13,54.0
2024-03-14,52.94
2024-03-15,53.56
2024-03-18,54.77
2024-03-19,55.2
2024-03-20,55.14
2024-03-21,56.11
2024-03-22,55.55
2024-03-25,55.65
2024-03-26,55.89
2024-03-27,56.65
2024-03-28,57.29
2024-04-01,57.06
2024-04-02,57.67
2024-04-03,56.59
2024-04-04,57.58
2024-04-05,57.45
2024-04-08,57.48
2024-04-09,57.12
2024-04-10,57.01
2024-04-11,56.17
2024-04-12,55.42
2024-04-15,55.4
2024-04-16,55.51
2024-04-17,56.07
2024-04-18,56.54
2024-04-19,57.38
2024-04-22,57.98
2024-04-23,58.14
2024-04-24,58.75
2024-04-25,58.45
2024-04-26,57.73
2024-04-29,58.21
2024-04-30,57.86
2024-05-01,56.98
2024-05-02,61.28
2024-05-03,60.51
2024-05-06,60.04
2024-05-07,61.64
2024-05-08,62.33
2024-05-09,61.6
2024-05-10,61.86
2024-05-13,62.49
2024-05-14,62.56
2024-05-15,61.83
2024-05-16,62.14
2024-05-17,61.56
2024-05-20,62.08
2024-05-21,62.25
2024-05-22,61.64
2024-05-23,61.33
2024-05-24,61.04
2024-05-28,59.5
2024-05-29,59.6
2024-05-30,59.34
2024-05-31,60.34
2024-06-03,59.89
2024-06-04,60.48
2024-06-05,59.8
2024-06-06,60.09
2024-06-07,59.63
2024-06-10,59.09
2024-06-11,59.71
2024-06-12,58.76
2024-06-13,58.73
2024-06-14,57.52
2024-06-17,58.12
2024-06-18,58.8
2024-06-20,57.72
2024-06-21,57.48
2024-06-24,58.26
2024-06-25,58.07
2024-06-26,57.38
2024-06-27,57.68
2024-06-28,57.68
2024-07-01,56.72
2024-07-02,56.7
2024-07-03,56.67
2024-07-05,56.38
2024-07-08,56.19
2024-07-09,56.37
2024-07-10,56.89
2024-07-11,56.84
2024-07-12,56.54
2024-07-15,56.32
2024-07-16,57.05
2024-07-17,58.95
2024-07-18,58.83
2024-07-19,57.96
2024-07-22,57.61
2024-07-23,56.61
2024-07-24,57.23
2024-07-25,57.28
2024-07-26,57.47
2024-07-29,57.13
2024-07-30,57.55
2024-07-31,58.15
2024-08-01,62.05
2024-08-02,62.98
2024-08-05,73.2
2024-08-06,73.35
2024-08-07,72.96
2024-08-08,74.35
2024-08-09,74.88
2024-08-12,73.99
2024-08-13,74.5
2024-08-14,80.28
2024-08-15,80.28
2024-08-16,80.29
2024-08-19,80.26
2024-08-20,80.3
2024-08-21,80.59
2024-08-22,80.64
2024-08-23,80.67
2024-08-26,80.68
2024-08-27,80.79
2024-08-28,80.62
2024-08-29,80.53
2024-08-30,80.61
2024-09-03,80.16
2024-09-04,80.19
2024-09-05,80.19
2024-09-06,80.09
2024-09-09,80.17
2024-09-10,80.0
2024-09-11,79.92
2024-09-12,80.26
2024-09-13,80.68
2024-09-16,80.68
2024-09-17,80.64
2024-09-18,80.65
2024-09-19,80.65
2024-09-20,80.81
2024-09-23,80.62
2024-09-24,80.67
2024-09-25,80.59
2024-09-26,80.64
2024-09-27,80.78
2024-09-30,80.71
2024-10-01,80.65
2024-10-02,80.59
2024-10-03,80.63
2024-10-04,80.61
2024-10-07,80.62
2024-10-08,80.56
2024-10-09,80.56
2024-10-10,80.54
2024-10-11,80.55
2024-10-14,80.63
2024-10-15,80.93
2024-10-16,81.06
2024-10-17,81.02
2024-10-18,81.05
2024-10-21,81.17
2024-10-22,80.92
2024-10-23,80.96
2024-10-24,81.03
2024-10-25,80.88
2024-10-28,80.6
2024-10-29,80.57
2024-10-30,80.85
2024-10-31,80.65
2024-11-01,80.61
2024-11-04,80.6
2024-11-05,80.86
2024-11-06,80.94
2024-11-07,80.66
2024-11-08,81.0
2024-11-11,81.1
2024-11-12,81.03
2024-11-13,81.18
2024-11-14,80.85
2024-11-15,80.57
2024-11-18,80.6
2024-11-19,80.55
2024-11-20,80.78
2024-11-21,81.02
2024-11-22,81.17
2024-11-25,81.11
2024-11-26,81.13
2024-11-27,81.15
2024-11-29,81.29
2024-12-02,80.7
2024-12-03,80.59
2024-12-04,80.49
2024-12-05,80.77
2024-12-06,80.74
2024-12-09,80.58
2024-12-10,80.7
2024-12-11,80.64
2024-12-12,80.71
2024-12-13,80.56
2024-12-16,80.66
2024-12-17,80.59
2024-12-18,80.39
2024-12-19,80.34
2024-12-20,80.5
2024-12-23,80.7
2024-12-24,80.82
2024-12-26,81.11
2024-12-27,81.17
2024-12-30,80.82
2024-12-31,80.97
2025-01-02,81.06
2025-01-03,81.21
2025-01-06,81.22
2025-01-07,81.35
2025-01-08,81.54
2025-01-10,81.51
2025-01-13,81.51
2025-01-14,81.43
2025-01-15,81.19
2025-01-16,81.56
2025-01-17,81.78
2025-01-21,81.69
2025-01-22,81.64
2025-01-23,81.77
2025-01-24,81.87
2025-01-27,81.96
2025-01-28,81.8
2025-01-29,81.77
2025-01-30,81.94
2025-01-31,81.73
2025-02-03,81.76
2025-02-04,81.75
2025-02-05,81.86
2025-02-06,82.13
2025-02-07,82.3
2025-02-10,82.28
2025-02-11,82.2
2025-02-12,82.18
2025-02-13,82.21
2025-02-14,82.26
2025-02-18,82.32
2025-02-19,82.41
2025-02-20,82.45
2025-02-21,82.66
2025-02-24,82.72
2025-02-25,82.69
2025-02-26,82.62
2025-02-27,82.5
2025-02-28,82.9
2025-03-03,82.61
2025-03-04,82.36
2025-03-05,82.37
2025-03-06,82.43
2025-03-07,82.45
2025-03-10,82.45
2025-03-11,82.23
2025-03-12,82.29
2025-03-13,82.3
2025-03-14,82.23
2025-03-17,82.38
2025-03-18,82.35
2025-03-19,82.35
2025-03-20,82.33
2025-03-21,82.51
2025-03-24,82.5
2025-03-25,82.39
2025-03-26,82.45
2025-03-27,82.45
2025-03-28,82.47
2025-03-31,82.49
2025-04-01,82.5
2025-04-02,82.45
2025-04-03,82.55
2025-04-04,82.24
2025-04-07,81.64
2025-04-08,81.69
2025-04-09,82.26
2025-04-10,82.14
2025-04-11,82.29
2025-04-14,82.45
2025-04-15,82.3
2025-04-16,82.29
2025-04-17,82.37
2025-04-21,82.41
2025-04-22,82.6
2025-04-23,82.85
2025-04-24,82.77
2025-04-25,82.62
2025-04-28,82.44
2025-04-29,82.58
2025-04-30,82.77
2025-05-01,82.8
2025-05-02,82.88
2025-05-05,82.61
2025-05-06,82.54
2025-05-07,82.56
2025-05-08,82.54
2025-05-09,82.48
2025-05-12,82.3
2025-05-13,82.11
2025-05-14,81.8
2025-05-15,82.13
2025-05-16,82.3
2025-05-19,82.4
2025-05-20,82.51
2025-05-21,82.13
2025-05-22,82.08
2025-05-23,82.39
2025-05-27,82.5
2025-05-28,82.26
2025-05-29,82.5
2025-05-30,82.63
2025-06-02,82.13
2025-06-03,81.85
2025-06-04,81.91
2025-06-05,82.15
2025-06-06,82.06
2025-06-09,81.99
2025-06-10,81.43
2025-06-11,81.61
2025-06-12,80.22
2025-06-13,79.88
2025-06-16,80.3
2025-06-17,80.23
2025-06-18,78.94
2025-06-20,78.67
2025-06-23,78.61
2025-06-24,78.52
2025-06-25,77.85
2025-06-26,78.82
2025-06-27,79.0
2025-06-30,79.53
