date,CTXS
2020-07-20,167.73
2020-07-21,165.81
2020-07-22,167.15
2020-07-23,145.54
2020-07-24,142.49
2020-07-27,142.0
2020-07-28,138.03
2020-07-29,139.29
2020-07-30,141.69
2020-07-31,142.76
2020-08-03,139.85
2020-08-04,142.64
2020-08-05,142.64
2020-08-06,140.79
2020-08-07,141.14
2020-08-10,137.57
2020-08-11,135.73
2020-08-12,136.49
2020-08-13,137.4
2020-08-14,136.35
2020-08-17,138.08
2020-08-18,140.39
2020-08-19,140.49
2020-08-20,141.51
2020-08-21,143.23
2020-08-24,142.8
2020-08-25,142.91
2020-08-26,144.29
2020-08-27,142.24
2020-08-28,144.03
2020-08-31,145.2
2020-09-01,145.23
2020-09-02,147.8
2020-09-03,140.6
2020-09-04,137.14
2020-09-08,138.65
2020-09-09,141.53
2020-09-10,134.88
2020-09-11,132.37
2020-09-14,135.4
2020-09-15,135.92
2020-09-16,135.13
2020-09-17,133.94
2020-09-18,133.99
2020-09-21,134.22
2020-09-22,137.2
2020-09-23,133.15
2020-09-24,133.85
2020-09-25,136.13
2020-09-28,138.32
2020-09-29,136.95
2020-09-30,137.71
2020-10-01,139.2
2020-10-02,134.89
2020-10-05,135.63
2020-10-06,133.34
2020-10-07,133.51
2020-10-08,135.51
2020-10-09,139.43
2020-10-12,145.25
2020-10-13,144.03
2020-10-14,140.91
2020-10-15,138.91
2020-10-16,138.26
2020-10-19,134.84
2020-10-20,136.72
2020-10-21,136.36
2020-10-22,126.65
2020-10-23,122.715
2020-10-26,123.82
2020-10-27,119.47
2020-10-28,114.82
2020-10-29,113.92
2020-10-30,113.27
2020-11-02,114.43
2020-11-03,115.97
2020-11-04,116.87
2020-11-05,119.42
2020-11-06,118.89
2020-11-09,114.65
2020-11-10,114.14
2020-11-11,114.9
2020-11-12,115.38
2020-11-13,118.26
2020-11-16,118.48
2020-11-17,119.68
2020-11-18,118.99
2020-11-19,120.77
2020-11-20,120.48
2020-11-23,120.16
2020-11-24,122.09
2020-11-25,121.41
2020-11-27,122.44
2020-11-30,123.92
2020-12-01,125.59
2020-12-02,127.31
2020-12-03,127.87
2020-12-04,130.53
2020-12-07,131.37
2020-12-08,130.88
2020-12-09,131.82
2020-12-10,132.67
2020-12-11,130.65
2020-12-14,128.43
2020-12-15,127.45
2020-12-16,129.28
2020-12-17,130.74
2020-12-18,132.65
2020-12-21,131.11
2020-12-22,132.72
2020-12-23,131.77
2020-12-24,132.57
2020-12-28,133.02
2020-12-29,130.11
2020-12-30,128.29
2020-12-31,130.1
2021-01-04,128.33
2021-01-05,127.63
2021-01-06,125.77
2021-01-07,128.44
2021-01-08,130.85
2021-01-11,129.65
2021-01-12,133.14
2021-01-13,131.48
2021-01-14,131.99
2021-01-15,132.0
2021-01-19,135.36
2021-01-20,132.58
2021-01-21,127.35
2021-01-22,126.75
2021-01-25,131.63
2021-01-26,139.1
2021-01-27,144.47
2021-01-28,136.4
2021-01-29,133.31
2021-02-01,132.51
2021-02-02,133.12
2021-02-03,132.39
2021-02-04,132.54
2021-02-05,131.82
2021-02-08,134.07
2021-02-09,136.09
2021-02-10,136.93
2021-02-11,137.79
2021-02-12,137.68
2021-02-16,136.69
2021-02-17,134.08
2021-02-18,132.09
2021-02-19,132.96
2021-02-22,135.1
2021-02-23,136.81
2021-02-24,137.0
2021-02-25,138.86
2021-02-26,133.58
2021-03-01,138.65
2021-03-02,136.72
2021-03-03,132.23
2021-03-04,131.09
2021-03-05,135.47
2021-03-08,131.36
2021-03-09,132.42
2021-03-10,131.78
2021-03-11,135.21
2021-03-12,133.48
2021-03-15,134.97
2021-03-16,136.17
2021-03-17,133.45
2021-03-18,131.5
2021-03-19,133.57
2021-03-22,137.74
2021-03-23,138.36
2021-03-24,135.03
2021-03-25,135.09
2021-03-26,136.64
2021-03-29,138.84
2021-03-30,138.39
2021-03-31,140.36
2021-04-01,140.32
2021-04-05,142.49
2021-04-06,141.98
2021-04-07,142.68
2021-04-08,142.77
2021-04-09,142.34
2021-04-12,142.06
2021-04-13,139.0
2021-04-14,137.76
2021-04-15,138.83
2021-04-16,140.5
2021-04-19,138.85
2021-04-20,138.12
2021-04-21,141.5
2021-04-22,140.3
2021-04-23,140.48
2021-04-26,140.6
2021-04-27,140.34
2021-04-28,138.51
2021-04-29,128.02
2021-04-30,123.85
2021-05-03,123.4
2021-05-04,119.2
2021-05-05,119.18
2021-05-06,121.69
2021-05-07,121.03
2021-05-10,119.29
2021-05-11,119.24
2021-05-12,116.8
2021-05-13,116.72
2021-05-14,117.71
2021-05-17,116.87
2021-05-18,115.8
2021-05-19,115.39
2021-05-20,115.78
2021-05-21,115.81
2021-05-24,115.84
2021-05-25,115.23
2021-05-26,114.83
2021-05-27,113.68
2021-05-28,114.96
2021-06-01,113.87
2021-06-02,114.89
2021-06-03,116.55
2021-06-04,119.14
2021-06-07,117.06
2021-06-08,118.44
2021-06-09,118.07
2021-06-10,118.65
2021-06-11,120.41
2021-06-14,120.66
2021-06-15,119.88
2021-06-16,117.61
2021-06-17,118.11
2021-06-18,115.81
2021-06-21,116.06
2021-06-22,114.79
2021-06-23,113.34
2021-06-24,114.52
2021-06-25,115.96
2021-06-28,117.37
2021-06-29,117.88
2021-06-30,117.27
2021-07-01,117.4
2021-07-02,118.93
2021-07-06,116.06
2021-07-07,117.22
2021-07-08,116.87
2021-07-09,116.17
2021-07-12,113.97
2021-07-13,113.58
2021-07-14,115.78
2021-07-15,114.99
2021-07-16,116.24
2021-07-19,113.94
2021-07-20,114.72
2021-07-21,114.04
2021-07-22,114.49
2021-07-23,114.93
2021-07-26,114.77
2021-07-27,114.71
2021-07-28,114.55
2021-07-29,99.0
2021-07-30,100.75
2021-08-02,103.57
2021-08-03,103.0
2021-08-04,100.93
2021-08-05,101.25
2021-08-06,101.39
2021-08-09,101.48
2021-08-10,100.87
2021-08-11,102.26
2021-08-12,102.09
2021-08-13,102.11
2021-08-16,102.17
2021-08-17,102.54
2021-08-18,102.45
2021-08-19,102.48
2021-08-20,103.22
2021-08-23,102.4
2021-08-24,102.59
2021-08-25,101.63
2021-08-26,100.77
2021-08-27,101.77
2021-08-30,102.66
2021-08-31,102.87
2021-09-01,102.59
2021-09-02,103.87
2021-09-03,102.75
2021-09-07,103.5
2021-09-08,106.59
2021-09-09,108.3
2021-09-10,107.57
2021-09-13,108.82
2021-09-14,109.58
2021-09-15,112.47
2021-09-16,110.95
2021-09-17,111.57
2021-09-20,110.3
2021-09-21,108.69
2021-09-22,109.04
2021-09-23,111.16
2021-09-24,110.19
2021-09-27,108.97
2021-09-28,107.0
2021-09-29,108.15
2021-09-30,107.37
2021-10-01,108.43
2021-10-04,106.19
2021-10-05,106.47
2021-10-06,105.96
2021-10-07,104.21
2021-10-08,98.32
2021-10-11,94.68
2021-10-12,90.95
2021-10-13,94.16
2021-10-14,95.71
2021-10-15,97.58
2021-10-18,100.52
2021-10-19,100.32
2021-10-20,99.28
2021-10-21,100.2
2021-10-22,99.89
2021-10-25,98.58
2021-10-26,96.6
2021-10-27,94.98
2021-10-28,95.15
2021-10-29,94.73
2021-11-01,94.76
2021-11-02,95.59
2021-11-03,94.2
2021-11-04,95.1
2021-11-05,89.2
2021-11-08,91.51
2021-11-09,90.35
2021-11-10,89.04
2021-11-11,87.36
2021-11-12,89.68
2021-11-15,87.16
2021-11-16,88.4
2021-11-17,86.93
2021-11-18,84.73
2021-11-19,85.1
2021-11-22,85.42
2021-11-23,84.01
2021-11-24,84.74
2021-11-26,82.9
2021-11-29,82.37
2021-11-30,80.43
2021-12-01,78.72
2021-12-02,80.1
2021-12-03,79.25
2021-12-06,80.17
2021-12-07,80.86
2021-12-08,82.71
2021-12-09,81.63
2021-12-10,81.51
2021-12-13,84.03
2021-12-14,83.14
2021-12-15,83.73
2021-12-16,84.72
2021-12-17,83.52
2021-12-20,83.65
2021-12-21,95.05
2021-12-22,94.32
2021-12-23,97.88
2021-12-27,95.15
2021-12-28,96.1
2021-12-29,96.96
2021-12-30,95.73
2021-12-31,94.59
2022-01-03,98.26
2022-01-04,99.37
2022-01-05,97.22
2022-01-06,94.3
2022-01-07,95.72
2022-01-10,97.22
2022-01-11,98.13
2022-01-12,96.82
2022-01-13,94.82
2022-01-14,95.8
2022-01-18,101.0
2022-01-19,104.7
2022-01-20,102.42
2022-01-21,101.12
2022-01-24,106.34
2022-01-25,101.38
2022-01-26,102.48
2022-01-27,100.71
2022-01-28,105.55
2022-01-31,101.94
2022-02-01,102.36
2022-02-02,102.09
2022-02-03,102.25
2022-02-04,102.36
2022-02-07,101.74
2022-02-08,102.16
2022-02-09,102.43
2022-02-10,102.15
2022-02-11,101.99
2022-02-14,101.96
2022-02-15,102.13
2022-02-16,101.95
2022-02-17,101.67
2022-02-18,101.88
2022-02-22,101.87
2022-02-23,101.75
2022-02-24,102.21
2022-02-25,102.6
2022-02-28,102.5
2022-03-01,102.66
2022-03-02,102.21
2022-03-03,102.02
2022-03-04,101.5
2022-03-07,101.23
2022-03-08,101.49
2022-03-09,101.92
2022-03-10,101.45
2022-03-11,101.02
2022-03-14,100.51
2022-03-15,100.49
2022-03-16,101.16
2022-03-17,101.11
2022-03-18,100.74
2022-03-21,100.56
2022-03-22,100.9
2022-03-23,101.12
2022-03-24,100.86
2022-03-25,101.08
2022-03-28,101.02
2022-03-29,101.47
2022-03-30,101.49
2022-03-31,100.9
2022-04-01,101.49
2022-04-04,101.42
2022-04-05,101.4
2022-04-06,101.29
2022-04-07,101.29
2022-04-08,101.29
2022-04-11,101.14
2022-04-12,100.93
2022-04-13,102.0
2022-04-14,102.24
2022-04-18,102.02
2022-04-19,101.94
2022-04-20,101.85
2022-04-21,101.56
2022-04-22,101.5
2022-04-25,101.29
2022-04-26,100.77
2022-04-27,100.76
2022-04-28,100.71
2022-04-29,100.1
2022-05-02,100.0
2022-05-03,101.23
2022-05-04,101.7
2022-05-05,101.4
2022-05-06,101.0
2022-05-09,100.02
2022-05-10,100.29
2022-05-11,100.08
2022-05-12,99.83
2022-05-13,99.15
2022-05-16,99.28
2022-05-17,100.79
2022-05-18,99.68
2022-05-19,99.46
2022-05-20,99.27
2022-05-23,99.78
2022-05-24,99.52
2022-05-25,99.64
2022-05-26,100.43
2022-05-27,100.95
2022-05-31,100.69
2022-06-01,100.84
2022-06-02,101.35
2022-06-03,101.41
2022-06-06,99.34
2022-06-07,98.77
2022-06-08,98.74
2022-06-09,99.05
2022-06-10,97.94
2022-06-13,95.39
2022-06-14,92.41
2022-06-15,92.71
2022-06-16,89.76
2022-06-17,94.94
2022-06-21,97.62
2022-06-22,97.39
2022-06-23,98.42
2022-06-24,96.59
2022-06-27,96.76
2022-06-28,96.15
2022-06-29,96.84
2022-06-30,97.17
