date,CTXS
2015-11-24,76.88
2015-11-25,76.36
2015-11-27,76.85
2015-11-30,76.67
2015-12-01,77.83
2015-12-02,77.19
2015-12-03,75.4
2015-12-04,76.21
2015-12-07,76.6
2015-12-08,78.52
2015-12-09,76.55
2015-12-10,76.84
2015-12-11,75.08
2015-12-14,75.46
2015-12-15,78.35
2015-12-16,79.17
2015-12-17,77.66
2015-12-18,74.71
2015-12-21,74.5
2015-12-22,75.31
2015-12-23,76.05
2015-12-24,76.21
2015-12-28,75.98
2015-12-29,77.46
2015-12-30,76.96
2015-12-31,75.65
2016-01-04,74.17
2016-01-05,73.55
2016-01-06,73.99
2016-01-07,70.93
2016-01-08,69.68
2016-01-11,68.87
2016-01-12,70.79
2016-01-13,67.27
2016-01-14,67.38
2016-01-15,66.3
2016-01-19,66.07
2016-01-20,66.5
2016-01-21,65.42
2016-01-22,67.44
2016-01-25,66.05
2016-01-26,68.19
2016-01-27,65.9
2016-01-28,68.51
2016-01-29,70.46
2016-02-01,70.9
2016-02-02,66.27
2016-02-03,68.09
2016-02-04,67.14
2016-02-05,63.95
2016-02-08,63.17
2016-02-09,62.33
2016-02-10,62.28
2016-02-11,62.38
2016-02-12,64.31
2016-02-16,65.67
2016-02-17,69.22
2016-02-18,68.55
2016-02-19,69.28
2016-02-22,69.89
2016-02-23,68.76
2016-02-24,69.58
2016-02-25,71.61
2016-02-26,71.54
2016-02-29,70.65
2016-03-01,75.08
2016-03-02,74.03
2016-03-03,73.95
2016-03-04,74.4
2016-03-07,75.28
2016-03-08,73.96
2016-03-09,75.06
2016-03-10,75.69
2016-03-11,76.47
2016-03-14,76.83
2016-03-15,76.96
2016-03-16,77.07
2016-03-17,77.18
2016-03-18,77.07
2016-03-21,78.02
2016-03-22,77.95
2016-03-23,76.65
2016-03-24,76.68
2016-03-28,76.6
2016-03-29,78.0
2016-03-30,77.79
2016-03-31,78.58
2016-04-01,79.54
2016-04-04,79.27
2016-04-05,78.51
2016-04-06,79.4
2016-04-07,77.26
2016-04-08,78.5
2016-04-11,78.55
2016-04-12,78.15
2016-04-13,79.7
2016-04-14,80.81
2016-04-15,80.55
2016-04-18,81.37
2016-04-19,80.14
2016-04-20,80.52
2016-04-21,84.03
2016-04-22,82.9
2016-04-25,82.79
2016-04-26,83.19
2016-04-27,83.9
2016-04-28,82.05
2016-04-29,81.84
2016-05-02,82.67
2016-05-03,80.69
2016-05-04,80.2
2016-05-05,80.26
2016-05-06,81.24
2016-05-09,81.41
2016-05-10,83.46
2016-05-11,82.64
2016-05-12,82.93
2016-05-13,82.24
2016-05-16,82.99
2016-05-17,82.3
2016-05-18,82.74
2016-05-19,82.24
2016-05-20,83.21
2016-05-23,83.68
2016-05-24,85.89
2016-05-25,83.14
2016-05-26,84.86
2016-05-27,85.5
2016-05-31,84.92
2016-06-01,85.81
2016-06-02,86.49
2016-06-03,85.29
2016-06-06,86.11
2016-06-07,87.29
2016-06-08,88.18
2016-06-09,87.68
2016-06-10,86.02
2016-06-13,85.53
2016-06-14,85.34
2016-06-15,84.49
2016-06-16,84.42
2016-06-17,83.81
2016-06-20,85.14
2016-06-21,85.24
2016-06-22,85.11
2016-06-23,86.35
2016-06-24,80.55
2016-06-27,77.02
2016-06-28,79.25
2016-06-29,80.63
2016-06-30,80.09
2016-07-01,80.36
2016-07-05,79.26
2016-07-06,79.57
2016-07-07,80.69
2016-07-08,83.54
2016-07-11,83.24
2016-07-12,83.97
2016-07-13,84.09
2016-07-14,84.89
2016-07-15,84.84
2016-07-18,84.73
2016-07-19,85.09
2016-07-20,85.99
2016-07-21,85.22
2016-07-22,87.08
2016-07-25,88.28
2016-07-26,89.33
2016-07-27,87.98
2016-07-28,89.06
2016-07-29,89.13
2016-08-01,86.62
2016-08-02,83.47
2016-08-03,84.81
2016-08-04,83.96
2016-08-05,85.0
2016-08-08,84.95
2016-08-09,85.13
2016-08-10,85.61
2016-08-11,87.18
2016-08-12,87.16
2016-08-15,87.46
2016-08-16,86.65
2016-08-17,86.99
2016-08-18,87.89
2016-08-19,87.6
2016-08-22,87.46
2016-08-23,88.31
2016-08-24,88.06
2016-08-25,88.28
2016-08-26,88.13
2016-08-29,88.54
2016-08-30,87.88
2016-08-31,87.2
2016-09-01,87.28
2016-09-02,86.98
2016-09-06,87.54
2016-09-07,87.22
2016-09-08,86.24
2016-09-09,83.21
2016-09-12,84.05
2016-09-13,83.37
2016-09-14,83.23
2016-09-15,83.86
2016-09-16,82.97
2016-09-19,83.37
2016-09-20,83.19
2016-09-21,84.51
2016-09-22,85.16
2016-09-23,84.91
2016-09-26,84.56
2016-09-27,85.25
2016-09-28,86.03
2016-09-29,84.94
2016-09-30,85.22
2016-10-03,84.16
2016-10-04,84.11
2016-10-05,84.96
2016-10-06,84.91
2016-10-07,84.3
2016-10-10,84.7
2016-10-11,83.07
2016-10-12,83.33
2016-10-13,83.39
2016-10-14,83.64
2016-10-17,83.17
2016-10-18,85.32
2016-10-19,86.3
2016-10-20,86.34
2016-10-21,85.2
2016-10-24,86.17
2016-10-25,84.9
2016-10-26,83.9
2016-10-27,83.36
2016-10-28,84.52
2016-10-31,84.8
2016-11-01,84.99
2016-11-02,83.8
2016-11-03,83.45
2016-11-04,83.25
2016-11-07,85.52
2016-11-08,85.24
2016-11-09,85.95
2016-11-10,86.72
2016-11-11,85.55
2016-11-14,83.54
2016-11-15,86.05
2016-11-16,86.67
2016-11-17,87.98
2016-11-18,86.82
2016-11-21,87.98
2016-11-22,88.42
2016-11-23,87.68
2016-11-25,88.31
2016-11-28,87.46
2016-11-29,87.94
2016-11-30,86.73
2016-12-01,85.47
2016-12-02,85.62
2016-12-05,88.99
2016-12-06,87.62
2016-12-07,89.08
2016-12-08,90.0
2016-12-09,89.32
2016-12-12,88.87
2016-12-13,90.45
2016-12-14,90.45
2016-12-15,91.76
2016-12-16,90.69
2016-12-19,91.45
2016-12-20,91.73
2016-12-21,92.06
2016-12-22,90.45
2016-12-23,90.84
2016-12-27,90.97
2016-12-28,90.08
2016-12-29,90.02
2016-12-30,89.31
2017-01-03,90.13
2017-01-04,90.27
2017-01-05,90.24
2017-01-06,91.01
2017-01-09,90.79
2017-01-10,90.65
2017-01-11,91.57
2017-01-12,91.1
2017-01-13,91.8
2017-01-17,90.9
2017-01-18,93.56
2017-01-19,92.63
2017-01-20,92.99
2017-01-23,92.45
2017-01-24,94.37
2017-01-25,95.74
2017-01-26,89.52
2017-01-27,90.26
2017-01-30,91.13
2017-01-31,91.19
2017-02-01,71.24
2017-02-02,74.95
2017-02-03,76.7
2017-02-06,76.3
2017-02-07,77.65
2017-02-08,77.69
2017-02-09,78.42
2017-02-10,78.55
2017-02-13,78.78
2017-02-14,78.93
2017-02-15,80.16
2017-02-16,79.94
2017-02-17,80.5
2017-02-21,80.77
2017-02-22,80.17
2017-02-23,79.93
2017-02-24,80.18
2017-02-27,80.16
2017-02-28,78.95
2017-03-01,80.77
2017-03-02,79.33
2017-03-03,79.95
2017-03-06,79.66
2017-03-07,79.9
2017-03-08,79.92
2017-03-09,79.03
2017-03-10,79.53
2017-03-13,84.93
2017-03-14,82.02
2017-03-15,82.51
2017-03-16,82.57
2017-03-17,82.72
2017-03-20,82.49
2017-03-21,81.51
2017-03-22,82.2
2017-03-23,83.39
2017-03-24,83.14
2017-03-27,83.57
2017-03-28,83.99
2017-03-29,83.59
2017-03-30,84.11
2017-03-31,83.39
2017-04-03,83.44
2017-04-04,83.3
2017-04-05,82.96
2017-04-06,83.06
2017-04-07,83.15
2017-04-10,83.44
2017-04-11,83.68
2017-04-12,83.0
2017-04-13,82.96
2017-04-17,83.44
2017-04-18,83.12
2017-04-19,83.23
2017-04-20,83.67
2017-04-21,83.09
2017-04-24,84.37
2017-04-25,84.05
2017-04-26,84.12
2017-04-27,81.44
2017-04-28,80.94
2017-05-01,81.75
2017-05-02,81.29
2017-05-03,87.05
2017-05-04,86.55
2017-05-05,87.48
2017-05-08,87.19
2017-05-09,86.82
2017-05-10,86.99
2017-05-11,87.11
2017-05-12,85.92
2017-05-15,86.33
2017-05-16,84.83
2017-05-17,82.74
2017-05-18,82.59
2017-05-19,82.79
2017-05-22,82.95
2017-05-23,82.06
2017-05-24,82.3
2017-05-25,83.15
2017-05-26,82.49
2017-05-30,82.15
2017-05-31,82.54
2017-06-01,82.86
2017-06-02,83.43
2017-06-05,83.32
2017-06-06,82.85
2017-06-07,83.27
2017-06-08,83.21
2017-06-09,78.32
2017-06-12,80.85
2017-06-13,80.75
2017-06-14,79.97
2017-06-15,79.26
2017-06-16,79.92
2017-06-19,81.41
2017-06-20,80.35
2017-06-21,80.68
2017-06-22,81.18
2017-06-23,81.41
2017-06-26,81.27
2017-06-27,80.46
2017-06-28,81.23
2017-06-29,79.51
2017-06-30,79.58
2017-07-03,78.78
2017-07-05,79.4
2017-07-06,78.67
2017-07-07,79.27
2017-07-10,79.93
2017-07-11,78.56
2017-07-12,80.43
2017-07-13,80.37
2017-07-14,80.99
2017-07-17,81.43
2017-07-18,81.21
2017-07-19,82.78
2017-07-20,82.58
2017-07-21,81.86
2017-07-24,81.58
2017-07-25,81.79
2017-07-26,81.52
2017-07-27,79.74
2017-07-28,79.71
2017-07-31,78.98
2017-08-01,79.61
2017-08-02,79.11
2017-08-03,77.51
2017-08-04,78.16
2017-08-07,78.47
2017-08-08,76.75
2017-08-09,76.22
2017-08-10,74.67
2017-08-11,74.61
2017-08-14,75.84
2017-08-15,74.95
2017-08-16,76.3
2017-08-17,74.52
2017-08-18,74.71
2017-08-21,75.09
2017-08-22,76.01
2017-08-23,75.29
2017-08-24,75.35
2017-08-25,75.37
2017-08-28,75.6
2017-08-29,76.42
2017-08-30,76.99
2017-08-31,78.21
2017-09-01,78.52
2017-09-05,76.99
2017-09-06,76.35
2017-09-07,75.36
2017-09-08,75.14
2017-09-11,76.28
2017-09-12,76.5
2017-09-13,77.16
2017-09-14,76.63
2017-09-15,76.22
2017-09-18,76.47
2017-09-19,76.48
2017-09-20,76.47
2017-09-21,76.28
2017-09-22,76.23
2017-09-25,75.73
2017-09-26,75.55
2017-09-27,76.47
2017-09-28,76.695
2017-09-29,76.82
2017-10-02,79.5
2017-10-03,78.51
2017-10-04,78.3
2017-10-05,79.68
2017-10-06,79.47
2017-10-09,80.62
2017-10-10,81.2
2017-10-11,80.57
2017-10-12,81.3
2017-10-13,81.47
2017-10-16,81.61
2017-10-17,81.99
2017-10-18,82.27
2017-10-19,82.74
2017-10-20,83.49
2017-10-23,83.15
2017-10-24,83.19
2017-10-25,82.43
2017-10-26,81.2
2017-10-27,82.7
2017-10-30,82.39
2017-10-31,82.61
2017-11-01,82.23
2017-11-02,82.36
2017-11-03,84.9
2017-11-06,84.34
2017-11-07,84.48
2017-11-08,85.91
2017-11-09,84.03
2017-11-10,84.22
2017-11-13,84.26
2017-11-14,85.22
2017-11-15,84.12
2017-11-16,85.64
2017-11-17,86.51
2017-11-20,86.13
2017-11-21,86.56
2017-11-22,86.68
2017-11-24,86.25
2017-11-27,86.15
2017-11-28,87.69
2017-11-29,87.0
2017-11-30,87.63
2017-12-01,88.35
2017-12-04,86.77
2017-12-05,87.2
2017-12-06,87.39
2017-12-07,87.17
2017-12-08,87.59
2017-12-11,87.02
2017-12-12,87.22
2017-12-13,87.15
2017-12-14,87.05
2017-12-15,87.53
2017-12-18,87.77
2017-12-19,87.86
2017-12-20,88.14
2017-12-21,88.14
2017-12-22,87.88
2017-12-26,87.93
2017-12-27,88.44
2017-12-28,88.63
2017-12-29,88.0
2018-01-02,88.69
2018-01-03,89.65
2018-01-04,90.7
2018-01-05,91.48
2018-01-08,90.97
2018-01-09,91.19
2018-01-10,90.82
2018-01-11,89.81
2018-01-12,90.04
2018-01-16,89.96
2018-01-17,91.19
2018-01-18,91.38
2018-01-19,92.72
2018-01-22,93.84
2018-01-23,94.01
2018-01-24,93.78
2018-01-25,94.0
2018-01-26,94.7
2018-01-29,93.68
2018-01-30,92.69
2018-01-31,92.76
2018-02-01,93.43
2018-02-02,92.19
2018-02-05,89.07
2018-02-06,89.12
2018-02-07,87.6
2018-02-08,84.53
2018-02-09,85.75
2018-02-12,86.79
2018-02-13,86.87
2018-02-14,89.44
2018-02-15,90.99
2018-02-16,91.21
2018-02-20,91.78
2018-02-21,91.38
2018-02-22,91.61
2018-02-23,92.81
2018-02-26,92.95
2018-02-27,92.37
2018-02-28,92.0
2018-03-01,90.81
2018-03-02,91.98
2018-03-05,92.71
2018-03-06,93.64
2018-03-07,94.36
2018-03-08,94.57
2018-03-09,95.51
2018-03-12,95.88
2018-03-13,95.6
2018-03-14,95.26
2018-03-15,95.48
2018-03-16,95.13
2018-03-19,94.53
2018-03-20,94.55
2018-03-21,94.45
2018-03-22,93.32
2018-03-23,91.6
2018-03-26,93.79
2018-03-27,92.46
2018-03-28,91.7
2018-03-29,92.8
2018-04-02,91.33
2018-04-03,91.87
2018-04-04,92.69
2018-04-05,92.71
2018-04-06,91.78
2018-04-09,92.26
2018-04-10,93.4
2018-04-11,93.63
2018-04-12,94.55
2018-04-13,94.9
2018-04-16,95.97
2018-04-17,97.52
2018-04-18,98.22
2018-04-19,97.22
2018-04-20,96.57
2018-04-23,97.03
2018-04-24,96.6
2018-04-25,96.58
2018-04-26,101.17
2018-04-27,103.27
2018-04-30,102.91
2018-05-01,104.71
2018-05-02,104.41
2018-05-03,104.81
2018-05-04,105.23
2018-05-07,106.58
2018-05-08,107.29
2018-05-09,107.78
2018-05-10,108.19
2018-05-11,107.47
2018-05-14,106.74
2018-05-15,106.14
2018-05-16,105.88
2018-05-17,105.65
2018-05-18,105.34
2018-05-21,105.56
2018-05-22,105.41
2018-05-23,106.55
2018-05-24,106.56
2018-05-25,106.55
2018-05-29,105.99
2018-05-30,106.61
2018-05-31,105.62
2018-06-01,106.84
2018-06-04,107.6
2018-06-05,108.77
2018-06-06,109.22
2018-06-07,108.25
2018-06-08,107.94
2018-06-11,107.11
2018-06-12,106.61
2018-06-13,105.84
2018-06-14,106.82
2018-06-15,106.94
2018-06-18,107.48
2018-06-19,108.36
2018-06-20,108.66
2018-06-21,107.13
2018-06-22,105.51
2018-06-25,104.46
2018-06-26,104.68
2018-06-27,102.6
2018-06-28,104.18
2018-06-29,104.84
2018-07-02,106.72
2018-07-03,106.33
2018-07-05,105.83
2018-07-06,106.57
2018-07-09,107.09
2018-07-10,106.87
2018-07-11,107.16
2018-07-12,109.85
2018-07-13,109.77
2018-07-16,109.97
2018-07-17,110.11
2018-07-18,110.73
2018-07-19,109.69
2018-07-20,108.23
2018-07-23,108.02
2018-07-24,107.6
2018-07-25,109.24
2018-07-26,113.01
2018-07-27,112.05
2018-07-30,110.55
2018-07-31,109.97
2018-08-01,109.97
2018-08-02,109.83
2018-08-03,109.94
2018-08-06,111.12
2018-08-07,111.19
2018-08-08,111.42
2018-08-09,111.18
2018-08-10,111.44
2018-08-13,110.97
2018-08-14,111.71
2018-08-15,111.4
2018-08-16,111.32
2018-08-17,110.86
2018-08-20,111.21
2018-08-21,111.34
2018-08-22,112.14
2018-08-23,111.95
2018-08-24,112.97
2018-08-27,113.05
2018-08-28,113.32
2018-08-29,114.42
2018-08-30,114.13
2018-08-31,114.02
2018-09-04,113.42
2018-09-05,112.38
2018-09-06,112.29
2018-09-07,110.96
2018-09-10,110.79
2018-09-11,111.25
2018-09-12,112.13
2018-09-13,112.09
2018-09-14,112.32
2018-09-17,110.74
2018-09-18,110.85
2018-09-19,110.91
2018-09-20,110.44
2018-09-21,110.36
2018-09-24,109.69
2018-09-25,111.28
2018-09-26,111.0
2018-09-27,110.89
2018-09-28,111.16
2018-10-01,111.12
2018-10-02,110.58
2018-10-03,110.43
2018-10-04,108.48
2018-10-05,107.89
2018-10-08,106.82
2018-10-09,106.46
2018-10-10,104.3
2018-10-11,102.11
2018-10-12,102.53
2018-10-15,101.91
2018-10-16,104.14
2018-10-17,105.12
2018-10-18,103.42
2018-10-19,100.7
2018-10-22,102.41
2018-10-23,102.2
2018-10-24,99.93
2018-10-25,102.05
2018-10-26,100.61
2018-10-29,101.31
2018-10-30,101.55
2018-10-31,102.47
2018-11-01,103.16
2018-11-02,102.76
2018-11-05,103.42
2018-11-06,104.38
2018-11-07,106.03
2018-11-08,107.06
2018-11-09,107.01
2018-11-12,105.55
2018-11-13,106.02
2018-11-14,105.77
2018-11-15,107.65
2018-11-16,108.75
2018-11-19,107.09
2018-11-20,106.12
2018-11-21,106.89
2018-11-23,106.68
2018-11-26,107.8
2018-11-27,108.52
2018-11-28,111.42
2018-11-29,110.46
2018-11-30,108.97
2018-12-03,110.29
2018-12-04,108.87
2018-12-06,109.32
2018-12-07,107.37
2018-12-10,108.55
2018-12-11,109.26
2018-12-12,110.32
2018-12-13,110.26
2018-12-14,109.14
2018-12-17,106.63
2018-12-18,106.53
2018-12-19,105.96
2018-12-20,103.2
2018-12-21,100.76
2018-12-24,99.47
2018-12-26,101.4
2018-12-27,102.15
2018-12-28,101.8
2018-12-31,102.46
2019-01-02,102.21
2019-01-03,100.74
2019-01-04,102.64
2019-01-07,103.05
2019-01-08,103.85
2019-01-09,104.82
2019-01-10,105.85
2019-01-11,106.14
2019-01-14,106.0
2019-01-15,107.42
2019-01-16,107.05
2019-01-17,107.07
2019-01-18,108.74
2019-01-22,108.25
2019-01-23,108.66
2019-01-24,101.86
2019-01-25,102.65
2019-01-28,101.98
2019-01-29,101.19
2019-01-30,101.56
2019-01-31,102.54
2019-02-01,103.79
2019-02-04,104.9
2019-02-05,106.08
2019-02-06,105.6
2019-02-07,105.12
2019-02-08,105.43
2019-02-11,105.04
2019-02-12,105.44
2019-02-13,105.01
2019-02-14,106.2
2019-02-15,106.49
2019-02-19,106.28
2019-02-20,105.37
2019-02-21,104.99
2019-02-22,105.19
2019-02-25,105.47
2019-02-26,105.43
2019-02-27,105.36
2019-02-28,105.5
2019-03-01,106.04
2019-03-04,104.92
2019-03-05,104.38
2019-03-06,103.63
2019-03-07,102.87
2019-03-08,99.98
2019-03-11,100.14
2019-03-12,100.2
2019-03-13,100.56
2019-03-14,101.66
2019-03-15,100.88
2019-03-18,101.56
2019-03-19,101.26
2019-03-20,100.48
2019-03-21,101.7
2019-03-22,100.46
2019-03-25,99.1
2019-03-26,99.99
2019-03-27,99.35
2019-03-28,99.45
2019-03-29,99.66
2019-04-01,99.69
2019-04-02,100.13
2019-04-03,102.48
2019-04-04,100.01
2019-04-05,100.98
2019-04-08,100.93
2019-04-09,101.35
2019-04-10,101.56
2019-04-11,101.91
2019-04-12,102.27
2019-04-15,102.25
2019-04-16,101.77
2019-04-17,100.2
2019-04-18,100.11
2019-04-22,99.85
2019-04-23,100.88
2019-04-24,100.46
2019-04-25,99.52
2019-04-26,100.98
2019-04-29,100.82
2019-04-30,100.96
2019-05-01,100.78
2019-05-02,99.25
2019-05-03,99.15
2019-05-06,98.38
2019-05-07,97.54
2019-05-08,97.54
2019-05-09,96.87
2019-05-10,97.19
2019-05-13,95.35
2019-05-14,95.82
2019-05-15,96.04
2019-05-16,96.58
2019-05-17,95.8
2019-05-20,95.07
2019-05-21,95.66
2019-05-22,96.13
2019-05-23,95.19
2019-05-24,94.65
2019-05-28,94.99
2019-05-29,94.39
2019-05-30,94.74
2019-05-31,94.12
2019-06-03,93.48
2019-06-04,94.36
2019-06-05,94.93
2019-06-06,95.36
2019-06-07,95.86
2019-06-10,95.98
2019-06-11,95.84
2019-06-12,96.54
2019-06-13,96.75
2019-06-14,96.79
2019-06-17,97.11
2019-06-18,97.7
2019-06-19,98.94
2019-06-20,99.38
2019-06-21,99.79
2019-06-24,99.58
2019-06-25,98.16
2019-06-26,97.4
2019-06-27,97.72
2019-06-28,98.14
2019-07-01,98.38
2019-07-02,99.29
2019-07-03,99.69
2019-07-05,99.83
2019-07-08,98.98
2019-07-09,98.96
2019-07-10,99.64
2019-07-11,99.69
2019-07-12,100.84
2019-07-15,101.53
2019-07-16,100.85
2019-07-17,100.57
2019-07-18,101.73
2019-07-19,101.21
2019-07-22,101.54
2019-07-23,100.88
2019-07-24,100.72
2019-07-25,95.07
2019-07-26,95.59
2019-07-29,95.31
2019-07-30,95.13
2019-07-31,94.24
2019-08-01,94.25
2019-08-02,93.54
2019-08-05,92.03
2019-08-06,91.61
2019-08-07,91.4
2019-08-08,92.42
2019-08-09,91.98
2019-08-12,91.22
2019-08-13,92.3
2019-08-14,91.29
2019-08-15,91.51
2019-08-16,92.44
2019-08-19,92.51
2019-08-20,91.89
2019-08-21,92.71
2019-08-22,92.94
2019-08-23,91.46
2019-08-26,92.19
2019-08-27,92.41
2019-08-28,92.12
2019-08-29,92.76
2019-08-30,92.98
2019-09-03,92.9
2019-09-04,93.17
2019-09-05,94.35
2019-09-06,94.41
2019-09-09,94.97
2019-09-10,95.76
2019-09-11,96.5
2019-09-12,96.53
2019-09-13,95.95
2019-09-16,96.64
2019-09-17,95.72
2019-09-18,96.72
2019-09-19,96.45
2019-09-20,96.97
2019-09-23,96.25
2019-09-24,95.16
2019-09-25,95.97
2019-09-26,95.84
2019-09-27,95.81
2019-09-30,96.52
2019-10-01,96.03
2019-10-02,95.18
2019-10-03,95.69
2019-10-04,96.51
2019-10-07,96.8
2019-10-08,95.78
2019-10-09,96.59
2019-10-10,96.96
2019-10-11,98.22
2019-10-14,98.29
2019-10-15,99.45
2019-10-16,99.93
2019-10-17,100.79
2019-10-18,101.52
2019-10-21,103.19
2019-10-22,104.1
2019-10-23,103.67
2019-10-24,107.77
2019-10-25,105.64
2019-10-28,106.87
2019-10-29,107.17
2019-10-30,108.82
2019-10-31,108.86
2019-11-01,109.54
2019-11-04,109.25
2019-11-05,108.79
2019-11-06,109.59
2019-11-07,110.11
2019-11-08,110.73
2019-11-11,111.31
2019-11-12,111.43
2019-11-13,111.94
2019-11-14,111.39
2019-11-15,112.59
2019-11-18,112.55
2019-11-19,113.33
2019-11-20,112.92
2019-11-21,113.24
2019-11-22,113.75
2019-11-25,114.04
2019-11-26,113.97
2019-11-27,113.52
2019-11-29,112.81
2019-12-02,111.91
2019-12-03,111.22
2019-12-04,110.87
2019-12-05,110.78
2019-12-06,110.62
2019-12-09,110.33
2019-12-10,109.68
2019-12-11,109.45
2019-12-12,110.3
2019-12-13,110.35
2019-12-16,111.7
2019-12-17,111.21
2019-12-18,111.27
2019-12-19,111.82
2019-12-20,111.06
2019-12-23,110.16
2019-12-24,110.67
2019-12-26,111.26
2019-12-27,110.79
2019-12-30,110.36
2019-12-31,110.9
2020-01-02,111.67
2020-01-03,111.82
2020-01-06,113.01
2020-01-07,112.41
2020-01-08,113.76
2020-01-09,114.05
2020-01-10,113.74
2020-01-13,115.14
2020-01-14,114.96
2020-01-15,115.31
2020-01-16,116.88
2020-01-17,117.22
2020-01-21,117.85
2020-01-22,119.16
2020-01-23,128.48
2020-01-24,128.26
2020-01-27,126.9
2020-01-28,125.55
2020-01-29,123.01
2020-01-30,122.54
2020-01-31,121.22
2020-02-03,122.67
2020-02-04,123.49
2020-02-05,122.75
2020-02-06,122.23
2020-02-07,121.08
2020-02-10,121.82
2020-02-11,121.62
2020-02-12,122.04
2020-02-13,123.0
2020-02-14,122.03
2020-02-18,123.51
2020-02-19,122.25
2020-02-20,119.57
2020-02-21,116.08
2020-02-24,111.94
2020-02-25,108.65
2020-02-26,106.8
2020-02-27,102.97
2020-02-28,103.39
2020-03-02,108.78
2020-03-03,106.4
2020-03-04,110.13
2020-03-05,116.46
2020-03-06,117.91
2020-03-09,115.95
2020-03-10,114.78
2020-03-11,114.8
2020-03-12,105.06
2020-03-13,113.67
2020-03-16,110.74
2020-03-17,127.46
2020-03-18,130.5
2020-03-19,125.31
2020-03-20,119.33
2020-03-23,121.6
2020-03-24,122.0
2020-03-25,126.66
2020-03-26,137.81
2020-03-27,140.04
2020-03-30,145.91
2020-03-31,141.55
2020-04-01,139.14
2020-04-02,142.52
2020-04-03,141.33
2020-04-06,147.14
2020-04-07,145.8
2020-04-08,146.82
2020-04-09,139.4
2020-04-13,139.99
2020-04-14,143.76
2020-04-15,145.09
2020-04-16,150.56
2020-04-17,150.41
2020-04-20,150.67
2020-04-21,146.64
2020-04-22,151.69
2020-04-23,141.56
2020-04-24,146.04
2020-04-27,147.48
2020-04-28,141.19
2020-04-29,139.98
2020-04-30,145.01
2020-05-01,142.58
2020-05-04,146.32
2020-05-05,146.58
2020-05-06,147.72
2020-05-07,150.68
2020-05-08,150.98
2020-05-11,154.02
2020-05-12,146.84
2020-05-13,146.51
2020-05-14,146.06
2020-05-15,146.72
2020-05-18,139.89
2020-05-19,137.17
2020-05-20,137.44
2020-05-21,136.73
2020-05-22,137.04
2020-05-26,138.95
2020-05-27,139.21
2020-05-28,141.19
2020-05-29,148.12
2020-06-01,146.65
2020-06-02,143.87
2020-06-03,139.57
2020-06-04,139.93
2020-06-05,139.15
2020-06-08,139.89
2020-06-09,140.22
2020-06-10,141.37
2020-06-11,137.88
2020-06-12,140.74
2020-06-15,143.23
2020-06-16,145.46
2020-06-17,145.37
2020-06-18,146.73
2020-06-19,144.6
2020-06-22,144.84
2020-06-23,142.72
2020-06-24,142.17
2020-06-25,140.89
2020-06-26,142.77
2020-06-29,144.82
2020-06-30,147.91
2020-07-01,149.38
2020-07-02,150.06
2020-07-06,150.38
2020-07-07,150.08
2020-07-08,149.69
2020-07-09,152.68
2020-07-10,152.28
2020-07-13,149.08
2020-07-14,153.67
2020-07-15,150.82
2020-07-16,151.87
2020-07-17,155.83
