date,TSS
2016-06-01,53.69
2016-06-02,53.93
2016-06-03,53.47
2016-06-06,53.5
2016-06-07,53.72
2016-06-08,53.75
2016-06-09,53.37
2016-06-10,52.52
2016-06-13,51.56
2016-06-14,51.98
2016-06-15,52.01
2016-06-16,52.35
2016-06-17,52.4
2016-06-20,53.02
2016-06-21,52.72
2016-06-22,52.39
2016-06-23,52.78
2016-06-24,50.47
2016-06-27,49.25
2016-06-28,50.81
2016-06-29,51.32
2016-06-30,53.11
2016-07-01,52.85
2016-07-05,52.64
2016-07-06,52.57
2016-07-07,52.61
2016-07-08,54.01
2016-07-11,54.28
2016-07-12,54.72
2016-07-13,54.62
2016-07-14,54.88
2016-07-15,54.75
2016-07-18,54.89
2016-07-19,55.06
2016-07-20,55.62
2016-07-21,54.97
2016-07-22,55.56
2016-07-25,55.95
2016-07-26,56.43
2016-07-27,51.33
2016-07-28,52.3
2016-07-29,50.92
2016-08-01,49.79
2016-08-02,48.57
2016-08-03,49.46
2016-08-04,48.98
2016-08-05,49.32
2016-08-08,48.57
2016-08-09,48.29
2016-08-10,48.64
2016-08-11,48.54
2016-08-12,48.83
2016-08-15,48.17
2016-08-16,47.65
2016-08-17,48.12
2016-08-18,48.26
2016-08-19,48.25
2016-08-22,48.5
2016-08-23,48.61
2016-08-24,48.09
2016-08-25,48.28
2016-08-26,48.56
2016-08-29,48.92
2016-08-30,49.18
2016-08-31,49.25
2016-09-01,49.86
2016-09-02,50.86
2016-09-06,50.21
2016-09-07,50.4
2016-09-08,50.24
2016-09-09,49.08
2016-09-12,49.14
2016-09-13,48.19
2016-09-14,47.49
2016-09-15,47.98
2016-09-16,47.06
2016-09-19,46.65
2016-09-20,46.58
2016-09-21,47.27
2016-09-22,47.56
2016-09-23,47.31
2016-09-26,47.1
2016-09-27,47.39
2016-09-28,47.74
2016-09-29,46.72
2016-09-30,47.15
2016-10-03,47.82
2016-10-04,47.19
2016-10-05,48.65
2016-10-06,48.01
2016-10-07,47.29
2016-10-10,47.3
2016-10-11,46.85
2016-10-12,47.62
2016-10-13,46.77
2016-10-14,47.2
2016-10-17,47.01
2016-10-18,48.31
2016-10-19,48.17
2016-10-20,47.8
2016-10-21,47.71
2016-10-24,48.3
2016-10-25,48.23
2016-10-26,50.96
2016-10-27,50.09
2016-10-28,50.07
2016-10-31,49.88
2016-11-01,49.32
2016-11-02,48.71
2016-11-03,48.54
2016-11-04,48.98
2016-11-07,49.38
2016-11-08,49.68
2016-11-09,50.58
2016-11-10,49.83
2016-11-11,49.25
2016-11-14,48.73
2016-11-15,49.29
2016-11-16,50.0
2016-11-17,50.22
2016-11-18,50.32
2016-11-21,51.01
2016-11-22,51.33
2016-11-23,51.54
2016-11-25,51.61
2016-11-28,51.22
2016-11-29,50.6
2016-11-30,49.22
2016-12-01,47.59
2016-12-02,48.03
2016-12-05,48.72
2016-12-06,48.23
2016-12-07,48.54
2016-12-08,49.0
2016-12-09,49.65
2016-12-12,49.51
2016-12-13,49.51
2016-12-14,49.4
2016-12-15,48.89
2016-12-16,50.09
2016-12-19,50.11
2016-12-20,50.55
2016-12-21,50.25
2016-12-22,50.05
2016-12-23,49.99
2016-12-27,49.99
2016-12-28,49.3
2016-12-29,49.25
2016-12-30,49.03
2017-01-03,51.44
2017-01-04,52.32
2017-01-05,52.48
2017-01-06,52.97
2017-01-09,53.4
2017-01-10,53.08
2017-01-11,52.79
2017-01-12,53.25
2017-01-13,53.99
2017-01-17,53.6
2017-01-18,53.79
2017-01-19,53.38
2017-01-20,53.43
2017-01-23,53.06
2017-01-24,53.19
2017-01-25,51.71
2017-01-26,51.25
2017-01-27,51.28
2017-01-30,51.27
2017-01-31,50.68
2017-02-01,50.32
2017-02-02,51.0
2017-02-03,52.87
2017-02-06,52.83
2017-02-07,53.45
2017-02-08,53.59
2017-02-09,53.69
2017-02-10,53.59
2017-02-13,54.03
2017-02-14,54.01
2017-02-15,54.26
2017-02-16,53.95
2017-02-17,54.47
2017-02-21,55.05
2017-02-22,55.03
2017-02-23,55.13
2017-02-24,55.18
2017-02-27,54.99
2017-02-28,54.48
2017-03-01,55.28
2017-03-02,54.87
2017-03-03,54.95
2017-03-06,54.07
2017-03-07,54.26
2017-03-08,54.01
2017-03-09,54.16
2017-03-10,54.95
2017-03-13,54.74
2017-03-14,54.12
2017-03-15,54.02
2017-03-16,53.92
2017-03-17,53.4
2017-03-20,53.24
2017-03-21,51.9
2017-03-22,52.25
2017-03-23,52.28
2017-03-24,51.81
2017-03-27,51.82
2017-03-28,52.73
2017-03-29,53.01
2017-03-30,53.26
2017-03-31,53.46
2017-04-03,52.83
2017-04-04,52.65
2017-04-05,52.72
2017-04-06,52.86
2017-04-07,52.68
2017-04-10,52.81
2017-04-11,52.25
2017-04-12,52.26
2017-04-13,52.12
2017-04-17,52.76
2017-04-18,52.99
2017-04-19,53.52
2017-04-20,53.64
2017-04-21,53.49
2017-04-24,53.81
2017-04-25,54.31
2017-04-26,58.19
2017-04-27,57.88
2017-04-28,57.31
2017-05-01,57.09
2017-05-02,57.45
2017-05-03,57.5
2017-05-04,57.54
2017-05-05,57.46
2017-05-08,58.3
2017-05-09,57.93
2017-05-10,58.06
2017-05-11,57.95
2017-05-12,57.76
2017-05-15,58.66
2017-05-16,58.52
2017-05-17,57.95
2017-05-18,57.77
2017-05-19,58.5
2017-05-22,59.43
2017-05-23,58.77
2017-05-24,59.35
2017-05-25,59.64
2017-05-26,59.58
2017-05-30,59.35
2017-05-31,59.55
2017-06-01,59.49
2017-06-02,59.23
2017-06-05,59.31
2017-06-06,59.35
2017-06-07,59.37
2017-06-08,59.35
2017-06-09,59.47
2017-06-12,59.31
2017-06-13,59.63
2017-06-14,59.24
2017-06-15,59.38
2017-06-16,58.95
2017-06-19,59.11
2017-06-20,58.79
2017-06-21,58.79
2017-06-22,59.22
2017-06-23,58.77
2017-06-26,58.73
2017-06-27,58.43
2017-06-28,58.76
2017-06-29,58.02
2017-06-30,58.25
2017-07-03,57.99
2017-07-05,58.39
2017-07-06,57.62
2017-07-07,58.66
2017-07-10,58.89
2017-07-11,59.4
2017-07-12,60.18
2017-07-13,60.66
2017-07-14,60.67
2017-07-17,60.5
2017-07-18,61.53
2017-07-19,61.7
2017-07-20,61.41
2017-07-21,61.57
2017-07-24,62.4
2017-07-25,62.9
2017-07-26,64.02
2017-07-27,63.09
2017-07-28,63.81
2017-07-31,63.46
2017-08-01,64.0
2017-08-02,63.69
2017-08-03,63.72
2017-08-04,64.11
2017-08-07,64.18
2017-08-08,64.03
2017-08-09,64.25
2017-08-10,63.43
2017-08-11,63.06
2017-08-14,63.84
2017-08-15,64.14
2017-08-16,65.41
2017-08-17,64.9
2017-08-18,64.95
2017-08-21,65.88
2017-08-22,66.33
2017-08-23,67.12
2017-08-24,66.7
2017-08-25,66.4
2017-08-28,67.5
2017-08-29,67.77
2017-08-30,68.2
2017-08-31,69.12
2017-09-01,68.95
2017-09-05,68.87
2017-09-06,68.92
2017-09-07,70.04
2017-09-08,69.48
2017-09-11,69.75
2017-09-12,68.78
2017-09-13,67.54
2017-09-14,67.16
2017-09-15,66.7
2017-09-18,66.37
2017-09-19,66.07
2017-09-20,67.45
2017-09-21,68.81
2017-09-22,69.07
2017-09-25,65.64
2017-09-26,65.74
2017-09-27,65.04
2017-09-28,65.03
2017-09-29,65.5
2017-10-02,65.56
2017-10-03,66.06
2017-10-04,66.32
2017-10-05,67.01
2017-10-06,66.86
2017-10-09,67.33
2017-10-10,67.68
2017-10-11,67.57
2017-10-12,67.81
2017-10-13,67.68
2017-10-16,67.68
2017-10-17,67.4
2017-10-18,67.16
2017-10-19,67.33
2017-10-20,67.88
2017-10-23,68.15
2017-10-24,68.18
2017-10-25,70.44
2017-10-26,70.71
2017-10-27,70.51
2017-10-30,70.98
2017-10-31,72.05
2017-11-01,72.14
2017-11-02,72.17
2017-11-03,72.26
2017-11-06,73.66
2017-11-07,72.0
2017-11-08,71.99
2017-11-09,72.23
2017-11-10,72.33
2017-11-13,72.77
2017-11-14,73.41
2017-11-15,73.04
2017-11-16,74.02
2017-11-17,73.78
2017-11-20,73.38
2017-11-21,74.02
2017-11-22,73.77
2017-11-24,74.51
2017-11-27,74.05
2017-11-28,74.16
2017-11-29,72.33
2017-11-30,74.36
2017-12-01,73.88
2017-12-04,73.1
2017-12-05,74.02
2017-12-06,74.81
2017-12-07,75.93
2017-12-08,76.58
2017-12-11,76.62
2017-12-12,77.0
2017-12-13,76.5
2017-12-14,76.63
2017-12-15,77.81
2017-12-18,79.01
2017-12-19,79.67
2017-12-20,79.99
2017-12-21,78.56
2017-12-22,78.8
2017-12-26,79.11
2017-12-27,79.3
2017-12-28,79.7
2017-12-29,79.09
2018-01-02,78.48
2018-01-03,78.78
2018-01-04,79.42
2018-01-05,79.94
2018-01-08,81.14
2018-01-09,80.69
2018-01-10,81.49
2018-01-11,82.18
2018-01-12,82.0
2018-01-16,82.22
2018-01-17,82.94
2018-01-18,82.73
2018-01-19,83.25
2018-01-22,83.75
2018-01-23,83.92
2018-01-24,87.28
2018-01-25,88.28
2018-01-26,88.94
2018-01-29,87.43
2018-01-30,87.68
2018-01-31,88.86
2018-02-01,88.42
2018-02-02,86.83
2018-02-05,84.24
2018-02-06,85.12
2018-02-07,85.37
2018-02-08,81.17
2018-02-09,83.35
2018-02-12,84.04
2018-02-13,84.98
2018-02-14,84.62
2018-02-15,86.25
2018-02-16,87.08
2018-02-20,87.01
2018-02-21,86.56
2018-02-22,86.8
2018-02-23,88.82
2018-02-26,88.85
2018-02-27,87.99
2018-02-28,87.95
2018-03-01,87.22
2018-03-02,87.57
2018-03-05,88.47
2018-03-06,88.91
2018-03-07,89.39
2018-03-08,89.22
2018-03-09,90.74
2018-03-12,89.95
2018-03-13,89.51
2018-03-14,89.86
2018-03-15,89.76
2018-03-16,89.97
2018-03-19,89.18
2018-03-20,89.93
2018-03-21,89.17
2018-03-22,87.22
2018-03-23,85.38
2018-03-26,87.61
2018-03-27,85.59
2018-03-28,84.85
2018-03-29,86.26
2018-04-02,84.74
2018-04-03,85.08
2018-04-04,85.69
2018-04-05,86.86
2018-04-06,83.98
2018-04-09,84.58
2018-04-10,85.53
2018-04-11,84.58
2018-04-12,85.42
2018-04-13,85.48
2018-04-16,86.64
2018-04-17,87.88
2018-04-18,88.26
2018-04-19,88.02
2018-04-20,87.28
2018-04-23,86.77
2018-04-24,85.61
2018-04-25,84.49
2018-04-26,84.64
2018-04-27,83.12
2018-04-30,84.06
2018-05-01,84.41
2018-05-02,83.25
2018-05-03,83.97
2018-05-04,85.21
2018-05-07,86.39
2018-05-08,87.31
2018-05-09,87.82
2018-05-10,88.72
2018-05-11,88.31
2018-05-14,86.69
2018-05-15,86.29
2018-05-16,85.92
2018-05-17,86.26
2018-05-18,86.64
2018-05-21,86.27
2018-05-22,85.38
2018-05-23,85.67
2018-05-24,85.89
2018-05-25,86.12
2018-05-29,85.04
2018-05-30,86.25
2018-05-31,85.19
2018-06-01,86.24
2018-06-04,87.22
2018-06-05,87.19
2018-06-06,88.54
2018-06-07,86.91
2018-06-08,87.14
2018-06-11,86.51
2018-06-12,88.44
2018-06-13,87.8
2018-06-14,87.14
2018-06-15,86.45
2018-06-18,87.84
2018-06-19,87.65
2018-06-20,88.41
2018-06-21,87.33
2018-06-22,87.1
2018-06-25,85.28
2018-06-26,84.55
2018-06-27,82.54
2018-06-28,84.27
2018-06-29,84.52
2018-07-02,85.88
2018-07-03,84.68
2018-07-05,85.51
2018-07-06,86.17
2018-07-09,87.11
2018-07-10,87.33
2018-07-11,88.19
2018-07-12,91.18
2018-07-13,90.28
2018-07-16,88.92
2018-07-17,89.59
2018-07-18,89.58
2018-07-19,89.39
2018-07-20,89.57
2018-07-23,91.3
2018-07-24,90.57
2018-07-25,94.34
2018-07-26,94.8
2018-07-27,93.15
2018-07-30,90.99
2018-07-31,91.54
2018-08-01,91.9
2018-08-02,93.23
2018-08-03,93.13
2018-08-06,93.56
2018-08-07,93.77
2018-08-08,93.28
2018-08-09,93.49
2018-08-10,93.87
2018-08-13,94.09
2018-08-14,94.89
2018-08-15,93.95
2018-08-16,94.51
2018-08-17,94.89
2018-08-20,94.92
2018-08-21,95.1
2018-08-22,95.75
2018-08-23,95.55
2018-08-24,96.61
2018-08-27,96.4
2018-08-28,96.62
2018-08-29,96.94
2018-08-30,96.63
2018-08-31,97.14
2018-09-04,98.12
2018-09-05,96.52
2018-09-06,98.96
2018-09-07,98.02
2018-09-10,98.88
2018-09-11,99.22
2018-09-12,99.47
2018-09-13,99.63
2018-09-14,98.83
2018-09-17,97.19
2018-09-18,97.89
2018-09-19,97.09
2018-09-20,97.23
2018-09-21,97.85
2018-09-24,98.18
2018-09-25,98.78
2018-09-26,98.08
2018-09-27,97.87
2018-09-28,98.74
2018-10-01,98.8
2018-10-02,98.55
2018-10-03,99.0
2018-10-04,96.84
2018-10-05,95.86
2018-10-08,94.93
2018-10-09,95.31
2018-10-10,91.36
2018-10-11,90.15
2018-10-12,93.94
2018-10-15,92.5
2018-10-16,95.57
2018-10-17,95.35
2018-10-18,93.31
2018-10-19,92.91
2018-10-22,93.42
2018-10-23,92.63
2018-10-24,91.06
2018-10-25,93.66
2018-10-26,91.48
2018-10-29,89.27
2018-10-30,88.87
2018-10-31,91.15
2018-11-01,91.82
2018-11-02,90.58
2018-11-05,90.27
2018-11-06,90.61
2018-11-07,92.97
2018-11-08,92.4
2018-11-09,91.97
2018-11-12,90.6
2018-11-13,89.76
2018-11-14,87.79
2018-11-15,89.28
2018-11-16,88.95
2018-11-19,84.45
2018-11-20,83.35
2018-11-21,83.79
2018-11-23,82.69
2018-11-26,83.92
2018-11-27,84.26
2018-11-28,87.84
2018-11-29,87.2
2018-11-30,87.37
2018-12-03,89.46
2018-12-04,85.89
2018-12-06,86.44
2018-12-07,84.89
2018-12-10,85.38
2018-12-11,84.68
2018-12-12,85.75
2018-12-13,85.9
2018-12-14,84.63
2018-12-17,81.97
2018-12-18,81.09
2018-12-19,81.24
2018-12-20,79.1
2018-12-21,77.25
2018-12-24,75.71
2018-12-26,79.35
2018-12-27,80.61
2018-12-28,80.36
2018-12-31,81.29
2019-01-02,80.78
2019-01-03,77.85
2019-01-04,80.99
2019-01-07,81.3
2019-01-08,82.36
2019-01-09,84.2
2019-01-10,84.78
2019-01-11,83.49
2019-01-14,84.16
2019-01-15,84.67
2019-01-16,86.4
2019-01-17,86.21
2019-01-18,87.94
2019-01-22,86.93
2019-01-23,87.41
2019-01-24,87.75
2019-01-25,88.31
2019-01-28,87.83
2019-01-29,86.98
2019-01-30,90.28
2019-01-31,89.61
2019-02-01,90.89
2019-02-04,91.76
2019-02-05,92.42
2019-02-06,91.61
2019-02-07,90.84
2019-02-08,91.82
2019-02-11,91.34
2019-02-12,91.73
2019-02-13,91.93
2019-02-14,92.1
2019-02-15,92.78
2019-02-19,92.78
2019-02-20,93.67
2019-02-21,93.24
2019-02-22,93.79
2019-02-25,93.86
2019-02-26,93.29
2019-02-27,93.6
2019-02-28,94.4
2019-03-01,95.24
2019-03-04,94.24
2019-03-05,93.71
2019-03-06,93.51
2019-03-07,93.01
2019-03-08,93.08
2019-03-11,93.93
2019-03-12,93.7
2019-03-13,93.79
2019-03-14,93.75
2019-03-15,94.35
2019-03-18,93.77
2019-03-19,94.07
2019-03-20,92.97
2019-03-21,94.22
2019-03-22,93.33
2019-03-25,92.27
2019-03-26,93.15
2019-03-27,92.61
2019-03-28,92.76
2019-03-29,95.01
2019-04-01,96.17
2019-04-02,95.87
2019-04-03,96.46
2019-04-04,96.77
2019-04-05,97.43
2019-04-08,97.74
2019-04-09,98.04
2019-04-10,98.21
2019-04-11,98.39
2019-04-12,99.22
2019-04-15,99.62
2019-04-16,98.77
2019-04-17,100.09
2019-04-18,100.54
2019-04-22,100.76
2019-04-23,102.24
2019-04-24,99.77
2019-04-25,99.69
2019-04-26,100.68
2019-04-29,101.07
2019-04-30,102.24
2019-05-01,101.19
2019-05-02,101.6
2019-05-03,102.08
2019-05-06,101.6
2019-05-07,99.48
2019-05-08,100.08
2019-05-09,100.14
2019-05-10,100.27
2019-05-13,96.74
2019-05-14,98.3
2019-05-15,99.09
2019-05-16,100.5
2019-05-17,101.3
2019-05-20,100.41
2019-05-21,100.58
2019-05-22,101.25
2019-05-23,99.62
2019-05-24,113.45
2019-05-28,118.84
2019-05-29,118.25
2019-05-30,123.0
2019-05-31,123.53
2019-06-03,119.7
2019-06-04,122.96
2019-06-05,125.93
2019-06-06,126.38
2019-06-07,129.1
2019-06-10,128.83
2019-06-11,127.51
2019-06-12,127.28
2019-06-13,126.68
2019-06-14,127.27
2019-06-17,128.16
2019-06-18,127.24
2019-06-19,128.84
2019-06-20,129.71
2019-06-21,128.93
2019-06-24,128.37
2019-06-25,126.74
2019-06-26,127.16
2019-06-27,128.22
2019-06-28,128.27
