Date,MAS
2015-07-01,20.218122482299805
2015-07-02,20.073530197143555
2015-07-06,19.988468170166016
2015-07-07,20.09054183959961
2015-07-08,19.588703155517578
2015-07-09,19.682626724243164
2015-07-10,20.0498104095459
2015-07-13,20.083965301513672
2015-07-14,20.186433792114258
2015-07-15,19.98149871826172
2015-07-16,19.870487213134766
2015-07-17,19.520383834838867
2015-07-20,19.648473739624023
2015-07-21,19.323984146118164
2015-07-22,19.708242416381836
2015-07-23,20.32306480407715
2015-07-24,19.95587921142578
2015-07-27,19.77655601501465
2015-07-28,21.885711669921875
2015-07-29,22.55176544189453
2015-07-30,22.543224334716797
2015-07-31,22.53468894958496
2015-08-03,22.577381134033203
2015-08-04,22.594453811645508
2015-08-05,22.372446060180664
2015-08-06,22.577381134033203
2015-08-07,22.910404205322266
2015-08-10,23.004331588745117
2015-08-11,23.14096450805664
2015-08-12,23.132423400878906
2015-08-13,23.08972930908203
2015-08-14,23.243436813354492
2015-08-17,23.58499526977539
2015-08-18,24.208356857299805
2015-08-19,23.986331939697266
2015-08-20,23.269054412841797
2015-08-21,22.654239654541016
2015-08-24,21.595388412475586
2015-08-25,21.25381851196289
2015-08-26,21.988183975219727
2015-08-27,22.449298858642578
2015-08-28,22.449298858642578
2015-08-31,22.398059844970703
2015-09-01,21.894254684448242
2015-09-02,22.372446060180664
2015-09-03,22.705467224121094
2015-09-04,22.398059844970703
2015-09-08,22.850631713867188
2015-09-09,22.714008331298828
2015-09-10,22.927488327026367
2015-09-11,23.149505615234375
2015-09-14,23.14096450805664
2015-09-15,23.482524871826172
2015-09-16,23.525218963623047
2015-09-17,23.525218963623047
2015-09-18,23.277587890625
2015-09-21,23.303205490112305
2015-09-22,22.790861129760742
2015-09-23,22.671308517456055
2015-09-24,22.457828521728516
2015-09-25,22.363906860351562
2015-09-28,21.877178192138672
2015-09-29,20.989107131958008
2015-09-30,21.501455307006836
2015-10-01,21.91986846923828
2015-10-02,22.11627197265625
2015-10-05,22.594453811645508
2015-10-06,22.654239654541016
2015-10-07,22.949899673461914
2015-10-08,22.949899673461914
2015-10-09,23.14699935913086
2015-10-12,23.232694625854492
2015-10-13,22.82135009765625
2015-10-14,22.409992218017578
2015-10-15,22.607093811035156
2015-10-16,22.641382217407227
2015-10-19,22.75278663635254
2015-10-20,22.855621337890625
2015-10-21,23.009878158569336
2015-10-22,23.678319931030273
2015-10-23,23.626907348632812
2015-10-26,23.652618408203125
2015-10-27,24.303924560546875
2015-10-28,25.066631317138672
2015-10-29,24.578153610229492
2015-10-30,24.852380752563477
2015-11-02,25.152328491210938
2015-11-03,25.19517707824707
2015-11-04,24.86952781677246
2015-11-05,25.066631317138672
2015-11-06,24.509592056274414
2015-11-09,24.346771240234375
2015-11-10,24.680988311767578
2015-11-11,24.989500045776367
2015-11-12,24.569583892822266
2015-11-13,24.252504348754883
2015-11-16,24.66385269165039
2015-11-17,25.126615524291992
2015-11-18,25.572256088256836
2015-11-19,25.666513442993164
2015-11-20,25.8721923828125
2015-11-23,25.84648323059082
2015-11-24,25.8721923828125
2015-11-25,26.13785171508789
2015-11-27,25.92360496520996
2015-11-30,25.63223648071289
2015-12-01,26.069299697875977
2015-12-02,25.85505485534668
2015-12-03,25.289447784423828
2015-12-04,25.726505279541016
2015-12-07,25.657947540283203
2015-12-08,25.495119094848633
2015-12-09,25.109479904174805
2015-12-10,25.066631317138672
2015-12-11,24.81810760498047
2015-12-14,25.040918350219727
2015-12-15,24.689559936523438
2015-12-16,25.22089195251465
2015-12-17,24.312488555908203
2015-12-18,23.892568588256836
2015-12-21,24.029678344726562
2015-12-22,24.26107406616211
2015-12-23,24.32106590270996
2015-12-24,24.37247657775879
2015-12-28,24.432470321655273
2015-12-29,24.45817756652832
2015-12-30,24.346771240234375
2015-12-31,24.252504348754883
2016-01-04,23.824012756347656
2016-01-05,23.729745864868164
2016-01-06,23.54485511779785
2016-01-07,22.469951629638672
2016-01-08,21.953990936279297
2016-01-11,21.62721824645996
2016-01-12,21.945390701293945
2016-01-13,21.102657318115234
2016-01-14,21.455236434936523
2016-01-15,21.34343910217285
2016-01-19,21.24884605407715
2016-01-20,20.861879348754883
2016-01-21,21.420833587646484
2016-01-22,21.988388061523438
2016-01-25,21.81639862060547
2016-01-26,22.074378967285156
2016-01-27,22.160371780395508
2016-01-28,21.859399795532227
2016-01-29,22.693525314331055
2016-02-01,22.5903377532959
2016-02-02,21.55841636657715
2016-02-03,21.72180938720703
2016-02-04,21.833602905273438
2016-02-05,20.896272659301758
2016-02-08,20.173938751220703
2016-02-09,21.833602905273438
2016-02-10,21.93678855895996
2016-02-11,21.472429275512695
2016-02-12,22.203371047973633
2016-02-16,22.727924346923828
2016-02-17,23.41586685180664
2016-02-18,23.243885040283203
2016-02-19,23.75124168395996
2016-02-22,23.897432327270508
2016-02-23,24.38759422302246
2016-02-24,24.662761688232422
2016-02-25,24.860553741455078
2016-02-26,24.7143611907959
2016-02-29,24.2500057220459
2016-03-01,25.109928131103516
2016-03-02,24.998140335083008
2016-03-03,24.91214370727539
2016-03-04,24.92934226989746
2016-03-07,24.903545379638672
2016-03-08,25.05833625793457
2016-03-09,25.13572883605957
2016-03-10,25.041139602661133
2016-03-11,25.359312057495117
2016-03-14,25.376506805419922
2016-03-15,25.643095016479492
2016-03-16,25.780672073364258
2016-03-17,26.279436111450195
2016-03-18,26.460018157958984
2016-03-21,26.537410736083984
2016-03-22,26.71799087524414
2016-03-23,26.606203079223633
2016-03-24,26.563213348388672
2016-03-28,26.829788208007812
2016-03-29,27.027572631835938
2016-03-30,27.17376136779785
2016-03-31,27.04477310180664
2016-04-01,27.552135467529297
2016-04-04,27.242557525634766
2016-04-05,27.0877685546875
2016-04-06,27.359468460083008
2016-04-07,27.083459854125977
2016-04-08,27.368087768554688
2016-04-11,27.143829345703125
2016-04-12,27.411216735839844
2016-04-13,27.782106399536133
2016-04-14,27.738977432250977
2016-04-15,27.842477798461914
2016-04-18,27.945987701416016
2016-04-19,27.945987701416016
2016-04-20,28.221986770629883
2016-04-21,27.85973358154297
2016-04-22,28.00636100769043
2016-04-25,27.807971954345703
2016-04-26,27.238704681396484
2016-04-27,27.333587646484375
2016-04-28,26.876445770263672
2016-04-29,26.488306045532227
2016-05-02,27.066204071044922
2016-05-03,26.49693489074707
2016-05-04,26.462432861328125
2016-05-05,26.72981071472168
2016-05-06,27.34221076965332
2016-05-09,27.359468460083008
2016-05-10,27.773483276367188
2016-05-11,27.247329711914062
2016-05-12,27.040325164794922
2016-05-13,26.893693923950195
2016-05-16,27.169708251953125
2016-05-17,27.031705856323242
2016-05-18,26.94545555114746
2016-05-19,27.040325164794922
2016-05-20,27.411216735839844
2016-05-23,27.057579040527344
2016-05-24,27.937360763549805
2016-05-25,28.092615127563477
2016-05-26,27.920114517211914
2016-05-27,28.1357421875
2016-05-31,28.152992248535156
2016-06-01,28.0581111907959
2016-06-02,27.713106155395508
2016-06-03,27.62684440612793
2016-06-06,27.238704681396484
2016-06-07,27.54059410095215
2016-06-08,27.60959815979004
2016-06-09,27.462968826293945
2016-06-10,26.94545555114746
2016-06-13,26.60906219482422
2016-06-14,26.22954559326172
2016-06-15,26.039796829223633
2016-06-16,26.453811645507812
2016-06-17,26.64356231689453
2016-06-20,27.057579040527344
2016-06-21,27.0489559173584
2016-06-22,26.919572830200195
2016-06-23,27.15245246887207
2016-06-24,26.03116798400879
2016-06-27,25.254886627197266
2016-06-28,25.806907653808594
2016-06-29,26.281293869018555
2016-06-30,26.686683654785156
2016-07-01,26.78156280517578
2016-07-05,26.350303649902344
2016-07-06,26.752634048461914
2016-07-07,26.99489402770996
2016-07-08,27.87741470336914
2016-07-11,28.379241943359375
2016-07-12,28.898374557495117
2016-07-13,29.201204299926758
2016-07-14,29.434816360473633
2016-07-15,29.48672866821289
2016-07-18,29.33099365234375
2016-07-19,29.235803604125977
2016-07-20,29.70302963256836
2016-07-21,28.85511589050293
2016-07-22,29.235803604125977
2016-07-25,29.61651039123535
2016-07-26,31.018169403076172
2016-07-27,31.528654098510742
2016-07-28,31.900699615478516
2016-07-29,31.563257217407227
2016-08-01,31.459430694580078
2016-08-02,31.442121505737305
2016-08-03,31.63248062133789
2016-08-04,31.390209197998047
2016-08-05,31.7276554107666
2016-08-08,31.563257217407227
2016-08-09,31.346948623657227
2016-08-10,31.398866653442383
2016-08-11,31.303686141967773
2016-08-12,31.208513259887695
2016-08-15,31.27774429321289
2016-08-16,30.7239933013916
2016-08-17,30.689380645751953
2016-08-18,30.46442413330078
2016-08-19,30.455774307250977
2016-08-22,30.61151885986328
