Date,DG
2015-07-01,78.68000030517578
2015-07-02,78.86000061035156
2015-07-06,78.79000091552734
2015-07-07,79.3499984741211
2015-07-08,78.41000366210938
2015-07-09,78.19000244140625
2015-07-10,79.47000122070312
2015-07-13,80.18000030517578
2015-07-14,79.55999755859375
2015-07-15,79.45999908447266
2015-07-16,80.27999877929688
2015-07-17,80.44000244140625
2015-07-20,81.18000030517578
2015-07-21,80.16999816894531
2015-07-22,80.41000366210938
2015-07-23,79.81999969482422
2015-07-24,79.41000366210938
2015-07-27,78.88999938964844
2015-07-28,78.69999694824219
2015-07-29,79.06999969482422
2015-07-30,80.11000061035156
2015-07-31,80.37000274658203
2015-08-03,79.93000030517578
2015-08-04,80.01000213623047
2015-08-05,80.68000030517578
2015-08-06,79.23999786376953
2015-08-07,78.37000274658203
2015-08-10,78.76000213623047
2015-08-11,78.70999908447266
2015-08-12,78.23999786376953
2015-08-13,79.19000244140625
2015-08-14,79.2300033569336
2015-08-17,79.4000015258789
2015-08-18,80.08999633789062
2015-08-19,80.4800033569336
2015-08-20,80.22000122070312
2015-08-21,76.97000122070312
2015-08-24,74.66999816894531
2015-08-25,73.7300033569336
2015-08-26,76.70999908447266
2015-08-27,74.2699966430664
2015-08-28,74.83999633789062
2015-08-31,74.48999786376953
2015-09-01,71.81999969482422
2015-09-02,72.25
2015-09-03,72.16000366210938
2015-09-04,72.55999755859375
2015-09-08,73.05000305175781
2015-09-09,71.9800033569336
2015-09-10,69.9000015258789
2015-09-11,70.36000061035156
2015-09-14,69.0999984741211
2015-09-15,70.05999755859375
2015-09-16,71.01000213623047
2015-09-17,71.38999938964844
2015-09-18,70.22000122070312
2015-09-21,70.8499984741211
2015-09-22,71.19000244140625
2015-09-23,71.75
2015-09-24,72.33999633789062
2015-09-25,71.80000305175781
2015-09-28,70.45999908447266
2015-09-29,70.33000183105469
2015-09-30,72.44000244140625
2015-10-01,71.44000244140625
2015-10-02,71.31999969482422
2015-10-05,71.1500015258789
2015-10-06,68.72000122070312
2015-10-07,67.44999694824219
2015-10-08,66.19999694824219
2015-10-09,67.2300033569336
2015-10-12,68.5199966430664
2015-10-13,67.97000122070312
2015-10-14,65.11000061035156
2015-10-15,66.38999938964844
2015-10-16,67.1500015258789
2015-10-19,67.08000183105469
2015-10-20,67.02999877929688
2015-10-21,67.55000305175781
2015-10-22,66.94999694824219
2015-10-23,65.75
2015-10-26,65.95999908447266
2015-10-27,65.33999633789062
2015-10-28,67.4800033569336
2015-10-29,67.29000091552734
2015-10-30,67.7699966430664
2015-11-02,68.73999786376953
2015-11-03,68.54000091552734
2015-11-04,67.77999877929688
2015-11-05,68.2300033569336
2015-11-06,67.81999969482422
2015-11-09,66.97000122070312
2015-11-10,66.04000091552734
2015-11-11,62.650001525878906
2015-11-12,63.349998474121094
2015-11-13,60.02000045776367
2015-11-16,61.040000915527344
2015-11-17,62.77000045776367
2015-11-18,63.150001525878906
2015-11-19,62.61000061035156
2015-11-20,64.05999755859375
2015-11-23,64.30999755859375
2015-11-24,65.5999984741211
2015-11-25,65.16999816894531
2015-11-27,65.01000213623047
2015-11-30,65.41000366210938
2015-12-01,65.72000122070312
2015-12-02,65.3499984741211
2015-12-03,68.12000274658203
2015-12-04,69.12000274658203
2015-12-07,69.5999984741211
2015-12-08,71.20999908447266
2015-12-09,71.0
2015-12-10,71.13999938964844
2015-12-11,70.3499984741211
2015-12-14,71.01000213623047
2015-12-15,70.95999908447266
2015-12-16,71.83000183105469
2015-12-17,71.54000091552734
2015-12-18,71.54000091552734
2015-12-21,71.55999755859375
2015-12-22,72.05999755859375
2015-12-23,72.12000274658203
2015-12-24,72.22000122070312
2015-12-28,71.98999786376953
2015-12-29,72.69000244140625
2015-12-30,72.0999984741211
2015-12-31,71.87000274658203
2016-01-04,72.41000366210938
2016-01-05,72.83000183105469
2016-01-06,72.70999908447266
2016-01-07,71.83999633789062
2016-01-08,71.45999908447266
2016-01-11,69.63999938964844
2016-01-12,70.7300033569336
2016-01-13,68.4800033569336
2016-01-14,68.38999938964844
2016-01-15,68.87999725341797
2016-01-19,70.33999633789062
2016-01-20,70.2300033569336
2016-01-21,70.80999755859375
2016-01-22,71.86000061035156
2016-01-25,72.18000030517578
2016-01-26,73.69000244140625
2016-01-27,74.04000091552734
2016-01-28,73.4000015258789
2016-01-29,75.05999755859375
2016-02-01,76.3499984741211
2016-02-02,76.33999633789062
2016-02-03,75.0999984741211
2016-02-04,72.86000061035156
2016-02-05,71.66000366210938
2016-02-08,69.70999908447266
2016-02-09,69.5199966430664
2016-02-10,69.66999816894531
2016-02-11,68.75
2016-02-12,70.45999908447266
2016-02-16,73.04000091552734
2016-02-17,74.2699966430664
2016-02-18,72.5999984741211
2016-02-19,72.0
2016-02-22,72.77999877929688
2016-02-23,74.11000061035156
2016-02-24,75.08000183105469
2016-02-25,76.2699966430664
2016-02-26,76.0199966430664
2016-02-29,74.25
2016-03-01,75.55000305175781
2016-03-02,74.79000091552734
2016-03-03,75.0199966430664
2016-03-04,74.87999725341797
2016-03-07,74.58000183105469
2016-03-08,74.23999786376953
2016-03-09,75.20999908447266
2016-03-10,83.2300033569336
2016-03-11,85.01000213623047
2016-03-14,85.80999755859375
2016-03-15,85.04000091552734
2016-03-16,84.66999816894531
2016-03-17,84.13999938964844
2016-03-18,84.04000091552734
2016-03-21,84.62000274658203
2016-03-22,83.9000015258789
2016-03-23,84.51000213623047
2016-03-24,83.94999694824219
2016-03-28,86.08000183105469
2016-03-29,86.18000030517578
2016-03-30,86.13999938964844
2016-03-31,85.5999984741211
2016-04-01,87.30999755859375
2016-04-04,86.16999816894531
2016-04-05,84.66000366210938
2016-04-06,84.5999984741211
2016-04-07,83.72000122070312
2016-04-08,82.30999755859375
2016-04-11,82.2699966430664
2016-04-12,83.3499984741211
2016-04-13,83.29000091552734
2016-04-14,82.70999908447266
2016-04-15,82.80000305175781
2016-04-18,83.73999786376953
2016-04-19,83.48999786376953
2016-04-20,82.54000091552734
2016-04-21,82.97000122070312
2016-04-22,81.44000244140625
2016-04-25,82.0
2016-04-26,82.30000305175781
2016-04-27,82.69000244140625
2016-04-28,80.95999908447266
2016-04-29,81.91000366210938
2016-05-02,82.5
2016-05-03,82.93000030517578
2016-05-04,84.0
2016-05-05,82.62000274658203
2016-05-06,83.2699966430664
2016-05-09,85.08000183105469
2016-05-10,84.31999969482422
2016-05-11,83.0999984741211
2016-05-12,83.69000244140625
2016-05-13,81.54000091552734
2016-05-16,82.87999725341797
2016-05-17,81.16999816894531
2016-05-18,79.70999908447266
2016-05-19,82.0
2016-05-20,81.62000274658203
2016-05-23,81.22000122070312
2016-05-24,83.41999816894531
2016-05-25,84.12999725341797
2016-05-26,88.01000213623047
2016-05-27,89.87999725341797
2016-05-31,89.9000015258789
2016-06-01,90.73999786376953
2016-06-02,90.9000015258789
2016-06-03,91.80000305175781
2016-06-06,90.87000274658203
2016-06-07,90.55999755859375
2016-06-08,90.87999725341797
2016-06-09,91.69000244140625
2016-06-10,91.44000244140625
2016-06-13,90.73999786376953
2016-06-14,90.58000183105469
2016-06-15,90.4800033569336
2016-06-16,90.80999755859375
2016-06-17,90.05000305175781
2016-06-20,90.9800033569336
2016-06-21,91.45999908447266
2016-06-22,91.94000244140625
2016-06-23,91.68000030517578
2016-06-24,92.12999725341797
2016-06-27,93.51000213623047
2016-06-28,92.9000015258789
2016-06-29,93.80000305175781
2016-06-30,94.0
2016-07-01,93.4800033569336
2016-07-05,93.5999984741211
2016-07-06,94.51000213623047
2016-07-07,93.77999877929688
2016-07-08,94.31999969482422
2016-07-11,94.23999786376953
2016-07-12,93.04000091552734
2016-07-13,92.43000030517578
2016-07-14,92.62999725341797
2016-07-15,91.70999908447266
2016-07-18,92.81999969482422
2016-07-19,93.1500015258789
2016-07-20,93.81999969482422
2016-07-21,94.04000091552734
2016-07-22,95.1500015258789
2016-07-25,95.9800033569336
2016-07-26,96.70999908447266
2016-07-27,95.06999969482422
2016-07-28,95.06999969482422
2016-07-29,94.73999786376953
2016-08-01,94.05999755859375
2016-08-02,93.16000366210938
2016-08-03,93.7699966430664
2016-08-04,93.12000274658203
2016-08-05,94.37000274658203
2016-08-08,92.98999786376953
2016-08-09,92.04000091552734
2016-08-10,93.0199966430664
2016-08-11,92.72000122070312
2016-08-12,92.91000366210938
2016-08-15,92.12999725341797
2016-08-16,89.48999786376953
2016-08-17,90.91999816894531
2016-08-18,91.69000244140625
2016-08-19,90.8499984741211
2016-08-22,90.80000305175781
2016-08-23,91.48999786376953
2016-08-24,91.79000091552734
2016-08-25,75.61000061035156
2016-08-26,75.5
2016-08-29,77.48999786376953
2016-08-30,75.6500015258789
2016-08-31,73.41000366210938
2016-09-01,73.77999877929688
2016-09-02,73.31999969482422
2016-09-06,72.0
2016-09-07,71.75
2016-09-08,70.66999816894531
2016-09-09,70.58000183105469
2016-09-12,71.7699966430664
2016-09-13,70.37999725341797
2016-09-14,71.51000213623047
2016-09-15,72.52999877929688
2016-09-16,71.91000366210938
2016-09-19,71.83000183105469
2016-09-20,71.72000122070312
2016-09-21,72.18000030517578
2016-09-22,71.88999938964844
2016-09-23,72.08999633789062
2016-09-26,71.69000244140625
2016-09-27,71.5999984741211
2016-09-28,70.5
2016-09-29,69.31999969482422
2016-09-30,69.98999786376953
2016-10-03,69.69999694824219
2016-10-04,68.05000305175781
2016-10-05,66.97000122070312
2016-10-06,69.05000305175781
2016-10-07,69.66000366210938
2016-10-10,69.41000366210938
2016-10-11,68.69999694824219
