Date,MCK
2015-07-01,208.0897216796875
2015-07-02,206.68881225585938
2015-07-06,206.9838104248047
2015-07-07,210.3477783203125
2015-07-08,206.92843627929688
2015-07-09,209.12193298339844
2015-07-10,211.5736083984375
2015-07-13,213.29708862304688
2015-07-14,215.50901794433594
2015-07-15,216.0712127685547
2015-07-16,216.60577392578125
2015-07-17,216.08961486816406
2015-07-20,216.17259216308594
2015-07-21,214.2740020751953
2015-07-22,216.7071075439453
2015-07-23,211.4998016357422
2015-07-24,208.90077209472656
2015-07-27,207.1496124267578
2015-07-28,208.97451782226562
2015-07-29,209.0758819580078
2015-07-30,200.3294677734375
2015-07-31,203.28794860839844
2015-08-03,205.96994018554688
2015-08-04,205.444580078125
2015-08-05,205.8961944580078
2015-08-06,201.27877807617188
2015-08-07,199.20498657226562
2015-08-10,200.31101989746094
2015-08-11,198.6336212158203
2015-08-12,198.3202362060547
2015-08-13,197.50001525878906
2015-08-14,198.41244506835938
2015-08-17,199.34327697753906
2015-08-18,198.62440490722656
2015-08-19,198.62440490722656
2015-08-20,193.9977264404297
2015-08-21,186.66136169433594
2015-08-24,182.30203247070312
2015-08-25,173.6753387451172
2015-08-26,182.3849334716797
2015-08-27,183.28811645507812
2015-08-28,185.3279266357422
2015-08-31,182.3560028076172
2015-09-01,180.69464111328125
2015-09-02,181.82064819335938
2015-09-03,179.94711303710938
2015-09-04,177.96278381347656
2015-09-08,180.3347625732422
2015-09-09,177.9904327392578
2015-09-10,180.07632446289062
2015-09-11,182.41139221191406
2015-09-14,181.46070861816406
2015-09-15,184.96792602539062
2015-09-16,188.50286865234375
2015-09-17,188.92735290527344
2015-09-18,188.0321044921875
2015-09-21,185.78941345214844
2015-09-22,183.64813232421875
2015-09-23,182.94668579101562
2015-09-24,182.0421600341797
2015-09-25,177.4182586669922
2015-09-28,170.06234741210938
2015-09-29,170.5330352783203
2015-09-30,170.7730255126953
2015-10-01,171.73287963867188
2015-10-02,172.1666259765625
2015-10-05,175.09239196777344
2015-10-06,169.82235717773438
2015-10-07,170.7268524169922
2015-10-08,171.93589782714844
2015-10-09,175.31393432617188
2015-10-12,175.92303466796875
2015-10-13,177.12289428710938
2015-10-14,175.15699768066406
2015-10-15,178.82113647460938
2015-10-16,180.16860961914062
2015-10-19,179.8363800048828
2015-10-20,174.7416534423828
2015-10-21,172.24049377441406
2015-10-22,167.45962524414062
2015-10-23,172.5542755126953
2015-10-26,174.93553161621094
2015-10-27,167.68113708496094
2015-10-28,168.35488891601562
2015-10-29,171.89898681640625
2015-10-30,165.02305603027344
2015-11-02,166.72128295898438
2015-11-03,169.2409210205078
2015-11-04,167.88417053222656
2015-11-05,171.6129150390625
2015-11-06,169.5915985107422
2015-11-09,169.01943969726562
2015-11-10,170.43153381347656
2015-11-11,169.3332061767578
2015-11-12,166.22293090820312
2015-11-13,166.029052734375
2015-11-16,168.29953002929688
2015-11-17,171.18833923339844
2015-11-18,174.6863250732422
2015-11-19,171.07760620117188
2015-11-20,175.064697265625
2015-11-23,175.08316040039062
2015-11-24,175.17543029785156
2015-11-25,174.96316528320312
2015-11-27,175.9521942138672
2015-11-30,175.01873779296875
2015-12-01,176.7748260498047
2015-12-02,175.61016845703125
2015-12-03,175.89671325683594
2015-12-04,176.11859130859375
2015-12-07,174.67669677734375
2015-12-08,174.61195373535156
2015-12-09,172.9019775390625
2015-12-10,176.06312561035156
2015-12-11,175.81353759765625
2015-12-14,176.15560913085938
2015-12-15,172.98516845703125
2015-12-16,176.28494262695312
2015-12-17,175.637939453125
2015-12-18,178.7620849609375
2015-12-21,180.51832580566406
2015-12-22,182.36691284179688
2015-12-23,185.32470703125
2015-12-24,184.31724548339844
2015-12-28,185.11216735839844
2015-12-29,185.15834045410156
2015-12-30,183.69793701171875
2015-12-31,182.30223083496094
2016-01-04,179.9359588623047
2016-01-05,180.70310974121094
2016-01-06,178.48483276367188
2016-01-07,173.59515380859375
2016-01-08,168.5853729248047
2016-01-11,151.17138671875
2016-01-12,151.59654235839844
2016-01-13,145.8935546875
2016-01-14,152.3082275390625
2016-01-15,152.5115966796875
2016-01-19,156.6156005859375
2016-01-20,157.1331787109375
2016-01-21,157.549072265625
2016-01-22,157.29957580566406
2016-01-25,157.29034423828125
2016-01-26,158.04830932617188
2016-01-27,154.28631591796875
2016-01-28,148.00096130371094
2016-01-29,148.79588317871094
2016-02-01,147.2152862548828
2016-02-02,143.26852416992188
2016-02-03,140.83750915527344
2016-02-04,142.16851806640625
2016-02-05,142.67694091796875
2016-02-08,139.99644470214844
2016-02-09,138.9982147216797
2016-02-10,141.41065979003906
2016-02-11,138.6746826171875
2016-02-12,139.59902954101562
2016-02-16,141.04095458984375
2016-02-17,143.79534912109375
2016-02-18,144.1558380126953
2016-02-19,142.59378051757812
2016-02-22,144.59027099609375
2016-02-23,142.3349151611328
2016-02-24,142.96351623535156
2016-02-25,143.6104736328125
2016-02-26,145.17543029785156
2016-02-29,144.10125732421875
2016-03-01,145.05503845214844
2016-03-02,146.94403076171875
2016-03-03,150.6571807861328
2016-03-04,150.7220001220703
2016-03-07,150.97203063964844
2016-03-08,147.04591369628906
2016-03-09,149.8979034423828
2016-03-10,149.19415283203125
2016-03-11,154.08331298828125
2016-03-14,152.77769470214844
2016-03-15,145.6569366455078
2016-03-16,144.453125
2016-03-17,140.462158203125
2016-03-18,146.5921630859375
2016-03-21,145.24951171875
2016-03-22,145.0179901123047
2016-03-23,143.55496215820312
2016-03-24,145.64767456054688
2016-03-28,144.94387817382812
2016-03-29,147.1106414794922
2016-03-30,146.0550994873047
2016-03-31,145.61065673828125
2016-04-01,145.75877380371094
2016-04-04,146.49957275390625
2016-04-05,143.24014282226562
2016-04-06,151.12942504882812
2016-04-07,149.3145294189453
2016-04-08,150.1942138671875
2016-04-11,150.36085510253906
2016-04-12,152.1665802001953
2016-04-13,155.10191345214844
2016-04-14,156.11123657226562
2016-04-15,159.98184204101562
2016-04-18,161.12083435058594
2016-04-19,162.8246307373047
2016-04-20,164.39877319335938
2016-04-21,164.85252380371094
2016-04-22,165.0562286376953
2016-04-25,164.04689025878906
2016-04-26,164.05616760253906
2016-04-27,164.7599334716797
2016-04-28,156.79647827148438
2016-04-29,155.39817810058594
2016-05-02,155.96307373046875
2016-05-03,155.70382690429688
2016-05-04,152.79620361328125
2016-05-05,159.91700744628906
2016-05-06,156.36126708984375
2016-05-09,159.47251892089844
2016-05-10,157.70394897460938
2016-05-11,156.38900756835938
2016-05-12,154.916748046875
2016-05-13,153.64816284179688
2016-05-16,159.7595977783203
2016-05-17,160.6670379638672
2016-05-18,166.57484436035156
2016-05-19,167.56564331054688
2016-05-20,168.79713439941406
2016-05-23,165.42662048339844
2016-05-24,169.2416534423828
2016-05-25,169.3805694580078
2016-05-26,166.27853393554688
2016-05-27,167.8064422607422
2016-05-31,169.5842742919922
2016-06-01,171.13070678710938
2016-06-02,174.1539764404297
2016-06-03,172.92056274414062
2016-06-06,173.57901000976562
2016-06-07,171.53872680664062
2016-06-08,174.10757446289062
2016-06-09,173.31002807617188
2016-06-10,172.00245666503906
2016-06-13,170.3052978515625
2016-06-14,168.36708068847656
2016-06-15,167.7920684814453
2016-06-16,166.69775390625
2016-06-17,164.8708038330078
2016-06-20,166.80905151367188
2016-06-21,166.25267028808594
2016-06-22,168.34852600097656
2016-06-23,170.6391143798828
2016-06-24,164.2123260498047
2016-06-27,160.0948028564453
2016-06-28,163.7579345703125
2016-06-29,170.02708435058594
2016-06-30,173.09674072265625
2016-07-01,174.4414520263672
2016-07-05,173.866455078125
2016-07-06,177.9468994140625
2016-07-07,177.31639099121094
2016-07-08,178.79090881347656
2016-07-11,179.4029541015625
2016-07-12,181.2762451171875
2016-07-13,183.07540893554688
2016-07-14,183.65040588378906
2016-07-15,182.8250274658203
2016-07-18,183.34437561035156
