Date,PG
2015-07-01,58.664424896240234
2015-07-02,58.81894302368164
2015-07-06,58.907249450683594
2015-07-07,60.13618850708008
2015-07-08,59.59897994995117
2015-07-09,59.35613250732422
2015-07-10,59.569576263427734
2015-07-13,60.27599334716797
2015-07-14,60.371646881103516
2015-07-15,60.45261001586914
2015-07-16,60.56296920776367
2015-07-17,60.51884841918945
2015-07-20,60.48200988769531
2015-07-21,60.06992721557617
2015-07-22,59.96831512451172
2015-07-23,59.87187957763672
2015-07-24,59.567684173583984
2015-07-27,59.33026885986328
2015-07-28,59.523155212402344
2015-07-29,59.81250762939453
2015-07-30,57.416175842285156
2015-07-31,56.90423583984375
2015-08-03,56.681640625
2015-08-04,56.31813049316406
2015-08-05,56.21424102783203
2015-08-06,56.19199752807617
2015-08-07,55.99910354614258
2015-08-10,56.666839599609375
2015-08-11,56.54810333251953
2015-08-12,56.674232482910156
2015-08-13,56.22167205810547
2015-08-14,56.10298156738281
2015-08-17,56.03620529174805
2015-08-18,55.73945236206055
2015-08-19,54.9901123046875
2015-08-20,54.83432388305664
2015-08-21,53.29854965209961
2015-08-24,51.29541015625
2015-08-25,50.7612419128418
2015-08-26,52.60116958618164
2015-08-27,53.03148651123047
2015-08-28,52.83115768432617
2015-08-31,52.430511474609375
2015-09-01,51.11736297607422
2015-09-02,51.79249954223633
2015-09-03,51.88152313232422
2015-09-04,51.013511657714844
2015-09-08,51.918617248535156
2015-09-09,50.805755615234375
2015-09-10,50.68705368041992
2015-09-11,50.7612419128418
2015-09-14,50.49415969848633
2015-09-15,51.52540969848633
2015-09-16,52.00765609741211
2015-09-17,52.11151885986328
2015-09-18,51.88893127441406
2015-09-21,52.41569137573242
2015-09-22,52.07443618774414
2015-09-23,52.1263542175293
2015-09-24,52.94245147705078
2015-09-25,53.914344787597656
2015-09-28,53.24663162231445
2015-09-29,53.6249885559082
2015-09-30,53.37275314331055
2015-10-01,53.38017654418945
2015-10-02,53.728858947753906
2015-10-05,54.322391510009766
2015-10-06,54.45594787597656
2015-10-07,54.69335174560547
2015-10-08,55.19784164428711
2015-10-09,55.2572135925293
2015-10-12,55.14591598510742
2015-10-13,54.98268508911133
2015-10-14,55.056884765625
2015-10-15,55.10139083862305
2015-10-16,55.56880569458008
2015-10-19,55.76170349121094
2015-10-20,55.2200927734375
2015-10-21,55.08763122558594
2015-10-22,56.03081130981445
2015-10-23,57.66270446777344
2015-10-26,58.007057189941406
2015-10-27,57.85731887817383
2015-10-28,57.2734375
2015-10-29,57.65519714355469
2015-10-30,57.176151275634766
2015-11-02,57.34081268310547
2015-11-03,57.67767333984375
2015-11-04,57.685157775878906
2015-11-05,57.1836051940918
2015-11-06,56.569786071777344
2015-11-09,56.44252014160156
2015-11-10,56.71947479248047
2015-11-11,56.861724853515625
2015-11-12,55.88857650756836
2015-11-13,55.364566802978516
2015-11-16,56.3676643371582
2015-11-17,56.19548034667969
2015-11-18,56.81680679321289
2015-11-19,57.05634307861328
2015-11-20,56.75693130493164
2015-11-23,56.869205474853516
2015-11-24,57.228515625
2015-11-25,56.81680679321289
2015-11-27,56.667091369628906
2015-11-30,56.0233154296875
2015-12-01,56.84675979614258
2015-12-02,56.73446273803711
2015-12-03,56.697044372558594
2015-12-04,58.26153564453125
2015-12-07,58.66578674316406
2015-12-08,58.20166778564453
2015-12-09,58.164249420166016
2015-12-10,58.23160934448242
2015-12-11,58.224124908447266
2015-12-14,58.60589599609375
2015-12-15,59.64642333984375
2015-12-16,60.627044677734375
2015-12-17,60.10304641723633
2015-12-18,58.48613357543945
2015-12-21,59.09995651245117
2015-12-22,59.58654022216797
2015-12-23,59.82609176635742
2015-12-24,59.72876739501953
2015-12-28,59.82609176635742
2015-12-29,60.15545654296875
2015-12-30,59.93836975097656
2015-12-31,59.44431686401367
2016-01-04,58.66578674316406
2016-01-05,58.852943420410156
2016-01-06,58.284019470214844
2016-01-07,57.77499008178711
2016-01-08,56.869205474853516
