Date,HOT
2015-07-01,82.0
2015-07-02,82.2699966430664
2015-07-06,82.06999969482422
2015-07-07,82.13999938964844
2015-07-08,80.58000183105469
2015-07-09,80.37999725341797
2015-07-10,81.76000213623047
2015-07-13,82.4800033569336
2015-07-14,84.13999938964844
2015-07-15,84.0999984741211
2015-07-16,84.8499984741211
2015-07-17,85.62000274658203
2015-07-20,84.79000091552734
2015-07-21,84.23999786376953
2015-07-22,84.87000274658203
2015-07-23,82.70999908447266
2015-07-24,81.58999633789062
2015-07-27,79.91000366210938
2015-07-28,80.69999694824219
2015-07-29,82.6500015258789
2015-07-30,78.19999694824219
2015-07-31,79.45999908447266
2015-08-03,78.33000183105469
2015-08-04,78.19999694824219
2015-08-05,76.83000183105469
2015-08-06,75.91000366210938
2015-08-07,76.37999725341797
2015-08-10,77.23999786376953
2015-08-11,76.41000366210938
2015-08-12,75.83000183105469
2015-08-13,75.77999877929688
2015-08-14,75.38999938964844
2015-08-17,77.45999908447266
2015-08-18,76.86000061035156
2015-08-19,76.95999908447266
2015-08-20,74.80000305175781
2015-08-21,73.16999816894531
2015-08-24,69.94999694824219
2015-08-25,69.62000274658203
2015-08-26,71.08999633789062
2015-08-27,72.66999816894531
2015-08-28,73.29000091552734
2015-08-31,71.47000122070312
2015-09-04,70.41999816894531
2015-09-08,72.33000183105469
2015-09-09,72.11000061035156
2015-09-10,71.91000366210938
2015-09-11,73.69999694824219
2015-09-14,73.8499984741211
2015-09-15,74.08000183105469
2015-09-16,74.13999938964844
2015-09-17,73.66000366210938
2015-09-18,71.33999633789062
2015-09-21,71.22000122070312
2015-09-22,69.97000122070312
2015-09-23,69.37000274658203
2015-09-24,68.30000305175781
2015-09-25,68.38999938964844
2015-09-28,65.16999816894531
2015-09-29,64.52999877929688
2015-09-30,66.4800033569336
2015-10-26,68.55000305175781
2015-10-27,74.80999755859375
2015-10-28,79.5
2015-10-29,78.87999725341797
2015-11-02,78.68000030517578
2015-11-04,77.68000030517578
2015-12-11,68.06999969482422
2015-12-14,67.62999725341797
2015-12-18,66.08000183105469
2015-12-21,66.13999938964844
2015-12-22,69.31999969482422
2015-12-23,70.16000366210938
2015-12-24,69.83999633789062
2015-12-28,70.19000244140625
2015-12-29,70.87000274658203
2015-12-30,70.12000274658203
2015-12-31,69.27999877929688
2016-01-04,67.77999877929688
2016-01-05,68.0199966430664
