Date,HOT
2016-01-06,65.55000305175781
2016-01-07,63.15999984741211
2016-01-08,63.66999816894531
2016-01-11,64.08999633789062
2016-01-12,64.8499984741211
2016-01-13,60.86000061035156
2016-01-14,61.189998626708984
2016-01-15,59.81999969482422
2016-01-19,59.150001525878906
2016-01-20,59.97999954223633
2016-01-21,61.810001373291016
2016-01-22,62.9900016784668
2016-01-25,60.5099983215332
2016-01-26,62.290000915527344
2016-01-28,60.31999969482422
2016-01-29,62.2400016784668
2016-02-01,62.81999969482422
2016-02-02,60.52000045776367
2016-02-03,60.90999984741211
2016-02-04,62.029998779296875
2016-02-08,60.08000183105469
2016-02-09,61.20000076293945
2016-02-10,62.029998779296875
2016-02-11,62.11000061035156
2016-02-12,64.01000213623047
2016-02-16,65.04000091552734
2016-02-17,66.94999694824219
2016-02-18,65.43000030517578
2016-02-19,66.33000183105469
2016-02-22,67.26000213623047
2016-02-23,66.77999877929688
2016-02-24,67.51000213623047
2016-02-25,68.95999908447266
2016-02-26,69.25
2016-02-29,69.11000061035156
2016-03-01,70.19999694824219
2016-03-02,70.25
2016-03-03,70.06999969482422
2016-03-04,70.55000305175781
2016-03-07,71.0
2016-03-08,69.7699966430664
2016-03-09,69.94000244140625
2016-03-10,69.3499984741211
2016-03-11,70.41999816894531
2016-03-14,75.93000030517578
2016-03-15,76.1500015258789
2016-03-16,76.08999633789062
2016-03-17,76.38999938964844
2016-03-18,80.56999969482422
2016-03-21,84.19000244140625
2016-03-22,83.83999633789062
2016-03-23,82.66999816894531
2016-03-24,82.12999725341797
2016-03-28,83.75
2016-03-29,83.55999755859375
2016-03-30,83.66000366210938
2016-03-31,83.43000030517578
2016-04-01,79.37999725341797
2016-04-04,78.93000030517578
2016-04-05,78.38999938964844
2016-04-06,78.7699966430664
2016-04-07,78.16999816894531
2016-04-08,78.97000122070312
2016-04-11,79.4800033569336
2016-04-12,79.81999969482422
2016-04-13,80.16999816894531
2016-04-14,80.45999908447266
2016-04-15,80.38999938964844
2016-04-18,80.0199966430664
2016-04-19,80.25
2016-04-20,79.91000366210938
2016-04-21,80.52999877929688
2016-04-22,79.01000213623047
2016-04-25,79.66999816894531
2016-04-26,79.54000091552734
2016-04-27,81.0999984741211
2016-04-28,81.36000061035156
2016-04-29,81.87999725341797
2016-05-02,82.12000274658203
2016-05-03,82.29000091552734
2016-05-04,81.55999755859375
2016-05-05,81.36000061035156
2016-05-06,81.33999633789062
2016-05-09,81.26000213623047
2016-05-10,82.62999725341797
2016-05-11,81.47000122070312
2016-05-12,80.88999938964844
2016-05-13,74.12000274658203
2016-05-16,74.76000213623047
2016-05-17,74.3499984741211
2016-05-18,73.23999786376953
2016-05-19,72.63999938964844
2016-05-20,72.68000030517578
2016-05-23,72.58999633789062
2016-05-24,72.93000030517578
2016-05-25,73.41999816894531
2016-05-26,73.05999755859375
2016-05-27,73.70999908447266
2016-05-31,73.43000030517578
2016-06-01,74.33999633789062
2016-06-02,75.37999725341797
2016-06-03,75.0
2016-06-06,74.94000244140625
2016-06-07,74.45999908447266
2016-06-08,74.72000122070312
2016-06-09,74.5199966430664
2016-06-10,73.88999938964844
2016-06-13,73.41999816894531
2016-06-14,72.9800033569336
2016-06-15,73.36000061035156
2016-06-16,73.19000244140625
2016-06-17,73.9000015258789
2016-06-20,75.01000213623047
2016-06-21,74.87999725341797
2016-06-22,74.97000122070312
2016-06-23,75.91999816894531
2016-06-24,71.80000305175781
2016-06-27,69.63999938964844
2016-06-29,72.7300033569336
