Date,DIS
2015-07-01,105.44363403320312
2015-07-02,105.29710388183594
2015-07-06,105.96568298339844
2015-07-07,107.24789428710938
2015-07-08,105.49859619140625
2015-07-09,105.87409973144531
2015-07-10,106.64344024658203
2015-07-13,108.11796569824219
2015-07-14,107.93479919433594
2015-07-15,108.3469467163086
2015-07-16,109.05215454101562
2015-07-17,108.85980987548828
2015-07-20,109.51924896240234
2015-07-21,109.2719497680664
2015-07-22,109.29029083251953
2015-07-23,108.80486297607422
2015-07-24,108.9056167602539
2015-07-27,108.30115509033203
2015-07-28,108.49346923828125
2015-07-29,109.75735473632812
2015-07-30,109.93138885498047
2015-07-31,109.90391540527344
2015-08-03,110.92967224121094
2015-08-04,111.45172882080078
2015-08-05,101.23065948486328
2015-08-06,99.417236328125
2015-08-07,100.14994049072266
2015-08-10,101.66111755371094
2015-08-11,98.91351318359375
2015-08-12,97.98848724365234
2015-08-13,98.47390747070312
2015-08-14,98.14419555664062
2015-08-17,99.87517547607422
2015-08-18,97.94270324707031
2015-08-19,97.49394226074219
2015-08-20,91.60491943359375
2015-08-21,90.5241928100586
2015-08-24,87.33697509765625
2015-08-25,87.8223876953125
2015-08-26,90.88138580322266
2015-08-27,93.57402801513672
2015-08-28,93.8579330444336
2015-08-31,93.30841827392578
2015-09-01,91.13782501220703
2015-09-02,93.31756591796875
2015-09-03,93.40916442871094
2015-09-04,92.47499084472656
2015-09-08,95.25921630859375
2015-09-09,93.33589172363281
2015-09-10,93.96783447265625
2015-09-11,95.68968200683594
2015-09-14,95.08518981933594
2015-09-15,94.7280044555664
2015-09-16,95.21341705322266
2015-09-17,95.4332275390625
2015-09-18,94.18763732910156
2015-09-21,94.7096939086914
2015-09-22,93.86710357666016
2015-09-23,93.02449035644531
2015-09-24,92.15443420410156
2015-09-25,91.8613510131836
2015-09-28,90.20362854003906
2015-09-29,91.05538940429688
2015-09-30,93.60149383544922
2015-10-01,94.03194427490234
2015-10-02,94.33419799804688
2015-10-05,95.1126937866211
2015-10-06,95.03939056396484
2015-10-07,94.6913833618164
2015-10-08,95.80872344970703
2015-10-09,96.6788101196289
2015-10-12,97.40234375
2015-10-13,97.62214660644531
2015-10-14,96.83448791503906
2015-10-15,98.8127670288086
2015-10-16,99.13330841064453
2015-10-19,100.25982666015625
2015-10-20,100.59870910644531
2015-10-21,100.82767486572266
2015-10-22,103.72181701660156
2015-10-23,103.57527160644531
2015-10-26,103.9690933227539
2015-10-27,104.19805908203125
2015-10-28,104.72010803222656
2015-10-29,105.36119842529297
2015-10-30,104.17058563232422
2015-11-02,105.36119842529297
2015-11-03,105.81914520263672
2015-11-04,103.72181701660156
2015-11-05,103.49285125732422
2015-11-06,105.9382095336914
2015-11-09,106.62510681152344
2015-11-10,107.54097747802734
2015-11-11,106.7166976928711
2015-11-12,106.43276977539062
2015-11-13,105.17803192138672
2015-11-16,106.16716766357422
2015-11-17,106.3595199584961
2015-11-18,108.20037841796875
2015-11-19,108.72242736816406
2015-11-20,109.968017578125
2015-11-23,109.37271118164062
2015-11-24,108.0263671875
2015-11-25,108.6858139038086
2015-11-27,105.44363403320312
2015-11-30,103.92330932617188
2015-12-01,105.68174743652344
2015-12-02,104.4087142944336
2015-12-03,102.47622680664062
2015-12-04,104.62852478027344
2015-12-07,104.25301361083984
2015-12-08,103.01658630371094
2015-12-09,102.0915756225586
2015-12-10,102.09156799316406
2015-12-11,99.5844497680664
2015-12-14,100.79193115234375
2015-12-15,103.38201141357422
2015-12-16,104.88442993164062
2015-12-17,103.2437515258789
2015-12-18,99.28948974609375
2015-12-21,98.2479248046875
2015-12-22,98.38618469238281
2015-12-23,97.29853820800781
2015-12-24,97.5750732421875
2015-12-28,98.85626983642578
2015-12-29,98.6995849609375
2015-12-30,98.01750946044922
2015-12-31,96.8561019897461
2016-01-04,94.92045593261719
2016-01-05,93.00325012207031
2016-01-06,92.50550842285156
2016-01-07,91.71281433105469
2016-01-08,91.48236846923828
2016-01-11,92.09992980957031
2016-01-12,93.5194091796875
2016-01-13,90.77265167236328
2016-01-14,91.35335540771484
2016-01-15,86.55109405517578
2016-01-19,86.61561584472656
2016-01-20,85.29752349853516
