Date,TKO
2015-07-01,14.195646286010742
2015-07-02,14.09333610534668
2015-07-06,13.905763626098633
2015-07-07,13.274845123291016
2015-07-08,13.20664119720459
2015-07-09,14.178593635559082
2015-07-10,14.033650398254395
2015-07-13,13.82902717590332
2015-07-14,14.366162300109863
2015-07-15,14.459948539733887
2015-07-16,14.545208930969238
2015-07-17,14.43437385559082
2015-07-20,14.400263786315918
2015-07-21,14.690146446228027
2015-07-22,15.014130592346191
2015-07-23,14.690146446228027
2015-07-24,14.153014183044434
2015-07-27,13.649988174438477
2015-07-28,14.008076667785645
2015-07-29,14.050702095031738
2015-07-30,16.506166458129883
2015-07-31,16.685209274291992
2015-08-03,17.1967716217041
2015-08-04,18.95310401916504
2015-08-05,19.61812973022461
2015-08-06,18.68880271911621
2015-08-07,18.731428146362305
2015-08-10,18.1260929107666
2015-08-11,17.733896255493164
2015-08-12,17.742433547973633
2015-08-13,17.912944793701172
2015-08-14,18.219873428344727
2015-08-17,18.322189331054688
2015-08-18,18.066408157348633
2015-08-19,18.492700576782227
2015-08-20,17.691272735595703
2015-08-21,17.512222290039062
2015-08-24,16.293018341064453
2015-08-25,16.489116668701172
2015-08-26,16.940990447998047
2015-08-27,17.051828384399414
2015-08-28,16.617006301879883
2015-08-31,17.102981567382812
2015-09-01,15.534209251403809
2015-09-02,16.079870223999023
2015-09-03,16.574369430541992
2015-09-04,16.054292678833008
2015-09-08,16.70225715637207
2015-09-09,16.608478546142578
2015-09-10,16.668155670166016
2015-09-11,17.00271987915039
2015-09-14,17.097087860107422
2015-09-15,16.41937828063965
2015-09-16,16.342172622680664
2015-09-17,16.342172622680664
2015-09-18,15.621570587158203
2015-09-21,15.578680038452148
2015-09-22,15.338482856750488
2015-09-23,15.098283767700195
2015-09-24,15.141173362731934
2015-09-25,14.69509220123291
2015-09-28,14.180376052856445
2015-09-29,14.249001502990723
2015-09-30,14.497780799865723
2015-10-01,14.737983703613281
2015-10-02,14.840924263000488
2015-10-05,15.398530006408691
2015-10-06,15.415688514709473
2015-10-07,16.10196876525879
2015-10-08,16.77109718322754
2015-10-09,16.891204833984375
2015-10-12,17.10566520690918
2015-10-13,17.285816192626953
2015-10-14,16.608108520507812
2015-10-15,16.976985931396484
2015-10-16,16.81399154663086
2015-10-19,16.968414306640625
2015-10-20,17.42306900024414
2015-10-21,16.256385803222656
2015-10-22,16.50516700744629
2015-10-23,17.86058235168457
2015-10-26,17.852008819580078
2015-10-27,17.431650161743164
2015-10-28,17.11425018310547
2015-10-29,14.918133735656738
2015-10-30,15.295586585998535
2015-11-02,14.69509220123291
2015-11-03,14.549253463745117
2015-11-04,15.055388450622559
2015-11-05,14.96960163116455
2015-11-06,15.03823184967041
2015-11-09,14.669350624084473
2015-11-10,14.583572387695312
2015-11-11,14.626458168029785
2015-11-12,14.051692962646484
2015-11-13,14.051692962646484
2015-11-16,14.360525131225586
2015-11-17,14.326212882995605
2015-11-18,14.961028099060059
2015-11-19,14.68651294708252
2015-11-20,14.79803466796875
2015-11-23,14.772294044494629
2015-11-24,14.454887390136719
2015-11-25,14.669350624084473
2015-11-27,14.909554481506348
2015-11-30,14.574990272521973
2015-12-01,14.626458168029785
2015-12-02,14.952446937561035
2015-12-03,14.858081817626953
2015-12-04,14.737983703613281
2015-12-07,14.377683639526367
2015-12-08,14.454887390136719
2015-12-09,14.334785461425781
2015-12-10,13.86296558380127
2015-12-11,13.71604061126709
2015-12-14,13.906181335449219
2015-12-15,14.44202995300293
2015-12-16,15.098876953125
2015-12-17,15.081594467163086
2015-12-18,14.865525245666504
2015-12-21,14.917381286621094
2015-12-22,15.410017967224121
2015-12-23,16.006370544433594
2015-12-24,16.222431182861328
2015-12-28,16.118722915649414
2015-12-29,16.170570373535156
2015-12-30,16.02365493774414
2015-12-31,15.418663024902344
2016-01-04,15.219876289367676
2016-01-05,14.891448974609375
2016-01-06,14.407459259033203
2016-01-07,14.104964256286621
2016-01-08,14.087681770324707
2016-01-11,14.200037002563477
2016-01-12,14.502528190612793
2016-01-13,13.914822578430176
2016-01-14,14.545746803283691
2016-01-15,14.519819259643555
2016-01-19,14.338315963745117
2016-01-20,14.286463737487793
2016-01-21,13.785184860229492
2016-01-22,14.467962265014648
2016-01-25,14.943310737609863
2016-01-26,15.556946754455566
2016-01-27,15.185311317443848
2016-01-28,15.401376724243164
2016-01-29,15.47052001953125
2016-02-01,15.384092330932617
2016-02-02,14.76181411743164
2016-02-03,14.37288761138916
2016-02-04,14.701316833496094
2016-02-05,14.321035385131836
2016-02-08,14.251891136169434
2016-02-09,14.23460578918457
2016-02-10,13.612325668334961
2016-02-11,12.91226577758789
2016-02-12,12.661625862121582
2016-02-16,13.275257110595703
2016-02-17,13.370329856872559
2016-02-18,13.17154598236084
2016-02-19,13.266617774963379
2016-02-22,14.130892753601074
2016-02-23,14.200037002563477
2016-02-24,14.113606452941895
2016-02-25,14.37288761138916
2016-02-26,14.537100791931152
2016-02-29,14.450675010681152
2016-03-01,14.563029289245605
2016-03-02,14.960596084594727
2016-03-03,15.289023399353027
2016-03-04,15.202592849731445
2016-03-07,15.582870483398438
2016-03-08,15.556946754455566
2016-03-09,15.427306175231934
2016-03-10,15.107522010803223
2016-03-11,15.44692325592041
2016-03-14,15.603565216064453
2016-03-15,15.464329719543457
2016-03-16,15.551351547241211
2016-03-17,16.3084659576416
2016-03-18,15.664483070373535
2016-03-21,15.533945083618164
2016-03-22,15.333791732788086
2016-03-23,15.0988187789917
2016-03-24,14.898660659790039
2016-03-28,15.56875228881836
2016-03-29,15.960360527038574
2016-03-30,15.481731414794922
