Date,NDSN
2015-07-01,69.49781036376953
2015-07-02,69.17742919921875
2015-07-06,68.9014892578125
2015-07-07,68.91929626464844
2015-07-08,67.86898803710938
2015-07-09,67.32604217529297
2015-07-10,67.55744934082031
2015-07-13,68.40302276611328
2015-07-14,68.83919525146484
2015-07-15,67.68209075927734
2015-07-16,67.0234146118164
2015-07-17,66.88099670410156
2015-07-20,66.54276275634766
2015-07-21,66.13330841064453
2015-07-22,65.32335662841797
2015-07-23,65.60816955566406
2015-07-24,64.63797760009766
2015-07-27,64.34425354003906
2015-07-28,65.23434448242188
2015-07-29,66.24015045166016
2015-07-30,66.2846450805664
2015-07-31,65.9642105102539
2015-08-03,65.7149887084961
2015-08-04,65.43907165527344
2015-08-05,65.94642639160156
2015-08-06,65.91082000732422
2015-08-07,65.9820327758789
2015-08-10,67.29044342041016
2015-08-11,66.13330841064453
2015-08-12,66.18672180175781
2015-08-13,65.95532989501953
2015-08-14,65.9642105102539
2015-08-17,66.151123046875
2015-08-18,65.78620910644531
2015-08-19,65.21652221679688
2015-08-20,63.329566955566406
2015-08-21,55.7650146484375
2015-08-24,56.30087661743164
2015-08-25,56.27408218383789
2015-08-26,57.193973541259766
2015-08-27,59.18558120727539
2015-08-28,59.60533142089844
2015-08-31,59.40886306762695
2015-09-01,56.99749755859375
2015-09-02,57.66731262207031
2015-09-03,58.158531188964844
2015-09-04,57.55121994018555
2015-09-08,58.84620666503906
2015-09-09,58.363929748535156
2015-09-10,59.042694091796875
2015-09-11,59.51602554321289
2015-09-14,58.578277587890625
2015-09-15,59.29275131225586
2015-09-16,60.08761978149414
2015-09-17,59.230247497558594
2015-09-18,58.0602912902832
2015-09-21,57.97990417480469
2015-09-22,56.87245178222656
2015-09-23,55.988285064697266
2015-09-24,55.22023010253906
2015-09-25,55.64891815185547
2015-09-28,54.907649993896484
2015-09-29,55.3274040222168
2015-09-30,56.211551666259766
2015-10-01,55.65785598754883
2015-10-02,57.31901931762695
2015-10-05,59.14093780517578
2015-10-06,59.48923873901367
2015-10-07,60.69492721557617
2015-10-08,61.73091506958008
2015-10-09,61.713050842285156
2015-10-12,61.30221939086914
2015-10-13,60.34660339355469
2015-10-14,59.84646987915039
2015-10-15,60.042972564697266
2015-10-16,59.819664001464844
2015-10-19,60.18583297729492
2015-10-20,60.36447525024414
2015-10-21,60.13225555419922
2015-10-22,61.84700393676758
2015-10-23,62.382877349853516
2015-10-26,62.11495590209961
2015-10-27,61.62373352050781
2015-10-28,63.35633850097656
2015-10-29,63.00804138183594
2015-10-30,63.6242790222168
2015-11-02,64.31195068359375
2015-11-03,65.0889892578125
2015-11-04,65.1693115234375
2015-11-05,65.2854232788086
2015-11-06,65.39260864257812
2015-11-09,64.44591522216797
2015-11-10,65.02644348144531
2015-11-11,64.24053955078125
2015-11-12,62.20425033569336
2015-11-13,62.24891662597656
2015-11-16,62.57042694091797
2015-11-17,61.668399810791016
2015-11-18,61.954185485839844
2015-11-19,63.043766021728516
2015-11-20,63.311676025390625
2015-11-23,63.329566955566406
2015-11-24,64.07978057861328
2015-11-25,64.48167419433594
2015-11-27,64.80316925048828
2015-11-30,64.77635955810547
2015-12-01,65.37476348876953
2015-12-02,64.83888244628906
2015-12-03,63.53498458862305
2015-12-04,64.37448120117188
2015-12-07,64.31195068359375
2015-12-08,62.50790023803711
2015-12-09,61.757720947265625
2015-12-10,61.07896041870117
2015-12-11,56.74742889404297
2015-12-14,56.926048278808594
2015-12-15,56.801021575927734
2015-12-16,57.93524932861328
2015-12-17,57.35474395751953
2015-12-18,57.04994583129883
2015-12-21,56.96029281616211
2015-12-22,57.838802337646484
2015-12-23,58.74424362182617
2015-12-24,58.645606994628906
2015-12-28,57.811920166015625
2015-12-29,58.000179290771484
2015-12-30,57.883636474609375
2015-12-31,57.50713348388672
2016-01-04,56.789974212646484
2016-01-05,55.94730758666992
2016-01-06,54.441280364990234
2016-01-07,53.0069694519043
2016-01-08,51.86846160888672
2016-01-11,51.72504806518555
2016-01-12,51.841590881347656
2016-01-13,50.56863784790039
2016-01-14,50.42518615722656
2016-01-15,49.770790100097656
2016-01-19,49.21498489379883
2016-01-20,48.18406677246094
2016-01-21,50.05765151977539
2016-01-22,51.205101013183594
2016-01-25,49.96800231933594
2016-01-26,52.14636993408203
2016-01-27,52.191200256347656
2016-01-28,52.23601531982422
2016-01-29,54.17234420776367
2016-02-01,53.39243698120117
2016-02-02,51.482994079589844
2016-02-03,52.7559700012207
2016-02-04,53.643436431884766
2016-02-05,52.79182052612305
2016-02-08,52.298770904541016
2016-02-09,52.917320251464844
2016-02-10,53.5358772277832
2016-02-11,53.2938117980957
2016-02-12,55.05085754394531
2016-02-16,56.31485366821289
2016-02-17,57.7043571472168
2016-02-18,57.47129821777344
2016-02-19,57.44427490234375
2016-02-22,58.25412368774414
2016-02-23,62.69919967651367
2016-02-24,63.28409957885742
2016-02-25,63.56306838989258
2016-02-26,64.60681915283203
2016-02-29,64.48983764648438
2016-03-01,65.87554168701172
2016-03-02,66.06449127197266
2016-03-03,66.65840148925781
2016-03-04,67.4232406616211
2016-03-07,67.91814422607422
2016-03-08,66.1455307006836
2016-03-09,66.05553436279297
2016-03-10,66.19950866699219
2016-03-11,66.59542083740234
2016-03-14,66.4514389038086
2016-03-15,66.43346405029297
2016-03-16,67.63920593261719
2016-03-17,69.50180053710938
2016-03-18,69.83476257324219
2016-03-21,69.69979095458984
2016-03-22,69.62779235839844
2016-03-23,68.63798522949219
2016-03-24,69.07891082763672
2016-03-28,67.9721450805664
2016-03-29,69.24989318847656
2016-03-30,68.69200897216797
2016-03-31,68.42202758789062
2016-04-01,68.75495910644531
2016-04-04,67.82815551757812
2016-04-05,67.22529602050781
2016-04-06,67.63920593261719
2016-04-07,66.90137481689453
2016-04-08,67.53121948242188
2016-04-11,67.66621398925781
2016-04-12,69.06991577148438
2016-04-13,70.11369323730469
2016-04-14,69.80774688720703
