Date,AIV
2015-07-01,1.568970799446106
2015-07-02,1.5785177946090698
2015-07-06,1.5909700393676758
2015-07-07,1.6221001148223877
2015-07-08,1.6042523384094238
2015-07-09,1.6034220457077026
2015-07-10,1.609232783317566
2015-07-13,1.6046675443649292
2015-07-14,1.6150442361831665
2015-07-15,1.6221001148223877
2015-07-16,1.6357982158660889
2015-07-17,1.637458086013794
2015-07-20,1.6474196910858154
2015-07-21,1.6528160572052002
2015-07-22,1.6598719358444214
2015-07-23,1.6515705585479736
2015-07-24,1.660702109336853
2015-07-27,1.6598719358444214
2015-07-28,1.6565508842468262
2015-07-29,1.6449294090270996
2015-07-30,1.636212706565857
2015-07-31,1.6221001148223877
2015-08-03,1.6366281509399414
2015-08-04,1.6341373920440674
2015-08-05,1.6191949844360352
2015-08-06,1.6245907545089722
2015-08-07,1.632477045059204
2015-08-10,1.6279116868972778
2015-08-11,1.6573816537857056
2015-08-12,1.6720186471939087
2015-08-13,1.6565446853637695
2015-08-14,1.6661639213562012
2015-08-17,1.6791287660598755
2015-08-18,1.6870746612548828
2015-08-19,1.6720186471939087
2015-08-20,1.6494354009628296
2015-08-21,1.6101235151290894
2015-08-24,1.5227164030075073
2015-08-25,1.4863320589065552
2015-08-26,1.5243889093399048
2015-08-27,1.5540822744369507
2015-08-28,1.5649564266204834
2015-08-31,1.5068244934082031
2015-09-01,1.4817314147949219
2015-09-02,1.4934414625167847
2015-09-03,1.4909322261810303
2015-09-04,1.4574753046035767
2015-09-08,1.4721126556396484
2015-09-09,1.4633303880691528
2015-09-10,1.4737858772277832
2015-09-11,1.5114248991012573
2015-09-14,1.505569338798523
2015-09-15,1.49929678440094
2015-09-16,1.508915901184082
2015-09-17,1.5227164030075073
2015-09-18,1.5164433717727661
2015-09-21,1.5294080972671509
2015-09-22,1.5185343027114868
2015-09-23,1.5302445888519287
2015-09-24,1.513097882270813
2015-09-25,1.526898741722107
2015-09-28,1.500551462173462
2015-09-29,1.5327539443969727
2015-09-30,1.5482277870178223
2015-10-01,1.5699750185012817
2015-10-02,1.584612250328064
2015-10-05,1.6030136346817017
2015-10-06,1.5925582647323608
2015-10-07,1.6168147325515747
2015-10-08,1.6310341358184814
2015-10-09,1.6423262357711792
2015-10-12,1.6523629426956177
2015-10-13,1.6385618448257446
2015-10-14,1.6180691719055176
2015-10-15,1.6477622985839844
2015-10-16,1.6552904844284058
2015-10-19,1.6862385272979736
2015-10-20,1.6941841840744019
2015-10-21,1.681219458580017
2015-10-22,1.6824742555618286
2015-10-23,1.6724371910095215
2015-10-26,1.6720186471939087
2015-10-27,1.6824742555618286
2015-10-28,1.6649090051651
2015-10-29,1.67118239402771
2015-10-30,1.6389796733856201
2015-11-02,1.6732732057571411
2015-11-03,1.659054160118103
2015-11-04,1.6000863313674927
2015-11-05,1.6005041599273682
2015-11-06,1.5511549711227417
2015-11-09,1.514770746231079
2015-11-10,1.5252257585525513
2015-11-11,1.5407003164291382
2015-11-12,1.5289900302886963
2015-11-13,1.520207405090332
2015-11-16,1.5404483079910278
2015-11-17,1.5484609603881836
2015-11-18,1.5526773929595947
2015-11-19,1.559424877166748
2015-11-20,1.5838829278945923
2015-11-23,1.588099718093872
2015-11-24,1.5758707523345947
2015-11-25,1.5961120128631592
2015-11-27,1.620148777961731
2015-11-30,1.6070762872695923
2015-12-01,1.634907841682434
2015-12-02,1.6070762872695923
2015-12-03,1.5809314250946045
2015-12-04,1.6332215070724487
2015-12-07,1.6184618473052979
2015-12-08,1.6214138269424438
2015-12-09,1.6138232946395874
2015-12-10,1.586413025856018
2015-12-11,1.586413025856018
2015-12-14,1.5961120128631592
2015-12-15,1.6231003999710083
2015-12-16,1.6774990558624268
2015-12-17,1.6669567823410034
2015-12-18,1.661052942276001
2015-12-21,1.6665350198745728
2015-12-22,1.6665350198745728
2015-12-23,1.6741257905960083
2015-12-24,1.6707525253295898
2015-12-28,1.6791861057281494
2015-12-29,1.7019569873809814
2015-12-30,1.7019569873809814
2015-12-31,1.6880416870117188
2016-01-04,1.6720170974731445
2016-01-05,1.714608073234558
2016-01-06,1.6952100992202759
2016-01-07,1.6855114698410034
2016-01-08,1.653462290763855
2016-01-11,1.6640048027038574
2016-01-12,1.6521975994110107
2016-01-13,1.6209925413131714
2016-01-14,1.5944253206253052
2016-01-15,1.5944253206253052
2016-01-19,1.6125582456588745
2016-01-20,1.5585812330245972
2016-01-21,1.5581600666046143
2016-01-22,1.5923171043395996
2016-01-25,1.588521957397461
2016-01-26,1.6332215070724487
2016-01-27,1.6125582456588745
2016-01-28,1.6070762872695923
2016-01-29,1.6509320735931396
2016-02-01,1.6703300476074219
2016-02-02,1.6505109071731567
2016-02-03,1.6707525253295898
2016-02-04,1.6732819080352783
2016-02-05,1.560689926147461
2016-02-08,1.501231074333191
2016-02-09,1.494905948638916
2016-02-10,1.531592845916748
2016-02-11,1.5083998441696167
2016-02-12,1.520207166671753
2016-02-16,1.544243335723877
2016-02-17,1.5425416231155396
2016-02-18,1.546797513961792
2016-02-19,1.5395628213882446
2016-02-22,1.5514779090881348
2016-02-23,1.5391377210617065
2016-02-24,1.5336055755615234
2016-02-25,1.5582857131958008
2016-02-26,1.5519037246704102
2016-02-29,1.5578608512878418
2016-03-01,1.6114771366119385
2016-03-02,1.6306262016296387
2016-03-03,1.6416898965835571
2016-03-04,1.6399879455566406
2016-03-07,1.6421153545379639
2016-03-08,1.630200743675232
2016-03-09,1.6378599405288696
2016-03-10,1.6370092630386353
2016-03-11,1.6710513830184937
2016-03-14,1.6655200719833374
2016-03-15,1.6710513830184937
2016-03-16,1.6876471042633057
2016-03-17,1.7246683835983276
2016-03-18,1.7131788730621338
2016-03-21,1.7131788730621338
2016-03-22,1.721689224243164
2016-03-23,1.7170082330703735
2016-03-24,1.7178590297698975
2016-03-28,1.7297738790512085
2016-03-29,1.762965440750122
2016-03-30,1.7731783390045166
2016-03-31,1.7795614004135132
2016-04-01,1.7884973287582397
2016-04-04,1.7927528619766235
2016-04-05,1.7761569023132324
2016-04-06,1.788071870803833
2016-04-07,1.7816888093948364
2016-04-08,1.7953062057495117
2016-04-11,1.7587103843688965
2016-04-12,1.7701992988586426
2016-04-13,1.728497862815857
2016-04-14,1.6850937604904175
2016-04-15,1.722540259361267
2016-04-18,1.7391366958618164
2016-04-19,1.7404125928878784
2016-04-20,1.7038174867630005
2016-04-21,1.6838172674179077
2016-04-22,1.7080721855163574
2016-04-25,1.731902003288269
2016-04-26,1.727646827697754
2016-04-27,1.7119019031524658
2016-04-28,1.704668402671814
2016-04-29,1.704668402671814
2016-05-02,1.7493484020233154
2016-05-03,1.7680715322494507
2016-05-04,1.794454574584961
2016-05-05,1.8004120588302612
2016-05-06,1.822114109992981
2016-05-09,1.8310503959655762
2016-05-10,1.834029197692871
2016-05-11,1.8050929307937622
2016-05-12,1.808497428894043
2016-05-13,1.798284649848938
2016-05-16,1.8157316446304321
2016-05-17,1.7876455783843994
2016-05-18,1.7855021953582764
2016-05-19,1.7662014961242676
2016-05-20,1.7812132835388184
2016-05-23,1.783786654472351
2016-05-24,1.8056597709655762
2016-05-25,1.8163825273513794
2016-05-26,1.8288205862045288
2016-05-27,1.8348249197006226
2016-05-31,1.8292492628097534
2016-06-01,1.7962243556976318
2016-06-02,1.7855021953582764
2016-06-03,1.7537635564804077
2016-06-06,1.707442283630371
2016-06-07,1.7185934782028198
2016-06-08,1.7318899631500244
2016-06-09,1.7550500631332397
2016-06-10,1.751190423965454
2016-06-13,1.75633704662323
2016-06-14,1.7559082508087158
2016-06-15,1.7739219665527344
2016-06-16,1.7829285860061646
2016-06-17,1.7833575010299683
2016-06-20,1.780355453491211
2016-06-21,1.7902196645736694
2016-06-22,1.7949377298355103
2016-06-23,1.8065178394317627
2016-06-24,1.7915068864822388
2016-06-27,1.7885040044784546
2016-06-28,1.8271050453186035
2016-06-29,1.861845850944519
2016-06-30,1.894012689590454
2016-07-01,1.909024715423584
2016-07-05,1.9351873397827148
2016-07-06,1.9411917924880981
2016-07-07,1.9253226518630981
2016-07-08,1.9532008171081543
2016-07-11,1.961350440979004
2016-07-12,1.9634944200515747
2016-07-13,1.9772192239761353
2016-07-14,1.961350440979004
2016-07-15,1.9519141912460327
2016-07-18,1.9351873397827148
2016-07-19,1.9446228742599487
2016-07-20,1.9339007139205933
2016-07-21,1.9214621782302856
2016-07-22,1.9351873397827148
2016-07-25,1.9231780767440796
2016-07-26,1.9077380895614624
2016-07-27,1.8785724639892578
2016-07-28,1.8983018398284912
2016-07-29,1.9716432094573975
2016-08-01,1.9755038022994995
2016-08-02,1.9373319149017334
2016-08-03,1.9321845769882202
2016-08-04,1.9248934984207153
2016-08-05,1.9454805850982666
2016-08-08,1.9677835702896118
2016-08-09,1.9720728397369385
2016-08-10,1.9471968412399292
2016-08-11,1.9244649410247803
2016-08-12,1.9321845769882202
2016-08-15,1.9532008171081543
2016-08-16,1.9133137464523315
2016-08-17,1.9107208251953125
2016-08-18,1.9098567962646484
2016-08-19,1.8899801969528198
2016-08-22,1.9033750295639038
2016-08-23,1.9115854501724243
2016-08-24,1.9012153148651123
2016-08-25,1.9388067722320557
2016-08-26,1.9159064292907715
2016-08-29,1.9509059190750122
2016-08-30,1.9379429817199707
2016-08-31,1.9522022008895874
2016-09-01,1.9608441591262817
2016-09-02,1.9798558950424194
2016-09-06,2.02004075050354
2016-09-07,2.0243613719940186
2016-09-08,1.9681895971298218
2016-09-09,1.893869161605835
2016-09-12,1.9241156578063965
2016-09-13,1.8709686994552612
2016-09-14,1.887387990951538
2016-09-15,1.8943010568618774
2016-09-16,1.8917087316513062
2016-09-19,1.9085603952407837
2016-09-20,1.928869366645813
2016-09-21,1.9608441591262817
2016-09-22,2.012695550918579
2016-09-23,2.0286824703216553
2016-09-26,2.0563361644744873
2016-09-27,2.0377564430236816
2016-09-28,2.047262668609619
2016-09-29,2.013559341430664
2016-09-30,1.9837448596954346
2016-10-03,1.9323257207870483
2016-10-04,1.899918794631958
2016-10-05,1.8247339725494385
2016-10-06,1.8152281045913696
2016-10-07,1.81306791305542
2016-10-10,1.8303512334823608
2016-10-11,1.826894760131836
2016-10-12,1.8441781997680664
2016-10-13,1.8627585172653198
2016-10-14,1.8489309549331665
2016-10-17,1.8618946075439453
2016-10-18,1.8549808263778687
2016-10-19,1.8722645044326782
2016-10-20,1.8726961612701416
2016-10-21,1.8744245767593384
2016-10-24,1.858005404472351
2016-10-25,1.854548692703247
2016-10-26,1.8636226654052734
2016-10-27,1.8195489645004272
2016-10-28,1.851523995399475
2016-10-31,1.9042394161224365
2016-11-01,1.8852269649505615
2016-11-02,1.8981901407241821
2016-11-03,1.890412449836731
2016-11-04,1.9154740571975708
2016-11-07,1.9098567962646484
2016-11-08,1.9383747577667236
2016-11-09,1.880906343460083
2016-11-10,1.826894760131836
2016-11-11,1.8134996891021729
2016-11-14,1.8493635654449463
2016-11-15,1.7728832960128784
2016-11-16,1.7754963636398315
2016-11-17,1.759814977645874
2016-11-18,1.761993169784546
2016-11-21,1.73716402053833
2016-11-22,1.771140694618225
2016-11-23,1.770269513130188
2016-11-25,1.7885640859603882
2016-11-28,1.8164430856704712
2016-11-29,1.8316881656646729
2016-11-30,1.8338663578033447
2016-12-01,1.8016325235366821
2016-12-02,1.8194921016693115
2016-12-05,1.825154423713684
2016-12-06,1.8194921016693115
2016-12-07,1.8447563648223877
2016-12-08,1.8556464910507202
2016-12-09,1.8430140018463135
2016-12-12,1.8473705053329468
2016-12-13,1.862180471420288
2016-12-14,1.8569533824920654
2016-12-15,1.8809109926223755
2016-12-16,1.9240353107452393
2016-12-19,1.9414591789245605
2016-12-20,1.9532204866409302
2016-12-21,1.9153234958648682
2016-12-22,1.9405882358551025
2016-12-23,1.9488643407821655
2016-12-27,1.930133581161499
2016-12-28,1.9266490936279297
2016-12-29,1.9471219778060913
2016-12-30,1.9797922372817993
2017-01-03,1.9575761556625366
2017-01-04,1.975871205329895
2017-01-05,1.9797922372817993
2017-01-06,1.9797922372817993
2017-01-09,1.9584474563598633
2017-01-10,1.9275197982788086
2017-01-11,1.9153234958648682
2017-01-12,1.926213264465332
2017-01-13,1.9244705438613892
2017-01-17,1.9392814636230469
2017-01-18,1.9366676807403564
2017-01-19,1.9183727502822876
2017-01-20,1.94973623752594
2017-01-23,1.9671592712402344
2017-01-24,1.9732577800750732
2017-01-25,1.9384100437164307
2017-01-26,1.9366676807403564
2017-01-27,1.92969810962677
2017-01-30,1.911402702331543
2017-01-31,1.9196792840957642
2017-02-01,1.8830894231796265
2017-02-02,1.9292625188827515
2017-02-03,1.9357963800430298
2017-02-06,1.9279555082321167
2017-02-07,1.946686863899231
2017-02-08,1.9732577800750732
2017-02-09,1.9654171466827393
2017-02-10,1.9915525913238525
2017-02-13,1.9828412532806396
2017-02-14,1.975871205329895
2017-02-15,1.963577389717102
2017-02-16,1.9833364486694336
2017-02-17,1.9763107299804688
2017-02-21,2.010119915008545
2017-02-22,1.9947514533996582
2017-02-23,2.0180234909057617
2017-02-24,2.0237314701080322
2017-02-27,2.039977550506592
2017-02-28,2.04305100440979
2017-03-01,2.020658016204834
2017-03-02,1.9995815753936768
2017-03-03,1.9929956197738647
2017-03-06,1.9868484735488892
2017-03-07,1.9947514533996582
2017-03-08,1.9622602462768555
2017-03-09,1.9214251041412354
2017-03-10,1.906935691833496
2017-03-13,1.8928844928741455
2017-03-14,1.8928844928741455
2017-03-15,1.9468921422958374
2017-03-16,1.9376715421676636
2017-03-17,1.9411836862564087
2017-03-20,1.9359146356582642
2017-03-21,1.9521610736846924
2017-03-22,1.9543565511703491
2017-03-23,1.9631377458572388
2017-03-24,1.9644551277160645
2017-03-27,1.9416229724884033
2017-03-28,1.947331190109253
2017-03-29,1.9495259523391724
2017-03-30,1.9460138082504272
2017-03-31,1.947331190109253
2017-04-03,1.9460138082504272
2017-04-04,1.9512826204299927
2017-04-05,1.96006441116333
