Date,UNP
2015-07-01,75.47319030761719
2015-07-02,75.86563873291016
2015-07-06,75.53598022460938
2015-07-07,76.71326446533203
2015-07-08,75.22990417480469
2015-07-09,75.54383850097656
2015-07-10,76.77607727050781
2015-07-13,76.19524383544922
2015-07-14,75.96766662597656
2015-07-15,76.1167984008789
2015-07-16,75.37901306152344
2015-07-17,76.46215057373047
2015-07-20,77.16065216064453
2015-07-21,77.56095123291016
2015-07-22,76.66620635986328
2015-07-23,72.30229187011719
2015-07-24,72.68689727783203
2015-07-27,72.51423645019531
2015-07-28,75.834228515625
2015-07-29,77.33332061767578
2015-07-30,76.68187713623047
2015-07-31,76.59555053710938
2015-08-03,75.71648406982422
2015-08-04,75.12785339355469
2015-08-05,74.61766052246094
2015-08-06,73.62088012695312
2015-08-07,72.6005630493164
2015-08-10,73.3697280883789
2015-08-11,72.45142364501953
2015-08-12,72.85173797607422
2015-08-13,72.75753784179688
2015-08-14,72.7889404296875
2015-08-17,72.7889404296875
2015-08-18,72.82032775878906
2015-08-19,72.33370208740234
2015-08-20,70.10469055175781
2015-08-21,67.85209655761719
2015-08-24,64.87742614746094
2015-08-25,63.22920227050781
2015-08-26,66.00764465332031
2015-08-27,68.16443634033203
2015-08-28,68.64637756347656
2015-08-31,67.7378158569336
2015-09-01,65.87333679199219
2015-09-02,67.2401123046875
2015-09-03,67.70623016357422
2015-09-04,66.97936248779297
2015-09-08,69.4126968383789
2015-09-09,68.69379425048828
2015-09-10,68.81228637695312
2015-09-11,68.03801727294922
2015-09-14,67.72993469238281
2015-09-15,69.50753784179688
2015-09-16,70.93749237060547
2015-09-17,70.8821792602539
2015-09-18,69.3495101928711
2015-09-21,69.72083282470703
2015-09-22,68.47257232666016
2015-09-23,67.69043731689453
2015-09-24,67.01891326904297
2015-09-25,68.40936279296875
2015-09-28,67.12950897216797
2015-09-29,68.37774658203125
2015-09-30,69.84725952148438
2015-10-01,71.41938781738281
2015-10-02,72.60446166992188
2015-10-05,74.03441619873047
2015-10-06,73.7816162109375
2015-10-07,75.1405029296875
2015-10-08,76.67317199707031
2015-10-09,76.6652603149414
2015-10-12,75.25897216796875
2015-10-13,74.10550689697266
2015-10-14,73.40239715576172
2015-10-15,74.46895599365234
2015-10-16,73.42610168457031
2015-10-19,73.24440002441406
2015-10-20,74.05811309814453
2015-10-21,73.79742431640625
