Date,MTB
2015-11-16,123.4800033569336
2015-11-17,124.2699966430664
2015-11-18,125.30000305175781
2015-11-19,125.43000030517578
2015-11-20,125.08000183105469
2015-11-23,125.08000183105469
2015-11-24,124.58999633789062
2015-11-25,124.94000244140625
2015-11-27,125.44999694824219
2015-11-30,125.33000183105469
2015-12-01,126.1500015258789
2015-12-02,125.06999969482422
2015-12-03,122.79000091552734
2015-12-04,126.05999755859375
2015-12-07,125.58999633789062
2015-12-08,123.55999755859375
2015-12-09,120.9800033569336
2015-12-10,122.6500015258789
2015-12-11,120.41000366210938
2015-12-14,120.87000274658203
2015-12-15,124.26000213623047
2015-12-16,126.41999816894531
2015-12-17,124.73999786376953
2015-12-18,120.02999877929688
2015-12-21,120.63999938964844
2015-12-22,121.7699966430664
2015-12-23,123.25
2015-12-24,123.33000183105469
2015-12-28,122.66000366210938
2015-12-29,124.0
2015-12-30,122.63999938964844
2015-12-31,121.18000030517578
2016-01-04,117.4800033569336
2016-01-05,118.12999725341797
2016-01-06,115.73999786376953
2016-01-07,112.4800033569336
2016-01-08,110.16999816894531
2016-01-11,109.12999725341797
2016-01-12,110.48999786376953
2016-01-13,106.72000122070312
2016-01-14,107.20999908447266
2016-01-15,104.48999786376953
2016-01-19,106.3499984741211
2016-01-20,104.7300033569336
2016-01-21,102.23999786376953
2016-01-22,104.58000183105469
2016-01-25,101.79000091552734
2016-01-26,105.68000030517578
2016-01-27,107.55000305175781
2016-01-28,108.19999694824219
2016-01-29,110.18000030517578
2016-02-01,108.16000366210938
2016-02-02,105.55999755859375
2016-02-03,106.16999816894531
2016-02-04,108.19000244140625
2016-02-05,107.80000305175781
2016-02-08,105.9000015258789
2016-02-09,107.5199966430664
2016-02-10,105.47000122070312
2016-02-11,100.77999877929688
2016-02-12,105.93000030517578
2016-02-16,108.87999725341797
2016-02-17,108.52999877929688
2016-02-18,106.16000366210938
2016-02-19,107.05000305175781
2016-02-22,109.44000244140625
2016-02-23,105.97000122070312
2016-02-24,104.8499984741211
2016-02-25,105.29000091552734
2016-02-26,106.25
2016-02-29,102.55000305175781
2016-03-01,105.19999694824219
2016-03-02,108.87999725341797
2016-03-03,109.8499984741211
2016-03-04,110.2300033569336
2016-03-07,109.70999908447266
2016-03-08,107.81999969482422
2016-03-09,108.0
2016-03-10,107.79000091552734
2016-03-11,111.31999969482422
2016-03-14,111.56999969482422
2016-03-15,111.37999725341797
2016-03-16,110.66000366210938
2016-03-17,111.08000183105469
2016-03-18,112.61000061035156
2016-03-21,112.5199966430664
2016-03-22,112.44000244140625
2016-03-23,111.97000122070312
2016-03-24,111.25
2016-03-28,111.33000183105469
2016-03-29,111.1500015258789
2016-03-30,111.97000122070312
2016-03-31,111.0
2016-04-01,112.41999816894531
2016-04-04,112.18000030517578
2016-04-05,109.9800033569336
2016-04-06,110.87000274658203
2016-04-07,107.80999755859375
2016-04-08,108.86000061035156
2016-04-11,109.7699966430664
2016-04-12,111.44999694824219
2016-04-13,115.52999877929688
2016-04-14,116.22000122070312
2016-04-15,114.80999755859375
2016-04-18,115.80999755859375
2016-04-19,117.8499984741211
2016-04-20,120.26000213623047
2016-04-21,118.30000305175781
2016-04-22,119.04000091552734
2016-04-25,118.88999938964844
2016-04-26,119.62999725341797
2016-04-27,120.43000030517578
2016-04-28,119.13999938964844
2016-04-29,118.31999969482422
2016-05-02,118.94999694824219
2016-05-03,116.69000244140625
2016-05-04,114.12000274658203
2016-05-05,114.22000122070312
2016-05-06,114.69000244140625
2016-05-09,113.88999938964844
2016-05-10,115.79000091552734
2016-05-11,115.47000122070312
2016-05-12,115.11000061035156
2016-05-13,113.2300033569336
2016-05-16,114.05000305175781
2016-05-17,113.16999816894531
2016-05-18,116.73999786376953
2016-05-19,115.81999969482422
2016-05-20,116.38999938964844
2016-05-23,115.83000183105469
2016-05-24,117.80000305175781
2016-05-25,119.0
2016-05-26,118.47000122070312
2016-05-27,119.37000274658203
2016-05-31,119.5
2016-06-01,119.2699966430664
2016-06-02,120.08000183105469
2016-06-03,118.29000091552734
2016-06-06,119.9800033569336
2016-06-07,118.48999786376953
2016-06-08,119.02999877929688
2016-06-09,118.37000274658203
2016-06-10,117.55000305175781
2016-06-13,117.69000244140625
2016-06-14,115.5199966430664
2016-06-15,116.25
2016-06-16,116.0999984741211
2016-06-17,117.20999908447266
2016-06-20,117.4000015258789
2016-06-21,117.87000274658203
2016-06-22,117.33000183105469
2016-06-23,120.41999816894531
2016-06-24,112.63999938964844
2016-06-27,108.77999877929688
2016-06-28,111.55000305175781
2016-06-29,113.4800033569336
2016-06-30,118.2300033569336
2016-07-01,117.05000305175781
2016-07-05,112.87000274658203
2016-07-06,113.41999816894531
2016-07-07,114.19999694824219
2016-07-08,115.94000244140625
2016-07-11,116.52999877929688
2016-07-12,118.0999984741211
2016-07-13,117.95999908447266
2016-07-14,119.45999908447266
2016-07-15,119.05999755859375
2016-07-18,118.52999877929688
2016-07-19,118.7300033569336
2016-07-20,113.80999755859375
2016-07-21,112.7300033569336
2016-07-22,114.4800033569336
2016-07-25,113.36000061035156
2016-07-26,114.44999694824219
2016-07-27,114.93000030517578
2016-07-28,114.83000183105469
2016-07-29,114.55999755859375
2016-08-01,112.77999877929688
2016-08-02,112.0
2016-08-03,113.9000015258789
2016-08-04,113.97000122070312
2016-08-05,117.19999694824219
2016-08-08,117.7300033569336
2016-08-09,117.55999755859375
2016-08-10,116.56999969482422
2016-08-11,116.79000091552734
2016-08-12,116.30999755859375
2016-08-15,118.0999984741211
2016-08-16,117.37000274658203
2016-08-17,117.47000122070312
2016-08-18,117.9000015258789
2016-08-19,117.66000366210938
2016-08-22,117.87999725341797
2016-08-23,118.01000213623047
2016-08-24,117.19999694824219
2016-08-25,117.44999694824219
2016-08-26,117.69999694824219
2016-08-29,118.20999908447266
2016-08-30,117.94999694824219
2016-08-31,118.33000183105469
2016-09-01,117.31999969482422
2016-09-02,117.33999633789062
2016-09-06,115.80000305175781
2016-09-07,116.0
2016-09-08,116.20999908447266
2016-09-09,117.08999633789062
2016-09-12,118.12999725341797
2016-09-13,116.13999938964844
2016-09-14,115.56999969482422
2016-09-15,115.6500015258789
2016-09-16,114.80999755859375
2016-09-19,115.02999877929688
2016-09-20,115.33000183105469
2016-09-21,115.69999694824219
2016-09-22,116.55000305175781
2016-09-23,117.12000274658203
2016-09-26,114.16000366210938
2016-09-27,115.52999877929688
2016-09-28,115.70999908447266
2016-09-29,114.54000091552734
2016-09-30,116.0999984741211
2016-10-03,115.19999694824219
2016-10-04,116.4800033569336
2016-10-05,118.05999755859375
2016-10-06,118.33999633789062
2016-10-07,117.83000183105469
2016-10-10,117.88999938964844
2016-10-11,116.05999755859375
2016-10-12,116.86000061035156
2016-10-13,113.16999816894531
2016-10-14,113.87000274658203
2016-10-17,114.0
2016-10-18,115.2699966430664
2016-10-19,117.5
2016-10-20,118.8499984741211
2016-10-21,118.91000366210938
2016-10-24,118.91999816894531
2016-10-25,119.05000305175781
2016-10-26,120.19000244140625
2016-10-27,121.9800033569336
2016-10-28,122.06999969482422
2016-10-31,122.7300033569336
2016-11-01,122.88999938964844
2016-11-02,121.80999755859375
2016-11-03,121.41000366210938
2016-11-04,121.80999755859375
2016-11-07,124.87999725341797
2016-11-08,125.12999725341797
2016-11-09,131.5399932861328
2016-11-10,133.7100067138672
2016-11-11,136.0
2016-11-14,139.9499969482422
2016-11-15,138.85000610351562
2016-11-16,136.74000549316406
2016-11-17,139.91000366210938
2016-11-18,141.25999450683594
2016-11-21,141.05999755859375
2016-11-22,142.2899932861328
2016-11-23,143.57000732421875
2016-11-25,143.7100067138672
2016-11-28,140.72000122070312
2016-11-29,140.7899932861328
2016-11-30,143.94000244140625
2016-12-01,147.08999633789062
2016-12-02,146.16000366210938
2016-12-05,147.33999633789062
2016-12-06,148.91000366210938
2016-12-07,151.2899932861328
2016-12-08,153.5
2016-12-09,154.1699981689453
2016-12-12,152.8000030517578
2016-12-13,153.22000122070312
2016-12-14,152.86000061035156
2016-12-15,153.85000610351562
2016-12-16,152.49000549316406
2016-12-19,154.17999267578125
2016-12-20,157.02000427246094
2016-12-21,155.91000366210938
2016-12-22,156.02999877929688
2016-12-23,157.10000610351562
2016-12-27,158.10000610351562
2016-12-28,156.64999389648438
2016-12-29,155.6300048828125
2016-12-30,156.42999267578125
2017-01-03,156.74000549316406
2017-01-04,157.6999969482422
2017-01-05,155.3800048828125
2017-01-06,156.55999755859375
2017-01-09,155.9600067138672
2017-01-10,156.6999969482422
2017-01-11,157.00999450683594
2017-01-12,155.35000610351562
2017-01-13,156.07000732421875
2017-01-17,152.67999267578125
2017-01-18,154.63999938964844
2017-01-19,155.35000610351562
2017-01-20,157.02999877929688
2017-01-23,155.94000244140625
2017-01-24,159.58999633789062
2017-01-25,162.1999969482422
2017-01-26,163.6300048828125
2017-01-27,164.0399932861328
2017-01-30,163.25
2017-01-31,162.57000732421875
2017-02-01,162.72000122070312
2017-02-02,162.11000061035156
2017-02-03,163.88999938964844
2017-02-06,163.4499969482422
2017-02-07,162.5
2017-02-08,162.8000030517578
2017-02-09,164.47999572753906
2017-02-10,165.30999755859375
2017-02-13,166.8000030517578
2017-02-14,168.22000122070312
2017-02-15,169.1300048828125
2017-02-16,167.5800018310547
2017-02-17,167.91000366210938
2017-02-21,167.92999267578125
2017-02-22,168.02999877929688
2017-02-23,169.77999877929688
2017-02-24,168.6699981689453
2017-02-27,167.9499969482422
2017-02-28,166.97000122070312
2017-03-01,172.2100067138672
2017-03-02,167.1199951171875
2017-03-03,168.00999450683594
2017-03-06,166.97000122070312
2017-03-07,166.72999572753906
2017-03-08,166.66000366210938
2017-03-09,166.52999877929688
2017-03-10,166.19000244140625
2017-03-13,165.47999572753906
2017-03-14,165.9600067138672
2017-03-15,163.75
2017-03-16,164.49000549316406
2017-03-17,162.08999633789062
2017-03-20,160.94000244140625
2017-03-21,155.0500030517578
2017-03-22,154.75999450683594
2017-03-23,154.97000122070312
2017-03-24,154.97000122070312
2017-03-27,154.1699981689453
2017-03-28,156.05999755859375
2017-03-29,154.42999267578125
2017-03-30,156.63999938964844
2017-03-31,154.72999572753906
2017-04-03,154.49000549316406
2017-04-04,154.19000244140625
2017-04-05,152.3800048828125
2017-04-06,153.3699951171875
2017-04-07,153.02000427246094
2017-04-10,151.5500030517578
2017-04-11,151.47999572753906
2017-04-12,149.82000732421875
2017-04-13,147.92999267578125
2017-04-17,153.7100067138672
2017-04-18,151.85000610351562
2017-04-19,151.47999572753906
2017-04-20,154.27999877929688
2017-04-21,153.91000366210938
2017-04-24,156.97000122070312
2017-04-25,157.72999572753906
2017-04-26,158.69000244140625
2017-04-27,156.9499969482422
2017-04-28,155.41000366210938
2017-05-01,156.9600067138672
2017-05-02,156.8000030517578
2017-05-03,159.3000030517578
2017-05-04,159.08999633789062
2017-05-05,158.92999267578125
2017-05-08,159.89999389648438
2017-05-09,159.30999755859375
2017-05-10,159.3000030517578
2017-05-11,158.42999267578125
2017-05-12,157.80999755859375
2017-05-15,160.5399932861328
2017-05-16,162.3699951171875
2017-05-17,156.52999877929688
2017-05-18,157.0800018310547
2017-05-19,157.3000030517578
2017-05-22,158.75
2017-05-23,161.3000030517578
2017-05-24,160.41000366210938
2017-05-25,161.1999969482422
2017-05-26,160.1999969482422
2017-05-30,158.07000732421875
2017-05-31,156.47000122070312
2017-06-01,158.6999969482422
2017-06-02,157.58999633789062
2017-06-05,157.17999267578125
2017-06-06,155.8699951171875
2017-06-07,156.72000122070312
2017-06-08,159.0800018310547
2017-06-09,163.36000061035156
2017-06-12,162.44000244140625
2017-06-13,162.67999267578125
2017-06-14,162.5500030517578
2017-06-15,161.50999450683594
2017-06-16,161.6699981689453
2017-06-19,162.66000366210938
2017-06-20,161.8000030517578
2017-06-21,161.02999877929688
2017-06-22,159.49000549316406
2017-06-23,157.83999633789062
2017-06-26,158.80999755859375
2017-06-27,159.16000366210938
2017-06-28,161.64999389648438
2017-06-29,161.17999267578125
2017-06-30,161.9499969482422
2017-07-03,164.30999755859375
2017-07-05,164.44000244140625
2017-07-06,163.58999633789062
2017-07-07,165.11000061035156
2017-07-10,164.36000061035156
2017-07-11,165.1699981689453
2017-07-12,165.24000549316406
2017-07-13,166.5399932861328
2017-07-14,165.77000427246094
2017-07-17,165.99000549316406
2017-07-18,165.47999572753906
2017-07-19,162.47999572753906
2017-07-20,160.33999633789062
2017-07-21,158.11000061035156
2017-07-24,160.33999633789062
2017-07-25,161.5
2017-07-26,157.97999572753906
2017-07-27,159.00999450683594
2017-07-28,160.58999633789062
2017-07-31,163.14999389648438
2017-08-01,164.66000366210938
2017-08-02,164.9199981689453
2017-08-03,163.7899932861328
2017-08-04,163.5800018310547
2017-08-07,163.6199951171875
2017-08-08,164.3699951171875
2017-08-09,163.0
2017-08-10,158.72000122070312
2017-08-11,156.60000610351562
2017-08-14,159.08999633789062
2017-08-15,158.5
2017-08-16,158.60000610351562
2017-08-17,153.8699951171875
2017-08-18,153.42999267578125
2017-08-21,152.49000549316406
2017-08-22,153.60000610351562
2017-08-23,153.2100067138672
2017-08-24,152.8300018310547
2017-08-25,153.8000030517578
2017-08-28,152.0
2017-08-29,150.1300048828125
2017-08-30,149.2899932861328
2017-08-31,147.86000061035156
2017-09-01,149.0
2017-09-05,145.4499969482422
2017-09-06,145.16000366210938
2017-09-07,142.47000122070312
2017-09-08,144.07000732421875
2017-09-11,146.52000427246094
2017-09-12,149.02000427246094
2017-09-13,150.5
2017-09-14,149.9199981689453
2017-09-15,149.99000549316406
2017-09-18,151.6699981689453
2017-09-19,152.7100067138672
2017-09-20,154.55999755859375
2017-09-21,154.4199981689453
2017-09-22,153.82000732421875
2017-09-25,154.7100067138672
2017-09-26,155.44000244140625
2017-09-27,157.91000366210938
2017-09-28,159.22000122070312
2017-09-29,161.0399932861328
2017-10-02,161.38999938964844
2017-10-03,161.30999755859375
2017-10-04,160.69000244140625
2017-10-05,161.57000732421875
2017-10-06,162.0800018310547
2017-10-09,161.1699981689453
2017-10-10,163.16000366210938
2017-10-11,163.14999389648438
2017-10-12,162.8300018310547
2017-10-13,163.2100067138672
2017-10-16,164.22000122070312
2017-10-17,164.13999938964844
2017-10-18,160.6199951171875
2017-10-19,162.25999450683594
2017-10-20,165.1999969482422
2017-10-23,164.94000244140625
2017-10-24,165.75
2017-10-25,165.8000030517578
2017-10-26,167.60000610351562
2017-10-27,167.82000732421875
2017-10-30,166.89999389648438
2017-10-31,166.77000427246094
2017-11-01,167.27999877929688
2017-11-02,169.02999877929688
2017-11-03,168.75999450683594
2017-11-06,168.7100067138672
2017-11-07,162.8800048828125
2017-11-08,161.2100067138672
2017-11-09,158.61000061035156
2017-11-10,157.10000610351562
2017-11-13,159.44000244140625
2017-11-14,160.7100067138672
2017-11-15,161.22000122070312
2017-11-16,159.8699951171875
2017-11-17,160.57000732421875
2017-11-20,161.61000061035156
2017-11-21,160.19000244140625
2017-11-22,159.9199981689453
2017-11-24,159.13999938964844
2017-11-27,159.5
2017-11-28,164.33999633789062
2017-11-29,169.11000061035156
2017-11-30,168.9499969482422
2017-12-01,169.47000122070312
2017-12-04,172.25
2017-12-05,170.42999267578125
2017-12-06,169.50999450683594
2017-12-07,171.07000732421875
2017-12-08,171.72000122070312
2017-12-11,170.50999450683594
2017-12-12,172.49000549316406
2017-12-13,171.02000427246094
2017-12-14,169.0399932861328
2017-12-15,170.89999389648438
2017-12-18,173.86000061035156
2017-12-19,173.89999389648438
2017-12-20,172.52999877929688
2017-12-21,173.58999633789062
2017-12-22,173.07000732421875
2017-12-26,171.99000549316406
2017-12-27,171.57000732421875
2017-12-28,172.2899932861328
2017-12-29,170.99000549316406
2018-01-02,171.19000244140625
2018-01-03,173.11000061035156
2018-01-04,173.44000244140625
2018-01-05,172.82000732421875
2018-01-08,172.4199981689453
2018-01-09,174.91000366210938
2018-01-10,176.75
2018-01-11,177.99000549316406
2018-01-12,178.52000427246094
2018-01-16,177.77999877929688
2018-01-17,179.2100067138672
2018-01-18,186.14999389648438
2018-01-19,188.77999877929688
2018-01-22,188.75999450683594
2018-01-23,188.8300018310547
2018-01-24,189.4600067138672
2018-01-25,187.66000366210938
2018-01-26,189.3699951171875
2018-01-29,189.7899932861328
2018-01-30,190.57000732421875
2018-01-31,190.77999877929688
2018-02-01,192.85000610351562
2018-02-02,189.1999969482422
2018-02-05,179.80999755859375
2018-02-06,185.05999755859375
2018-02-07,184.97000122070312
2018-02-08,178.35000610351562
2018-02-09,182.6199951171875
2018-02-12,184.75
2018-02-13,186.14999389648438
2018-02-14,191.97999572753906
2018-02-15,191.10000610351562
2018-02-16,191.63999938964844
2018-02-20,190.63999938964844
2018-02-21,192.82000732421875
2018-02-22,189.5
2018-02-23,193.50999450683594
2018-02-26,195.32000732421875
2018-02-27,192.19000244140625
2018-02-28,189.83999633789062
2018-03-01,188.85000610351562
2018-03-02,190.97999572753906
2018-03-05,193.75
2018-03-06,195.33999633789062
2018-03-07,195.19000244140625
2018-03-08,194.69000244140625
2018-03-09,196.80999755859375
2018-03-12,194.91000366210938
2018-03-13,193.0500030517578
2018-03-14,190.30999755859375
2018-03-15,190.3300018310547
2018-03-16,190.3699951171875
2018-03-19,189.2899932861328
2018-03-20,188.69000244140625
2018-03-21,189.64999389648438
2018-03-22,182.4499969482422
2018-03-23,177.50999450683594
2018-03-26,184.24000549316406
2018-03-27,180.3300018310547
2018-03-28,180.58999633789062
2018-03-29,184.36000061035156
2018-04-02,179.88999938964844
2018-04-03,183.02000427246094
2018-04-04,185.97999572753906
2018-04-05,186.55999755859375
2018-04-06,181.69000244140625
2018-04-09,182.83999633789062
2018-04-10,186.44000244140625
2018-04-11,184.92999267578125
2018-04-12,187.13999938964844
2018-04-13,183.16000366210938
2018-04-16,181.57000732421875
2018-04-17,177.42999267578125
2018-04-18,178.0500030517578
2018-04-19,180.24000549316406
2018-04-20,181.52999877929688
2018-04-23,181.97999572753906
2018-04-24,182.32000732421875
2018-04-25,182.52000427246094
2018-04-26,182.4600067138672
2018-04-27,184.5
2018-04-30,182.27000427246094
2018-05-01,182.77999877929688
2018-05-02,179.58999633789062
2018-05-03,179.58999633789062
2018-05-04,180.4499969482422
2018-05-07,180.9199981689453
2018-05-08,181.05999755859375
2018-05-09,184.11000061035156
2018-05-10,185.72999572753906
2018-05-11,185.63999938964844
2018-05-14,184.30999755859375
2018-05-15,184.38999938964844
2018-05-16,184.25999450683594
2018-05-17,184.25
2018-05-18,181.8300018310547
2018-05-21,182.0500030517578
2018-05-22,183.88999938964844
2018-05-23,180.75999450683594
2018-05-24,179.88999938964844
2018-05-25,179.0800018310547
2018-05-29,171.74000549316406
2018-05-30,174.1300048828125
2018-05-31,172.0800018310547
2018-06-01,174.67999267578125
2018-06-04,175.0800018310547
2018-06-05,174.33999633789062
2018-06-06,178.4600067138672
2018-06-07,177.6699981689453
2018-06-08,177.11000061035156
2018-06-11,175.77999877929688
2018-06-12,175.16000366210938
2018-06-13,174.39999389648438
2018-06-14,174.7100067138672
2018-06-15,174.74000549316406
2018-06-18,174.07000732421875
2018-06-19,174.3699951171875
2018-06-20,174.07000732421875
2018-06-21,174.52999877929688
2018-06-22,172.97999572753906
2018-06-25,171.83999633789062
2018-06-26,170.17999267578125
2018-06-27,168.47000122070312
2018-06-28,168.67999267578125
2018-06-29,170.14999389648438
2018-07-02,170.08999633789062
2018-07-03,169.05999755859375
2018-07-05,169.0800018310547
2018-07-06,168.9600067138672
2018-07-09,172.60000610351562
2018-07-10,171.89999389648438
2018-07-11,170.8300018310547
2018-07-12,168.83999633789062
2018-07-13,166.4499969482422
2018-07-16,168.1199951171875
2018-07-17,168.5
2018-07-18,174.47999572753906
2018-07-19,172.77000427246094
2018-07-20,173.0
2018-07-23,174.6300048828125
2018-07-24,173.22000122070312
2018-07-25,172.2100067138672
2018-07-26,172.9600067138672
2018-07-27,175.60000610351562
2018-07-30,175.64999389648438
2018-07-31,173.35000610351562
2018-08-01,173.55999755859375
2018-08-02,174.64999389648438
2018-08-03,174.42999267578125
2018-08-06,175.17999267578125
2018-08-07,175.5800018310547
2018-08-08,177.14999389648438
2018-08-09,175.94000244140625
2018-08-10,173.9600067138672
2018-08-13,173.02999877929688
2018-08-14,175.05999755859375
2018-08-15,173.64999389648438
2018-08-16,176.92999267578125
2018-08-17,176.5
2018-08-20,175.5399932861328
2018-08-21,177.0800018310547
2018-08-22,177.00999450683594
2018-08-23,176.57000732421875
2018-08-24,176.30999755859375
2018-08-27,177.27999877929688
2018-08-28,177.8300018310547
2018-08-29,177.58999633789062
2018-08-30,176.36000061035156
2018-08-31,177.14999389648438
2018-09-04,179.35000610351562
2018-09-05,179.72999572753906
2018-09-06,178.63999938964844
2018-09-07,178.80999755859375
2018-09-10,178.50999450683594
2018-09-11,178.88999938964844
2018-09-12,174.4499969482422
2018-09-13,171.00999450683594
2018-09-14,171.22000122070312
2018-09-17,169.72000122070312
2018-09-18,169.11000061035156
2018-09-19,172.02000427246094
2018-09-20,172.8800048828125
2018-09-21,173.0
2018-09-24,170.14999389648438
2018-09-25,168.58999633789062
2018-09-26,167.38999938964844
2018-09-27,165.60000610351562
2018-09-28,164.5399932861328
2018-10-01,164.69000244140625
2018-10-02,164.97000122070312
2018-10-03,167.16000366210938
2018-10-04,169.14999389648438
2018-10-05,168.30999755859375
2018-10-08,170.08999633789062
2018-10-09,169.3300018310547
2018-10-10,165.82000732421875
2018-10-11,160.4499969482422
2018-10-12,158.52000427246094
2018-10-15,159.00999450683594
2018-10-16,158.72999572753906
2018-10-17,161.89999389648438
2018-10-18,160.77000427246094
2018-10-19,162.6300048828125
2018-10-22,158.0
2018-10-23,158.7899932861328
2018-10-24,154.64999389648438
2018-10-25,158.36000061035156
2018-10-26,158.52999877929688
2018-10-29,161.5500030517578
2018-10-30,163.1999969482422
2018-10-31,165.41000366210938
2018-11-01,164.0
2018-11-02,164.17999267578125
2018-11-05,164.6999969482422
2018-11-06,164.19000244140625
2018-11-07,165.4499969482422
2018-11-08,167.3699951171875
2018-11-09,166.72000122070312
2018-11-12,165.1300048828125
2018-11-13,167.5
2018-11-14,165.2899932861328
2018-11-15,168.2899932861328
2018-11-16,169.0399932861328
2018-11-19,168.5800018310547
2018-11-20,168.27000427246094
2018-11-21,167.8300018310547
2018-11-23,167.25
2018-11-26,170.07000732421875
2018-11-27,167.44000244140625
2018-11-28,168.4499969482422
2018-11-29,168.69000244140625
2018-11-30,169.00999450683594
2018-12-03,168.55999755859375
2018-12-04,161.08999633789062
2018-12-06,161.3000030517578
2018-12-07,157.8699951171875
2018-12-10,155.35000610351562
2018-12-11,153.55999755859375
2018-12-12,154.30999755859375
2018-12-13,149.67999267578125
2018-12-14,147.80999755859375
2018-12-17,146.35000610351562
2018-12-18,144.10000610351562
2018-12-19,141.5500030517578
2018-12-20,141.10000610351562
2018-12-21,138.72000122070312
2018-12-24,135.74000549316406
2018-12-26,141.0800018310547
2018-12-27,140.64999389648438
2018-12-28,141.22999572753906
2018-12-31,143.1300048828125
2019-01-02,144.88999938964844
2019-01-03,143.86000061035156
2019-01-04,148.27999877929688
2019-01-07,150.10000610351562
2019-01-08,150.75
2019-01-09,152.35000610351562
2019-01-10,150.44000244140625
2019-01-11,150.80999755859375
2019-01-14,151.0399932861328
2019-01-15,151.4499969482422
2019-01-16,154.4199981689453
2019-01-17,163.2100067138672
2019-01-18,165.58999633789062
2019-01-22,166.67999267578125
2019-01-23,167.5500030517578
2019-01-24,168.4199981689453
2019-01-25,168.30999755859375
2019-01-28,167.6699981689453
2019-01-29,168.0
2019-01-30,166.17999267578125
2019-01-31,164.5399932861328
2019-02-01,164.0
2019-02-04,163.80999755859375
2019-02-05,162.41000366210938
2019-02-06,161.66000366210938
2019-02-07,166.69000244140625
2019-02-08,165.39999389648438
2019-02-11,168.35000610351562
2019-02-12,170.0
2019-02-13,170.6199951171875
2019-02-14,169.13999938964844
2019-02-15,172.27000427246094
2019-02-19,173.47999572753906
2019-02-20,176.0
2019-02-21,173.0800018310547
2019-02-22,172.47000122070312
2019-02-25,172.47000122070312
2019-02-26,170.50999450683594
2019-02-27,172.52999877929688
2019-02-28,173.05999755859375
2019-03-01,172.58999633789062
2019-03-04,172.83999633789062
2019-03-05,172.6699981689453
2019-03-06,169.89999389648438
2019-03-07,167.63999938964844
2019-03-08,167.83999633789062
2019-03-11,169.08999633789062
2019-03-12,170.36000061035156
2019-03-13,172.1699981689453
2019-03-14,173.3300018310547
2019-03-15,172.52000427246094
2019-03-18,174.72999572753906
2019-03-19,171.35000610351562
2019-03-20,163.7899932861328
2019-03-21,160.32000732421875
2019-03-22,153.7899932861328
2019-03-25,153.2899932861328
2019-03-26,155.5800018310547
2019-03-27,155.30999755859375
2019-03-28,157.39999389648438
2019-03-29,157.02000427246094
2019-04-01,161.72999572753906
2019-04-02,161.74000549316406
2019-04-03,161.8800048828125
