Date,MKC
2015-07-01,32.232566833496094
2015-07-02,32.39055633544922
2015-07-06,32.159664154052734
2015-07-07,32.6417121887207
2015-07-08,32.25687026977539
2015-07-09,32.32202911376953
2015-07-10,32.57035446166992
2015-07-13,32.814640045166016
2015-07-14,32.86349868774414
2015-07-15,32.58257293701172
2015-07-16,32.814640045166016
2015-07-17,32.57442855834961
2015-07-20,32.57442855834961
2015-07-21,32.64365005493164
2015-07-22,32.75764846801758
2015-07-23,32.6110725402832
2015-07-24,32.52558898925781
2015-07-27,32.49707794189453
2015-07-28,33.030426025390625
2015-07-29,33.14034652709961
2015-07-30,33.388702392578125
2015-07-31,33.388702392578125
2015-08-03,33.40090560913086
2015-08-04,33.63298034667969
2015-08-05,34.0115966796875
2015-08-06,33.96682357788086
2015-08-07,34.02789306640625
2015-08-10,34.47166442871094
2015-08-11,34.44723129272461
2015-08-12,34.47166442871094
2015-08-13,34.40652847290039
2015-08-14,34.687435150146484
2015-08-17,34.60600280761719
2015-08-18,34.50423812866211
2015-08-19,33.9993896484375
2015-08-20,33.380558013916016
2015-08-21,32.54593276977539
2015-08-24,31.47925567626953
2015-08-25,30.949989318847656
2015-08-26,31.79682159423828
2015-08-27,32.19173812866211
2015-08-28,32.53779220581055
2015-08-31,32.2772331237793
2015-09-01,31.597332000732422
2015-09-02,32.23651885986328
2015-09-03,32.60293960571289
2015-09-04,32.069602966308594
2015-09-08,32.93272399902344
2015-09-09,32.52151870727539
2015-09-10,32.594791412353516
2015-09-11,32.91642761230469
2015-09-14,33.0181999206543
2015-09-15,33.311344146728516
2015-09-16,33.87318420410156
2015-09-17,33.87724304199219
2015-09-18,33.64518737792969
2015-09-21,33.86503982543945
2015-09-22,33.57597351074219
2015-09-23,33.60854721069336
2015-09-24,33.85282897949219
2015-09-25,33.96682357788086
2015-09-28,33.18106460571289
2015-09-29,33.05485153198242
2015-09-30,33.457908630371094
2015-10-01,32.032955169677734
2015-10-02,32.4156608581543
2015-10-05,33.250274658203125
2015-10-06,33.156620025634766
2015-10-07,33.311344146728516
2015-10-08,33.8554801940918
2015-10-09,33.965946197509766
2015-10-12,34.100955963134766
2015-10-13,33.777748107910156
2015-10-14,33.4504508972168
2015-10-15,33.470890045166016
2015-10-16,33.822757720947266
2015-10-19,33.80229949951172
2015-10-20,33.69183349609375
2015-10-21,33.929134368896484
2015-10-22,35.00106430053711
2015-10-23,34.84557342529297
2015-10-26,34.86603546142578
2015-10-27,34.518280029296875
2015-10-28,34.48963928222656
2015-10-29,34.628726959228516
2015-10-30,34.35871124267578
2015-11-02,34.5919303894043
2015-11-03,34.763755798339844
2015-11-04,34.796485900878906
2015-11-05,35.12786865234375
2015-11-06,34.42417526245117
2015-11-09,34.18279266357422
2015-11-10,34.280975341796875
2015-11-11,34.46100616455078
2015-11-12,33.69183349609375
2015-11-13,33.454532623291016
2015-11-16,34.08050537109375
2015-11-17,33.83912658691406
2015-11-18,34.649200439453125
2015-11-19,34.661468505859375
2015-11-20,34.4405403137207
2015-11-23,34.83330154418945
2015-11-24,34.89058303833008
2015-11-25,35.07059860229492
2015-11-27,35.19743728637695
2015-11-30,35.15243148803711
2015-12-01,35.4797477722168
2015-12-02,34.98468017578125
2015-12-03,34.58783721923828
2015-12-04,35.37337112426758
2015-12-07,35.7579345703125
2015-12-08,35.40607452392578
2015-12-09,35.25471115112305
2015-12-10,34.849674224853516
2015-12-11,34.30552673339844
2015-12-14,34.608280181884766
2015-12-15,34.669647216796875
2015-12-16,35.35697937011719
2015-12-17,34.69010543823242
2015-12-18,34.2359733581543
2015-12-21,34.624656677246094
2015-12-22,34.99286651611328
2015-12-23,35.53701400756836
2015-12-24,35.471561431884766
2015-12-28,35.67201614379883
2015-12-29,35.87759780883789
2015-12-30,35.60623550415039
2015-12-31,35.17863082885742
2016-01-04,34.65235137939453
2016-01-05,34.70991897583008
2016-01-06,34.648231506347656
2016-01-07,34.409751892089844
2016-01-08,34.38508987426758
2016-01-11,34.57835006713867
2016-01-12,35.15807342529297
2016-01-13,34.899051666259766
2016-01-14,34.960716247558594
2016-01-15,34.41798400878906
2016-01-19,33.41886901855469
2016-01-20,33.01595687866211
2016-01-21,32.80213928222656
2016-01-22,33.58744812011719
2016-01-25,33.279090881347656
2016-01-26,34.03150939941406
2016-01-27,33.79304122924805
2016-01-28,35.11695098876953
2016-01-29,36.16952133178711
2016-02-01,36.25175094604492
2016-02-02,36.05440139770508
2016-02-03,35.76247024536133
2016-02-04,35.289649963378906
2016-02-05,35.31430435180664
2016-02-08,36.1284065246582
2016-02-09,36.280540466308594
2016-02-10,37.209747314453125
2016-02-11,37.14396286010742
2016-02-12,36.868492126464844
2016-02-16,37.1604118347168
2016-02-17,37.5222282409668
2016-02-18,37.38653564453125
2016-02-19,37.834712982177734
2016-02-22,37.633243560791016
2016-02-23,38.1842041015625
2016-02-24,38.196529388427734
2016-02-25,38.68991470336914
2016-02-26,38.4555549621582
2016-02-29,38.34454345703125
2016-03-01,38.39388656616211
2016-03-02,38.451446533203125
2016-03-03,38.54601287841797
2016-03-04,38.620018005371094
2016-03-07,38.352760314941406
2016-03-08,38.484336853027344
2016-03-09,38.59534454345703
2016-03-10,38.50489807128906
2016-03-11,38.74335861206055
2016-03-14,38.7762565612793
2016-03-15,38.55423355102539
2016-03-16,38.95716857910156
2016-03-17,39.364219665527344
2016-03-18,38.82561111450195
2016-03-21,38.70636749267578
2016-03-22,38.65703582763672
2016-03-23,39.40532684326172
2016-03-24,39.6068000793457
2016-03-28,40.03028106689453
2016-03-29,40.94717025756836
2016-03-30,41.01295471191406
2016-03-31,40.90195083618164
2016-04-01,41.333648681640625
2016-04-04,41.407684326171875
2016-04-05,40.74159240722656
2016-04-06,40.95539474487305
2016-04-07,41.054508209228516
2016-04-08,41.306392669677734
2016-04-11,40.686988830566406
2016-04-12,40.83976364135742
2016-04-13,39.93954849243164
2016-04-14,39.15911102294922
2016-04-15,39.254066467285156
2016-04-18,39.2623405456543
2016-04-19,39.22517395019531
2016-04-20,38.70487594604492
2016-04-21,37.73859786987305
2016-04-22,37.891380310058594
2016-04-25,38.52317428588867
2016-04-26,38.42820739746094
2016-04-27,38.40342330932617
2016-04-28,38.556209564208984
2016-04-29,38.725521087646484
2016-05-02,38.94850158691406
2016-05-03,38.65119171142578
2016-05-04,39.11368179321289
2016-05-05,39.14671325683594
2016-05-06,39.435768127441406
2016-05-09,40.051048278808594
2016-05-10,40.459869384765625
2016-05-11,40.26578140258789
2016-05-12,40.81911087036133
2016-05-13,40.60853958129883
