Date,EG
2015-11-04,143.45645141601562
2015-11-05,144.07286071777344
2015-11-06,144.96949768066406
2015-11-09,144.4250946044922
2015-11-10,144.9214630126953
2015-11-11,145.44180297851562
2015-11-12,145.35374450683594
2015-11-13,145.00146484375
2015-11-16,145.76194763183594
2015-11-17,144.94544982910156
2015-11-18,147.38710021972656
2015-11-19,148.94813537597656
2015-11-20,148.58790588378906
2015-11-23,148.25169372558594
2015-11-24,147.9394989013672
2015-11-25,147.83535766601562
2015-11-27,148.43582153320312
2015-11-30,148.57273864746094
2015-12-01,150.51409912109375
2015-12-02,148.63719177246094
2015-12-03,148.02496337890625
2015-12-04,150.56240844726562
2015-12-07,152.10098266601562
2015-12-08,150.80406188964844
2015-12-09,149.33798217773438
2015-12-10,148.53244018554688
2015-12-11,147.3805694580078
2015-12-14,148.36331176757812
2015-12-15,147.9766387939453
2015-12-16,146.49444580078125
2015-12-17,146.53477478027344
2015-12-18,145.8902587890625
2015-12-21,146.95361328125
2015-12-22,148.7660675048828
2015-12-23,148.62908935546875
2015-12-24,149.08026123046875
2015-12-28,149.24942016601562
2015-12-29,150.90077209472656
2015-12-30,149.87770080566406
2015-12-31,147.48524475097656
2016-01-04,145.86611938476562
2016-01-05,145.29421997070312
2016-01-06,144.07781982421875
2016-01-07,142.56349182128906
2016-01-08,141.0409698486328
2016-01-11,141.49212646484375
2016-01-12,141.50013732910156
2016-01-13,139.18019104003906
2016-01-14,140.6060028076172
2016-01-15,139.52659606933594
2016-01-19,137.939697265625
2016-01-20,136.7152557373047
2016-01-21,136.417236328125
2016-01-22,138.90634155273438
2016-01-25,137.23081970214844
2016-01-26,139.36549377441406
2016-01-27,138.77748107910156
2016-01-28,140.5335693359375
2016-01-29,144.14234924316406
2016-02-01,145.49560546875
2016-02-02,142.34596252441406
2016-02-03,143.14346313476562
2016-02-04,147.058349609375
2016-02-05,145.0042266845703
2016-02-08,150.91683959960938
2016-02-09,151.36790466308594
2016-02-10,148.6935577392578
2016-02-11,147.3483123779297
2016-02-12,149.5554962158203
2016-02-16,148.77410888671875
2016-02-17,149.28158569335938
2016-02-18,149.77301025390625
2016-02-19,150.2723846435547
2016-02-22,149.87770080566406
2016-02-23,150.24017333984375
2016-02-24,151.15847778320312
2016-02-25,152.47958374023438
2016-02-26,150.53016662597656
2016-02-29,149.93409729003906
2016-03-01,153.8087158203125
2016-03-02,154.54180908203125
2016-03-03,154.64645385742188
2016-03-04,155.95144653320312
2016-03-07,157.0453643798828
2016-03-08,155.90284729003906
2016-03-09,156.6807403564453
2016-03-10,156.89947509765625
2016-03-11,158.8929901123047
2016-03-14,158.67417907714844
2016-03-15,156.53488159179688
2016-03-16,158.11505126953125
2016-03-17,157.80718994140625
2016-03-18,155.01141357421875
2016-03-21,157.13455200195312
2016-03-22,156.81036376953125
2016-03-23,156.66455078125
2016-03-24,155.068115234375
2016-03-28,157.53968811035156
2016-03-29,158.6498565673828
2016-03-30,159.4764862060547
2016-03-31,159.98696899414062
2016-04-01,161.47801208496094
2016-04-04,160.2867889404297
2016-04-05,158.56887817382812
2016-04-06,158.7633056640625
2016-04-07,158.2041778564453
2016-04-08,157.92056274414062
2016-04-11,157.9043731689453
2016-04-12,159.81674194335938
2016-04-13,161.3078155517578
2016-04-14,160.14901733398438
2016-04-15,160.1894989013672
2016-04-18,160.343505859375
2016-04-19,160.3596954345703
2016-04-20,160.1247100830078
2016-04-21,155.25457763671875
2016-04-22,156.6969451904297
2016-04-25,156.7455596923828
2016-04-26,150.58692932128906
2016-04-27,149.75230407714844
2016-04-28,149.37950134277344
2016-04-29,149.83334350585938
2016-05-02,150.77330017089844
2016-05-03,149.6793212890625
2016-05-04,148.09103393554688
2016-05-05,148.43141174316406
2016-05-06,147.10240173339844
2016-05-09,146.47036743164062
2016-05-10,148.5043487548828
2016-05-11,147.9532928466797
2016-05-12,149.1688232421875
2016-05-13,148.60975646972656
2016-05-16,149.32272338867188
2016-05-17,147.6048126220703
2016-05-18,147.4346466064453
2016-05-19,145.7734832763672
2016-05-20,145.9112091064453
2016-05-23,144.4364013671875
2016-05-24,145.5384521484375
2016-05-25,145.1251983642578
2016-05-26,145.11708068847656
2016-05-27,145.60646057128906
2016-05-31,146.07949829101562
2016-06-01,145.98158264160156
2016-06-02,145.05186462402344
2016-06-03,145.0600128173828
2016-06-06,144.88055419921875
2016-06-07,143.79583740234375
2016-06-08,146.91954040527344
2016-06-09,147.14788818359375
2016-06-10,146.07949829101562
2016-06-13,143.26573181152344
2016-06-14,141.63450622558594
2016-06-15,140.0604705810547
2016-06-16,141.03097534179688
2016-06-17,143.0454864501953
2016-06-20,142.80078125
2016-06-21,143.0047607421875
2016-06-22,143.16783142089844
2016-06-23,144.70114135742188
2016-06-24,140.69662475585938
2016-06-27,138.00515747070312
2016-06-28,141.91998291015625
2016-06-29,141.81396484375
2016-06-30,148.98300170898438
2016-07-01,148.0449981689453
2016-07-05,146.5281219482422
2016-07-06,147.433349609375
2016-07-07,147.51487731933594
2016-07-08,148.2081298828125
2016-07-11,147.78402709960938
2016-07-12,148.59962463378906
2016-07-13,147.84930419921875
2016-07-14,147.58828735351562
2016-07-15,146.60960388183594
2016-07-18,144.96212768554688
2016-07-19,146.08761596679688
2016-07-20,146.4954071044922
2016-07-21,145.64720153808594
2016-07-22,147.83297729492188
2016-07-25,147.9797821044922
2016-07-26,150.70384216308594
2016-07-27,151.69883728027344
2016-07-28,154.17002868652344
2016-07-29,154.15379333496094
2016-08-01,154.68389892578125
2016-08-02,154.89598083496094
2016-08-03,155.2466583251953
2016-08-04,155.18138122558594
2016-08-05,155.6952667236328
2016-08-08,155.4342041015625
2016-08-09,155.7523193359375
2016-08-10,155.88278198242188
2016-08-11,154.5289306640625
2016-08-12,154.79806518554688
2016-08-15,155.06719970703125
2016-08-16,154.68389892578125
2016-08-17,153.85198974609375
2016-08-18,154.37396240234375
2016-08-19,154.08029174804688
2016-08-22,154.2679443359375
2016-08-23,153.5094451904297
2016-08-24,154.42291259765625
2016-08-25,155.0345916748047
2016-08-26,155.02642822265625
2016-08-29,156.06224060058594
2016-08-30,157.27743530273438
2016-08-31,157.71786499023438
2016-09-01,157.0817413330078
2016-09-02,158.0498504638672
2016-09-06,158.1647491455078
2016-09-07,160.06008911132812
2016-09-08,158.55043029785156
2016-09-09,155.32589721679688
2016-09-12,156.63861083984375
2016-09-13,155.97409057617188
2016-09-14,154.9894561767578
2016-09-15,156.2940673828125
2016-09-16,154.4233856201172
2016-09-19,156.24481201171875
2016-09-20,156.95042419433594
2016-09-21,158.9196014404297
2016-09-22,160.1175079345703
2016-09-23,157.75450134277344
2016-09-26,157.10633850097656
2016-09-27,157.20477294921875
2016-09-28,158.4601287841797
2016-09-29,156.22018432617188
2016-09-30,155.86732482910156
2016-10-03,154.3740997314453
2016-10-04,155.990478515625
2016-10-05,152.3064727783203
2016-10-06,151.16600036621094
2016-10-07,155.736083984375
2016-10-10,157.04891967773438
2016-10-11,156.05609130859375
2016-10-12,157.3852996826172
2016-10-13,158.66525268554688
2016-10-14,159.5513916015625
2016-10-17,160.4539031982422
2016-10-18,160.2733917236328
2016-10-19,160.50311279296875
2016-10-20,158.02528381347656
2016-10-21,158.28781127929688
2016-10-24,159.28880310058594
2016-10-25,165.5163116455078
2016-10-26,167.04237365722656
2016-10-27,165.1470184326172
2016-10-28,164.98301696777344
2016-10-31,166.98497009277344
2016-11-01,167.24746704101562
2016-11-02,167.92852783203125
2016-11-03,168.8227996826172
2016-11-04,168.5684814453125
2016-11-07,169.92227172851562
2016-11-08,170.6033172607422
2016-11-09,170.56227111816406
2016-11-10,171.8997039794922
2016-11-11,173.55702209472656
2016-11-14,174.0000762939453
2016-11-15,174.0000762939453
2016-11-16,174.82054138183594
2016-11-17,174.64825439453125
2016-11-18,173.5159912109375
2016-11-21,173.02371215820312
2016-11-22,171.07095336914062
2016-11-23,172.0309295654297
2016-11-25,171.60427856445312
2016-11-28,172.2316436767578
2016-11-29,174.91419982910156
2016-11-30,173.79164123535156
2016-12-01,173.84117126464844
2016-12-02,173.29635620117188
2016-12-05,172.98272705078125
2016-12-06,174.0227508544922
2016-12-07,174.72434997558594
2016-12-08,176.06150817871094
2016-12-09,176.94471740722656
2016-12-12,179.40451049804688
2016-12-13,178.96697998046875
2016-12-14,178.82666015625
2016-12-15,176.18531799316406
2016-12-16,176.88693237304688
2016-12-19,180.25465393066406
2016-12-20,179.16513061523438
2016-12-21,178.6863555908203
2016-12-22,179.305419921875
2016-12-23,179.49525451660156
2016-12-27,179.4540252685547
2016-12-28,177.9434814453125
2016-12-29,178.38919067382812
2016-12-30,178.62033081054688
2017-01-03,178.32321166992188
2017-01-04,179.77587890625
2017-01-05,179.75941467285156
2017-01-06,180.61781311035156
2017-01-09,179.09085083007812
2017-01-10,181.1131134033203
2017-01-11,181.66616821289062
2017-01-12,181.41021728515625
2017-01-13,180.97276306152344
2017-01-17,179.83372497558594
2017-01-18,182.56581115722656
2017-01-19,181.08828735351562
2017-01-20,180.4527587890625
2017-01-23,180.8901824951172
2017-01-24,180.25465393066406
2017-01-25,181.50926208496094
2017-01-26,183.12709045410156
2017-01-27,182.51626586914062
2017-01-30,181.95501708984375
2017-01-31,181.5340576171875
2017-02-01,181.17913818359375
2017-02-02,183.39950561523438
2017-02-03,182.92074584960938
2017-02-06,183.3251953125
2017-02-07,188.0713653564453
2017-02-08,189.4003143310547
2017-02-09,189.67271423339844
2017-02-10,190.43203735351562
2017-02-13,192.38832092285156
2017-02-14,192.79270935058594
2017-02-15,193.23841857910156
2017-02-16,194.39405822753906
2017-02-17,194.07215881347656
2017-02-21,193.09815979003906
2017-02-22,193.89878845214844
2017-02-23,194.2867889404297
2017-02-24,193.99781799316406
2017-02-27,192.3470458984375
2017-02-28,194.0886688232422
2017-03-01,197.39854431152344
2017-03-02,195.77249145507812
2017-03-03,194.48484802246094
2017-03-06,193.06582641601562
2017-03-07,192.04518127441406
2017-03-08,193.38949584960938
2017-03-09,193.1322479248047
2017-03-10,194.99935913085938
2017-03-13,195.0076141357422
2017-03-14,194.7669677734375
2017-03-15,196.06985473632812
2017-03-16,195.5635986328125
2017-03-17,195.8291778564453
2017-03-20,195.14869689941406
2017-03-21,193.738037109375
2017-03-22,194.53465270996094
2017-03-23,194.21099853515625
2017-03-24,193.67991638183594
2017-03-27,192.3272705078125
2017-03-28,194.02015686035156
2017-03-29,193.7047882080078
2017-03-30,194.9163818359375
2017-03-31,194.02015686035156
2017-04-03,194.0118865966797
2017-04-04,195.9287109375
2017-04-05,194.0118865966797
2017-04-06,193.87905883789062
2017-04-07,193.03265380859375
2017-04-10,193.89566040039062
2017-04-11,194.46823120117188
2017-04-12,193.6384735107422
2017-04-13,191.38134765625
2017-04-17,194.64256286621094
2017-04-18,194.10311889648438
2017-04-19,193.5222930908203
2017-04-20,194.96615600585938
2017-04-21,193.9537353515625
2017-04-24,198.6422882080078
2017-04-25,209.04815673828125
2017-04-26,213.18896484375
2017-04-27,210.69949340820312
2017-04-28,208.87388610839844
2017-05-01,207.72877502441406
2017-05-02,205.7869873046875
2017-05-03,206.3595733642578
2017-05-04,206.11062622070312
2017-05-05,204.48419189453125
2017-05-08,204.29335021972656
2017-05-09,201.69595336914062
2017-05-10,202.47601318359375
2017-05-11,202.8245391845703
2017-05-12,202.43450927734375
2017-05-15,203.05691528320312
2017-05-16,202.92413330078125
2017-05-17,200.52593994140625
2017-05-18,202.3515625
2017-05-19,202.4262237548828
2017-05-22,202.4511260986328
2017-05-23,204.35972595214844
2017-05-24,205.46339416503906
2017-05-25,206.63339233398438
2017-05-26,207.38401794433594
2017-05-30,207.0587615966797
2017-05-31,212.37966918945312
2017-06-01,213.1720428466797
2017-06-02,213.1136474609375
2017-06-05,211.90431213378906
2017-06-06,210.2362823486328
2017-06-07,210.52822875976562
2017-06-08,211.1453857421875
2017-06-09,213.14700317382812
2017-06-12,215.273681640625
2017-06-13,212.88844299316406
2017-06-14,210.48651123046875
2017-06-15,210.2447052001953
2017-06-16,213.1636962890625
2017-06-19,214.6064910888672
2017-06-20,212.5548553466797
2017-06-21,213.98931884765625
2017-06-22,214.122802734375
2017-06-23,211.82089233398438
2017-06-26,211.96270751953125
2017-06-27,211.34556579589844
2017-06-28,212.72999572753906
2017-06-29,212.80511474609375
2017-06-30,212.3296661376953
2017-07-03,220.135986328125
2017-07-05,219.1351776123047
2017-07-06,217.94252014160156
2017-07-07,219.51889038085938
2017-07-10,221.49539184570312
2017-07-11,218.7098388671875
2017-07-12,219.1101837158203
2017-07-13,220.03590393066406
2017-07-14,219.96917724609375
2017-07-17,220.89486694335938
2017-07-18,222.95492553710938
2017-07-19,224.38113403320312
2017-07-20,224.43942260742188
2017-07-21,225.2817840576172
2017-07-24,226.11578369140625
2017-07-25,222.4545135498047
2017-07-26,216.8583526611328
2017-07-27,216.4496612548828
2017-07-28,216.72491455078125
2017-07-31,218.83494567871094
2017-08-01,220.1693572998047
2017-08-02,221.29522705078125
2017-08-03,221.8957061767578
2017-08-04,221.5704803466797
2017-08-07,221.5037384033203
2017-08-08,222.00411987304688
2017-08-09,224.1142120361328
2017-08-10,224.597900390625
2017-08-11,221.0701141357422
2017-08-14,224.29766845703125
2017-08-15,223.0216522216797
2017-08-16,222.60464477539062
2017-08-17,218.9266815185547
2017-08-18,219.36036682128906
2017-08-21,218.901611328125
2017-08-22,219.91079711914062
2017-08-23,219.1685333251953
2017-08-24,214.8483428955078
2017-08-25,217.0418701171875
2017-08-28,210.9118194580078
2017-08-29,210.5782928466797
2017-08-30,209.96107482910156
2017-08-31,210.56991577148438
2017-09-01,208.1811981201172
2017-09-05,193.77330017089844
2017-09-06,190.5798797607422
2017-09-07,177.6387939453125
2017-09-08,186.4729461669922
2017-09-11,194.41864013671875
2017-09-12,195.4999237060547
2017-09-13,195.55857849121094
2017-09-14,192.1807861328125
2017-09-15,194.16722106933594
2017-09-18,189.98483276367188
2017-09-19,189.3226776123047
2017-09-20,188.43423461914062
2017-09-21,190.51283264160156
2017-09-22,189.6411895751953
2017-09-25,187.69664001464844
2017-09-26,184.62063598632812
2017-09-27,185.29953002929688
2017-09-28,186.80819702148438
2017-09-29,191.4263916015625
2017-10-02,192.1724090576172
2017-10-03,192.2059326171875
2017-10-04,190.84814453125
2017-10-05,190.05189514160156
2017-10-06,188.593505859375
2017-10-09,189.4399871826172
2017-10-10,188.39231872558594
2017-10-11,186.49807739257812
2017-10-12,190.1021270751953
2017-10-13,201.58489990234375
2017-10-16,199.58172607421875
2017-10-17,198.14007568359375
2017-10-18,196.9666748046875
2017-10-19,198.85255432128906
2017-10-20,198.36639404296875
2017-10-23,197.67913818359375
2017-10-24,196.36318969726562
2017-10-25,195.24005126953125
2017-10-26,196.9247589111328
2017-10-27,198.60108947753906
2017-10-30,200.4198455810547
2017-10-31,199.0201416015625
2017-11-01,196.79063415527344
2017-11-02,190.6302032470703
2017-11-03,190.9654083251953
2017-11-06,191.485107421875
2017-11-07,190.28656005859375
2017-11-08,191.4013214111328
2017-11-09,193.43798828125
2017-11-10,193.73138427734375
2017-11-13,191.560546875
2017-11-14,189.53219604492188
2017-11-15,192.16400146484375
2017-11-16,188.97900390625
2017-11-17,189.6914520263672
2017-11-20,187.6128692626953
2017-11-21,186.2801513671875
2017-11-22,183.75732421875
2017-11-24,182.44140625
2017-11-27,186.96746826171875
2017-11-28,189.69900512695312
2017-11-29,187.78521728515625
2017-11-30,185.13803100585938
2017-12-01,183.8396453857422
2017-12-04,180.0458526611328
2017-12-05,178.857177734375
2017-12-06,177.93821716308594
2017-12-07,177.34799194335938
2017-12-08,178.9667205810547
2017-12-11,183.34226989746094
2017-12-12,185.32350158691406
2017-12-13,182.87860107421875
2017-12-14,183.53614807128906
2017-12-15,187.25405883789062
2017-12-18,184.81765747070312
2017-12-19,184.531005859375
2017-12-20,182.5329132080078
2017-12-21,184.16006469726562
2017-12-22,184.5900115966797
2017-12-26,185.24758911132812
2017-12-27,185.45834350585938
2017-12-28,187.6418914794922
2017-12-29,186.5374755859375
2018-01-02,182.49920654296875
2018-01-03,185.28131103515625
2018-01-04,186.9674530029297
2018-01-05,187.4564666748047
2018-01-08,184.42138671875
2018-01-09,182.90383911132812
2018-01-10,185.4499053955078
2018-01-11,187.84426879882812
2018-01-12,189.01611328125
2018-01-16,187.79368591308594
2018-01-17,190.53363037109375
2018-01-18,188.20675659179688
2018-01-19,189.35333251953125
2018-01-22,194.3274383544922
2018-01-23,195.28854370117188
2018-01-24,195.55833435058594
2018-01-25,194.69000244140625
2018-01-26,193.2736358642578
2018-01-29,192.91111755371094
2018-01-30,191.75608825683594
2018-01-31,193.7373046875
2018-02-01,194.02391052246094
2018-02-02,193.5771484375
2018-02-05,190.05308532714844
2018-02-06,204.29249572753906
2018-02-07,207.98513793945312
2018-02-08,203.23025512695312
2018-02-09,202.14266967773438
2018-02-12,201.8982391357422
2018-02-13,200.80223083496094
2018-02-14,204.52012634277344
2018-02-15,204.35154724121094
2018-02-16,205.08499145507812
2018-02-20,205.08499145507812
2018-02-21,202.28604125976562
2018-02-22,201.83074951171875
2018-02-23,204.81520080566406
2018-02-26,203.71083068847656
2018-02-27,205.017578125
2018-02-28,202.5389404296875
2018-03-01,200.97085571289062
2018-03-02,201.49354553222656
2018-03-05,214.43466186523438
2018-03-06,215.8328399658203
2018-03-07,216.5701141357422
2018-03-08,218.0445556640625
2018-03-09,222.5442657470703
2018-03-12,221.5019989013672
2018-03-13,221.82398986816406
2018-03-14,220.63763427734375
2018-03-15,219.7902374267578
2018-03-16,221.5104217529297
2018-03-19,222.58663940429688
2018-03-20,220.5443572998047
2018-03-21,219.9766387939453
2018-03-22,214.63804626464844
2018-03-23,210.6891632080078
2018-03-26,213.9261932373047
2018-03-27,212.44320678710938
2018-03-28,218.90892028808594
2018-03-29,217.6293487548828
2018-04-02,215.5955810546875
2018-04-03,217.81576538085938
2018-04-04,218.85804748535156
2018-04-05,217.26498413085938
2018-04-06,215.4515380859375
2018-04-09,218.4936981201172
2018-04-10,217.10397338867188
2018-04-11,220.32403564453125
2018-04-12,212.40090942382812
2018-04-13,211.1636962890625
2018-04-16,212.62969970703125
2018-04-17,209.67225646972656
2018-04-18,206.65553283691406
2018-04-19,205.36746215820312
2018-04-20,209.2993927001953
2018-04-23,207.91812133789062
2018-04-24,207.3164825439453
2018-04-25,203.74893188476562
2018-04-26,196.52066040039062
2018-04-27,200.59661865234375
2018-04-30,197.1646270751953
2018-05-01,197.35952758789062
2018-05-02,193.35134887695312
2018-05-03,191.6395721435547
2018-05-04,192.80056762695312
2018-05-07,191.9700469970703
2018-05-08,192.50390625
2018-05-09,193.16490173339844
2018-05-10,193.3682861328125
2018-05-11,193.45301818847656
2018-05-14,192.28359985351562
2018-05-15,193.2242431640625
2018-05-16,194.11404418945312
2018-05-17,193.0377960205078
2018-05-18,191.9700469970703
2018-05-21,193.98684692382812
2018-05-22,194.0885467529297
2018-05-23,191.9700469970703
2018-05-24,191.96160888671875
2018-05-25,192.73269653320312
2018-05-29,191.5225067138672
2018-05-30,192.19577026367188
2018-05-31,192.00828552246094
2018-06-01,192.54518127441406
2018-06-04,193.19288635253906
2018-06-05,193.0565643310547
2018-06-06,194.40316772460938
2018-06-07,196.0906524658203
2018-06-08,196.29522705078125
2018-06-11,194.72703552246094
2018-06-12,193.71282958984375
2018-06-13,193.75547790527344
2018-06-14,192.6134490966797
2018-06-15,193.124755859375
2018-06-18,193.2526092529297
2018-06-19,195.3662567138672
2018-06-20,196.13330078125
2018-06-21,194.8889923095703
2018-06-22,196.0225067138672
2018-06-25,198.2980499267578
2018-06-26,195.93724060058594
2018-06-27,194.93157958984375
2018-06-28,197.2838897705078
2018-06-29,196.43154907226562
2018-07-02,193.6020965576172
2018-07-03,192.94583129882812
2018-07-05,196.5679168701172
2018-07-06,196.41453552246094
2018-07-09,200.29234313964844
2018-07-10,199.61911010742188
2018-07-11,199.218505859375
2018-07-12,198.4514617919922
2018-07-13,197.34353637695312
2018-07-16,200.43722534179688
2018-07-17,200.3776092529297
2018-07-18,201.40887451171875
2018-07-19,199.68724060058594
2018-07-20,191.6077423095703
2018-07-23,191.9827423095703
2018-07-24,190.46566772460938
2018-07-25,190.5850067138672
2018-07-26,193.67874145507812
2018-07-27,192.77532958984375
2018-07-30,190.68728637695312
2018-07-31,186.09353637695312
2018-08-01,187.3889617919922
2018-08-02,187.47418212890625
2018-08-03,188.0878448486328
2018-08-06,186.56228637695312
2018-08-07,186.10203552246094
2018-08-08,185.06224060058594
2018-08-09,183.4174041748047
2018-08-10,183.38327026367188
2018-08-13,183.1702423095703
2018-08-14,182.9486541748047
2018-08-15,184.26971435546875
2018-08-16,185.37759399414062
2018-08-17,186.1361541748047
2018-08-20,187.84066772460938
2018-08-21,187.73838806152344
2018-08-22,187.49127197265625
2018-08-23,187.5764923095703
2018-08-24,188.2241973876953
2018-08-27,189.62193298339844
2018-08-28,189.5878143310547
2018-08-29,189.93728637695312
2018-08-30,189.56228637695312
2018-08-31,190.07366943359375
2018-09-04,189.93649291992188
2018-09-05,189.5421142578125
2018-09-06,188.00762939453125
2018-09-07,184.7328338623047
2018-09-10,179.8892822265625
2018-09-11,180.46365356445312
2018-09-12,183.46409606933594
2018-09-13,189.190673828125
2018-09-14,191.49668884277344
2018-09-17,191.3938446044922
2018-09-18,193.5112762451172
2018-09-19,196.7946319580078
2018-09-20,198.62921142578125
2018-09-21,199.85507202148438
2018-09-24,196.10025024414062
2018-09-25,196.36598205566406
2018-09-26,195.27723693847656
2018-09-27,195.62017822265625
2018-09-28,195.86019897460938
2018-10-01,192.3539581298828
2018-10-02,194.70291137695312
2018-10-03,193.70848083496094
2018-10-04,194.49716186523438
2018-10-05,194.5657501220703
2018-10-08,194.77145385742188
2018-10-09,196.75180053710938
2018-10-10,186.65313720703125
2018-10-11,184.31277465820312
2018-10-12,182.5897216796875
2018-10-15,183.9013214111328
2018-10-16,184.65567016601562
2018-10-17,185.1785888671875
2018-10-18,180.98658752441406
2018-10-19,185.32440185546875
2018-10-22,182.28106689453125
2018-10-23,179.9835662841797
2018-10-24,175.8086700439453
2018-10-25,177.92613220214844
2018-10-26,175.76583862304688
2018-10-29,176.99169921875
2018-10-30,188.16192626953125
2018-10-31,186.76455688476562
2018-11-01,188.4019775390625
2018-11-02,188.00762939453125
2018-11-05,189.75643920898438
2018-11-06,191.60812377929688
2018-11-07,192.07965087890625
2018-11-08,190.80233764648438
2018-11-09,189.64500427246094
2018-11-12,183.3097686767578
2018-11-13,183.6269989013672
2018-11-14,181.87811279296875
2018-11-15,183.88414001464844
2018-11-16,185.53868103027344
2018-11-19,185.0072021484375
2018-11-20,184.74142456054688
2018-11-21,183.88414001464844
2018-11-23,183.66128540039062
2018-11-26,186.19879150390625
2018-11-27,183.9527130126953
2018-11-28,185.6501922607422
2018-11-29,188.70201110839844
2018-11-30,190.38226318359375
2018-12-03,192.37969970703125
2018-12-04,190.74234008789062
2018-12-06,193.26271057128906
2018-12-07,196.20310974121094
2018-12-10,197.31753540039062
2018-12-11,190.9137725830078
2018-12-12,188.61630249023438
2018-12-13,186.65313720703125
2018-12-14,184.57855224609375
2018-12-17,186.69595336914062
2018-12-18,188.3076629638672
2018-12-19,188.73634338378906
2018-12-20,185.37583923339844
2018-12-21,182.82969665527344
2018-12-24,176.3916015625
2018-12-26,180.2322540283203
2018-12-27,184.1756134033203
2018-12-28,185.19578552246094
2018-12-31,186.67881774902344
2019-01-02,183.16409301757812
2019-01-03,178.99774169921875
2019-01-04,184.23562622070312
2019-01-07,181.20091247558594
2019-01-08,182.94114685058594
2019-01-09,181.73245239257812
2019-01-10,183.83274841308594
2019-01-11,182.74400329589844
2019-01-14,183.18118286132812
2019-01-15,184.72425842285156
2019-01-16,182.3582000732422
2019-01-17,184.59564208984375
2019-01-18,185.76156616210938
2019-01-22,184.02989196777344
2019-01-23,186.54168701171875
2019-01-24,184.93003845214844
2019-01-25,182.95831298828125
2019-01-28,183.69554138183594
2019-01-29,183.5498046875
2019-01-30,187.9733428955078
2019-01-31,187.78469848632812
2019-02-01,190.56228637695312
2019-02-04,188.3076629638672
2019-02-05,188.98486328125
2019-02-06,190.57086181640625
2019-02-07,190.74234008789062
2019-02-08,190.1422119140625
2019-02-11,188.9248809814453
2019-02-12,182.07528686523438
2019-02-13,183.8584442138672
2019-02-14,183.48983764648438
2019-02-15,185.9673309326172
2019-02-19,188.2305145263672
2019-02-20,190.0136260986328
2019-02-21,191.00808715820312
2019-02-22,191.9510498046875
2019-02-25,191.34243774414062
2019-02-26,191.00808715820312
2019-02-27,192.27684020996094
2019-02-28,193.83705139160156
2019-03-01,193.21981811523438
2019-03-04,192.78260803222656
2019-03-05,192.39439392089844
2019-03-06,191.60079956054688
2019-03-07,188.17608642578125
2019-03-08,187.0028839111328
2019-03-11,187.9949493408203
2019-03-12,188.2537384033203
2019-03-13,188.32276916503906
2019-03-14,188.92665100097656
2019-03-15,188.96112060546875
2019-03-18,190.11703491210938
2019-03-19,188.82305908203125
2019-03-20,182.83636474609375
2019-03-21,185.8814697265625
