Date,NWL
2015-07-01,41.310001373291016
2015-07-02,40.93000030517578
2015-07-06,40.630001068115234
2015-07-07,41.0
2015-07-08,40.43000030517578
2015-07-09,40.720001220703125
2015-07-10,41.83000183105469
2015-07-13,42.5
2015-07-14,42.25
2015-07-15,41.90999984741211
2015-07-16,42.029998779296875
2015-07-17,41.720001220703125
2015-07-20,42.029998779296875
2015-07-21,41.91999816894531
2015-07-22,41.95000076293945
2015-07-23,41.9900016784668
2015-07-24,41.54999923706055
2015-07-27,41.16999816894531
2015-07-28,41.90999984741211
2015-07-29,42.310001373291016
2015-07-30,42.79999923706055
2015-07-31,43.279998779296875
2015-08-03,43.470001220703125
2015-08-04,43.86000061035156
2015-08-05,44.0099983215332
2015-08-06,43.2400016784668
2015-08-07,43.2400016784668
2015-08-10,43.65999984741211
2015-08-11,43.18000030517578
2015-08-12,42.90999984741211
2015-08-13,43.220001220703125
2015-08-14,43.5
2015-08-17,43.970001220703125
2015-08-18,44.459999084472656
2015-08-19,44.119998931884766
2015-08-20,43.209999084472656
2015-08-21,42.029998779296875
2015-08-24,39.970001220703125
2015-08-25,39.40999984741211
2015-08-26,40.97999954223633
2015-08-27,41.849998474121094
2015-08-28,41.65999984741211
2015-08-31,42.130001068115234
2015-09-01,40.689998626708984
2015-09-02,41.59000015258789
2015-09-03,41.959999084472656
2015-09-04,41.72999954223633
2015-09-08,43.56999969482422
2015-09-09,42.439998626708984
2015-09-10,42.13999938964844
2015-09-11,42.540000915527344
2015-09-14,42.25
2015-09-15,42.5
2015-09-16,42.91999816894531
2015-09-17,42.900001525878906
2015-09-18,42.040000915527344
2015-09-21,42.16999816894531
2015-09-22,41.380001068115234
2015-09-23,41.029998779296875
2015-09-24,40.470001220703125
2015-09-25,40.68000030517578
2015-09-28,39.2400016784668
2015-09-29,38.560001373291016
2015-09-30,39.709999084472656
2015-10-01,40.290000915527344
2015-10-02,40.61000061035156
2015-10-05,41.59000015258789
2015-10-06,40.939998626708984
2015-10-07,41.65999984741211
2015-10-08,42.41999816894531
2015-10-09,42.220001220703125
2015-10-12,42.54999923706055
2015-10-13,42.2599983215332
2015-10-14,42.33000183105469
2015-10-15,42.41999816894531
2015-10-16,42.81999969482422
2015-10-19,42.720001220703125
2015-10-20,42.4900016784668
2015-10-21,42.34000015258789
2015-10-22,42.90999984741211
2015-10-23,42.95000076293945
2015-10-26,43.38999938964844
2015-10-27,43.2599983215332
2015-10-28,43.720001220703125
2015-10-29,43.279998779296875
2015-10-30,42.43000030517578
2015-11-02,43.709999084472656
2015-11-03,43.970001220703125
2015-11-04,43.91999816894531
2015-11-05,43.849998474121094
2015-11-06,44.25
2015-11-09,43.79999923706055
2015-11-10,44.18000030517578
2015-11-11,44.97999954223633
2015-11-12,44.220001220703125
2015-11-13,42.68000030517578
2015-11-16,43.2400016784668
2015-11-17,43.43000030517578
2015-11-18,44.099998474121094
2015-11-19,43.93000030517578
2015-11-20,44.40999984741211
2015-11-23,44.75
2015-11-24,44.689998626708984
2015-11-25,44.540000915527344
2015-11-27,44.619998931884766
2015-11-30,44.65999984741211
2015-12-01,45.5099983215332
2015-12-02,44.63999938964844
2015-12-03,43.79999923706055
2015-12-04,44.83000183105469
2015-12-07,48.15999984741211
2015-12-08,46.95000076293945
2015-12-09,46.52000045776367
2015-12-10,47.220001220703125
2015-12-11,45.279998779296875
2015-12-14,42.150001525878906
2015-12-15,44.130001068115234
2015-12-16,45.18000030517578
2015-12-17,44.81999969482422
2015-12-18,44.709999084472656
2015-12-21,44.79999923706055
2015-12-22,44.43000030517578
2015-12-23,44.27000045776367
2015-12-24,43.61000061035156
2015-12-28,44.369998931884766
2015-12-29,44.2400016784668
2015-12-30,43.75
2015-12-31,44.08000183105469
2016-01-04,43.439998626708984
2016-01-05,43.41999816894531
2016-01-06,42.220001220703125
2016-01-07,40.33000183105469
2016-01-08,39.380001068115234
2016-01-11,39.349998474121094
2016-01-12,39.970001220703125
2016-01-13,37.970001220703125
2016-01-14,37.47999954223633
2016-01-15,37.130001068115234
2016-01-19,36.20000076293945
2016-01-20,36.06999969482422
