Date,BX
2015-07-01,24.050899505615234
2015-07-02,24.286008834838867
2015-07-06,23.78641128540039
2015-07-07,23.374975204467773
2015-07-08,22.687313079833984
2015-07-09,22.975317001342773
2015-07-10,23.280954360961914
2015-07-13,24.045024871826172
2015-07-14,24.139060974121094
2015-07-15,24.291885375976562
2015-07-16,24.662172317504883
2015-07-17,24.450586318969727
2015-07-20,24.450586318969727
2015-07-21,24.597511291503906
2015-07-22,24.39179801940918
2015-07-23,23.775419235229492
2015-07-24,22.895732879638672
2015-07-27,22.799991607666016
2015-07-28,23.105186462402344
2015-07-29,23.55999755859375
2015-07-30,23.512117385864258
2015-07-31,23.48818588256836
2015-08-03,23.1829833984375
2015-08-04,23.631799697875977
2015-08-05,23.308656692504883
2015-08-06,23.003454208374023
2015-08-07,22.638412475585938
2015-08-10,23.416370391845703
2015-08-11,22.692272186279297
2015-08-12,22.799991607666016
2015-08-13,22.83589744567871
2015-08-14,23.12912368774414
2015-08-17,22.997474670410156
2015-08-18,22.309284210205078
2015-08-19,21.99211883544922
2015-08-20,20.651649475097656
2015-08-21,20.316530227661133
2015-08-24,19.562511444091797
2015-08-25,19.388975143432617
2015-08-26,20.54393196105957
2015-08-27,21.309911727905273
2015-08-28,21.345809936523438
2015-08-31,20.496057510375977
2015-09-01,19.418888092041016
2015-09-02,19.514631271362305
2015-09-03,20.035268783569336
2015-09-04,20.14896583557129
2015-09-08,21.190229415893555
2015-09-09,20.687545776367188
2015-09-10,20.37038230895996
2015-09-11,20.352434158325195
2015-09-14,20.352434158325195
2015-09-15,20.759357452392578
2015-09-16,20.777315139770508
2015-09-17,21.3877010345459
2015-09-18,20.45416831970215
2015-09-21,20.525976181030273
2015-09-22,20.286609649658203
2015-09-23,19.99337387084961
2015-09-24,19.496686935424805
2015-09-25,19.658262252807617
2015-09-28,18.491331100463867
2015-09-29,17.994638442993164
2015-09-30,18.952116012573242
2015-10-01,19.165857315063477
2015-10-02,19.208541870117188
2015-10-05,20.361053466796875
2015-10-06,20.611068725585938
2015-10-07,21.15988540649414
2015-10-08,20.7391300201416
2015-10-09,20.806209564208984
2015-10-12,20.617164611816406
2015-10-13,20.239091873168945
2015-10-14,20.458620071411133
2015-10-15,20.76352310180664
2015-10-16,21.050121307373047
2015-10-19,20.690343856811523
2015-10-20,20.3427677154541
2015-10-21,20.501304626464844
2015-10-22,20.631254196166992
2015-10-23,21.30576515197754
2015-10-26,21.29957389831543
2015-10-27,21.095365524291992
2015-10-28,21.349077224731445
2015-10-29,20.903535842895508
2015-10-30,20.457998275756836
2015-11-02,21.120126724243164
2015-11-03,21.404775619506836
2015-11-04,20.884977340698242
2015-11-05,20.74264907836914
2015-11-06,20.346607208251953
2015-11-09,19.832988739013672
2015-11-10,19.956756591796875
2015-11-11,19.523578643798828
2015-11-12,19.238929748535156
2015-11-13,18.941898345947266
2015-11-16,19.418384552001953
2015-11-17,19.102783203125
2015-11-18,19.54833221435547
2015-11-19,19.455516815185547
2015-11-20,19.294618606567383
2015-11-23,19.189416885375977
2015-11-24,18.979022979736328
2015-11-25,19.232738494873047
2015-11-27,19.18323516845703
2015-11-30,19.325559616088867
2015-12-01,19.62259292602539
2015-12-02,18.96046257019043
2015-12-03,18.81194496154785
2015-12-04,18.966650009155273
2015-12-07,18.818134307861328
2015-12-08,18.558238983154297
2015-12-09,18.88620376586914
2015-12-10,18.818134307861328
2015-12-11,17.834226608276367
2015-12-14,17.203025817871094
2015-12-15,17.920852661132812
2015-12-16,18.44066047668457
2015-12-17,18.917144775390625
2015-12-18,18.316896438598633
2015-12-21,18.632490158081055
2015-12-22,18.613933563232422
2015-12-23,19.096601486206055
2015-12-24,18.979022979736328
2015-12-28,18.818134307861328
2015-12-29,18.669618606567383
2015-12-30,18.384963989257812
2015-12-31,18.094120025634766
2016-01-04,17.914669036865234
2016-01-05,17.413427352905273
2016-01-06,16.88743782043457
2016-01-07,16.324310302734375
2016-01-08,15.779762268066406
2016-01-11,15.253763198852539
2016-01-12,15.575544357299805
2016-01-13,15.130001068115234
2016-01-14,15.8663911819458
2016-01-15,15.198070526123047
2016-01-19,14.8577241897583
2016-01-20,14.696828842163086
2016-01-21,14.950544357299805
2016-01-22,16.219118118286133
2016-01-25,15.48891830444336
2016-01-26,16.26862335205078
2016-01-27,15.841642379760742
2016-01-28,15.544610023498535
2016-01-29,16.256240844726562
2016-02-01,16.936941146850586
2016-02-02,16.324310302734375
2016-02-03,16.3799991607666
2016-02-04,16.69037628173828
2016-02-05,16.766387939453125
2016-02-08,15.480560302734375
2016-02-09,15.493230819702148
2016-02-10,15.51856803894043
2016-02-11,14.581121444702148
2016-02-12,15.600912094116211
2016-02-16,16.44968032836914
