Date,TFX
2015-07-01,127.18853759765625
2015-07-02,126.79654693603516
2015-07-06,128.40184020996094
2015-07-07,127.76712036132812
2015-07-08,125.947265625
2015-07-09,125.50859832763672
2015-07-10,126.88052368164062
2015-07-13,128.94314575195312
2015-07-14,128.67247009277344
2015-07-15,127.77647399902344
2015-07-16,127.37516784667969
2015-07-17,127.72050476074219
2015-07-20,128.19644165039062
2015-07-21,128.72840881347656
2015-07-22,129.41905212402344
2015-07-23,129.27911376953125
2015-07-24,128.76577758789062
2015-07-27,128.3738250732422
2015-07-28,129.52171325683594
2015-07-29,130.90298461914062
2015-07-30,124.50065612792969
2015-07-31,125.05130767822266
2015-08-03,124.34197998046875
2015-08-04,124.17402648925781
2015-08-05,125.03267669677734
2015-08-06,124.80858612060547
2015-08-07,125.27522277832031
2015-08-10,125.44329071044922
2015-08-11,123.7073745727539
2015-08-12,123.5389175415039
2015-08-13,123.66996002197266
2015-08-14,125.21378326416016
2015-08-17,126.3553237915039
2015-08-18,126.49574279785156
2015-08-19,125.96234130859375
2015-08-20,122.88394927978516
2015-08-21,119.62773895263672
2015-08-24,117.26045989990234
2015-08-25,117.52245330810547
2015-08-26,119.59968566894531
2015-08-27,124.54011535644531
2015-08-28,123.96932983398438
2015-08-31,122.38805389404297
2015-09-01,118.41136169433594
2015-09-02,119.8616714477539
2015-09-03,120.86283874511719
2015-09-04,120.62895965576172
2015-09-08,123.7073745727539
2015-09-09,124.24070739746094
2015-09-10,125.7939682006836
2015-09-11,128.79745483398438
2015-09-14,127.51563262939453
2015-09-15,128.79745483398438
2015-09-16,129.1998748779297
2015-09-17,129.13433837890625
2015-09-18,127.90862274169922
2015-09-21,126.43022155761719
2015-09-22,124.69923400878906
2015-09-23,124.38101196289062
2015-09-24,122.43479919433594
2015-09-25,121.573974609375
2015-09-28,116.89554595947266
2015-09-29,115.79143524169922
2015-09-30,116.22183227539062
2015-10-01,116.47450256347656
2015-10-02,119.18800354003906
2015-10-05,119.94589233398438
2015-10-06,115.31426239013672
2015-10-07,116.89554595947266
2015-10-08,117.10139465332031
2015-10-09,117.70024871826172
2015-10-12,118.47685241699219
2015-10-13,117.35401916503906
2015-10-14,116.88617706298828
2015-10-15,116.84874725341797
2015-10-16,118.59851837158203
2015-10-19,119.6371078491211
2015-10-20,118.69207763671875
2015-10-21,119.3564224243164
2015-10-22,116.68971252441406
2015-10-23,118.07450103759766
2015-10-26,118.15873718261719
2015-10-27,119.17861938476562
2015-10-28,121.55528259277344
2015-10-29,124.00678253173828
2015-10-30,124.44650268554688
2015-11-02,124.69923400878906
2015-11-03,124.79277801513672
2015-11-04,124.67108917236328
2015-11-05,124.66175842285156
2015-11-06,124.43721771240234
2015-11-09,124.51205444335938
2015-11-10,123.65840911865234
2015-11-11,123.30194091796875
2015-11-12,120.47826385498047
2015-11-13,120.52517700195312
2015-11-16,122.7015609741211
2015-11-17,122.6358871459961
2015-11-18,123.2737808227539
2015-11-19,122.9173355102539
2015-11-20,123.78976440429688
2015-11-23,124.3244400024414
2015-11-24,123.05804443359375
2015-11-25,122.56082153320312
2015-11-27,123.26435089111328
2015-11-30,123.54582977294922
2015-12-01,125.74092102050781
2015-12-02,125.25312042236328
2015-12-03,121.71656036376953
2015-12-04,125.32820129394531
2015-12-07,123.70530700683594
2015-12-08,123.17059326171875
2015-12-09,121.61336517333984
2015-12-10,121.49141693115234
2015-12-11,120.70343017578125
