Date,AVGO
2015-07-01,10.272712707519531
2015-07-02,10.434958457946777
2015-07-06,10.174156188964844
2015-07-07,10.071050643920898
2015-07-08,9.707908630371094
2015-07-09,9.452411651611328
2015-07-10,9.843609809875488
2015-07-13,9.79357624053955
2015-07-14,10.030109405517578
2015-07-15,9.986141204833984
2015-07-16,10.212064743041992
2015-07-17,10.133218765258789
2015-07-20,10.207514762878418
2015-07-21,10.19765853881836
2015-07-22,9.82465648651123
2015-07-23,10.00509262084961
2015-07-24,9.740504264831543
2015-07-27,9.450138092041016
2015-07-28,9.735956192016602
2015-07-29,9.74808406829834
2015-07-30,9.677577018737793
2015-07-31,9.487288475036621
2015-08-03,9.537322044372559
2015-08-04,9.36068058013916
2015-08-05,9.457718849182129
2015-08-06,9.345512390136719
2015-08-07,9.29093074798584
2015-08-10,9.649526596069336
2015-08-11,9.416779518127441
2015-08-12,9.532018661499023
2015-08-13,9.415265083312988
2015-08-14,9.246200561523438
2015-08-17,9.516095161437988
2015-08-18,9.267428398132324
2015-08-19,9.207533836364746
2015-08-20,8.720813751220703
2015-08-21,8.449400901794434
2015-08-24,8.334927558898926
2015-08-25,8.226509094238281
2015-08-26,8.809516906738281
2015-08-27,9.572197914123535
2015-08-28,9.675304412841797
2015-08-31,9.550213813781738
2015-09-01,9.049842834472656
2015-09-02,9.403888702392578
2015-09-03,9.383421897888184
2015-09-04,9.184792518615723
2015-09-08,9.792055130004883
2015-09-09,9.641189575195312
2015-09-10,9.758697509765625
2015-09-11,9.937620162963867
2015-09-14,9.945958137512207
2015-09-15,10.187803268432617
2015-09-16,9.999958038330078
2015-09-17,9.933032989501953
2015-09-18,9.703357696533203
2015-09-21,9.678261756896973
2015-09-22,9.483572006225586
2015-09-23,9.547456741333008
2015-09-24,9.437942504882812
2015-09-25,9.638713836669922
2015-09-28,9.190773963928223
2015-09-29,9.101031303405762
2015-09-30,9.507144927978516
2015-10-01,9.28887939453125
2015-10-02,9.379380226135254
2015-10-05,9.218912124633789
2015-10-06,8.90634536743164
2015-10-07,9.022700309753418
2015-10-08,8.874401092529297
2015-10-09,8.891133308410645
2015-10-12,8.949692726135254
2015-10-13,8.625715255737305
2015-10-14,8.93295955657959
2015-10-15,9.268346786499023
2015-10-16,9.20750617980957
2015-10-19,9.047039985656738
2015-10-20,9.117764472961426
2015-10-21,9.164155960083008
2015-10-22,9.532240867614746
2015-10-23,9.854698181152344
2015-10-26,9.400673866271973
2015-10-27,9.239445686340332
2015-10-28,9.665335655212402
2015-10-29,9.132974624633789
2015-10-30,9.364168167114258
2015-11-02,9.415120124816895
2015-11-03,9.28887939453125
2015-11-04,9.438700675964355
2015-11-05,9.206743240356445
2015-11-06,9.861544609069824
2015-11-09,9.62045955657959
2015-11-10,9.115484237670898
2015-11-11,9.12232780456543
2015-11-12,9.114720344543457
2015-11-13,8.939044952392578
2015-11-16,9.23792552947998
2015-11-17,9.282797813415527
2015-11-18,9.576353073120117
2015-11-19,9.522356033325195
2015-11-20,9.612854957580566
2015-11-23,9.461515426635742
2015-11-24,9.760395050048828
2015-11-25,9.76419734954834
2015-11-27,9.889684677124023
2015-11-30,9.920865058898926
2015-12-01,10.106427192687988
2015-12-02,10.054713249206543
2015-12-03,11.010675430297852
2015-12-04,11.222099304199219
2015-12-07,11.318683624267578
2015-12-08,11.238828659057617
2015-12-09,11.076841354370117
2015-12-10,11.204606056213379
2015-12-11,10.98330020904541
2015-12-14,10.838040351867676
2015-12-15,10.895838737487793
2015-12-16,10.975940704345703
2015-12-17,10.716569900512695
2015-12-18,10.695210456848145
2015-12-21,11.122405052185059
2015-12-22,11.069005966186523
2015-12-23,11.176566123962402
2015-12-24,11.16207504272461
2015-12-28,11.164362907409668
2015-12-29,11.285658836364746
2015-12-30,11.242175102233887
2015-12-31,11.072820663452148
2016-01-04,10.853879928588867
2016-01-05,10.490762710571289
2016-01-06,10.168078422546387
2016-01-07,9.844626426696777
2016-01-08,9.779786109924316
2016-01-11,9.767578125
2016-01-12,9.910998344421387
2016-01-13,9.406747817993164
2016-01-14,9.550165176391602
2016-01-15,9.151955604553223
2016-01-19,9.15958309173584
2016-01-20,9.446416854858398
2016-01-21,9.499817848205566
2016-01-22,9.498291969299316
2016-01-25,9.496763229370117
2016-01-26,9.4891357421875
2016-01-27,9.333514213562012
2016-01-28,9.640185356140137
2016-01-29,10.200115203857422
2016-02-01,10.502969741821289
2016-02-02,10.164261817932129
2016-02-03,10.020844459533691
2016-02-04,10.383965492248535
2016-02-05,9.79198932647705
2016-02-08,9.296133995056152
2016-02-09,9.132122039794922
2016-02-10,9.093213081359863
2016-02-11,8.87275218963623
2016-02-12,9.280879020690918
2016-02-16,9.630265235900879
2016-02-17,9.968972206115723
2016-02-18,9.693580627441406
2016-02-19,9.815640449523926
2016-02-22,9.965919494628906
2016-02-23,9.7767333984375
2016-02-24,9.943034172058105
2016-02-25,10.105524063110352
2016-02-26,10.15434455871582
2016-02-29,10.219950675964355
2016-03-01,10.560185432434082
2016-03-02,10.448806762695312
2016-03-03,10.476266860961914
2016-03-04,11.142239570617676
2016-03-07,10.947711944580078
2016-03-08,10.651723861694336
2016-03-09,10.82947063446045
2016-03-10,11.017135620117188
2016-03-11,11.352787017822266
2016-03-14,11.300914764404297
2016-03-15,11.32608699798584
2016-03-16,11.375837326049805
2016-03-17,11.599329948425293
2016-03-18,11.671276092529297
2016-03-21,11.701889038085938
2016-03-22,11.845015525817871
2016-03-23,11.709542274475098
2016-03-24,11.710310935974121
2016-03-28,11.717962265014648
2016-03-29,11.796796798706055
2016-03-30,12.011102676391602
2016-03-31,11.825117111206055
2016-04-01,12.077691078186035
2016-04-04,11.940688133239746
2016-04-05,11.865680694580078
2016-04-06,12.057790756225586
2016-04-07,11.861088752746582
2016-04-08,11.951403617858887
2016-04-11,11.910074234008789
2016-04-12,11.896292686462402
2016-04-13,12.206277847290039
2016-04-14,12.15576171875
2016-04-15,11.900886535644531
2016-04-18,11.932268142700195
2016-04-19,11.562590599060059
2016-04-20,11.727911949157715
2016-04-21,11.58402156829834
2016-04-22,11.505952835083008
2016-04-25,11.411811828613281
