Date,DELL
2025-08-05,130.47999572753906
2025-08-06,128.13999938964844
2025-08-07,133.92999267578125
2025-08-08,137.61000061035156
2025-08-11,138.32000732421875
2025-08-12,141.63999938964844
2025-08-13,139.13999938964844
2025-08-14,138.86000061035156
2025-08-15,138.27999877929688
2025-08-18,138.1300048828125
2025-08-19,135.1999969482422
2025-08-20,128.47999572753906
2025-08-21,127.83000183105469
2025-08-22,130.83999633789062
2025-08-25,131.00999450683594
2025-08-26,130.99000549316406
2025-08-27,132.5
2025-08-28,134.0500030517578
2025-08-29,122.1500015258789
2025-09-02,120.95999908447266
2025-09-03,124.0199966430664
2025-09-04,126.66999816894531
2025-09-05,124.83000183105469
2025-09-08,123.0
2025-09-09,121.29000091552734
2025-09-10,124.44999694824219
2025-09-11,125.37000274658203
2025-09-12,125.04000091552734
2025-09-15,126.80000305175781
2025-09-16,127.68000030517578
2025-09-17,130.33999633789062
2025-09-18,132.11000061035156
2025-09-19,131.94000244140625
2025-09-22,135.69000244140625
2025-09-23,134.33999633789062
2025-09-24,132.08999633789062
2025-09-25,130.9600067138672
2025-09-26,130.75999450683594
2025-09-29,133.89999389648438
2025-09-30,141.77000427246094
2025-10-01,149.67999267578125
2025-10-02,147.3699951171875
2025-10-03,140.74000549316406
2025-10-06,145.75999450683594
2025-10-07,150.8699951171875
2025-10-08,164.52999877929688
2025-10-09,155.9499969482422
2025-10-10,150.57000732421875
2025-10-13,153.39999389648438
2025-10-14,148.77000427246094
2025-10-15,153.6999969482422
2025-10-16,151.30999755859375
2025-10-17,149.58999633789062
2025-10-20,147.8699951171875
2025-10-21,149.42999267578125
2025-10-22,150.1300048828125
2025-10-23,154.22999572753906
2025-10-24,158.63999938964844
2025-10-27,162.19000244140625
2025-10-28,164.8800048828125
2025-10-29,163.60000610351562
2025-10-30,161.00999450683594
2025-10-31,162.00999450683594
2025-11-03,160.11000061035156
2025-11-04,154.63999938964844
2025-11-05,152.41000366210938
2025-11-06,149.17999267578125
2025-11-07,146.6999969482422
2025-11-10,142.69000244140625
2025-11-11,138.75999450683594
2025-11-12,140.7100067138672
2025-11-13,133.94000244140625
2025-11-14,133.75999450683594
2025-11-17,122.4800033569336
2025-11-18,122.69000244140625
2025-11-19,119.37999725341797
2025-11-20,117.4000015258789
2025-11-21,122.51000213623047
2025-11-24,127.22000122070312
2025-11-25,125.91999816894531
2025-11-26,133.25999450683594
2025-11-28,133.35000610351562
2025-12-01,132.08999633789062
2025-12-02,135.9499969482422
2025-12-03,133.6300048828125
2025-12-04,138.99000549316406
2025-12-05,138.91000366210938
2025-12-08,140.41000366210938
2025-12-09,138.22000122070312
2025-12-10,140.6300048828125
2025-12-11,138.60000610351562
2025-12-12,129.97999572753906
2025-12-15,130.50999450683594
2025-12-16,133.75
2025-12-17,127.88999938964844
2025-12-18,122.94000244140625
2025-12-19,126.41999816894531
2025-12-22,126.61000061035156
2025-12-23,127.62000274658203
2025-12-24,128.3800048828125
2025-12-26,129.24000549316406
2025-12-29,127.45999908447266
2025-12-30,127.91999816894531
