Date,C
2015-07-01,55.68000030517578
2015-07-02,55.369998931884766
2015-07-06,55.08000183105469
2015-07-07,54.5
2015-07-08,52.79999923706055
2015-07-09,53.709999084472656
2015-07-10,54.560001373291016
2015-07-13,55.540000915527344
2015-07-14,55.90999984741211
2015-07-15,56.459999084472656
2015-07-16,58.59000015258789
2015-07-17,58.75
2015-07-20,58.849998474121094
2015-07-21,59.099998474121094
2015-07-22,60.34000015258789
2015-07-23,59.869998931884766
2015-07-24,58.70000076293945
2015-07-27,57.959999084472656
2015-07-28,58.369998931884766
2015-07-29,58.91999816894531
2015-07-30,58.880001068115234
2015-07-31,58.459999084472656
2015-08-03,58.439998626708984
2015-08-04,58.470001220703125
2015-08-05,58.7400016784668
2015-08-06,58.099998474121094
2015-08-07,57.90999984741211
2015-08-10,58.7400016784668
2015-08-11,57.63999938964844
2015-08-12,56.90999984741211
2015-08-13,57.33000183105469
2015-08-14,57.59000015258789
2015-08-17,57.77000045776367
2015-08-18,57.54999923706055
2015-08-19,57.0
2015-08-20,55.33000183105469
2015-08-21,53.599998474121094
2015-08-24,50.34000015258789
2015-08-25,49.880001068115234
2015-08-26,52.279998779296875
2015-08-27,53.439998626708984
2015-08-28,53.279998779296875
2015-08-31,53.47999954223633
2015-09-01,50.939998626708984
2015-09-02,51.75
2015-09-03,51.790000915527344
2015-09-04,50.59000015258789
2015-09-08,51.650001525878906
2015-09-09,50.880001068115234
2015-09-10,51.06999969482422
2015-09-11,51.099998474121094
2015-09-14,50.97999954223633
2015-09-15,52.0
2015-09-16,52.59000015258789
2015-09-17,51.650001525878906
2015-09-18,50.290000915527344
2015-09-21,50.709999084472656
2015-09-22,50.380001068115234
2015-09-23,50.119998931884766
2015-09-24,49.130001068115234
2015-09-25,50.54999923706055
2015-09-28,49.029998779296875
2015-09-29,49.0
2015-09-30,49.61000061035156
2015-10-01,49.88999938964844
2015-10-02,49.880001068115234
2015-10-05,51.15999984741211
2015-10-06,51.060001373291016
2015-10-07,51.31999969482422
2015-10-08,51.650001525878906
2015-10-09,51.380001068115234
2015-10-12,51.279998779296875
2015-10-13,51.209999084472656
2015-10-14,50.720001220703125
2015-10-15,52.970001220703125
2015-10-16,52.689998626708984
2015-10-19,52.86000061035156
2015-10-20,52.84000015258789
2015-10-21,51.810001373291016
2015-10-22,52.5099983215332
2015-10-23,53.63999938964844
2015-10-26,53.11000061035156
2015-10-27,52.61000061035156
2015-10-28,54.72999954223633
2015-10-29,53.65999984741211
2015-10-30,53.16999816894531
2015-11-02,53.83000183105469
2015-11-03,54.15999984741211
2015-11-04,53.83000183105469
2015-11-05,54.150001525878906
2015-11-06,55.869998931884766
2015-11-09,55.709999084472656
2015-11-10,55.79999923706055
2015-11-11,54.900001525878906
2015-11-12,53.459999084472656
2015-11-13,53.16999816894531
2015-11-16,53.689998626708984
2015-11-17,53.4900016784668
2015-11-18,54.97999954223633
2015-11-19,55.060001373291016
2015-11-20,54.75
2015-11-23,54.279998779296875
2015-11-24,54.18000030517578
2015-11-25,54.08000183105469
2015-11-27,54.209999084472656
2015-11-30,54.09000015258789
2015-12-01,54.880001068115234
2015-12-02,54.13999938964844
2015-12-03,53.5099983215332
2015-12-04,55.09000015258789
2015-12-07,54.400001525878906
2015-12-08,53.38999938964844
2015-12-09,52.810001373291016
2015-12-10,52.650001525878906
2015-12-11,51.11000061035156
2015-12-14,51.099998474121094
2015-12-15,52.52000045776367
2015-12-16,53.900001525878906
2015-12-17,52.84000015258789
2015-12-18,51.209999084472656
2015-12-21,51.790000915527344
2015-12-22,52.0099983215332
2015-12-23,52.630001068115234
2015-12-24,52.709999084472656
2015-12-28,52.380001068115234
2015-12-29,52.97999954223633
2015-12-30,52.29999923706055
2015-12-31,51.75
2016-01-04,51.130001068115234
2016-01-05,50.86000061035156
2016-01-06,50.119998931884766
2016-01-07,47.560001373291016
2016-01-08,46.130001068115234
2016-01-11,46.849998474121094
2016-01-12,46.880001068115234
2016-01-13,45.189998626708984
2016-01-14,45.380001068115234
2016-01-15,42.470001220703125
2016-01-19,41.939998626708984
2016-01-20,40.4900016784668
2016-01-21,40.150001525878906
2016-01-22,41.060001373291016
2016-01-25,39.54999923706055
2016-01-26,40.5
2016-01-27,40.560001373291016
2016-01-28,40.38999938964844
2016-01-29,42.58000183105469
2016-02-01,42.47999954223633
2016-02-02,40.41999816894531
2016-02-03,40.36000061035156
2016-02-04,40.790000915527344
2016-02-05,39.86000061035156
2016-02-08,37.810001373291016
2016-02-09,37.5099983215332
2016-02-10,37.40999984741211
2016-02-11,34.97999954223633
2016-02-12,37.540000915527344
2016-02-16,38.88999938964844
2016-02-17,39.779998779296875
2016-02-18,38.91999816894531
2016-02-19,38.9900016784668
2016-02-22,39.52000045776367
2016-02-23,38.220001220703125
2016-02-24,38.09000015258789
2016-02-25,38.619998931884766
2016-02-26,39.5
2016-02-29,38.849998474121094
2016-03-01,41.27000045776367
2016-03-02,42.220001220703125
2016-03-03,42.83000183105469
2016-03-04,42.83000183105469
2016-03-07,42.61000061035156
2016-03-08,41.04999923706055
