Date,TT
2015-07-01,44.05900573730469
2015-07-02,44.00033950805664
2015-07-06,43.687496185302734
2015-07-07,43.86347961425781
2015-07-08,43.13350296020508
2015-07-09,43.08137130737305
2015-07-10,43.28339767456055
2015-07-13,43.81783676147461
2015-07-14,43.96123123168945
2015-07-15,43.90910339355469
2015-07-16,44.11114501953125
2015-07-17,44.07854461669922
2015-07-20,44.81504440307617
2015-07-21,44.31319046020508
2015-07-22,44.45004653930664
2015-07-23,43.64838790893555
2015-07-24,43.01618576049805
2015-07-27,42.364418029785156
2015-07-28,39.561851501464844
2015-07-29,40.0832633972168
2015-07-30,39.82907485961914
2015-07-31,40.01807403564453
2015-08-03,39.45105743408203
2015-08-04,38.70153045654297
2015-08-05,39.07954788208008
2015-08-06,39.112144470214844
2015-08-07,39.2685661315918
2015-08-10,40.148441314697266
2015-08-11,39.79648208618164
2015-08-12,40.174495697021484
2015-08-13,40.005043029785156
2015-08-14,40.1158561706543
2015-08-17,40.487342834472656
2015-08-18,40.50039291381836
2015-08-19,39.70524597167969
2015-08-20,38.838401794433594
2015-08-21,37.658714294433594
2015-08-24,36.21179962158203
2015-08-25,35.397098541259766
2015-08-26,36.08796691894531
2015-08-27,36.459468841552734
2015-08-28,36.322608947753906
2015-08-31,36.035831451416016
2015-09-01,34.92131042480469
2015-09-02,35.344947814941406
2015-09-03,34.9799690246582
2015-09-04,34.439022064208984
2015-09-08,35.12336730957031
2015-09-09,35.55584716796875
2015-09-10,35.57551193237305
2015-09-11,36.0407600402832
2015-09-14,36.01457214355469
2015-09-15,37.010597229003906
2015-09-16,37.416866302490234
2015-09-17,36.77468490600586
2015-09-18,36.007991790771484
2015-09-21,35.91626739501953
2015-09-22,35.33961486816406
2015-09-23,34.82194519042969
2015-09-24,34.507389068603516
2015-09-25,34.4156494140625
2015-09-28,33.39995574951172
2015-09-29,33.1640625
2015-09-30,33.26890563964844
2015-10-01,33.216468811035156
2015-10-02,33.675174713134766
2015-10-05,34.60569763183594
2015-10-06,34.93989181518555
2015-10-07,35.22167205810547
2015-10-08,35.949031829833984
2015-10-09,35.94247055053711
2015-10-12,35.76555633544922
2015-10-13,35.27408981323242
2015-10-14,35.04473876953125
2015-10-15,35.54930114746094
2015-10-16,35.123374938964844
2015-10-19,34.95954513549805
2015-10-20,35.60172653198242
2015-10-21,35.595176696777344
2015-10-22,36.47980880737305
2015-10-23,37.07612228393555
2015-10-26,37.22683334350586
2015-10-27,37.60689926147461
2015-10-28,38.439109802246094
2015-10-29,38.648807525634766
2015-10-30,38.832298278808594
2015-11-02,39.454811096191406
2015-11-03,39.19269561767578
2015-11-04,39.01577377319336
2015-11-05,39.258216857910156
2015-11-06,39.3499755859375
2015-11-09,38.76020812988281
2015-11-10,38.57672882080078
2015-11-11,38.557064056396484
2015-11-12,37.39065170288086
2015-11-13,37.25959014892578
2015-11-16,37.81005096435547
2015-11-17,37.51515579223633
2015-11-18,38.02627944946289
2015-11-19,38.445674896240234
2015-11-20,38.46532440185547
2015-11-23,38.2752799987793
2015-11-24,38.33426284790039
2015-11-25,38.3408088684082
2015-11-27,38.35392761230469
2015-11-30,38.445674896240234
2015-12-01,38.648807525634766
2015-12-02,38.032840728759766
2015-12-03,37.77071762084961
2015-12-04,38.288394927978516
2015-12-07,37.51515579223633
2015-12-08,36.27666473388672
2015-12-09,36.197635650634766
2015-12-10,36.1580924987793
2015-12-11,35.94071578979492
2015-12-14,35.677215576171875
2015-12-15,35.24245071411133
2015-12-16,35.80897521972656
2015-12-17,35.189762115478516
2015-12-18,34.66276168823242
2015-12-21,35.005306243896484
2015-12-22,35.72331619262695
2015-12-23,36.652156829833984
2015-12-24,36.64554977416992
2015-12-28,36.56651306152344
2015-12-29,37.040809631347656
2015-12-30,36.77731704711914
2015-12-31,36.421592712402344
2016-01-04,36.322792053222656
2016-01-05,35.93413162231445
2016-01-06,35.16999435424805
2016-01-07,34.12260437011719
2016-01-08,33.79981231689453
2016-01-11,33.91179656982422
2016-01-12,34.46514892578125
2016-01-13,33.8525276184082
2016-01-14,34.29386520385742
2016-01-15,34.08306884765625
2016-01-19,33.318939208984375
2016-01-20,32.22542953491211
2016-01-21,32.16615676879883
2016-01-22,33.23988723754883
2016-01-25,32.159542083740234
2016-01-26,33.32552719116211
2016-01-27,32.950050354003906
2016-01-28,32.9039306640625
2016-01-29,33.90522003173828
2016-02-01,33.536319732666016
2016-02-02,32.14638900756836
2016-02-03,32.9039306640625
2016-02-04,33.79323196411133
2016-02-05,33.819583892822266
2016-02-08,32.58115005493164
2016-02-09,33.03569030761719
2016-02-10,32.640438079833984
2016-02-11,32.27155685424805
2016-02-12,33.80640411376953
2016-02-16,34.08306884765625
2016-02-17,34.5507698059082
2016-02-18,34.320213317871094
2016-02-19,34.26751708984375
2016-02-22,35.37419509887695
2016-02-23,35.189762115478516
2016-02-24,36.526981353759766
2016-02-25,37.21208572387695
2016-02-26,37.251609802246094
2016-02-29,36.599456787109375
2016-03-01,37.61390686035156
2016-03-02,37.69955062866211
2016-03-03,37.92351531982422
2016-03-04,37.83127975463867
2016-03-07,38.41097640991211
2016-03-08,37.679779052734375
2016-03-09,37.96462631225586
2016-03-10,38.0308723449707
2016-03-11,38.945045471191406
2016-03-14,39.15040588378906
2016-03-15,38.8456916809082
2016-03-16,39.22990036010742
2016-03-17,40.4090461730957
2016-03-18,40.86613464355469
2016-03-21,41.03837203979492
2016-03-22,40.78663635253906
2016-03-23,40.68064880371094
2016-03-24,40.59452438354492
2016-03-28,40.59452438354492
2016-03-29,41.11784744262695
2016-03-30,41.11784744262695
2016-03-31,41.0781135559082
2016-04-01,41.12447738647461
2016-04-04,40.69389724731445
2016-04-05,39.845970153808594
2016-04-06,39.667110443115234
2016-04-07,39.48161697387695
2016-04-08,39.97846221923828
2016-04-11,40.17719650268555
2016-04-12,40.70713424682617
2016-04-13,41.952537536621094
2016-04-14,42.18439865112305
2016-04-15,42.2440071105957
2016-04-18,42.330142974853516
2016-04-19,42.31688690185547
2016-04-20,42.1446418762207
2016-04-21,42.085018157958984
2016-04-22,42.68785095214844
2016-04-25,42.416255950927734
2016-04-26,43.317169189453125
2016-04-27,43.76101303100586
2016-04-28,43.27742004394531
2016-04-29,43.41654968261719
2016-05-02,43.814002990722656
2016-05-03,43.72126007080078
2016-05-04,42.95945358276367
2016-05-05,42.95945358276367
2016-05-06,43.409915924072266
2016-05-09,43.22443771362305
2016-05-10,43.94649887084961
2016-05-11,43.681514739990234
2016-05-12,43.66827392578125
2016-05-13,43.44966125488281
2016-05-16,43.939876556396484
2016-05-17,43.47616195678711
2016-05-18,43.19129943847656
2016-05-19,42.40300369262695
2016-05-20,42.528865814208984
2016-05-23,42.78059005737305
2016-05-24,43.423160552978516
2016-05-25,43.913368225097656
2016-05-26,43.906734466552734
2016-05-27,44.03923797607422
2016-05-31,44.257835388183594
2016-06-01,44.052490234375
2016-06-02,44.098846435546875
2016-06-03,43.58877182006836
2016-06-06,43.655033111572266
2016-06-07,43.61527633666992
2016-06-08,43.82828903198242
2016-06-09,43.72843933105469
2016-06-10,42.92962646484375
2016-06-13,42.30388641357422
2016-06-14,42.37711715698242
2016-06-15,42.81646728515625
2016-06-16,42.96955490112305
2016-06-17,43.3623161315918
2016-06-20,43.91483688354492
2016-06-21,43.535396575927734
2016-06-22,43.50878143310547
2016-06-23,44.12785720825195
2016-06-24,41.85123062133789
2016-06-27,39.39486312866211
2016-06-28,40.1470832824707
2016-06-29,41.165592193603516
2016-06-30,42.39043045043945
2016-07-01,42.610103607177734
2016-07-05,41.99101638793945
2016-07-06,42.643375396728516
2016-07-07,42.9495964050293
2016-07-08,43.761714935302734
2016-07-11,43.85492706298828
2016-07-12,44.5605354309082
2016-07-13,44.94664001464844
2016-07-14,45.2728157043457
2016-07-15,45.226219177246094
2016-07-18,44.687015533447266
2016-07-19,44.673702239990234
2016-07-20,44.953285217285156
2016-07-21,44.607147216796875
2016-07-22,45.07976150512695
2016-07-25,45.1729621887207
2016-07-26,45.37932205200195
2016-07-27,43.68185043334961
2016-07-28,44.24100875854492
2016-07-29,44.10787582397461
2016-08-01,44.18110656738281
2016-08-02,44.14115524291992
2016-08-03,44.826812744140625
2016-08-04,45.12635040283203
2016-08-05,45.499141693115234
2016-08-08,45.11305236816406
2016-08-09,45.3726692199707
2016-08-10,45.14634704589844
2016-08-11,45.492488861083984
2016-08-12,45.26616287231445
2016-08-15,45.465858459472656
2016-08-16,44.86009216308594
2016-08-17,44.773555755615234
2016-08-18,44.780208587646484
2016-08-19,44.893375396728516
2016-08-22,44.74026870727539
2016-08-23,45.192935943603516
2016-08-24,44.96659851074219
2016-08-25,45.12635040283203
2016-08-26,45.02651596069336
2016-08-29,45.69218444824219
2016-08-30,45.405948638916016
2016-08-31,45.25950622558594
2016-09-01,45.3726692199707
2016-09-02,45.61896514892578
2016-09-06,44.4873161315918
2016-09-07,44.881954193115234
2016-09-08,45.089317321777344
2016-09-09,42.20643997192383
2016-09-12,43.68466567993164
2016-09-13,42.66127014160156
2016-09-14,42.62782287597656
2016-09-15,42.6947135925293
2016-09-16,42.346893310546875
2016-09-19,42.821800231933594
2016-09-20,42.848541259765625
2016-09-21,43.82512664794922
2016-09-22,44.17962646484375
2016-09-23,43.24319076538086
2016-09-26,43.73816680908203
2016-09-27,44.60770034790039
2016-09-28,45.142818450927734
2016-09-29,44.881954193115234
2016-09-30,45.443824768066406
2016-10-03,45.31003952026367
2016-10-04,44.8083610534668
2016-10-05,45.189640045166016
2016-10-06,46.005680084228516
2016-10-07,45.116058349609375
2016-10-10,44.96221923828125
2016-10-11,43.33015060424805
2016-10-12,44.092674255371094
2016-10-13,43.73816680908203
2016-10-14,44.00571823120117
2016-10-17,43.65789794921875
2016-10-18,43.45055389404297
2016-10-19,43.76493453979492
2016-10-20,44.01909637451172
2016-10-21,43.98565673828125
2016-10-24,44.00571823120117
2016-10-25,43.209754943847656
2016-10-26,44.36692428588867
2016-10-27,44.841827392578125
2016-10-28,44.7816162109375
2016-10-31,45.009033203125
2016-11-01,45.029109954833984
2016-11-02,45.009033203125
2016-11-03,44.8083610534668
2016-11-04,45.98560333251953
2016-11-07,47.303314208984375
2016-11-08,48.0725212097168
2016-11-09,49.671142578125
2016-11-10,50.647705078125
2016-11-11,50.72128677368164
2016-11-14,50.21294403076172
2016-11-15,50.78148651123047
2016-11-16,50.31996536254883
2016-11-17,49.95207977294922
2016-11-18,49.80491638183594
2016-11-21,50.23970413208008
2016-11-22,50.5808219909668
2016-11-23,50.55406951904297
2016-11-25,50.91526794433594
2016-11-28,49.98552703857422
2016-11-29,50.20625305175781
2016-11-30,49.85843276977539
2016-12-01,49.891876220703125
2016-12-02,49.83167266845703
2016-12-05,50.09254455566406
