Date,AES
2015-07-01,8.710880279541016
2015-07-02,8.783528327941895
2015-07-06,8.717483520507812
2015-07-07,8.743900299072266
2015-07-08,8.525965690612793
2015-07-09,8.592008590698242
2015-07-10,8.651444435119629
2015-07-13,8.618422508239746
2015-07-14,8.664653778076172
2015-07-15,8.704277992248535
2015-07-16,8.816551208496094
2015-07-17,8.724091529846191
2015-07-20,8.638237953186035
2015-07-21,8.545778274536133
2015-07-22,8.697672843933105
2015-07-23,8.545778274536133
2015-07-24,8.446714401245117
2015-07-27,8.539172172546387
2015-07-28,8.433509826660156
2015-07-29,8.473133087158203
2015-07-30,8.446510314941406
2015-07-31,8.519725799560547
2015-08-03,8.473133087158203
2015-08-04,8.359981536865234
2015-08-05,8.379947662353516
2015-08-06,8.386602401733398
2015-08-07,8.413229942321777
2015-08-10,8.43985366821289
2015-08-11,8.220202445983887
2015-08-12,8.692782402038574
2015-08-13,8.42654037475586
2015-08-14,8.526379585266113
2015-08-17,8.566316604614258
2015-08-18,8.533036231994629
2015-08-19,8.34666633605957
2015-08-20,8.193580627441406
2015-08-21,7.987240791320801
2015-08-24,7.674407482147217
2015-08-25,7.547943592071533
2015-08-26,7.754282474517822
2015-08-27,7.900712013244629
2015-08-28,8.053804397583008
2015-08-31,7.987240791320801
2015-09-01,7.614503860473633
2015-09-02,7.534630298614502
2015-09-03,7.614503860473633
2015-09-04,7.341607570648193
2015-09-08,7.534630298614502
2015-09-09,7.52131986618042
2015-09-10,7.48138427734375
2015-09-11,7.408167839050293
2015-09-14,7.368232250213623
2015-09-15,7.4015116691589355
2015-09-16,7.441445350646973
2015-09-17,7.43479061126709
2015-09-18,7.281699180603027
2015-09-21,7.175205230712891
2015-09-22,6.975521564483643
2015-09-23,6.749218463897705
2015-09-24,6.656036376953125
2015-09-25,6.629410743713379
2015-09-28,6.529572486877441
2015-09-29,6.296610355377197
2015-09-30,6.51625919342041
2015-10-01,6.582818984985352
2015-10-02,6.715939998626709
2015-10-05,6.835750579833984
2015-10-06,6.962212562561035
2015-10-07,7.008803844451904
2015-10-08,7.161895275115967
2015-10-09,7.135272026062012
2015-10-12,7.128612518310547
2015-10-13,7.075364112854004
2015-10-14,7.03542947769165
2015-10-15,7.175205230712891
2015-10-16,7.175205230712891
2015-10-19,7.148582935333252
2015-10-20,7.24176549911499
2015-10-21,7.161895275115967
2015-10-22,7.348262310028076
2015-10-23,7.354917526245117
2015-10-26,7.24176549911499
2015-10-27,7.235110759735107
2015-10-28,7.4015116691589355
2015-10-29,7.388078689575195
2015-10-30,7.354496479034424
2015-11-02,7.401511192321777
2015-11-03,7.341064453125
2015-11-04,7.267183780670166
2015-11-05,6.635838031768799
2015-11-06,6.850762844085693
2015-11-09,6.649272441864014
2015-11-10,6.763448715209961
2015-11-11,6.750014305114746
2015-11-12,6.535092353820801
2015-11-13,6.58210563659668
2015-11-16,6.588824272155762
2015-11-17,6.407478332519531
2015-11-18,6.535092353820801
2015-11-19,6.42762565612793
2015-11-20,6.494792461395264
2015-11-23,6.488075256347656
2015-11-24,6.649272441864014
2015-11-25,6.635838031768799
2015-11-27,6.709717750549316
2015-11-30,6.709717750549316
2015-12-01,6.703001022338867
2015-12-02,6.447778224945068
2015-12-03,6.394047260284424
2015-12-04,6.259716510772705
2015-12-07,6.185835361480713
2015-12-08,6.1791181564331055
2015-12-09,6.219417572021484
2015-12-10,6.232850074768066
2015-12-11,6.024641990661621
2015-12-14,5.930611610412598
2015-12-15,6.212703227996826
2015-12-16,6.29329776763916
2015-12-17,6.1791181564331055
2015-12-18,6.085088729858398
2015-12-21,6.1522536277771
2015-12-22,6.239566802978516
2015-12-23,6.407478332519531
2015-12-24,6.434342384338379
2015-12-28,6.353748321533203
2015-12-29,6.454493522644043
2015-12-30,6.380610942840576
2015-12-31,6.42762565612793
2016-01-04,6.333598613739014
2016-01-05,6.420910835266113
2016-01-06,6.199268341064453
2016-01-07,6.044789791107178
2016-01-08,6.132105350494385
2016-01-11,6.064940929412842
2016-01-12,5.876881122589111
2016-01-13,5.802998065948486
2016-01-14,5.944042682647705
2016-01-15,5.735836505889893
2016-01-19,5.856730937957764
2016-01-20,5.789567470550537
2016-01-21,6.1186723709106445
2016-01-22,6.158969879150391
2016-01-25,5.870163917541504
2016-01-26,6.071657657623291
2016-01-27,6.098523139953613
2016-01-28,6.1522536277771
2016-01-29,6.458165645599365
2016-02-01,6.430975437164307
2016-02-02,6.3154072761535645
2016-02-03,6.628118515014648
2016-02-04,6.662109851837158
2016-02-05,6.628118515014648
2016-02-08,6.417379856109619
2016-02-09,6.464964866638184
2016-02-10,6.478558540344238
2016-02-11,6.118262767791748
2016-02-12,6.23383092880249
2016-02-16,6.376589298248291
2016-02-17,6.539743900299072
2016-02-18,6.594130039215088
2016-02-19,6.396984577178955
2016-02-22,6.655311584472656
2016-02-23,6.51254940032959
2016-02-24,6.818464756011963
2016-02-25,6.777676582336426
2016-02-26,6.709696292877197
2016-02-29,6.662109851837158
