Date,ECL
2015-07-01,113.19999694824219
2015-07-02,112.80999755859375
2015-07-06,111.9000015258789
2015-07-07,112.18000030517578
2015-07-08,110.62000274658203
2015-07-09,110.61000061035156
2015-07-10,112.27999877929688
2015-07-13,113.7300033569336
2015-07-14,114.69999694824219
2015-07-15,114.5999984741211
2015-07-16,114.69999694824219
2015-07-17,112.77999877929688
2015-07-20,112.7699966430664
2015-07-21,112.56999969482422
2015-07-22,111.8499984741211
2015-07-23,111.23999786376953
2015-07-24,109.52999877929688
2015-07-27,108.38999938964844
2015-07-28,113.7699966430664
2015-07-29,115.31999969482422
2015-07-30,116.0999984741211
2015-07-31,115.80999755859375
2015-08-03,115.27999877929688
2015-08-04,115.31999969482422
2015-08-05,116.75
2015-08-06,116.30999755859375
2015-08-07,114.36000061035156
2015-08-10,116.58999633789062
2015-08-11,115.93000030517578
2015-08-12,115.04000091552734
2015-08-13,115.27999877929688
2015-08-14,116.4800033569336
2015-08-17,116.3499984741211
2015-08-18,115.9000015258789
2015-08-19,114.86000061035156
2015-08-20,112.62000274658203
2015-08-21,109.9000015258789
2015-08-24,105.3499984741211
2015-08-25,104.52999877929688
2015-08-26,106.48999786376953
2015-08-27,109.91999816894531
2015-08-28,110.45999908447266
2015-08-31,109.13999938964844
2015-09-01,105.41999816894531
2015-09-02,107.9800033569336
2015-09-03,108.83000183105469
2015-09-04,106.54000091552734
2015-09-08,108.58999633789062
2015-09-09,110.5199966430664
2015-09-10,110.44000244140625
2015-09-11,109.98999786376953
2015-09-14,108.91999816894531
2015-09-15,110.20999908447266
2015-09-16,113.5999984741211
2015-09-17,113.54000091552734
2015-09-18,112.55000305175781
2015-09-21,112.7300033569336
2015-09-22,110.86000061035156
2015-09-23,110.04000091552734
2015-09-24,110.54000091552734
2015-09-25,110.45999908447266
2015-09-28,107.31999969482422
2015-09-29,108.36000061035156
2015-09-30,109.72000122070312
2015-10-01,112.33000183105469
2015-10-02,114.19999694824219
2015-10-05,115.73999786376953
2015-10-06,117.19000244140625
2015-10-07,118.2699966430664
2015-10-08,120.52999877929688
2015-10-09,120.54000091552734
2015-10-12,120.56999969482422
2015-10-13,120.16000366210938
2015-10-14,121.33999633789062
2015-10-15,121.58000183105469
2015-10-16,122.0999984741211
2015-10-19,119.37999725341797
2015-10-20,119.43000030517578
2015-10-21,117.9000015258789
2015-10-22,120.55000305175781
2015-10-23,119.98999786376953
2015-10-26,119.58000183105469
2015-10-27,118.52999877929688
2015-10-28,119.58999633789062
2015-10-29,119.93000030517578
2015-10-30,120.3499984741211
2015-11-02,117.98999786376953
2015-11-03,120.04000091552734
2015-11-04,117.48999786376953
2015-11-05,117.63999938964844
2015-11-06,117.4000015258789
2015-11-09,115.95999908447266
2015-11-10,116.3499984741211
2015-11-11,117.47000122070312
2015-11-12,115.1500015258789
2015-11-13,116.43000030517578
2015-11-16,116.69999694824219
2015-11-17,116.75
2015-11-18,118.31999969482422
2015-11-19,117.91000366210938
2015-11-20,118.12999725341797
2015-11-23,119.5199966430664
2015-11-24,119.72000122070312
2015-11-25,119.0199966430664
2015-11-27,118.91000366210938
2015-11-30,119.16000366210938
2015-12-01,119.66999816894531
2015-12-02,118.63999938964844
2015-12-03,117.88999938964844
2015-12-04,119.2300033569336
2015-12-07,118.36000061035156
2015-12-08,116.37000274658203
2015-12-09,116.94999694824219
2015-12-10,115.95999908447266
2015-12-11,112.38999938964844
2015-12-14,113.63999938964844
2015-12-15,115.06999969482422
2015-12-16,117.88999938964844
2015-12-17,115.30000305175781
2015-12-18,112.62000274658203
2015-12-21,113.22000122070312
2015-12-22,114.41999816894531
2015-12-23,116.5
2015-12-24,115.77999877929688
2015-12-28,115.47000122070312
2015-12-29,116.38999938964844
2015-12-30,115.43000030517578
2015-12-31,114.37999725341797
2016-01-04,112.48999786376953
2016-01-05,112.9000015258789
2016-01-06,108.06999969482422
2016-01-07,105.2699966430664
2016-01-08,104.3499984741211
2016-01-11,104.62000274658203
2016-01-12,105.72000122070312
2016-01-13,103.12999725341797
2016-01-14,104.81999969482422
2016-01-15,102.58000183105469
2016-01-19,102.37000274658203
2016-01-20,102.44000244140625
2016-01-21,101.8499984741211
2016-01-22,104.98999786376953
2016-01-25,103.26000213623047
2016-01-26,104.12999725341797
2016-01-27,102.77999877929688
2016-01-28,104.0
2016-01-29,107.87000274658203
2016-02-01,107.41999816894531
2016-02-02,104.93000030517578
2016-02-03,107.27999877929688
2016-02-04,109.16999816894531
2016-02-05,106.16999816894531
2016-02-08,103.62000274658203
2016-02-09,107.19999694824219
2016-02-10,106.20999908447266
2016-02-11,103.30000305175781
2016-02-12,106.62999725341797
2016-02-16,108.6500015258789
2016-02-17,109.95999908447266
2016-02-18,108.76000213623047
2016-02-19,107.7699966430664
2016-02-22,108.08999633789062
2016-02-23,100.13999938964844
2016-02-24,102.12999725341797
2016-02-25,103.68000030517578
2016-02-26,106.27999877929688
2016-02-29,102.55000305175781
2016-03-01,105.86000061035156
2016-03-02,104.68000030517578
2016-03-03,105.23999786376953
2016-03-04,106.33000183105469
2016-03-07,105.95999908447266
2016-03-08,104.27999877929688
2016-03-09,104.22000122070312
2016-03-10,105.26000213623047
2016-03-11,106.36000061035156
2016-03-14,103.04000091552734
2016-03-15,104.05000305175781
2016-03-16,105.87000274658203
2016-03-17,107.83999633789062
2016-03-18,108.13999938964844
2016-03-21,108.9800033569336
2016-03-22,110.55999755859375
2016-03-23,110.0
2016-03-24,110.52999877929688
2016-03-28,110.5999984741211
2016-03-29,111.45999908447266
2016-03-30,112.41999816894531
2016-03-31,111.5199966430664
2016-04-01,112.41999816894531
2016-04-04,112.08000183105469
2016-04-05,111.30000305175781
2016-04-06,112.36000061035156
2016-04-07,110.7300033569336
2016-04-08,111.62999725341797
2016-04-11,111.47000122070312
2016-04-12,112.58999633789062
2016-04-13,114.12999725341797
2016-04-14,115.47000122070312
2016-04-15,115.01000213623047
2016-04-18,115.18000030517578
2016-04-19,116.04000091552734
2016-04-20,115.56999969482422
2016-04-21,115.29000091552734
2016-04-22,116.23999786376953
2016-04-25,115.7300033569336
2016-04-26,115.95999908447266
2016-04-27,116.6500015258789
2016-04-28,115.30000305175781
2016-04-29,114.9800033569336
2016-05-02,114.2699966430664
2016-05-03,113.58999633789062
2016-05-04,115.30999755859375
2016-05-05,115.04000091552734
2016-05-06,117.05000305175781
2016-05-09,115.47000122070312
2016-05-10,117.11000061035156
2016-05-11,116.56999969482422
2016-05-12,117.12999725341797
2016-05-13,116.0199966430664
2016-05-16,118.16000366210938
2016-05-17,117.02999877929688
2016-05-18,116.01000213623047
2016-05-19,116.16000366210938
2016-05-20,116.72000122070312
2016-05-23,116.8499984741211
2016-05-24,118.55999755859375
2016-05-25,118.5199966430664
2016-05-26,118.19999694824219
2016-05-27,118.33999633789062
2016-05-31,117.23999786376953
2016-06-01,118.5199966430664
2016-06-02,118.87000274658203
2016-06-03,118.79000091552734
2016-06-06,120.12999725341797
2016-06-07,120.80999755859375
2016-06-08,121.55000305175781
2016-06-09,120.79000091552734
2016-06-10,120.25
2016-06-13,119.33999633789062
2016-06-14,119.3499984741211
2016-06-15,118.5999984741211
2016-06-16,119.31999969482422
2016-06-17,118.5999984741211
2016-06-20,119.13999938964844
2016-06-21,119.43000030517578
2016-06-22,119.44000244140625
2016-06-23,120.94000244140625
2016-06-24,116.37000274658203
2016-06-27,114.47000122070312
2016-06-28,115.25
2016-06-29,116.79000091552734
2016-06-30,118.5999984741211
2016-07-01,118.8499984741211
2016-07-05,117.58999633789062
2016-07-06,117.80000305175781
2016-07-07,117.58999633789062
2016-07-08,119.19999694824219
2016-07-11,119.0999984741211
2016-07-12,120.30000305175781
2016-07-13,120.55999755859375
2016-07-14,121.2699966430664
2016-07-15,120.94999694824219
2016-07-18,120.33999633789062
2016-07-19,120.13999938964844
2016-07-20,120.02999877929688
2016-07-21,119.63999938964844
2016-07-22,120.0199966430664
2016-07-25,119.79000091552734
2016-07-26,119.75
2016-07-27,119.20999908447266
