Date,ECL
2016-07-28,119.12999725341797
2016-07-29,118.37999725341797
2016-08-01,118.66999816894531
2016-08-02,122.80999755859375
2016-08-03,121.41000366210938
2016-08-04,122.2300033569336
2016-08-05,122.72000122070312
2016-08-08,122.25
2016-08-09,122.80000305175781
2016-08-10,122.86000061035156
2016-08-11,123.1500015258789
2016-08-12,122.44999694824219
2016-08-15,122.68000030517578
2016-08-16,122.23999786376953
2016-08-17,122.26000213623047
2016-08-18,122.38999938964844
2016-08-19,122.7699966430664
2016-08-22,122.26000213623047
2016-08-23,122.66999816894531
2016-08-24,121.70999908447266
2016-08-25,122.80000305175781
2016-08-26,122.93000030517578
2016-08-29,123.88999938964844
2016-08-30,123.9800033569336
2016-08-31,123.05000305175781
2016-09-01,123.0999984741211
2016-09-02,124.05000305175781
2016-09-06,123.69999694824219
2016-09-07,122.73999786376953
2016-09-08,122.37999725341797
2016-09-09,118.68000030517578
2016-09-12,120.05999755859375
2016-09-13,117.55000305175781
2016-09-14,117.52999877929688
2016-09-15,118.08000183105469
2016-09-16,117.33000183105469
2016-09-19,117.62000274658203
2016-09-20,117.30999755859375
2016-09-21,118.48999786376953
2016-09-22,119.13999938964844
2016-09-23,119.04000091552734
2016-09-26,118.93000030517578
2016-09-27,119.91999816894531
2016-09-28,121.30000305175781
2016-09-29,120.7300033569336
2016-09-30,121.72000122070312
2016-10-03,121.11000061035156
2016-10-04,120.16000366210938
2016-10-05,120.01000213623047
2016-10-06,120.54000091552734
2016-10-07,119.0199966430664
2016-10-10,119.06999969482422
2016-10-11,117.16000366210938
2016-10-12,117.13999938964844
2016-10-13,117.01000213623047
2016-10-14,116.76000213623047
2016-10-17,116.33999633789062
2016-10-18,116.5999984741211
2016-10-19,116.81999969482422
2016-10-20,116.43000030517578
2016-10-21,115.77999877929688
2016-10-24,116.70999908447266
2016-10-25,115.94999694824219
2016-10-26,115.3499984741211
2016-10-27,114.95999908447266
2016-10-28,115.0999984741211
2016-10-31,114.16999816894531
2016-11-01,112.13999938964844
2016-11-02,111.98999786376953
2016-11-03,111.18000030517578
2016-11-04,110.66999816894531
2016-11-07,112.87000274658203
2016-11-08,113.5999984741211
2016-11-09,114.76000213623047
2016-11-10,116.1500015258789
2016-11-11,115.66999816894531
2016-11-14,113.9800033569336
2016-11-15,114.13999938964844
2016-11-16,114.77999877929688
2016-11-17,114.83000183105469
2016-11-18,114.27999877929688
2016-11-21,114.91999816894531
2016-11-22,116.36000061035156
2016-11-23,116.79000091552734
2016-11-25,116.63999938964844
2016-11-28,116.33999633789062
2016-11-29,116.41000366210938
2016-11-30,116.7300033569336
2016-12-01,118.48999786376953
2016-12-02,116.88999938964844
2016-12-05,118.55999755859375
2016-12-06,116.88999938964844
2016-12-07,118.80999755859375
2016-12-08,119.61000061035156
2016-12-09,120.5
2016-12-12,121.47000122070312
2016-12-13,122.22000122070312
2016-12-14,121.05000305175781
2016-12-15,122.04000091552734
2016-12-16,120.2699966430664
2016-12-19,120.56999969482422
2016-12-20,120.41999816894531
2016-12-21,119.37000274658203
2016-12-22,118.58999633789062
2016-12-23,118.76000213623047
2016-12-27,119.20999908447266
2016-12-28,118.0
2016-12-29,117.70999908447266
2016-12-30,117.22000122070312
2017-01-03,118.04000091552734
2017-01-04,118.79000091552734
2017-01-05,118.61000061035156
2017-01-06,118.91999816894531
2017-01-09,118.83999633789062
2017-01-10,117.86000061035156
2017-01-11,118.31999969482422
2017-01-12,118.63999938964844
2017-01-13,118.56999969482422
2017-01-17,118.68000030517578
2017-01-18,119.06999969482422
2017-01-19,118.8499984741211
2017-01-20,118.4000015258789
2017-01-23,119.3499984741211
2017-01-24,121.6500015258789
2017-01-25,122.48999786376953
2017-01-26,120.94999694824219
2017-01-27,121.29000091552734
2017-01-30,121.48999786376953
2017-01-31,120.12999725341797
2017-02-01,120.77999877929688
2017-02-02,120.20999908447266
2017-02-03,120.75
2017-02-06,119.69999694824219
2017-02-07,120.25
2017-02-08,120.33999633789062
2017-02-09,120.61000061035156
2017-02-10,121.19999694824219
2017-02-13,121.76000213623047
2017-02-14,122.83999633789062
2017-02-15,123.4000015258789
2017-02-16,123.27999877929688
2017-02-17,123.94999694824219
2017-02-21,124.02999877929688
2017-02-22,123.0999984741211
2017-02-23,122.76000213623047
2017-02-24,125.5
2017-02-27,123.83999633789062
2017-02-28,123.97000122070312
2017-03-01,125.87000274658203
2017-03-02,125.08999633789062
2017-03-03,125.25
2017-03-06,125.05999755859375
2017-03-07,124.72000122070312
2017-03-08,124.5
2017-03-09,123.69000244140625
2017-03-10,124.25
2017-03-13,124.7699966430664
2017-03-14,123.68000030517578
2017-03-15,125.37000274658203
2017-03-16,125.19000244140625
2017-03-17,125.41000366210938
2017-03-20,125.12999725341797
2017-03-21,124.19999694824219
2017-03-22,124.23999786376953
2017-03-23,124.18000030517578
2017-03-24,123.83000183105469
2017-03-27,124.11000061035156
2017-03-28,124.87000274658203
2017-03-29,124.77999877929688
2017-03-30,125.33999633789062
2017-03-31,125.33999633789062
2017-04-03,125.87999725341797
2017-04-04,125.05999755859375
2017-04-05,124.83000183105469
2017-04-06,125.20999908447266
2017-04-07,125.25
2017-04-10,125.87000274658203
2017-04-11,125.66000366210938
2017-04-12,124.95999908447266
2017-04-13,124.47000122070312
2017-04-17,125.41999816894531
2017-04-18,125.30999755859375
2017-04-19,125.70999908447266
2017-04-20,126.3499984741211
2017-04-21,126.19999694824219
2017-04-24,127.30000305175781
2017-04-25,128.25
2017-04-26,128.8000030517578
2017-04-27,129.3699951171875
2017-04-28,129.08999633789062
2017-05-01,129.25
2017-05-02,125.26000213623047
2017-05-03,125.56999969482422
2017-05-04,126.22000122070312
2017-05-05,126.47000122070312
2017-05-08,125.94999694824219
2017-05-09,125.61000061035156
2017-05-10,126.66000366210938
2017-05-11,126.7300033569336
2017-05-12,126.51000213623047
2017-05-15,127.2699966430664
2017-05-16,127.37999725341797
2017-05-17,126.38999938964844
2017-05-18,126.73999786376953
2017-05-19,127.08999633789062
2017-05-22,127.81999969482422
2017-05-23,128.0500030517578
2017-05-24,129.30999755859375
2017-05-25,130.30999755859375
2017-05-26,131.3000030517578
2017-05-30,131.55999755859375
2017-05-31,132.83999633789062
2017-06-01,133.77999877929688
2017-06-02,134.3300018310547
2017-06-05,133.66000366210938
2017-06-06,133.35000610351562
2017-06-07,133.52000427246094
2017-06-08,132.72999572753906
2017-06-09,133.80999755859375
2017-06-12,133.17999267578125
2017-06-13,134.49000549316406
2017-06-14,133.8800048828125
2017-06-15,133.85000610351562
2017-06-16,134.27999877929688
2017-06-19,134.61000061035156
2017-06-20,134.11000061035156
2017-06-21,132.13999938964844
2017-06-22,131.67999267578125
2017-06-23,131.66000366210938
2017-06-26,132.02000427246094
2017-06-27,131.77999877929688
2017-06-28,132.89999389648438
2017-06-29,131.4499969482422
2017-06-30,132.75
2017-07-03,132.94000244140625
2017-07-05,133.27000427246094
2017-07-06,132.17999267578125
2017-07-07,132.6199951171875
2017-07-10,132.0500030517578
2017-07-11,131.88999938964844
2017-07-12,133.0399932861328
2017-07-13,132.05999755859375
2017-07-14,132.72000122070312
2017-07-17,132.1699981689453
2017-07-18,132.4499969482422
2017-07-19,133.0500030517578
2017-07-20,132.4499969482422
2017-07-21,133.0500030517578
2017-07-24,132.0399932861328
2017-07-25,132.89999389648438
2017-07-26,132.4499969482422
2017-07-27,131.82000732421875
2017-07-28,131.9199981689453
2017-07-31,131.6699981689453
2017-08-01,131.42999267578125
2017-08-02,132.89999389648438
2017-08-03,132.6199951171875
2017-08-04,132.89999389648438
2017-08-07,131.9499969482422
2017-08-08,131.24000549316406
2017-08-09,132.36000061035156
2017-08-10,130.22999572753906
2017-08-11,129.80999755859375
2017-08-14,131.4600067138672
2017-08-15,131.14999389648438
2017-08-16,132.41000366210938
2017-08-17,130.22999572753906
2017-08-18,130.11000061035156
2017-08-21,130.39999389648438
2017-08-22,131.47999572753906
2017-08-23,130.77999877929688
2017-08-24,130.3300018310547
2017-08-25,131.0399932861328
2017-08-28,131.4600067138672
2017-08-29,130.8699951171875
2017-08-30,130.97999572753906
2017-08-31,133.3000030517578
2017-09-01,132.85000610351562
2017-09-05,133.22999572753906
2017-09-06,130.88999938964844
2017-09-07,131.52999877929688
2017-09-08,131.1199951171875
2017-09-11,129.8300018310547
2017-09-12,129.97999572753906
2017-09-13,129.4199981689453
2017-09-14,131.00999450683594
2017-09-15,131.0500030517578
2017-09-18,130.52999877929688
2017-09-19,130.74000549316406
2017-09-20,130.8000030517578
2017-09-21,130.94000244140625
2017-09-22,131.3300018310547
2017-09-25,131.49000549316406
2017-09-26,130.22999572753906
2017-09-27,128.97000122070312
2017-09-28,129.27000427246094
2017-09-29,128.61000061035156
2017-10-02,130.64999389648438
2017-10-03,130.55999755859375
2017-10-04,130.75999450683594
2017-10-05,131.74000549316406
2017-10-06,131.97000122070312
2017-10-09,132.05999755859375
2017-10-10,132.6999969482422
2017-10-11,132.5500030517578
2017-10-12,133.91000366210938
2017-10-13,134.08999633789062
2017-10-16,134.4499969482422
2017-10-17,132.5800018310547
2017-10-18,131.6999969482422
2017-10-19,131.74000549316406
2017-10-20,132.8000030517578
2017-10-23,132.60000610351562
2017-10-24,132.3000030517578
2017-10-25,132.49000549316406
2017-10-26,132.6699981689453
2017-10-27,131.99000549316406
2017-10-30,130.9199981689453
2017-10-31,130.66000366210938
2017-11-01,131.27000427246094
2017-11-02,131.24000549316406
2017-11-03,131.3800048828125
2017-11-06,131.91000366210938
2017-11-07,130.9499969482422
2017-11-08,130.38999938964844
2017-11-09,130.25
2017-11-10,130.3000030517578
2017-11-13,131.63999938964844
2017-11-14,131.39999389648438
2017-11-15,130.22999572753906
2017-11-16,131.99000549316406
2017-11-17,131.4499969482422
2017-11-20,132.1300048828125
2017-11-21,132.4499969482422
2017-11-22,132.99000549316406
2017-11-24,132.86000061035156
2017-11-27,132.80999755859375
2017-11-28,134.25
2017-11-29,135.0
2017-11-30,135.9199981689453
2017-12-01,134.88999938964844
2017-12-04,137.25999450683594
2017-12-05,137.4199981689453
2017-12-06,136.8800048828125
2017-12-07,135.9199981689453
2017-12-08,135.3300018310547
2017-12-11,134.6699981689453
2017-12-12,134.85000610351562
2017-12-13,135.0
2017-12-14,134.3699951171875
2017-12-15,135.19000244140625
2017-12-18,135.83999633789062
2017-12-19,135.08999633789062
2017-12-20,134.0800018310547
2017-12-21,133.50999450683594
2017-12-22,133.97000122070312
2017-12-26,133.6999969482422
2017-12-27,134.10000610351562
2017-12-28,134.52999877929688
2017-12-29,134.17999267578125
2018-01-02,134.5
2018-01-03,135.3699951171875
2018-01-04,136.47000122070312
2018-01-05,137.17999267578125
2018-01-08,136.6999969482422
2018-01-09,136.66000366210938
2018-01-10,135.1199951171875
2018-01-11,137.02999877929688
2018-01-12,137.67999267578125
2018-01-16,137.02000427246094
2018-01-17,137.42999267578125
2018-01-18,138.35000610351562
2018-01-19,139.75
2018-01-22,140.33999633789062
2018-01-23,137.75999450683594
2018-01-24,137.30999755859375
2018-01-25,138.32000732421875
2018-01-26,138.14999389648438
2018-01-29,137.5
2018-01-30,137.5800018310547
2018-01-31,137.67999267578125
2018-02-01,138.49000549316406
2018-02-02,137.05999755859375
2018-02-05,132.0500030517578
2018-02-06,131.74000549316406
2018-02-07,133.1199951171875
2018-02-08,127.76000213623047
2018-02-09,128.52000427246094
2018-02-12,130.16000366210938
2018-02-13,129.33999633789062
2018-02-14,129.8000030517578
2018-02-15,131.77000427246094
2018-02-16,131.49000549316406
2018-02-20,131.72000122070312
2018-02-21,129.89999389648438
2018-02-22,129.4499969482422
2018-02-23,130.83999633789062
2018-02-26,131.99000549316406
2018-02-27,131.08999633789062
2018-02-28,130.4499969482422
2018-03-01,128.7100067138672
2018-03-02,127.86000061035156
2018-03-05,129.9499969482422
2018-03-06,131.00999450683594
2018-03-07,132.8000030517578
2018-03-08,134.33999633789062
2018-03-09,134.91000366210938
2018-03-12,136.77999877929688
2018-03-13,136.8300018310547
2018-03-14,136.30999755859375
2018-03-15,136.6999969482422
2018-03-16,138.0800018310547
2018-03-19,136.47999572753906
2018-03-20,136.6300048828125
2018-03-21,136.4199981689453
2018-03-22,134.1199951171875
2018-03-23,132.25
2018-03-26,134.74000549316406
2018-03-27,134.97999572753906
2018-03-28,135.30999755859375
2018-03-29,137.07000732421875
2018-04-02,133.97000122070312
2018-04-03,136.89999389648438
2018-04-04,138.8699951171875
2018-04-05,141.25
2018-04-06,139.77999877929688
2018-04-09,140.25
2018-04-10,141.63999938964844
2018-04-11,140.64999389648438
2018-04-12,141.3800048828125
2018-04-13,141.17999267578125
2018-04-16,146.9600067138672
2018-04-17,148.07000732421875
2018-04-18,149.83999633789062
2018-04-19,148.97999572753906
2018-04-20,148.5500030517578
2018-04-23,149.14999389648438
2018-04-24,146.25
2018-04-25,145.1699981689453
2018-04-26,146.17999267578125
2018-04-27,146.7100067138672
2018-04-30,144.77000427246094
2018-05-01,147.1300048828125
2018-05-02,144.24000549316406
2018-05-03,144.17999267578125
2018-05-04,145.38999938964844
2018-05-07,145.7899932861328
2018-05-08,145.49000549316406
2018-05-09,146.97999572753906
2018-05-10,147.66000366210938
2018-05-11,147.14999389648438
2018-05-14,146.2899932861328
2018-05-15,146.2100067138672
2018-05-16,147.7100067138672
2018-05-17,147.07000732421875
2018-05-18,147.8300018310547
2018-05-21,148.0
2018-05-22,146.50999450683594
2018-05-23,145.6300048828125
2018-05-24,145.47000122070312
2018-05-25,144.7100067138672
2018-05-29,141.75
2018-05-30,144.02999877929688
2018-05-31,142.61000061035156
2018-06-01,143.60000610351562
2018-06-04,144.25999450683594
2018-06-05,144.61000061035156
2018-06-06,146.5800018310547
2018-06-07,145.8699951171875
2018-06-08,146.19000244140625
2018-06-11,145.3000030517578
2018-06-12,145.0500030517578
2018-06-13,144.7100067138672
2018-06-14,145.39999389648438
2018-06-15,146.57000732421875
2018-06-18,144.92999267578125
2018-06-19,144.58999633789062
2018-06-20,143.64999389648438
2018-06-21,141.55999755859375
2018-06-22,138.8699951171875
2018-06-25,138.4199981689453
2018-06-26,138.4199981689453
2018-06-27,138.3300018310547
2018-06-28,140.0800018310547
2018-06-29,140.3300018310547
2018-07-02,140.24000549316406
2018-07-03,139.97000122070312
2018-07-05,140.74000549316406
2018-07-06,141.75999450683594
2018-07-09,142.0500030517578
2018-07-10,142.91000366210938
2018-07-11,141.94000244140625
2018-07-12,142.66000366210938
2018-07-13,143.16000366210938
2018-07-16,142.6199951171875
2018-07-17,143.72000122070312
2018-07-18,144.0
2018-07-19,141.89999389648438
2018-07-20,140.91000366210938
2018-07-23,140.33999633789062
2018-07-24,140.61000061035156
2018-07-25,141.60000610351562
2018-07-26,142.6999969482422
2018-07-27,140.9499969482422
2018-07-30,140.74000549316406
2018-07-31,140.6999969482422
2018-08-01,144.6999969482422
2018-08-02,146.33999633789062
2018-08-03,147.1199951171875
2018-08-06,148.1699981689453
2018-08-07,148.9600067138672
2018-08-08,148.4199981689453
2018-08-09,147.83999633789062
2018-08-10,146.86000061035156
2018-08-13,145.97000122070312
2018-08-14,147.0399932861328
2018-08-15,146.07000732421875
2018-08-16,146.69000244140625
2018-08-17,147.30999755859375
2018-08-20,148.2899932861328
2018-08-21,148.07000732421875
2018-08-22,147.19000244140625
2018-08-23,147.16000366210938
2018-08-24,148.92999267578125
2018-08-27,149.82000732421875
2018-08-28,149.5
2018-08-29,150.8699951171875
2018-08-30,150.1199951171875
2018-08-31,150.47999572753906
2018-09-04,150.63999938964844
2018-09-05,152.47000122070312
2018-09-06,153.1999969482422
2018-09-07,153.35000610351562
2018-09-10,153.83999633789062
2018-09-11,154.89999389648438
2018-09-12,155.72000122070312
2018-09-13,156.5399932861328
2018-09-14,157.1199951171875
2018-09-17,156.24000549316406
2018-09-18,156.64999389648438
2018-09-19,157.8300018310547
2018-09-20,159.1999969482422
2018-09-21,159.39999389648438
2018-09-24,157.97999572753906
2018-09-25,157.32000732421875
2018-09-26,156.85000610351562
2018-09-27,156.8300018310547
2018-09-28,156.77999877929688
2018-10-01,157.39999389648438
2018-10-02,157.22000122070312
2018-10-03,156.11000061035156
2018-10-04,156.11000061035156
2018-10-05,157.58999633789062
2018-10-08,157.3699951171875
2018-10-09,154.9600067138672
2018-10-10,150.80999755859375
2018-10-11,145.9499969482422
2018-10-12,145.97999572753906
2018-10-15,146.35000610351562
2018-10-16,148.47000122070312
2018-10-17,148.52000427246094
2018-10-18,147.5
2018-10-19,148.5500030517578
2018-10-22,147.0
2018-10-23,147.99000549316406
2018-10-24,147.66000366210938
2018-10-25,150.10000610351562
2018-10-26,147.33999633789062
2018-10-29,146.55999755859375
2018-10-30,149.0
2018-10-31,153.14999389648438
2018-11-01,152.72999572753906
2018-11-02,154.58999633789062
2018-11-05,155.97000122070312
2018-11-06,156.8699951171875
2018-11-07,160.3800048828125
2018-11-08,159.47999572753906
2018-11-09,159.3300018310547
2018-11-12,158.0
2018-11-13,157.52000427246094
2018-11-14,156.9199981689453
2018-11-15,158.30999755859375
2018-11-16,159.36000061035156
2018-11-19,160.3000030517578
2018-11-20,156.05999755859375
2018-11-21,155.02000427246094
2018-11-23,153.24000549316406
2018-11-26,154.75
2018-11-27,153.9499969482422
2018-11-28,156.25
2018-11-29,158.38999938964844
2018-11-30,160.49000549316406
2018-12-03,159.52000427246094
2018-12-04,156.74000549316406
2018-12-06,157.5500030517578
2018-12-07,154.07000732421875
2018-12-10,154.60000610351562
2018-12-11,155.27000427246094
2018-12-12,154.89999389648438
2018-12-13,155.0399932861328
2018-12-14,154.47000122070312
2018-12-17,149.63999938964844
2018-12-18,148.99000549316406
2018-12-19,147.4199981689453
2018-12-20,145.7100067138672
2018-12-21,143.9600067138672
2018-12-24,137.89999389648438
2018-12-26,142.8300018310547
2018-12-27,144.89999389648438
2018-12-28,144.3699951171875
2018-12-31,147.35000610351562
2019-01-02,144.9199981689453
2019-01-03,141.5399932861328
2019-01-04,146.6699981689453
2019-01-07,147.10000610351562
2019-01-08,148.88999938964844
2019-01-09,148.7100067138672
2019-01-10,149.6300048828125
2019-01-11,149.57000732421875
2019-01-14,148.75999450683594
2019-01-15,150.02999877929688
2019-01-16,150.25999450683594
2019-01-17,152.52000427246094
2019-01-18,154.5
2019-01-22,152.9199981689453
2019-01-23,152.97000122070312
2019-01-24,151.9199981689453
2019-01-25,153.88999938964844
2019-01-28,154.97999572753906
2019-01-29,155.00999450683594
2019-01-30,156.8800048828125
2019-01-31,158.1699981689453
2019-02-01,158.9600067138672
2019-02-04,159.17999267578125
2019-02-05,158.66000366210938
2019-02-06,159.1699981689453
2019-02-07,158.61000061035156
2019-02-08,159.1699981689453
2019-02-11,160.10000610351562
2019-02-12,162.3800048828125
2019-02-13,162.64999389648438
2019-02-14,161.61000061035156
2019-02-15,163.47999572753906
2019-02-19,167.30999755859375
2019-02-20,165.2899932861328
2019-02-21,167.08999633789062
2019-02-22,167.00999450683594
2019-02-25,168.22000122070312
2019-02-26,168.22000122070312
2019-02-27,168.49000549316406
2019-02-28,168.91000366210938
2019-03-01,170.16000366210938
2019-03-04,169.5800018310547
2019-03-05,170.52000427246094
2019-03-06,170.3300018310547
2019-03-07,169.60000610351562
2019-03-08,169.57000732421875
2019-03-11,170.2100067138672
2019-03-12,170.99000549316406
2019-03-13,173.1199951171875
2019-03-14,173.60000610351562
2019-03-15,174.47000122070312
2019-03-18,175.14999389648438
2019-03-19,175.0500030517578
2019-03-20,174.47000122070312
2019-03-21,175.82000732421875
2019-03-22,173.3800048828125
2019-03-25,174.08999633789062
2019-03-26,175.35000610351562
2019-03-27,175.24000549316406
2019-03-28,175.9499969482422
2019-03-29,176.5399932861328
