Date,EVHC
2015-07-01,70.19999694824219
2015-07-02,70.36000061035156
2015-07-06,70.47000122070312
2015-07-07,70.08000183105469
2015-07-08,68.87000274658203
2015-07-09,69.12999725341797
2015-07-10,70.30999755859375
2015-07-13,70.93000030517578
2015-07-14,71.2699966430664
2015-07-15,70.4000015258789
2015-07-16,70.0999984741211
2015-07-17,69.54000091552734
2015-07-20,69.01000213623047
2015-07-21,69.08000183105469
2015-07-22,70.30999755859375
2015-07-23,70.38999938964844
2015-07-24,70.48999786376953
2015-07-27,68.94000244140625
2015-07-28,69.48999786376953
2015-07-29,69.0199966430664
2015-07-30,69.2300033569336
2015-07-31,71.73999786376953
2015-08-03,71.63999938964844
2015-08-04,73.2699966430664
2015-08-05,82.2699966430664
2015-08-06,84.52999877929688
2015-08-07,82.44000244140625
2015-08-10,83.4000015258789
2015-08-11,83.44000244140625
2015-08-12,82.18000030517578
2015-08-13,83.29000091552734
2015-08-14,84.80000305175781
2015-08-17,86.05000305175781
2015-08-18,85.04000091552734
2015-08-19,84.05999755859375
2015-08-20,81.33000183105469
2015-08-21,81.5
2015-08-24,78.30000305175781
2015-08-25,78.97000122070312
2015-08-26,79.02999877929688
2015-08-27,80.38999938964844
2015-08-28,80.05999755859375
2015-08-31,78.41999816894531
2015-09-01,76.0
2015-09-02,78.38999938964844
2015-09-03,78.4000015258789
2015-09-04,78.2699966430664
2015-09-08,80.9800033569336
2015-09-09,80.0199966430664
2015-09-10,79.83000183105469
2015-09-11,80.29000091552734
2015-09-14,80.04000091552734
2015-09-15,81.86000061035156
2015-09-16,82.79000091552734
2015-09-17,83.77999877929688
2015-09-18,82.27999877929688
2015-09-21,82.91000366210938
2015-09-22,84.16000366210938
2015-09-23,85.04000091552734
2015-09-24,84.9800033569336
2015-09-25,82.70999908447266
2015-09-28,76.73999786376953
2015-09-29,76.16999816894531
2015-09-30,77.70999908447266
2015-10-01,76.43000030517578
2015-10-02,78.33000183105469
2015-10-05,79.69000244140625
2015-10-06,79.25
2015-10-07,81.41000366210938
2015-10-08,82.23999786376953
2015-10-09,82.48999786376953
2015-10-12,83.58000183105469
2015-10-13,81.98999786376953
2015-10-14,78.79000091552734
2015-10-15,77.12000274658203
2015-10-16,77.83999633789062
2015-10-19,78.08999633789062
2015-10-20,74.87999725341797
2015-10-21,71.55999755859375
2015-10-22,66.19999694824219
2015-10-23,68.87999725341797
2015-10-26,69.52999877929688
2015-10-27,70.31999969482422
2015-10-28,72.81999969482422
2015-10-29,71.51000213623047
2015-10-30,70.08999633789062
2015-11-02,74.5
2015-11-03,76.9000015258789
2015-11-04,80.62999725341797
2015-11-05,83.52999877929688
2015-11-06,83.52999877929688
2015-11-09,83.37999725341797
