Date,HII
2015-07-01,93.06491088867188
2015-07-02,92.47603607177734
2015-07-06,92.6314468383789
2015-07-07,93.49836730957031
2015-07-08,91.54368591308594
2015-07-09,92.0834732055664
2015-07-10,93.37567901611328
2015-07-13,95.04415893554688
2015-07-14,95.78022003173828
2015-07-15,94.65975952148438
2015-07-16,96.17279815673828
2015-07-17,95.37947082519531
2015-07-20,95.01144409179688
2015-07-21,94.43071746826172
2015-07-22,93.80915832519531
2015-07-23,93.92364501953125
2015-07-24,91.63365173339844
2015-07-27,91.80538940429688
2015-07-28,93.94003295898438
2015-07-29,96.08282470703125
2015-07-30,95.37132263183594
2015-07-31,96.02557373046875
2015-08-03,94.65155792236328
2015-08-04,94.83149719238281
2015-08-05,95.78839111328125
2015-08-06,99.99220275878906
2015-08-07,94.71699523925781
2015-08-10,98.59366607666016
2015-08-11,97.30962371826172
2015-08-12,96.25457763671875
2015-08-13,95.83747100830078
2015-08-14,97.48954772949219
2015-08-17,98.25016784667969
2015-08-18,98.57733154296875
2015-08-19,96.76166534423828
2015-08-20,92.23886108398438
2015-08-21,90.02246856689453
2015-08-24,87.80599975585938
2015-08-25,85.76953125
2015-08-26,89.80883026123047
2015-08-27,92.8793716430664
2015-08-28,93.24061584472656
2015-08-31,92.42781066894531
2015-09-01,88.2981948852539
2015-09-02,93.80708312988281
2015-09-03,93.58543395996094
2015-09-04,92.45244598388672
2015-09-08,95.23561096191406
2015-09-09,94.24222564697266
2015-09-10,94.60346221923828
2015-09-11,94.85797882080078
2015-09-14,94.44746398925781
2015-09-15,95.48194885253906
2015-09-16,95.56404113769531
2015-09-17,94.64453887939453
2015-09-18,91.62322998046875
2015-09-21,90.99108123779297
2015-09-22,89.49685668945312
2015-09-23,88.04373931884766
2015-09-24,87.91236877441406
2015-09-25,86.79578399658203
2015-09-28,85.36725616455078
2015-09-29,86.49201965332031
2015-09-30,87.96981048583984
2015-10-01,86.82039642333984
2015-10-02,87.79739379882812
2015-10-05,88.91397094726562
2015-10-06,88.91397094726562
2015-10-07,90.49027252197266
2015-10-08,91.51654815673828
2015-10-09,93.19135284423828
2015-10-12,91.8613510131836
2015-10-13,89.91558074951172
2015-10-14,89.16845703125
2015-10-15,88.91397094726562
2015-10-16,87.22269439697266
2015-10-19,85.90089416503906
2015-10-20,86.38529205322266
2015-10-21,86.4017105102539
2015-10-22,87.57572937011719
2015-10-23,89.26698303222656
2015-10-26,88.37210083007812
2015-10-27,90.41637420654297
2015-10-28,92.53456115722656
2015-10-29,93.44585418701172
2015-10-30,98.4703598022461
2015-11-02,99.40628051757812
2015-11-03,99.85784912109375
2015-11-04,98.82339477539062
2015-11-05,106.8363037109375
2015-11-06,105.9085693359375
2015-11-09,104.74279022216797
2015-11-10,105.21894073486328
2015-11-11,107.20579528808594
2015-11-12,105.07939147949219
2015-11-13,104.66889190673828
2015-11-16,107.92003631591797
2015-11-17,108.16632843017578
2015-11-18,107.90361785888672
2015-11-19,110.07928466796875
2015-11-20,110.44049835205078
2015-11-23,109.74261474609375
2015-11-24,110.30304718017578
2015-11-25,109.02571105957031
2015-11-27,109.41302490234375
2015-11-30,107.88850402832031
2015-12-01,110.22064208984375
2015-12-02,108.12744903564453
2015-12-03,107.21273803710938
2015-12-04,109.66851043701172
2015-12-07,109.21524810791016
2015-12-08,107.60829162597656
2015-12-09,106.02605438232422
2015-12-10,105.87770080566406
2015-12-11,104.31196594238281
2015-12-14,104.17189025878906
2015-12-15,104.6251220703125
2015-12-16,105.95187377929688
2015-12-17,104.64984130859375
2015-12-18,103.38074493408203
2015-12-21,104.86409759521484
2015-12-22,105.27613830566406
2015-12-23,105.82825469970703
2015-12-24,106.67707061767578
2015-12-28,105.72113037109375
2015-12-29,106.70177459716797
2015-12-30,105.18550872802734
2015-12-31,104.5344467163086
2016-01-04,102.36714935302734
2016-01-05,104.67455291748047
2016-01-06,105.04537963867188
2016-01-07,102.91927337646484
2016-01-08,104.8393783569336
2016-01-11,104.22129821777344
2016-01-12,106.32270050048828
2016-01-13,101.28759765625
2016-01-14,102.97696685791016
2016-01-15,101.89739990234375
2016-01-19,100.37287139892578
2016-01-20,100.5212173461914
2016-01-21,100.05146789550781
2016-01-22,101.24638366699219
2016-01-25,100.42233276367188
2016-01-26,102.82862091064453
2016-01-27,100.66954803466797
2016-01-28,100.90849304199219
2016-01-29,105.38325500488281
2016-02-01,104.42732238769531
2016-02-02,102.66381072998047
2016-02-03,103.52910614013672
2016-02-04,103.79277801513672
2016-02-05,103.32306671142578
2016-02-08,103.1500244140625
2016-02-09,103.38898468017578
2016-02-10,106.66883087158203
2016-02-11,105.83649444580078
2016-02-12,108.20161437988281
2016-02-16,110.70681762695312
2016-02-17,111.13533020019531
2016-02-18,109.61903381347656
2016-02-19,109.61079406738281
2016-02-22,110.86337280273438
2016-02-23,109.50365447998047
2016-02-24,109.48719024658203
2016-02-25,110.41837310791016
2016-02-26,110.0558090209961
2016-02-29,108.00386047363281
2016-03-01,109.44598388671875
2016-03-02,108.75114440917969
2016-03-03,110.46344757080078
2016-03-04,110.686767578125
2016-03-07,109.42113494873047
2016-03-08,107.60132598876953
2016-03-09,108.92483520507812
2016-03-10,109.13990783691406
2016-03-11,110.89356231689453
2016-03-14,109.69412231445312
2016-03-15,111.11688995361328
2016-03-16,112.01028442382812
2016-03-17,113.8052749633789
2016-03-18,114.5828628540039
2016-03-21,114.02037048339844
2016-03-22,113.81356048583984
2016-03-23,114.47532653808594
2016-03-24,113.5984878540039
2016-03-28,113.36687469482422
2016-03-29,114.30158996582031
2016-03-30,114.5332260131836
2016-03-31,113.27591705322266
2016-04-01,113.70601654052734
2016-04-04,114.06999969482422
2016-04-05,113.61505889892578
2016-04-06,116.37787628173828
2016-04-07,114.93025970458984
2016-04-08,115.32731628417969
2016-04-11,115.05433654785156
2016-04-12,116.89069366455078
2016-04-13,118.40446472167969
2016-04-14,118.8015365600586
2016-04-15,118.26386260986328
2016-04-18,119.07450103759766
2016-04-19,119.50465393066406
2016-04-20,119.1655502319336
2016-04-21,118.90908813476562
2016-04-22,119.28131103515625
2016-04-25,118.29695892333984
2016-04-26,119.43022918701172
2016-04-27,121.11770629882812
2016-04-28,120.07540893554688
2016-04-29,119.75279235839844
2016-05-02,120.74539184570312
2016-05-03,120.72891998291016
2016-05-04,120.05061340332031
2016-05-05,125.01374053955078
2016-05-06,128.3804473876953
2016-05-09,127.68561553955078
2016-05-10,129.18283081054688
2016-05-11,127.11478424072266
2016-05-12,127.0734634399414
2016-05-13,125.93191528320312
2016-05-16,127.61113739013672
2016-05-17,127.32164764404297
2016-05-18,127.66079711914062
2016-05-19,127.42084503173828
2016-05-20,127.81793975830078
2016-05-23,127.48705291748047
2016-05-24,125.36945343017578
2016-05-25,126.00019073486328
2016-05-26,127.99201965332031
2016-05-27,128.3655548095703
2016-05-31,127.31979370117188
2016-06-01,129.9838409423828
2016-06-02,130.0834503173828
2016-06-03,130.7888946533203
2016-06-06,131.47772216796875
2016-06-07,131.228759765625
2016-06-08,135.0962371826172
2016-06-09,135.90130615234375
2016-06-10,135.41162109375
2016-06-13,132.37408447265625
2016-06-14,132.1997833251953
2016-06-15,132.58985900878906
2016-06-16,132.1665496826172
2016-06-17,132.58155822753906
2016-06-20,133.31195068359375
2016-06-21,133.8679656982422
2016-06-22,134.44888305664062
2016-06-23,135.27883911132812
2016-06-24,133.38661193847656
2016-06-27,132.04208374023438
2016-06-28,133.49449157714844
2016-06-29,136.4822235107422
2016-06-30,139.453369140625
2016-07-01,139.70237731933594
2016-07-05,141.33729553222656
2016-07-06,143.08018493652344
2016-07-07,142.19215393066406
2016-07-08,143.1797637939453
2016-07-11,144.29193115234375
2016-07-12,143.69435119628906
2016-07-13,143.7025909423828
2016-07-14,142.7233123779297
2016-07-15,142.42453002929688
2016-07-18,141.36219787597656
2016-07-19,140.60699462890625
2016-07-20,140.81443786621094
2016-07-21,140.10903930664062
2016-07-22,140.36631774902344
2016-07-25,139.85177612304688
2016-07-26,141.7689208984375
2016-07-27,142.34983825683594
2016-07-28,143.2129669189453
2016-07-29,143.22950744628906
2016-08-01,143.36236572265625
2016-08-02,143.24618530273438
2016-08-03,144.48275756835938
2016-08-04,143.40383911132812
2016-08-05,141.07176208496094
2016-08-08,139.22923278808594
2016-08-09,140.49082946777344
2016-08-10,138.5155487060547
2016-08-11,139.3206024169922
2016-08-12,138.43255615234375
2016-08-15,140.49082946777344
2016-08-16,137.1378936767578
2016-08-17,137.66903686523438
2016-08-18,138.9637451171875
2016-08-19,139.23764038085938
2016-08-22,139.81031799316406
2016-08-23,138.92225646972656
2016-08-24,138.70582580566406
2016-08-25,138.80569458007812
2016-08-26,138.06483459472656
2016-08-29,139.0054931640625
2016-08-30,137.6986083984375
2016-08-31,137.4904327392578
2016-09-01,138.14808654785156
2016-09-02,138.7724151611328
2016-09-06,139.0470428466797
2016-09-07,138.56427001953125
2016-09-08,138.67250061035156
2016-09-09,135.61749267578125
2016-09-12,136.58311462402344
2016-09-13,133.9361114501953
2016-09-14,132.74569702148438
2016-09-15,133.09530639648438
2016-09-16,130.15689086914062
2016-09-19,128.7501220703125
2016-09-20,124.12184143066406
2016-09-21,124.90428161621094
2016-09-22,128.21739196777344
2016-09-23,127.74280548095703
2016-09-26,128.62518310546875
2016-09-27,128.06752014160156
2016-09-28,128.86666870117188
2016-09-29,126.96868896484375
2016-09-30,127.70958709716797
2016-10-03,127.79283142089844
2016-10-04,128.0258331298828
2016-10-05,128.7084503173828
2016-10-06,129.90713500976562
2016-10-07,129.2578887939453
2016-10-10,130.09861755371094
2016-10-11,128.30889892578125
2016-10-12,129.80722045898438
2016-10-13,129.515869140625
2016-10-14,130.35665893554688
2016-10-17,132.57920837402344
2016-10-18,133.66964721679688
2016-10-19,132.41273498535156
2016-10-20,130.84774780273438
2016-10-21,129.59080505371094
2016-10-24,129.84056091308594
2016-10-25,130.35665893554688
2016-10-26,132.59584045410156
2016-10-27,132.462646484375
2016-10-28,133.24513244628906
2016-10-31,134.3189239501953
2016-11-01,134.4937744140625
2016-11-02,133.16189575195312
2016-11-03,123.81383514404297
2016-11-04,122.15733337402344
2016-11-07,123.98033142089844
2016-11-08,125.21229553222656
2016-11-09,139.5049285888672
2016-11-10,143.92510986328125
2016-11-11,145.3484649658203
2016-11-14,147.29637145996094
2016-11-15,142.55157470703125
2016-11-16,145.15701293945312
2016-11-17,147.26307678222656
2016-11-18,146.60548400878906
2016-11-21,146.67205810546875
2016-11-22,149.44509887695312
2016-11-23,148.44281005859375
2016-11-25,151.01541137695312
2016-11-28,150.36390686035156
2016-11-29,150.80654907226562
2016-11-30,149.31146240234375
2016-12-01,149.754150390625
2016-12-02,151.0571746826172
2016-12-05,153.10357666015625
2016-12-06,153.57965087890625
2016-12-07,153.63809204101562
2016-12-08,151.34947204589844
2016-12-09,151.60009765625
2016-12-12,148.8437042236328
2016-12-13,147.4571533203125
2016-12-14,147.19825744628906
2016-12-15,150.0883026123047
2016-12-16,152.351806640625
2016-12-19,153.86366271972656
2016-12-20,156.9958953857422
2016-12-21,154.398193359375
2016-12-22,156.94578552246094
2016-12-23,156.202392578125
2016-12-27,154.89938354492188
2016-12-28,153.78012084960938
2016-12-29,154.23117065429688
2016-12-30,153.8469696044922
2017-01-03,157.90631103515625
2017-01-04,160.26174926757812
2017-01-05,163.38563537597656
2017-01-06,161.66502380371094
2017-01-09,159.07568359375
2017-01-10,159.78562927246094
2017-01-11,158.98379516601562
2017-01-12,159.59352111816406
2017-01-13,160.01950073242188
2017-01-17,158.37400817871094
2017-01-18,159.4849395751953
2017-01-19,162.7257537841797
2017-01-20,163.46914672851562
2017-01-23,161.65663146972656
2017-01-24,162.67567443847656
2017-01-25,160.9717254638672
2017-01-26,162.2914581298828
2017-01-27,159.97772216796875
2017-01-30,160.87989807128906
2017-01-31,162.00743103027344
2017-02-01,161.03012084960938
2017-02-02,162.6673126220703
2017-02-03,166.4510955810547
2017-02-06,166.59304809570312
2017-02-07,166.22552490234375
2017-02-08,165.91650390625
2017-02-09,166.10862731933594
2017-02-10,167.34481811523438
