Date,CSRA
2016-03-24,24.360000610351562
2016-03-28,25.860000610351562
2016-03-29,26.559999465942383
2016-03-30,27.190000534057617
2016-03-31,26.899999618530273
2016-04-01,27.270000457763672
2016-04-04,26.8799991607666
2016-04-05,26.389999389648438
2016-04-06,26.450000762939453
2016-04-07,25.75
2016-04-08,25.68000030517578
2016-04-11,26.190000534057617
2016-04-12,26.149999618530273
2016-04-13,26.489999771118164
2016-04-14,26.940000534057617
2016-04-15,27.18000030517578
2016-04-18,27.149999618530273
2016-04-19,27.1299991607666
2016-04-20,26.479999542236328
2016-04-21,26.600000381469727
2016-04-22,26.65999984741211
2016-04-25,27.010000228881836
2016-04-26,26.489999771118164
2016-04-27,26.579999923706055
2016-04-28,26.59000015258789
2016-04-29,25.959999084472656
2016-05-02,26.030000686645508
2016-05-03,25.329999923706055
2016-05-04,25.530000686645508
2016-05-05,25.15999984741211
2016-05-06,25.809999465942383
2016-05-09,26.219999313354492
2016-05-10,26.139999389648438
2016-05-11,25.18000030517578
2016-05-12,24.229999542236328
2016-05-13,24.270000457763672
2016-05-16,24.43000030517578
2016-05-17,24.139999389648438
2016-05-18,24.420000076293945
2016-05-19,24.579999923706055
2016-05-20,25.010000228881836
2016-05-23,24.8700008392334
2016-05-24,25.440000534057617
2016-05-25,25.639999389648438
2016-05-26,24.170000076293945
2016-05-27,24.8799991607666
2016-05-31,24.770000457763672
2016-06-01,25.1299991607666
2016-06-02,25.670000076293945
2016-06-03,25.31999969482422
2016-06-06,24.93000030517578
2016-06-07,24.780000686645508
2016-06-08,24.510000228881836
2016-06-09,23.799999237060547
2016-06-10,24.260000228881836
2016-06-13,23.850000381469727
2016-06-14,23.610000610351562
2016-06-15,23.170000076293945
2016-06-16,23.040000915527344
2016-06-17,22.670000076293945
2016-06-20,22.889999389648438
2016-06-21,23.700000762939453
2016-06-22,24.3700008392334
2016-06-23,24.610000610351562
2016-06-24,23.43000030517578
2016-06-27,22.149999618530273
2016-06-28,22.350000381469727
2016-06-29,22.670000076293945
2016-06-30,23.43000030517578
2016-07-01,23.489999771118164
2016-07-05,23.18000030517578
2016-07-06,23.6200008392334
2016-07-07,23.770000457763672
2016-07-08,24.010000228881836
2016-07-11,24.389999389648438
2016-07-12,25.200000762939453
2016-07-13,25.079999923706055
2016-07-14,24.889999389648438
2016-07-15,24.510000228881836
2016-07-18,25.100000381469727
2016-07-19,24.93000030517578
2016-07-20,25.15999984741211
2016-07-21,25.1299991607666
2016-07-22,25.559999465942383
2016-07-25,25.90999984741211
2016-07-26,26.600000381469727
2016-07-27,26.860000610351562
2016-07-28,27.010000228881836
2016-07-29,26.920000076293945
2016-08-01,26.56999969482422
2016-08-02,25.850000381469727
2016-08-03,26.100000381469727
2016-08-04,25.850000381469727
2016-08-05,26.239999771118164
2016-08-08,25.84000015258789
2016-08-09,25.81999969482422
2016-08-10,26.280000686645508
2016-08-11,26.5
2016-08-12,25.940000534057617
2016-08-15,26.139999389648438
2016-08-16,25.3799991607666
2016-08-17,25.170000076293945
2016-08-18,25.209999084472656
2016-08-19,25.5
2016-08-22,25.420000076293945
2016-08-23,26.059999465942383
2016-08-24,25.760000228881836
2016-08-25,25.799999237060547
2016-08-26,25.770000457763672
2016-08-29,25.450000762939453
2016-08-30,25.540000915527344
2016-08-31,25.389999389648438
2016-09-01,26.09000015258789
2016-09-02,26.399999618530273
2016-09-06,26.1200008392334
2016-09-07,26.6200008392334
2016-09-08,26.770000457763672
2016-09-09,26.200000762939453
2016-09-12,26.780000686645508
2016-09-13,26.31999969482422
2016-09-14,26.350000381469727
2016-09-15,25.90999984741211
2016-09-16,25.690000534057617
2016-09-19,26.200000762939453
2016-09-20,25.950000762939453
2016-09-21,26.93000030517578
2016-09-22,27.1299991607666
2016-09-23,27.1200008392334
2016-09-26,26.75
2016-09-27,26.8700008392334
2016-09-28,27.09000015258789
2016-09-29,27.059999465942383
2016-09-30,26.899999618530273
2016-10-03,26.989999771118164
2016-10-04,26.93000030517578
2016-10-05,26.610000610351562
2016-10-06,26.6200008392334
2016-10-07,26.229999542236328
2016-10-10,26.40999984741211
2016-10-11,26.049999237060547
2016-10-12,25.940000534057617
2016-10-13,25.93000030517578
2016-10-14,26.190000534057617
2016-10-17,25.889999389648438
2016-10-18,26.1299991607666
2016-10-19,26.329999923706055
2016-10-20,26.200000762939453
2016-10-21,26.209999084472656
2016-10-24,26.1200008392334
2016-10-25,25.559999465942383
2016-10-26,25.299999237060547
2016-10-27,24.610000610351562
2016-10-28,24.950000762939453
2016-10-31,25.09000015258789
2016-11-01,25.329999923706055
2016-11-02,25.559999465942383
2016-11-03,25.809999465942383
2016-11-04,25.770000457763672
2016-11-07,26.34000015258789
2016-11-08,26.450000762939453
2016-11-09,27.389999389648438
2016-11-10,29.950000762939453
2016-11-11,30.420000076293945
2016-11-14,31.950000762939453
2016-11-15,31.420000076293945
2016-11-16,31.440000534057617
2016-11-17,32.08000183105469
2016-11-18,31.670000076293945
2016-11-21,31.309999465942383
2016-11-22,31.75
2016-11-23,31.729999542236328
2016-11-25,31.93000030517578
2016-11-28,31.829999923706055
2016-11-29,32.45000076293945
2016-11-30,32.0099983215332
2016-12-01,31.850000381469727
2016-12-02,31.829999923706055
2016-12-05,32.060001373291016
2016-12-06,32.20000076293945
2016-12-07,32.029998779296875
2016-12-08,32.61000061035156
2016-12-09,32.70000076293945
2016-12-12,31.649999618530273
2016-12-13,31.65999984741211
2016-12-14,31.420000076293945
2016-12-15,31.489999771118164
2016-12-16,31.68000030517578
2016-12-19,32.33000183105469
2016-12-20,32.27000045776367
2016-12-21,32.0
2016-12-22,31.8700008392334
2016-12-23,31.889999389648438
2016-12-27,32.02000045776367
2016-12-28,31.690000534057617
2016-12-29,31.940000534057617
2016-12-30,31.84000015258789
2017-01-03,32.040000915527344
2017-01-04,32.400001525878906
2017-01-05,32.09000015258789
2017-01-06,32.15999984741211
2017-01-09,32.0
2017-01-10,31.950000762939453
2017-01-11,32.59000015258789
2017-01-12,32.970001220703125
2017-01-13,33.04999923706055
2017-01-17,32.709999084472656
2017-01-18,32.79999923706055
2017-01-19,32.439998626708984
2017-01-20,32.540000915527344
2017-01-23,32.08000183105469
2017-01-24,32.220001220703125
2017-01-25,32.119998931884766
2017-01-26,31.889999389648438
2017-01-27,31.65999984741211
2017-01-30,31.06999969482422
2017-01-31,31.020000457763672
2017-02-01,31.549999237060547
2017-02-02,31.809999465942383
2017-02-03,32.36000061035156
2017-02-06,32.29999923706055
2017-02-07,32.54999923706055
2017-02-08,30.299999237060547
2017-02-09,30.559999465942383
2017-02-10,31.020000457763672
2017-02-13,30.649999618530273
2017-02-14,29.989999771118164
2017-02-15,30.350000381469727
2017-02-16,30.3799991607666
2017-02-17,30.020000457763672
2017-02-21,30.6299991607666
2017-02-22,30.850000381469727
2017-02-23,30.049999237060547
2017-02-24,30.329999923706055
2017-02-27,30.6200008392334
2017-02-28,29.81999969482422
2017-03-01,30.350000381469727
2017-03-02,30.1200008392334
2017-03-03,29.940000534057617
2017-03-06,28.65999984741211
2017-03-07,28.5
2017-03-08,28.600000381469727
2017-03-09,28.3799991607666
2017-03-10,28.420000076293945
2017-03-13,28.809999465942383
2017-03-14,28.920000076293945
2017-03-15,29.110000610351562
2017-03-16,29.149999618530273
2017-03-17,29.260000228881836
2017-03-20,29.299999237060547
2017-03-21,28.950000762939453
2017-03-22,28.860000610351562
2017-03-23,29.299999237060547
2017-03-24,29.43000030517578
2017-03-27,29.059999465942383
2017-03-28,29.5
2017-03-29,29.600000381469727
2017-03-30,29.799999237060547
2017-03-31,29.290000915527344
2017-04-03,28.190000534057617
2017-04-04,27.950000762939453
2017-04-05,27.969999313354492
2017-04-06,28.030000686645508
2017-04-07,28.06999969482422
2017-04-10,28.170000076293945
2017-04-11,28.190000534057617
2017-04-12,27.979999542236328
2017-04-13,27.68000030517578
2017-04-17,28.520000457763672
2017-04-18,28.489999771118164
2017-04-19,28.709999084472656
2017-04-20,28.920000076293945
2017-04-21,28.920000076293945
2017-04-24,29.020000457763672
2017-04-25,29.09000015258789
2017-04-26,29.239999771118164
2017-04-27,29.190000534057617
2017-04-28,29.079999923706055
2017-05-01,29.15999984741211
2017-05-02,29.280000686645508
2017-05-03,29.020000457763672
2017-05-04,29.489999771118164
2017-05-05,29.6299991607666
2017-05-08,29.639999389648438
2017-05-09,29.1200008392334
2017-05-10,29.43000030517578
2017-05-11,29.31999969482422
2017-05-12,29.09000015258789
2017-05-15,29.299999237060547
2017-05-16,29.75
2017-05-17,28.790000915527344
2017-05-18,28.670000076293945
2017-05-19,28.75
2017-05-22,29.040000915527344
2017-05-23,29.260000228881836
2017-05-24,29.639999389648438
2017-05-25,31.010000228881836
2017-05-26,30.459999084472656
2017-05-30,30.219999313354492
2017-05-31,30.15999984741211
2017-06-01,30.68000030517578
2017-06-02,30.440000534057617
2017-06-05,30.950000762939453
2017-06-06,30.920000076293945
2017-06-07,31.1299991607666
2017-06-08,31.459999084472656
2017-06-09,31.450000762939453
2017-06-12,32.02000045776367
2017-06-13,32.310001373291016
2017-06-14,32.470001220703125
2017-06-15,32.400001525878906
2017-06-16,32.349998474121094
2017-06-19,32.470001220703125
2017-06-20,32.15999984741211
2017-06-21,31.950000762939453
2017-06-22,31.649999618530273
2017-06-23,31.90999984741211
2017-06-26,31.790000915527344
2017-06-27,31.479999542236328
2017-06-28,31.84000015258789
2017-06-29,31.700000762939453
2017-06-30,31.75
2017-07-03,31.8700008392334
2017-07-05,31.93000030517578
2017-07-06,31.34000015258789
2017-07-07,31.959999084472656
2017-07-10,31.860000610351562
2017-07-11,32.18000030517578
2017-07-12,32.81999969482422
2017-07-13,32.79999923706055
2017-07-14,32.81999969482422
2017-07-17,32.88999938964844
2017-07-18,32.869998931884766
2017-07-19,33.13999938964844
2017-07-20,33.58000183105469
2017-07-21,33.65999984741211
2017-07-24,33.47999954223633
2017-07-25,33.439998626708984
2017-07-26,33.189998626708984
2017-07-27,32.83000183105469
2017-07-28,32.689998626708984
2017-07-31,32.61000061035156
2017-08-01,32.93000030517578
2017-08-02,32.38999938964844
2017-08-03,32.72999954223633
2017-08-04,32.560001373291016
2017-08-07,32.31999969482422
2017-08-08,32.2599983215332
2017-08-09,32.189998626708984
2017-08-10,32.349998474121094
2017-08-11,32.22999954223633
2017-08-14,32.7599983215332
2017-08-15,32.31999969482422
2017-08-16,32.13999938964844
2017-08-17,31.850000381469727
2017-08-18,31.600000381469727
2017-08-21,31.790000915527344
2017-08-22,31.709999084472656
2017-08-23,31.329999923706055
2017-08-24,31.15999984741211
2017-08-25,31.34000015258789
2017-08-28,31.219999313354492
2017-08-29,31.260000228881836
2017-08-30,31.309999465942383
2017-08-31,31.510000228881836
2017-09-01,31.920000076293945
2017-09-05,31.559999465942383
2017-09-06,32.66999816894531
2017-09-07,32.5099983215332
2017-09-08,32.189998626708984
2017-09-11,32.61000061035156
2017-09-12,32.560001373291016
2017-09-13,32.31999969482422
2017-09-14,31.610000610351562
2017-09-15,31.979999542236328
2017-09-18,31.6299991607666
2017-09-19,31.75
2017-09-20,31.989999771118164
2017-09-21,32.09000015258789
2017-09-22,32.060001373291016
2017-09-25,31.809999465942383
2017-09-26,31.940000534057617
2017-09-27,32.11000061035156
2017-09-28,32.040000915527344
2017-09-29,32.27000045776367
2017-10-02,32.68000030517578
2017-10-03,31.969999313354492
2017-10-04,31.979999542236328
2017-10-05,31.6200008392334
2017-10-06,31.350000381469727
2017-10-09,31.670000076293945
2017-10-10,31.860000610351562
2017-10-11,31.030000686645508
2017-10-12,31.3799991607666
2017-10-13,31.3799991607666
2017-10-16,31.239999771118164
2017-10-17,31.110000610351562
2017-10-18,31.18000030517578
2017-10-19,31.25
2017-10-20,31.729999542236328
2017-10-23,31.59000015258789
2017-10-24,31.540000915527344
2017-10-25,31.850000381469727
2017-10-26,31.84000015258789
2017-10-27,31.559999465942383
2017-10-30,31.850000381469727
2017-10-31,31.989999771118164
2017-11-01,32.02000045776367
2017-11-02,31.8700008392334
2017-11-03,31.34000015258789
2017-11-06,31.75
2017-11-07,31.729999542236328
2017-11-08,29.559999465942383
2017-11-09,29.030000686645508
2017-11-10,28.81999969482422
2017-11-13,28.540000915527344
2017-11-14,28.030000686645508
2017-11-15,27.540000915527344
2017-11-16,27.950000762939453
2017-11-17,27.6200008392334
2017-11-20,27.530000686645508
2017-11-21,28.65999984741211
2017-11-22,28.540000915527344
2017-11-24,28.280000686645508
2017-11-27,28.420000076293945
2017-11-28,28.6200008392334
2017-11-29,28.510000228881836
2017-11-30,28.93000030517578
2017-12-01,28.690000534057617
2017-12-04,29.239999771118164
2017-12-05,28.979999542236328
2017-12-06,28.940000534057617
2017-12-07,29.34000015258789
2017-12-08,29.239999771118164
2017-12-11,29.3700008392334
2017-12-12,29.170000076293945
2017-12-13,29.8799991607666
2017-12-14,29.700000762939453
2017-12-15,30.1299991607666
2017-12-18,30.65999984741211
2017-12-19,30.389999389648438
2017-12-20,30.420000076293945
2017-12-21,30.280000686645508
2017-12-22,30.229999542236328
2017-12-26,30.280000686645508
2017-12-27,30.489999771118164
2017-12-28,30.049999237060547
2017-12-29,29.920000076293945
