Date,CSCO
2015-07-01,27.350000381469727
2015-07-02,27.329999923706055
2015-07-06,27.219999313354492
2015-07-07,27.360000610351562
2015-07-08,26.989999771118164
2015-07-09,26.90999984741211
2015-07-10,27.280000686645508
2015-07-13,27.790000915527344
2015-07-14,28.030000686645508
2015-07-15,28.110000610351562
2015-07-16,28.31999969482422
2015-07-17,28.18000030517578
2015-07-20,28.030000686645508
2015-07-21,27.84000015258789
2015-07-22,27.530000686645508
2015-07-23,28.010000228881836
2015-07-24,28.399999618530273
2015-07-27,28.209999084472656
2015-07-28,28.209999084472656
2015-07-29,28.399999618530273
2015-07-30,28.299999237060547
2015-07-31,28.420000076293945
2015-08-03,28.360000610351562
2015-08-04,28.030000686645508
2015-08-05,28.270000457763672
2015-08-06,28.209999084472656
2015-08-07,28.149999618530273
2015-08-10,28.59000015258789
2015-08-11,28.020000457763672
2015-08-12,27.899999618530273
2015-08-13,28.700000762939453
2015-08-14,29.030000686645508
2015-08-17,28.829999923706055
2015-08-18,28.25
2015-08-19,27.799999237060547
2015-08-20,27.040000915527344
2015-08-21,26.469999313354492
2015-08-24,25.190000534057617
2015-08-25,24.6200008392334
2015-08-26,25.68000030517578
2015-08-27,26.170000076293945
2015-08-28,26.0
2015-08-31,25.8799991607666
2015-09-01,25.1200008392334
2015-09-02,25.649999618530273
2015-09-03,25.899999618530273
2015-09-04,25.520000457763672
2015-09-08,26.299999237060547
2015-09-09,25.940000534057617
2015-09-10,26.260000228881836
2015-09-11,26.020000457763672
2015-09-14,25.700000762939453
2015-09-15,25.979999542236328
2015-09-16,26.06999969482422
2015-09-17,25.8799991607666
2015-09-18,25.540000915527344
2015-09-21,25.540000915527344
2015-09-22,25.139999389648438
2015-09-23,25.280000686645508
2015-09-24,25.40999984741211
2015-09-25,26.030000686645508
2015-09-28,25.65999984741211
2015-09-29,25.639999389648438
2015-09-30,26.25
2015-10-01,25.729999542236328
2015-10-02,25.760000228881836
2015-10-05,26.850000381469727
2015-10-06,27.229999542236328
2015-10-07,27.540000915527344
2015-10-08,27.90999984741211
2015-10-09,27.90999984741211
2015-10-12,27.959999084472656
2015-10-13,27.850000381469727
2015-10-14,27.81999969482422
2015-10-15,28.149999618530273
2015-10-16,28.25
2015-10-19,28.25
2015-10-20,28.5
2015-10-21,28.280000686645508
2015-10-22,29.010000228881836
2015-10-23,29.350000381469727
2015-10-26,28.950000762939453
2015-10-27,29.049999237060547
2015-10-28,29.360000610351562
2015-10-29,29.139999389648438
2015-10-30,28.850000381469727
2015-11-02,28.770000457763672
2015-11-03,28.610000610351562
2015-11-04,28.469999313354492
2015-11-05,28.43000030517578
2015-11-06,28.450000762939453
2015-11-09,28.18000030517578
2015-11-10,27.979999542236328
2015-11-11,27.81999969482422
2015-11-12,27.829999923706055
2015-11-13,26.209999084472656
2015-11-16,26.790000915527344
2015-11-17,26.809999465942383
2015-11-18,27.1200008392334
2015-11-19,27.3700008392334
2015-11-20,27.56999969482422
2015-11-23,27.43000030517578
2015-11-24,27.270000457763672
2015-11-25,27.239999771118164
2015-11-27,27.31999969482422
2015-11-30,27.25
2015-12-01,27.56999969482422
2015-12-02,27.440000534057617
2015-12-03,26.950000762939453
2015-12-04,27.479999542236328
2015-12-07,27.489999771118164
2015-12-08,27.149999618530273
2015-12-09,26.729999542236328
2015-12-10,26.770000457763672
2015-12-11,26.15999984741211
2015-12-14,26.489999771118164
2015-12-15,26.850000381469727
2015-12-16,27.239999771118164
2015-12-17,26.719999313354492
2015-12-18,26.270000457763672
2015-12-21,26.639999389648438
2015-12-22,26.889999389648438
2015-12-23,27.399999618530273
2015-12-24,27.3799991607666
2015-12-28,27.309999465942383
2015-12-29,27.770000457763672
2015-12-30,27.530000686645508
2015-12-31,27.15999984741211
2016-01-04,26.40999984741211
2016-01-05,26.290000915527344
2016-01-06,26.010000228881836
2016-01-07,25.40999984741211
