Date,KSS
2015-07-01,36.32206726074219
2015-07-02,36.501304626464844
2015-07-06,36.327842712402344
2015-07-07,37.55938720703125
2015-07-08,37.3454475402832
2015-07-09,36.241111755371094
2015-07-10,36.97542190551758
2015-07-13,37.04479217529297
2015-07-14,37.44953918457031
2015-07-15,37.00432586669922
2015-07-16,36.84822082519531
2015-07-17,35.9982795715332
2015-07-20,36.189083099365234
2015-07-21,35.88263702392578
2015-07-22,36.350975036621094
2015-07-23,35.77277374267578
2015-07-24,35.778568267822266
2015-07-27,35.72074508666992
2015-07-28,35.506805419921875
2015-07-29,35.36804962158203
2015-07-30,35.57040023803711
2015-07-31,35.454769134521484
2015-08-03,35.183013916015625
2015-08-04,35.373817443847656
2015-08-05,35.36226272583008
2015-08-06,34.89392852783203
2015-08-07,34.70311737060547
2015-08-10,35.61666488647461
2015-08-11,35.506805419921875
2015-08-12,35.55884552001953
2015-08-13,32.44239044189453
2015-08-14,32.11281204223633
2015-08-17,32.18220138549805
2015-08-18,32.060787200927734
2015-08-19,31.6502742767334
2015-08-20,31.043169021606445
2015-08-21,30.239469528198242
2015-08-24,29.158248901367188
2015-08-25,28.435510635375977
2015-08-26,29.406877517700195
2015-08-27,29.684417724609375
2015-08-28,29.904123306274414
2015-08-31,29.505176544189453
2015-09-01,29.210289001464844
2015-09-02,29.424222946166992
2015-09-03,29.8000545501709
2015-09-04,29.43841552734375
2015-09-08,30.132516860961914
2015-09-09,29.665891647338867
2015-09-10,29.654224395751953
2015-09-11,29.595884323120117
2015-09-14,29.595884323120117
2015-09-15,29.43841552734375
2015-09-16,30.24333381652832
2015-09-17,29.55506706237793
2015-09-18,28.703466415405273
2015-09-21,28.691810607910156
2015-09-22,28.522655487060547
2015-09-23,28.30100440979004
2015-09-24,27.904373168945312
2015-09-25,27.82270622253418
2015-09-28,26.89529037475586
2015-09-29,26.988609313964844
2015-09-30,27.01194190979004
2015-10-01,26.282838821411133
2015-10-02,26.481155395507812
2015-10-05,27.315256118774414
2015-10-06,27.116939544677734
2015-10-07,26.91861915588379
2015-10-08,27.210264205932617
2015-10-09,27.5718994140625
2015-10-12,27.12276840209961
2015-10-13,26.603641510009766
2015-10-14,26.25367546081543
2015-10-15,26.352828979492188
2015-10-16,26.790298461914062
2015-10-19,26.638643264770508
2015-10-20,27.01194190979004
2015-10-21,26.626981735229492
2015-10-22,26.49282455444336
2015-10-23,25.69955825805664
2015-10-26,26.440326690673828
2015-10-27,26.691139221191406
2015-10-28,26.656147003173828
2015-10-29,26.002864837646484
2015-10-30,26.901121139526367
2015-11-02,27.245256423950195
2015-11-03,27.630229949951172
2015-11-04,26.953611373901367
2015-11-05,27.216094970703125
2015-11-06,27.163593292236328
2015-11-09,25.652883529663086
2015-11-10,26.597810745239258
2015-11-11,25.174604415893555
2015-11-12,26.70863151550293
2015-11-13,24.993772506713867
2015-11-16,25.62955093383789
2015-11-17,25.693721771240234
2015-11-18,26.33533477783203
2015-11-19,26.352828979492188
2015-11-20,27.437744140625
2015-11-23,27.78770637512207
2015-11-24,28.306840896606445
2015-11-25,28.289337158203125
2015-11-27,28.038537979125977
2015-11-30,27.490230560302734
2015-12-01,27.542736053466797
2015-12-02,27.07611083984375
2015-12-03,27.641889572143555
2015-12-04,28.044353485107422
2015-12-07,27.93837547302246
2015-12-08,27.791181564331055
2015-12-09,27.749958038330078
2015-12-10,28.368206024169922
2015-12-11,27.22592544555664
