Date,TGT
2015-07-01,60.152164459228516
2015-07-02,59.630306243896484
2015-07-06,60.108673095703125
2015-07-07,61.210391998291016
2015-07-08,60.50732421875
2015-07-09,60.18838882446289
2015-07-10,60.819000244140625
2015-07-13,60.95671081542969
2015-07-14,60.95671081542969
2015-07-15,61.217647552490234
2015-07-16,61.616294860839844
2015-07-17,61.38435745239258
2015-07-20,61.05095672607422
2015-07-21,59.6375617980957
2015-07-22,60.028953552246094
2015-07-23,59.18091583251953
2015-07-24,58.13719940185547
2015-07-27,57.61531066894531
2015-07-28,58.369136810302734
2015-07-29,59.31861877441406
2015-07-30,59.38386535644531
2015-07-31,59.325904846191406
2015-08-03,58.26766586303711
2015-08-04,58.021209716796875
2015-08-05,58.013954162597656
2015-08-06,57.65157699584961
2015-08-07,57.24568176269531
2015-08-10,57.23841857910156
2015-08-11,57.16594314575195
2015-08-12,57.26018142700195
2015-08-13,57.25292205810547
2015-08-14,57.513851165771484
2015-08-17,57.65255355834961
2015-08-18,58.61609649658203
2015-08-19,59.032169342041016
2015-08-20,58.87889099121094
2015-08-21,57.22917556762695
2015-08-24,54.951683044433594
2015-08-25,53.97352981567383
2015-08-26,56.090423583984375
2015-08-27,56.82769775390625
2015-08-28,56.95907974243164
2015-08-31,56.725486755371094
2015-09-01,55.0319709777832
2015-09-02,56.243743896484375
2015-09-03,56.53569793701172
2015-09-04,55.78384017944336
2015-09-08,57.21458053588867
2015-09-09,56.32401657104492
2015-09-10,56.2583122253418
2015-09-11,56.8495979309082
2015-09-14,56.31671905517578
2015-09-15,56.805789947509766
2015-09-16,57.30217742919922
2015-09-17,56.94450378417969
2015-09-18,55.92982864379883
2015-09-21,57.12697219848633
2015-09-22,56.97367477416992
2015-09-23,57.49195861816406
2015-09-24,57.71094512939453
2015-09-25,57.70362854003906
2015-09-28,56.6962890625
2015-09-29,56.922611236572266
2015-09-30,57.418968200683594
2015-10-01,58.03942108154297
2015-10-02,58.05402374267578
2015-10-05,58.03942108154297
2015-10-06,57.01017761230469
2015-10-07,57.345977783203125
2015-10-08,57.44087600708008
2015-10-09,57.57954406738281
2015-10-12,57.820430755615234
2015-10-13,57.63794708251953
2015-10-14,55.62323760986328
2015-10-15,54.84219741821289
2015-10-16,54.7838020324707
2015-10-19,54.52829360961914
2015-10-20,54.309322357177734
2015-10-21,55.769264221191406
2015-10-22,56.28752136230469
2015-10-23,53.243560791015625
2015-10-26,54.031917572021484
2015-10-27,54.55019760131836
2015-10-28,55.645145416259766
2015-10-29,55.6816520690918
2015-10-30,56.338619232177734
2015-11-02,56.39701461791992
2015-11-03,57.105079650878906
2015-11-04,56.49188995361328
2015-11-05,57.04667663574219
2015-11-06,56.36781692504883
2015-11-09,55.645145416259766
2015-11-10,56.34592056274414
2015-11-11,54.65238571166992
2015-11-12,54.69619369506836
2015-11-13,52.47711944580078
2015-11-16,53.19807434082031
2015-11-17,53.639503479003906
2015-11-18,51.336788177490234
2015-11-19,51.90325927734375
2015-11-20,52.10926055908203
2015-11-23,53.17600631713867
2015-11-24,53.624794006347656
2015-11-25,53.823421478271484
2015-11-27,54.029422760009766
2015-11-30,53.337867736816406
2015-12-01,53.56592559814453
2015-12-02,52.91852569580078
2015-12-03,53.84550094604492
2015-12-04,54.36784362792969
2015-12-07,53.99265670776367
2015-12-08,53.45558547973633
2015-12-09,52.97736358642578
2015-12-10,53.24223709106445
2015-12-11,52.85231399536133
2015-12-14,53.4997444152832
2015-12-15,53.691009521484375
2015-12-16,54.294273376464844
2015-12-17,53.21281814575195
2015-12-18,52.50653076171875
2015-12-21,52.75666809082031
2015-12-22,53.418800354003906
2015-12-23,54.18389892578125
2015-12-24,53.830772399902344
2015-12-28,53.61006546020508
2015-12-29,54.76510238647461
2015-12-30,54.16184616088867
2015-12-31,53.418800354003906
2016-01-04,54.11035919189453
2016-01-05,55.05938720703125
2016-01-06,54.500274658203125
2016-01-07,54.35311508178711
2016-01-08,52.513893127441406
2016-01-11,53.279014587402344
2016-01-12,53.97055435180664
2016-01-13,52.705177307128906
2016-01-14,51.80027770996094
2016-01-15,51.55747985839844
2016-01-19,50.93949508666992
2016-01-20,49.72559356689453
2016-01-21,50.49808883666992
2016-01-22,51.29263687133789
2016-01-25,50.7040901184082
2016-01-26,51.82233428955078
2016-01-27,52.00625228881836
2016-01-28,52.22697448730469
2016-01-29,53.279014587402344
2016-02-01,53.580657958984375
2016-02-02,53.933773040771484
2016-02-03,53.38936996459961
2016-02-04,51.5280647277832
2016-02-05,51.17493438720703
2016-02-08,51.49863052368164
2016-02-09,51.3956413269043
2016-02-10,50.58636474609375
2016-02-11,50.064022064208984
2016-02-12,51.88885498046875
2016-02-16,53.038639068603516
2016-02-17,53.48371887207031
2016-02-18,53.80268859863281
2016-02-19,53.64691925048828
2016-02-22,53.7581901550293
2016-02-23,54.885711669921875
2016-02-24,57.074031829833984
2016-02-25,58.357337951660156
2016-02-26,58.1793212890625
2016-02-29,58.194149017333984
2016-03-01,60.05606460571289
2016-03-02,60.1599006652832
2016-03-03,59.12883377075195
2016-03-04,60.182167053222656
2016-03-07,59.952205657958984
2016-03-08,59.7370719909668
2016-03-09,60.24150085449219
2016-03-10,60.456626892089844
2016-03-11,60.731109619140625
2016-03-14,60.65691375732422
2016-03-15,60.567901611328125
2016-03-16,61.1168327331543
2016-03-17,61.584136962890625
2016-03-18,61.354209899902344
2016-03-21,60.97591018676758
2016-03-22,60.60498809814453
2016-03-23,60.456626892089844
2016-03-24,60.85721206665039
2016-03-28,61.420982360839844
2016-03-29,61.54706954956055
2016-03-30,62.01443099975586
2016-03-31,61.03523635864258
2016-04-01,61.39130401611328
2016-04-04,61.050071716308594
2016-04-05,60.901710510253906
2016-04-06,60.953617095947266
2016-04-07,60.50856399536133
2016-04-08,59.99672317504883
2016-04-11,59.173316955566406
2016-04-12,59.92253494262695
2016-04-13,60.50113296508789
2016-04-14,60.66434860229492
2016-04-15,61.2725944519043
2016-04-18,61.880897521972656
2016-04-19,62.296295166015625
2016-04-20,61.472904205322266
2016-04-21,61.3838996887207
2016-04-22,61.07233810424805
2016-04-25,61.2725944519043
2016-04-26,61.2725944519043
2016-04-27,61.784454345703125
2016-04-28,60.330535888671875
2016-04-29,58.97303771972656
2016-05-02,59.43294906616211
2016-05-03,59.33649826049805
2016-05-04,59.12883377075195
2016-05-05,57.956756591796875
2016-05-06,58.40926742553711
2016-05-09,59.29201889038086
2016-05-10,59.38102722167969
2016-05-11,56.1541862487793
