Date,VNO
2015-07-01,51.2213134765625
2015-07-02,51.14163589477539
2015-07-06,51.26381301879883
2015-07-07,52.05004119873047
2015-07-08,51.66754913330078
2015-07-09,51.46036911010742
2015-07-10,51.598480224609375
2015-07-13,51.44443893432617
2015-07-14,51.550682067871094
2015-07-15,51.6622314453125
2015-07-16,52.1828498840332
2015-07-17,51.69410705566406
2015-07-20,51.417869567871094
2015-07-21,51.24787139892578
2015-07-22,51.49754333496094
2015-07-23,50.93975830078125
2015-07-24,51.01412582397461
2015-07-27,51.16286849975586
2015-07-28,51.14163589477539
2015-07-29,51.555999755859375
2015-07-30,51.22663116455078
2015-07-31,51.82160186767578
2015-08-03,51.99690246582031
2015-08-04,51.36474609375
2015-08-05,50.80695343017578
2015-08-06,50.55727005004883
2015-08-07,50.8727912902832
2015-08-10,51.24714279174805
2015-08-11,51.63216018676758
2015-08-12,51.81935119628906
2015-08-13,51.89955520629883
2015-08-14,51.835384368896484
2015-08-17,51.840728759765625
2015-08-18,51.701683044433594
2015-08-19,51.03322219848633
2015-08-20,50.49845504760742
2015-08-21,49.284523010253906
2015-08-24,46.75504684448242
2015-08-25,45.34860610961914
2015-08-26,47.124046325683594
2015-08-27,48.27915573120117
2015-08-28,47.87273406982422
2015-08-31,46.626708984375
2015-09-01,45.97964096069336
2015-09-02,46.64809036254883
2015-09-03,46.674827575683594
2015-09-04,45.412776947021484
2015-09-08,46.3165397644043
2015-09-09,46.01171875
2015-09-10,46.455589294433594
2015-09-11,47.525108337402344
2015-09-14,47.3272590637207
2015-09-15,48.022457122802734
2015-09-16,48.65883255004883
2015-09-17,49.20965576171875
2015-09-18,49.07060623168945
2015-09-21,49.375423431396484
2015-09-22,48.68022537231445
2015-09-23,48.86738967895508
2015-09-24,48.44493103027344
2015-09-25,48.72300338745117
2015-09-28,47.947593688964844
2015-09-29,48.466312408447266
2015-09-30,48.35401153564453
2015-10-01,48.43422317504883
2015-10-02,49.03852081298828
2015-10-05,49.68024444580078
2015-10-06,49.66956329345703
2015-10-07,50.42892074584961
2015-10-08,51.273860931396484
2015-10-09,50.926265716552734
2015-10-12,51.46638870239258
2015-10-13,51.1722526550293
2015-10-14,51.02787399291992
2015-10-15,52.2097282409668
2015-10-16,52.551979064941406
2015-10-19,53.6001091003418
2015-10-20,53.22043228149414
2015-10-21,52.846092224121094
2015-10-22,53.589420318603516
2015-10-23,53.225772857666016
2015-10-26,53.34878158569336
2015-10-27,53.231143951416016
2015-10-28,53.86216354370117
2015-10-29,53.85146713256836
2015-10-30,53.77125549316406
2015-11-02,55.30070114135742
2015-11-03,53.90494155883789
2015-11-04,53.423648834228516
2015-11-05,53.359474182128906
2015-11-06,51.922569274902344
2015-11-09,51.12608337402344
2015-11-10,51.50279235839844
2015-11-11,51.65888214111328
2015-11-12,50.991519927978516
2015-11-13,50.36188888549805
2015-11-16,50.94847106933594
2015-11-17,50.67401885986328
2015-11-18,51.47050857543945
2015-11-19,51.76649856567383
2015-11-20,52.304664611816406
2015-11-23,52.34233474731445
2015-11-24,52.385406494140625
2015-11-25,52.127079010009766
2015-11-27,52.498409271240234
2015-11-30,52.07324981689453
2015-12-01,53.181888580322266
2015-12-02,52.23469924926758
2015-12-03,51.868743896484375
2015-12-04,52.6275749206543
2015-12-07,52.81593322753906
2015-12-08,52.74058151245117
2015-12-09,52.487648010253906
2015-12-10,52.14860916137695
2015-12-11,51.98715591430664
2015-12-14,52.55222702026367
2015-12-15,52.91817855834961
2015-12-16,53.90302276611328
2015-12-17,53.510162353515625
2015-12-18,52.47151184082031
2015-12-21,52.444583892822266
2015-12-22,52.75672912597656
2015-12-23,53.76848220825195
2015-12-24,53.71467971801758
2015-12-28,54.07525634765625
2015-12-29,54.61341094970703
2015-12-30,54.44119644165039
2015-12-31,53.79541778564453
2016-01-04,52.96661376953125
2016-01-05,53.66622543334961
2016-01-06,53.41329574584961
2016-01-07,52.885894775390625
2016-01-08,51.744972229003906
2016-01-11,51.49203109741211
2016-01-12,50.73859786987305
2016-01-13,50.012062072753906
2016-01-14,49.80217742919922
2016-01-15,48.887290954589844
2016-01-19,49.05412292480469
2016-01-20,47.59568786621094
2016-01-21,47.81633758544922
2016-01-22,48.8496208190918
2016-01-25,48.52134323120117
2016-01-26,49.543861389160156
2016-01-27,49.05412292480469
2016-01-28,47.11406326293945
2016-01-29,47.93777847290039
2016-02-01,47.60178756713867
2016-02-02,46.19281768798828
2016-02-03,46.66428756713867
2016-02-04,46.653438568115234
2016-02-05,45.66173553466797
2016-02-08,43.74336242675781
2016-02-09,43.586204528808594
2016-02-10,43.94927978515625
2016-02-11,43.43446350097656
2016-02-12,43.96554946899414
2016-02-16,44.66462707519531
2016-02-17,44.77299499511719
2016-02-18,45.68342590332031
2016-02-19,46.07359313964844
2016-02-22,47.314579010009766
2016-02-23,46.96233367919922
2016-02-24,46.523372650146484
2016-02-25,46.82684326171875
2016-02-26,46.68596267700195
2016-02-29,46.79976272583008
2016-03-01,48.37132263183594
2016-03-02,48.98368453979492
2016-03-03,49.35759353637695
2016-03-04,50.132537841796875
2016-03-07,49.78028869628906
2016-03-08,48.57724380493164
2016-03-09,48.485103607177734
2016-03-10,48.089515686035156
2016-03-11,49.85074996948242
2016-03-14,49.55268096923828
2016-03-15,49.601463317871094
2016-03-16,50.419742584228516
2016-03-17,50.907466888427734
2016-03-18,50.636512756347656
2016-03-21,50.21925735473633
2016-03-22,50.08918380737305
2016-03-23,49.40636444091797
2016-03-24,49.455135345458984
2016-03-28,49.97537612915039
2016-03-29,51.18385696411133
2016-03-30,50.92372512817383
2016-03-31,51.17301559448242
2016-04-01,51.324745178222656
2016-04-04,51.42772674560547
2016-04-05,51.04294967651367
2016-04-06,51.530670166015625
2016-04-07,50.77741622924805
2016-04-08,51.31391143798828
2016-04-11,51.28139114379883
2016-04-12,52.506126403808594
2016-04-13,52.045501708984375
2016-04-14,51.88291931152344
2016-04-15,52.00214385986328
2016-04-18,51.91544723510742
2016-04-19,52.05633544921875
2016-04-20,51.378936767578125
2016-04-21,51.01043701171875
2016-04-22,51.709510803222656
2016-04-25,52.110530853271484
2016-04-26,52.370643615722656
2016-04-27,52.18098449707031
2016-04-28,51.92626953125
2016-04-29,51.877498626708984
2016-05-02,52.79874801635742
2016-05-03,51.30306625366211
2016-05-04,51.330162048339844
2016-05-05,51.6227912902832
2016-05-06,52.288330078125
2016-05-09,52.855682373046875
2016-05-10,53.20481491088867
2016-05-11,52.402896881103516
2016-05-12,52.74657440185547
2016-05-13,51.933746337890625
2016-05-16,52.839324951171875
2016-05-17,52.17924499511719
2016-05-18,51.17546081542969
2016-05-19,50.548126220703125
2016-05-20,50.69541549682617
2016-05-23,50.837249755859375
2016-05-24,51.830101013183594
2016-05-25,51.868289947509766
2016-05-26,51.671897888183594
