Date,AVY
2015-07-01,62.209999084472656
2015-07-02,62.16999816894531
2015-07-06,61.58000183105469
2015-07-07,61.95000076293945
2015-07-08,60.689998626708984
2015-07-09,60.630001068115234
2015-07-10,61.599998474121094
2015-07-13,62.380001068115234
2015-07-14,63.06999969482422
2015-07-15,63.52000045776367
2015-07-16,62.959999084472656
2015-07-17,61.81999969482422
2015-07-20,62.029998779296875
2015-07-21,61.560001373291016
2015-07-22,61.900001525878906
2015-07-23,61.220001220703125
2015-07-24,60.11000061035156
2015-07-27,59.790000915527344
2015-07-28,61.130001068115234
2015-07-29,60.86000061035156
2015-07-30,61.599998474121094
2015-07-31,60.849998474121094
2015-08-03,60.540000915527344
2015-08-04,60.310001373291016
2015-08-05,61.369998931884766
2015-08-06,61.869998931884766
2015-08-07,63.040000915527344
2015-08-10,64.6500015258789
2015-08-11,64.29000091552734
2015-08-12,63.68000030517578
2015-08-13,63.689998626708984
2015-08-14,63.970001220703125
2015-08-17,64.48999786376953
2015-08-18,63.779998779296875
2015-08-19,63.529998779296875
2015-08-20,62.0
2015-08-21,60.25
2015-08-24,57.22999954223633
2015-08-25,55.90999984741211
2015-08-26,58.02000045776367
2015-08-27,59.11000061035156
2015-08-28,59.56999969482422
2015-08-31,58.08000183105469
2015-09-01,56.29999923706055
2015-09-02,57.47999954223633
2015-09-03,58.0
2015-09-04,57.439998626708984
2015-09-08,59.11000061035156
2015-09-09,58.529998779296875
2015-09-10,58.88999938964844
2015-09-11,58.709999084472656
2015-09-14,58.68000030517578
2015-09-15,59.22999954223633
2015-09-16,60.209999084472656
2015-09-17,60.290000915527344
2015-09-18,59.15999984741211
2015-09-21,58.72999954223633
2015-09-22,57.290000915527344
2015-09-23,57.2599983215332
2015-09-24,56.81999969482422
2015-09-25,56.72999954223633
2015-09-28,55.66999816894531
2015-09-29,55.59000015258789
2015-09-30,56.56999969482422
2015-10-01,58.150001525878906
2015-10-02,59.47999954223633
2015-10-05,59.34000015258789
2015-10-06,58.61000061035156
2015-10-07,58.790000915527344
2015-10-08,59.150001525878906
2015-10-09,59.61000061035156
2015-10-12,59.4900016784668
2015-10-13,59.25
2015-10-14,58.630001068115234
2015-10-15,59.34000015258789
2015-10-16,59.869998931884766
2015-10-19,60.18000030517578
2015-10-20,60.77000045776367
2015-10-21,60.40999984741211
2015-10-22,62.849998474121094
2015-10-23,63.90999984741211
2015-10-26,63.58000183105469
2015-10-27,63.150001525878906
2015-10-28,64.26000213623047
2015-10-29,65.18000030517578
2015-10-30,64.97000122070312
2015-11-02,65.69000244140625
2015-11-03,65.11000061035156
2015-11-04,64.45999908447266
2015-11-05,64.83000183105469
2015-11-06,65.08999633789062
2015-11-09,65.3499984741211
2015-11-10,64.01000213623047
2015-11-11,65.23999786376953
