Date,CDW
2015-07-01,30.531618118286133
2015-07-02,30.355403900146484
2015-07-06,30.064632415771484
2015-07-07,30.302526473999023
2015-07-08,29.81789779663086
2015-07-09,29.729793548583984
2015-07-10,29.90601348876953
2015-07-13,30.293716430664062
2015-07-14,30.681413650512695
2015-07-15,30.23204803466797
2015-07-16,30.311338424682617
2015-07-17,30.091053009033203
2015-07-20,29.95006561279297
2015-07-21,29.720983505249023
2015-07-22,30.135116577148438
2015-07-23,30.16155242919922
2015-07-24,29.615232467651367
2015-07-27,29.350893020629883
2015-07-28,30.399456024169922
2015-07-29,30.884077072143555
2015-07-30,31.227720260620117
2015-07-31,31.65949821472168
2015-08-03,34.038578033447266
2015-08-04,34.45271682739258
2015-08-05,34.999019622802734
2015-08-06,34.65538024902344
2015-08-07,34.285301208496094
2015-08-10,34.620121002197266
2015-08-11,34.70824432373047
2015-08-12,34.2764778137207
2015-08-13,34.20599365234375
2015-08-14,34.52321243286133
2015-08-17,35.007843017578125
2015-08-18,34.7611083984375
2015-08-19,34.7611083984375
2015-08-20,34.06501007080078
2015-08-21,33.76313400268555
2015-08-24,33.02166748046875
2015-08-25,33.14524841308594
2015-08-26,34.84883117675781
2015-08-27,35.396114349365234
2015-08-28,35.28135681152344
2015-08-31,35.08718490600586
2015-09-01,33.90436935424805
2015-09-02,34.23978805541992
2015-09-03,34.64582824707031
2015-09-04,34.16034698486328
2015-09-08,35.572662353515625
2015-09-09,35.66092300415039
2015-09-10,35.969871520996094
2015-09-11,36.27881622314453
2015-09-14,36.243507385253906
2015-09-15,36.68484878540039
2015-09-16,36.91436004638672
2015-09-17,36.43771743774414
2015-09-18,36.04049301147461
2015-09-21,35.80215835571289
2015-09-22,35.59913635253906
2015-09-23,35.722713470458984
2015-09-24,35.82864761352539
2015-09-25,35.9963493347168
2015-09-28,34.7164421081543
2015-09-29,35.148963928222656
2015-09-30,36.06697082519531
2015-10-01,36.19937515258789
2015-10-02,35.82864761352539
2015-10-05,36.870208740234375
2015-10-06,36.92319869995117
2015-10-07,37.60285949707031
2015-10-08,37.56755065917969
2015-10-09,37.71760559082031
2015-10-12,37.99124526977539
2015-10-13,38.3531494140625
2015-10-14,38.26486587524414
2015-10-15,38.45907974243164
2015-10-16,38.79449462890625
2015-10-19,38.97987747192383
2015-10-20,38.83863830566406
2015-10-21,38.58264923095703
2015-10-22,39.61540985107422
2015-10-23,39.57126998901367
2015-10-26,39.12993621826172
2015-10-27,39.05929946899414
2015-10-28,39.59775161743164
2015-10-29,39.491825103759766
2015-10-30,39.44768142700195
2015-11-02,39.403564453125
2015-11-03,39.244659423828125
2015-11-04,40.54222106933594
2015-11-05,40.833526611328125
2015-11-06,38.50320816040039
2015-11-09,37.74408721923828
2015-11-10,37.902976989746094
2015-11-11,37.95595169067383
2015-11-12,37.611690521240234
2015-11-13,37.02909851074219
2015-11-16,37.67348098754883
2015-11-17,38.91807556152344
2015-11-18,38.97105026245117
2015-11-19,39.89787292480469
2015-11-20,39.809593200683594
2015-11-23,39.692806243896484
2015-11-24,39.06460189819336
2015-11-25,39.12651443481445
2015-11-27,39.06460189819336
2015-11-30,38.19746780395508
2015-12-01,39.082279205322266
2015-12-02,38.59563446044922
2015-12-03,38.46292495727539
2015-12-04,39.48044204711914
2015-12-07,39.02033615112305
2015-12-08,39.197296142578125
2015-12-09,38.4983024597168
2015-12-10,38.80799102783203
2015-12-11,37.88778305053711
2015-12-14,37.76390838623047
2015-12-15,38.16205596923828
2015-12-16,38.746055603027344
2015-12-17,37.772762298583984
2015-12-18,37.52500915527344
2015-12-21,37.463069915771484
2015-12-22,37.870086669921875
2015-12-23,37.843544006347656
2015-12-24,38.01165771484375
2015-12-28,37.57809829711914
2015-12-29,38.34787368774414
2015-12-30,38.25941467285156
2015-12-31,37.197635650634766
2016-01-04,36.233184814453125
2016-01-05,36.21547317504883
2016-01-06,36.498619079589844
2016-01-07,35.11830520629883
2016-01-08,35.08292007446289
2016-01-11,35.251033782958984
2016-01-12,35.516475677490234
2016-01-13,33.57872772216797
2016-01-14,33.463706970214844
2016-01-15,32.81778335571289
2016-01-19,32.950504302978516
2016-01-20,32.78239822387695
2016-01-21,33.295589447021484
2016-01-22,33.932655334472656
2016-01-25,33.57872772216797
2016-01-26,33.994598388671875
2016-01-27,33.32213592529297
2016-01-28,33.01245880126953
2016-01-29,34.021148681640625
2016-02-01,33.79109191894531
2016-02-02,33.04783630371094
2016-02-03,33.19824981689453
2016-02-04,33.27789306640625
2016-02-05,32.04800033569336
2016-02-08,31.24281883239746
2016-02-09,31.331302642822266
2016-02-10,30.75617218017578
2016-02-11,29.80942153930664
2016-02-12,30.35801124572754
2016-02-16,32.08339309692383
2016-02-17,32.853187561035156
2016-02-18,33.19824981689453
2016-02-19,33.7999382019043
2016-02-22,34.47239303588867
2016-02-23,34.37302780151367
2016-02-24,34.51498031616211
2016-02-25,34.79890823364258
2016-02-26,34.43513488769531
2016-02-29,35.11833572387695
2016-03-01,35.801536560058594
2016-03-02,35.30466079711914
2016-03-03,36.24517059326172
2016-03-04,36.22743225097656
2016-03-07,36.19193649291992
2016-03-08,35.881385803222656
2016-03-09,35.970115661621094
2016-03-10,35.62407684326172
2016-03-11,36.05883026123047
2016-03-14,36.21854019165039
2016-03-15,36.573455810546875
2016-03-16,36.51136016845703
2016-03-17,36.28953552246094
2016-03-18,36.64443588256836
2016-03-21,36.493621826171875
2016-03-22,36.733177185058594
2016-03-23,36.0854606628418
2016-03-24,36.03221130371094
2016-03-28,36.11208724975586
2016-03-29,36.8218994140625
2016-03-30,36.83077621459961
2016-03-31,36.8218994140625
2016-04-01,37.05259323120117
2016-04-04,36.76866912841797
2016-04-05,36.608951568603516
2016-04-06,37.40750503540039
2016-04-07,36.963863372802734
2016-04-08,36.875125885009766
2016-04-11,36.92837905883789
2016-04-12,36.937252044677734
2016-04-13,37.47848129272461
2016-04-14,37.309898376464844
2016-04-15,37.32764434814453
2016-04-18,37.744667053222656
2016-04-19,38.028594970703125
2016-04-20,37.60270690917969
2016-04-21,37.42524337768555
2016-04-22,37.34537887573242
2016-04-25,35.64181900024414
2016-04-26,36.21854019165039
2016-04-27,36.25404357910156
2016-04-28,35.597469329833984
2016-04-29,34.16007995605469
2016-05-02,34.09796905517578
2016-05-03,34.01810836791992
2016-05-04,36.07659149169922
2016-05-05,35.91687774658203
2016-05-06,35.95237350463867
2016-05-09,36.20966339111328
2016-05-10,36.89288330078125
2016-05-11,36.8218994140625
2016-05-12,36.92837905883789
2016-05-13,36.68879699707031
2016-05-16,37.34537887573242
2016-05-17,36.85738754272461
2016-05-18,37.33652877807617
2016-05-19,37.45186996459961
2016-05-20,37.87775802612305
2016-05-23,37.23552322387695
2016-05-24,37.23552322387695
2016-05-25,37.33336639404297
2016-05-26,37.24440383911133
2016-05-27,37.32447814941406
2016-05-31,37.85818862915039
2016-06-01,37.90266418457031
2016-06-02,37.9382438659668
2016-06-03,38.00051498413086
2016-06-06,37.769229888916016
2016-06-07,37.893768310546875
2016-06-08,38.24958801269531
2016-06-09,38.15171813964844
2016-06-10,38.080570220947266
2016-06-13,37.7425537109375
2016-06-14,37.7425537109375
2016-06-15,37.715858459472656
2016-06-16,36.29261779785156
2016-06-17,36.043548583984375
2016-06-20,36.586177825927734
2016-06-21,36.86191940307617
2016-06-22,36.79964828491211
2016-06-23,37.1198844909668
2016-06-24,35.30525588989258
2016-06-27,34.94943618774414
2016-06-28,35.260780334472656
2016-06-29,35.331932067871094
2016-06-30,35.652164459228516
2016-07-01,35.847862243652344
2016-07-05,35.44757843017578
2016-07-06,35.57211685180664
2016-07-07,35.54542922973633
2016-07-08,35.963504791259766
2016-07-11,36.390464782714844
2016-07-12,36.47053146362305
2016-07-13,36.443843841552734
2016-07-14,36.657325744628906
2016-07-15,36.692901611328125
2016-07-18,36.79075622558594
2016-07-19,37.03092956542969
2016-07-20,37.733642578125
2016-07-21,37.68917465209961
2016-07-22,37.59131622314453
2016-07-25,37.91155242919922
2016-07-26,37.9471435546875
2016-07-27,37.90266418457031
2016-07-28,37.97382736206055
2016-07-29,38.18730545043945
2016-08-01,38.267372131347656
2016-08-02,37.92045211791992
2016-08-03,39.33479690551758
2016-08-04,39.40596389770508
2016-08-05,39.7884521484375
2016-08-08,40.01972961425781
2016-08-09,40.78471374511719
2016-08-10,40.65129852294922
2016-08-11,40.49117660522461
2016-08-12,40.28657913208008
2016-08-15,40.31327819824219
2016-08-16,39.66392135620117
2016-08-17,39.59275817871094
2016-08-18,39.939666748046875
2016-08-19,39.91298294067383
2016-08-22,40.090911865234375
2016-08-23,40.08018493652344
2016-08-24,40.08018493652344
2016-08-25,39.973175048828125
2016-08-26,39.447120666503906
2016-08-29,39.750274658203125
2016-08-30,39.973175048828125
2016-08-31,39.81269454956055
2016-09-01,39.554115295410156
2016-09-02,39.919700622558594
2016-09-06,40.13369369506836
2016-09-07,40.169349670410156
2016-09-08,39.8929328918457
2016-09-09,38.95669174194336
2016-09-12,39.48278045654297
2016-09-13,39.12611770629883
2016-09-14,39.259857177734375
2016-09-15,39.79486083984375
2016-09-16,40.03559494018555
2016-09-19,40.69544982910156
2016-09-20,40.927276611328125
2016-09-21,41.50684356689453
2016-09-22,42.21126174926758
2016-09-23,41.26609802246094
2016-09-26,40.66869354248047
2016-09-27,40.72219467163086
2016-09-28,40.72219467163086
2016-09-29,40.38335037231445
2016-09-30,40.775691986083984
2016-10-03,40.67761993408203
2016-10-04,40.94509506225586
2016-10-05,40.76677703857422
2016-10-06,40.57952880859375
2016-10-07,40.222862243652344
2016-10-10,40.11586380004883
2016-10-11,39.473873138427734
2016-10-12,39.81269454956055
