Date,UNM
2015-07-01,25.446813583374023
2015-07-02,25.397459030151367
2015-07-06,25.256431579589844
2015-07-07,25.341053009033203
2015-07-08,24.61480140686035
2015-07-09,24.946195602416992
2015-07-10,25.28464126586914
2015-07-13,25.538484573364258
2015-07-14,25.524375915527344
2015-07-15,25.630138397216797
2015-07-16,25.820514678955078
2015-07-17,25.64424705505371
2015-07-20,25.580781936645508
2015-07-21,25.601932525634766
2015-07-22,25.601932525634766
2015-07-23,25.524375915527344
2015-07-24,26.518556594848633
2015-07-27,26.053194046020508
2015-07-28,25.982681274414062
2015-07-29,26.54606056213379
2015-07-30,25.582300186157227
2015-07-31,25.39804458618164
2015-08-03,25.270498275756836
2015-08-04,25.220882415771484
2015-08-05,25.17127799987793
2015-08-06,25.015380859375
2015-08-07,24.866561889648438
2015-08-10,25.695680618286133
2015-08-11,25.30592155456543
2015-08-12,25.263412475585938
2015-08-13,25.518516540527344
2015-08-14,25.61772918701172
2015-08-17,25.638992309570312
2015-08-18,25.66733741760254
2015-08-19,25.192537307739258
2015-08-20,24.568927764892578
2015-08-21,23.73271369934082
2015-08-24,22.57052993774414
2015-08-25,22.54926872253418
2015-08-26,23.279193878173828
2015-08-27,23.959489822387695
2015-08-28,23.79649543762207
2015-08-31,23.768150329589844
2015-09-01,22.90359115600586
2015-09-02,23.187063217163086
2015-09-03,23.321704864501953
2015-09-04,22.853988647460938
2015-09-08,23.49886703491211
2015-09-09,23.158716201782227
2015-09-10,23.229578018188477
2015-09-11,23.236665725708008
2015-09-14,23.002811431884766
2015-09-15,23.378389358520508
2015-09-16,23.364219665527344
2015-09-17,22.81147003173828
2015-09-18,22.414630889892578
2015-09-21,22.577613830566406
2015-09-22,22.258724212646484
2015-09-23,22.27289581298828
2015-09-24,22.26580810546875
2015-09-25,22.683917999267578
2015-09-28,22.16659927368164
2015-09-29,22.34376335144043
2015-09-30,22.733518600463867
2015-10-01,22.967376708984375
2015-10-02,22.641386032104492
2015-10-05,23.194143295288086
2015-10-06,23.09493064880371
2015-10-07,23.399656295776367
2015-10-08,23.477603912353516
2015-10-09,23.364219665527344
2015-10-12,23.46343231201172
2015-10-13,23.22248649597168
2015-10-14,22.974454879760742
2015-10-15,23.364219665527344
2015-10-16,23.427997589111328
2015-10-19,23.229578018188477
2015-10-20,23.534297943115234
2015-10-21,23.300437927246094
2015-10-22,23.555553436279297
2015-10-23,23.768150329589844
2015-10-26,23.626419067382812
2015-10-27,23.357135772705078
2015-10-28,24.322782516479492
2015-10-29,24.66485023498535
2015-10-30,24.6933536529541
2015-11-02,25.128070831298828
2015-11-03,24.87151527404785
2015-11-04,24.643468856811523
2015-11-05,24.57933807373047
2015-11-06,25.71957015991211
2015-11-09,25.61979866027832
2015-11-10,26.1542911529541
2015-11-11,26.075897216796875
2015-11-12,25.61979866027832
2015-11-13,25.541404724121094
2015-11-16,26.075897216796875
2015-11-17,26.00462532043457
2015-11-18,26.197050094604492
2015-11-19,26.132905960083008
2015-11-20,26.453598022460938
2015-11-23,26.211294174194336
2015-11-24,26.147157669067383
2015-11-25,26.125783920288086
2015-11-27,26.28969383239746
2015-11-30,26.140031814575195
2015-12-01,26.46072769165039
2015-12-02,26.197050094604492
2015-12-03,25.762331008911133
2015-12-04,26.232681274414062
2015-12-07,25.876358032226562
2015-12-08,25.484394073486328
2015-12-09,25.042552947998047
2015-12-10,25.028303146362305
2015-12-11,24.194499969482422
2015-12-14,23.73126983642578
2015-12-15,24.1517391204834
2015-12-16,24.101852416992188
2015-12-17,23.567359924316406
2015-12-18,22.87609100341797
2015-12-21,23.004371643066406
2015-12-22,23.28230094909668
2015-12-23,23.802539825439453
2015-12-24,23.82391929626465
2015-12-28,23.816797256469727
2015-12-29,24.023454666137695
2015-12-30,23.8880615234375
2015-12-31,23.724149703979492
2016-01-04,23.33931541442871
2016-01-05,23.21816062927246
2016-01-06,22.58390998840332
2016-01-07,21.956771850585938
2016-01-08,21.678842544555664
2016-01-11,21.550565719604492
2016-01-12,21.514925003051758
2016-01-13,20.859294891357422
2016-01-14,21.008949279785156
2016-01-15,20.253536224365234
2016-01-19,20.075368881225586
2016-01-20,19.526634216308594
2016-01-21,19.761808395385742
2016-01-22,19.968473434448242
2016-01-25,19.50525665283203
2016-01-26,19.818817138671875
2016-01-27,19.908493041992188
2016-01-28,20.31025505065918
2016-01-29,20.547000885009766
2016-02-01,20.439390182495117
2016-02-02,19.68610382080078
2016-02-03,19.269994735717773
2016-02-04,19.822406768798828
2016-02-05,19.858278274536133
2016-02-08,18.8251895904541
2016-02-09,18.774967193603516
2016-02-10,18.531042098999023
2016-02-11,17.268381118774414
2016-02-12,18.03602409362793
2016-02-16,19.069110870361328
2016-02-17,19.7363224029541
2016-02-18,19.643049240112305
2016-02-19,19.74349021911621
2016-02-22,20.109378814697266
2016-02-23,19.980241775512695
2016-02-24,19.922849655151367
2016-02-25,20.324607849121094
2016-02-26,20.747882843017578
2016-02-29,20.468088150024414
2016-03-01,21.623144149780273
2016-03-02,21.845544815063477
2016-03-03,22.182737350463867
2016-03-04,22.311866760253906
2016-03-07,22.570146560668945
2016-03-08,21.852710723876953
2016-03-09,21.938814163208008
2016-03-10,21.938814163208008
2016-03-11,22.727977752685547
2016-03-14,22.921669006347656
2016-03-15,22.620363235473633
2016-03-16,22.900157928466797
2016-03-17,23.057987213134766
2016-03-18,23.230173110961914
2016-03-21,23.18712043762207
2016-03-22,23.014942169189453
2016-03-23,22.663408279418945
