Date,PAYC
2015-07-01,33.703556060791016
2015-07-02,33.263675689697266
2015-07-06,33.69377899169922
2015-07-07,32.765167236328125
2015-07-08,32.57945251464844
2015-07-09,33.42985153198242
2015-07-10,33.68400192260742
2015-07-13,33.7817497253418
2015-07-14,34.30958938598633
2015-07-15,34.03589630126953
2015-07-16,34.329139709472656
2015-07-17,34.280269622802734
2015-07-20,34.92540740966797
2015-07-21,34.759239196777344
2015-07-22,34.915626525878906
2015-07-23,35.14044952392578
2015-07-24,32.989986419677734
2015-07-27,30.888404846191406
2015-07-28,30.56583595275879
2015-07-29,31.24029541015625
2015-07-30,31.494447708129883
2015-07-31,31.279396057128906
2015-08-03,30.732006072998047
2015-08-04,31.32826805114746
2015-08-05,36.997657775878906
2015-08-06,36.127708435058594
2015-08-07,36.56757736206055
2015-08-10,36.89991760253906
2015-08-11,37.15406036376953
2015-08-12,36.69464874267578
2015-08-13,37.0269889831543
2015-08-14,37.48640060424805
2015-08-17,39.98875427246094
2015-08-18,39.09925079345703
2015-08-19,39.16766357421875
2015-08-20,37.54505157470703
2015-08-21,37.07585906982422
2015-08-24,36.6164436340332
2015-08-25,36.088600158691406
2015-08-26,37.339778900146484
2015-08-27,37.564598083496094
2015-08-28,37.447303771972656
2015-08-31,37.672115325927734
2015-09-01,36.41117858886719
2015-09-02,37.17360305786133
2015-09-03,36.74351501464844
2015-09-04,35.92243194580078
2015-09-08,37.13451385498047
2015-09-09,37.00743865966797
2015-09-10,36.89991760253906
2015-09-11,37.54505157470703
2015-09-14,37.887168884277344
2015-09-15,39.68573760986328
2015-09-16,37.144290924072266
2015-09-17,37.08562469482422
2015-09-18,36.97811508178711
2015-09-21,37.17360305786133
2015-09-22,36.89991760253906
2015-09-23,37.19316101074219
2015-09-24,35.21864318847656
2015-09-25,33.53738021850586
2015-09-28,33.253910064697266
2015-09-29,33.77197265625
2015-09-30,35.101348876953125
2015-10-01,35.16976547241211
2015-10-02,36.21567153930664
2015-10-05,37.47662353515625
2015-10-06,37.310455322265625
2015-10-07,38.512760162353516
2015-10-08,38.47365951538086
2015-10-09,39.42181396484375
2015-10-12,39.587989807128906
2015-10-13,38.49320983886719
2015-10-14,38.85487365722656
2015-10-15,39.480464935302734
2015-10-16,40.917354583740234
2015-10-19,39.92033386230469
2015-10-20,37.70145034790039
2015-10-21,37.42776107788086
2015-10-22,37.76009750366211
2015-10-23,36.831485748291016
2015-10-26,36.57733917236328
2015-10-27,35.34572219848633
2015-10-28,38.08266067504883
2015-10-29,38.01423645019531
2015-10-30,37.15406036376953
2015-11-02,38.102210998535156
2015-11-03,38.26838302612305
2015-11-04,44.70021057128906
2015-11-05,43.30241012573242
2015-11-06,43.86935806274414
2015-11-09,42.48133087158203
2015-11-10,42.14898681640625
2015-11-11,42.54975891113281
2015-11-12,43.351287841796875
2015-11-13,40.115821838378906
2015-11-16,40.29178237915039
2015-11-17,40.64366912841797
2015-11-18,41.0542106628418
2015-11-19,41.67002487182617
2015-11-20,41.23992919921875
2015-11-23,40.79029083251953
2015-11-24,41.79709243774414
2015-11-25,42.24673843383789
2015-11-27,42.696380615234375
2015-11-30,42.61817932128906
2015-12-01,43.146018981933594
2015-12-02,40.487274169921875
2015-12-03,39.20677185058594
2015-12-04,39.255638122558594
2015-12-07,38.59096145629883
2015-12-08,38.12175750732422
2015-12-09,37.0172119140625
2015-12-10,37.80897521972656
2015-12-11,36.87058639526367
2015-12-14,36.6164436340332
2015-12-15,37.7894287109375
2015-12-16,37.77964782714844
2015-12-17,37.056312561035156
2015-12-18,36.919464111328125
2015-12-21,37.66234588623047
2015-12-22,37.63302230834961
2015-12-23,38.36613464355469
2015-12-24,37.63302230834961
2015-12-28,37.63302230834961
2015-12-29,37.848079681396484
2015-12-30,37.45708084106445
2015-12-31,36.78261184692383
2016-01-04,35.159996032714844
2016-01-05,34.08476257324219
2016-01-06,34.20207214355469
2016-01-07,34.739681243896484
2016-01-08,32.511024475097656
2016-01-11,32.217777252197266
2016-01-12,32.48170471191406
2016-01-13,30.204164505004883
2016-01-14,31.093673706054688
2016-01-15,31.2989501953125
2016-01-19,30.341012954711914
2016-01-20,30.12596893310547
2016-01-21,30.71245765686035
2016-01-22,31.57263946533203
2016-01-25,30.536510467529297
2016-01-26,29.813175201416016
2016-01-27,28.131908416748047
2016-01-28,28.561996459960938
2016-01-29,29.471054077148438
2016-02-01,30.634258270263672
2016-02-02,30.204164505004883
2016-02-03,29.588356018066406
2016-02-04,30.272594451904297
2016-02-05,25.913026809692383
2016-02-08,23.694143295288086
2016-02-09,21.993322372436523
2016-02-10,23.049007415771484
2016-02-11,23.81144142150879
2016-02-12,23.782115936279297
2016-02-16,25.453609466552734
2016-02-17,26.64613914489746
2016-02-18,27.18375015258789
2016-02-19,27.320600509643555
2016-02-22,28.610872268676758
2016-02-23,28.649972915649414
2016-02-24,29.529705047607422
2016-02-25,29.57857894897461
2016-02-26,31.123004913330078
2016-02-29,31.162099838256836
2016-03-01,32.39372253417969
2016-03-02,32.511024475097656
2016-03-03,31.89521598815918
2016-03-04,31.973405838012695
2016-03-07,32.315528869628906
2016-03-08,31.162099838256836
2016-03-09,31.582412719726562
2016-03-10,30.868854522705078
2016-03-11,31.32826805114746
2016-03-14,32.00273132324219
2016-03-15,30.9177303314209
2016-03-16,31.650840759277344
2016-03-17,32.71629333496094
2016-03-18,33.13661193847656
2016-03-21,33.283226013183594
2016-03-22,33.17570877075195
2016-03-23,32.83358383178711
2016-03-24,32.94112014770508
2016-03-28,33.31256103515625
2016-03-29,34.23139190673828
2016-03-30,34.44643020629883
2016-03-31,34.79832458496094
2016-04-01,34.63216018676758
2016-04-04,34.99382400512695
2016-04-05,33.65467834472656
2016-04-06,34.720130920410156
2016-04-07,33.380985260009766
2016-04-08,33.5275993347168
2016-04-11,32.39372253417969
2016-04-12,32.80427169799805
2016-04-13,34.03589630126953
2016-04-14,34.260711669921875
2016-04-15,33.9185905456543
2016-04-18,34.729896545410156
2016-04-19,35.83445739746094
2016-04-20,36.02995681762695
2016-04-21,36.626220703125
2016-04-22,36.56757736206055
2016-04-25,35.76603698730469
2016-04-26,36.274322509765625
2016-04-27,37.09541320800781
2016-04-28,37.39842224121094
2016-04-29,37.34955596923828
2016-05-02,38.0728874206543
2016-05-03,37.417972564697266
2016-05-04,39.14812088012695
2016-05-05,37.81874465942383
2016-05-06,36.6164436340332
2016-05-09,37.672115325927734
2016-05-10,38.75712585449219
2016-05-11,38.67892837524414
2016-05-12,37.965362548828125
2016-05-13,38.39545440673828
2016-05-16,39.06014633178711
2016-05-17,38.512760162353516
2016-05-18,39.82257843017578
2016-05-19,39.20677185058594
2016-05-20,39.959434509277344
2016-05-23,39.871456146240234
2016-05-24,40.71208953857422
2016-05-25,38.91352462768555
2016-05-26,40.32109451293945
2016-05-27,39.92033386230469
2016-05-31,39.52933883666992
2016-06-01,40.14514923095703
2016-06-02,40.17447280883789
2016-06-03,40.02784729003906
2016-06-06,39.8812255859375
2016-06-07,40.38951873779297
2016-06-08,40.67299270629883
2016-06-09,40.47748565673828
2016-06-10,40.14514923095703
2016-06-13,40.252681732177734
2016-06-14,40.467716217041016
2016-06-15,41.16172790527344
2016-06-16,41.0346565246582
2016-06-17,40.917354583740234
2016-06-20,41.474525451660156
2016-06-21,41.64069366455078
2016-06-22,40.80984115600586
2016-06-23,42.188087463378906
2016-06-24,39.94965362548828
2016-06-27,38.43456268310547
2016-06-28,39.480464935302734
2016-06-29,40.71208953857422
2016-06-30,42.23695755004883
2016-07-01,42.598628997802734
2016-07-05,42.42268371582031
2016-07-06,43.04827117919922
2016-07-07,43.84003448486328
2016-07-08,44.455848693847656
2016-07-11,45.01300811767578
2016-07-12,45.4431037902832
2016-07-13,44.62201690673828
2016-07-14,45.208499908447266
2016-07-15,45.15962600708008
2016-07-18,45.65814208984375
2016-07-19,45.24760437011719
2016-07-20,46.32282638549805
2016-07-21,44.30922317504883
2016-07-22,45.755889892578125
2016-07-25,45.99048614501953
2016-07-26,46.23486328125
2016-07-27,46.215309143066406
2016-07-28,46.60629653930664
2016-07-29,46.14687728881836
2016-08-01,46.74314880371094
2016-08-02,46.27395248413086
2016-08-03,49.841766357421875
2016-08-04,50.135005950927734
2016-08-05,50.34028625488281
2016-08-08,49.59739303588867
2016-08-09,49.27482604980469
2016-08-10,48.9815788269043
2016-08-11,49.24550247192383
2016-08-12,49.63648986816406
2016-08-15,50.066585540771484
2016-08-16,49.56806945800781
2016-08-17,48.277793884277344
2016-08-18,48.31689453125
2016-08-19,47.87702560424805
2016-08-22,48.0432014465332
2016-08-23,48.8447380065918
2016-08-24,49.33347702026367
2016-08-25,49.95905685424805
2016-08-26,50.1252326965332
2016-08-29,50.02748107910156
2016-08-30,50.30118179321289
2016-08-31,50.18388366699219
2016-09-01,50.19365310668945
2016-09-02,50.92677307128906
2016-09-06,50.82902526855469
2016-09-07,51.239559173583984
2016-09-08,50.85833740234375
2016-09-09,48.38532257080078
2016-09-12,48.942474365234375
2016-09-13,47.046165466308594
2016-09-14,46.98751449584961
2016-09-15,47.740177154541016
2016-09-16,47.46648406982422
2016-09-19,46.09801483154297
2016-09-20,45.47241973876953
2016-09-21,46.84089660644531
2016-09-22,49.1086540222168
2016-09-23,48.86428451538086
2016-09-26,49.294368743896484
2016-09-27,49.92974090576172
2016-09-28,49.33347702026367
2016-09-29,48.86428451538086
2016-09-30,49.00113296508789
2016-10-03,48.78608703613281
2016-10-04,48.22891616821289
2016-10-05,47.730403900146484
2016-10-06,48.78608703613281
2016-10-07,48.52216339111328
2016-10-10,49.37256622314453
2016-10-11,48.21914291381836
2016-10-12,48.53193283081055
2016-10-13,48.80563735961914
2016-10-14,48.58081817626953
2016-10-17,48.69811248779297
2016-10-18,48.88383102416992
2016-10-19,48.033424377441406
2016-10-20,47.65220260620117
2016-10-21,48.8447380065918
2016-10-24,51.25910949707031
2016-10-25,50.7899169921875
2016-10-26,50.56509780883789
2016-10-27,49.50941848754883
2016-10-28,50.47712326049805
2016-10-31,50.56509780883789
2016-11-01,50.82902526855469
2016-11-02,42.71592712402344
2016-11-03,42.15876007080078
2016-11-04,42.01213836669922
2016-11-07,43.60543441772461
2016-11-08,44.65134048461914
2016-11-09,41.35723114013672
2016-11-10,38.47365951538086
2016-11-11,40.585018157958984
2016-11-14,40.82938766479492
2016-11-15,40.64366912841797
2016-11-16,42.24673843383789
2016-11-17,42.412906646728516
2016-11-18,42.80389404296875
2016-11-21,42.7256965637207
2016-11-22,42.16853713989258
2016-11-23,42.30538558959961
2016-11-25,42.344478607177734
2016-11-28,41.80686569213867
2016-11-29,42.735477447509766
2016-11-30,43.85957717895508
2016-12-01,41.65047073364258
2016-12-02,42.55952453613281
2016-12-05,43.40016174316406
2016-12-06,44.90548324584961
2016-12-07,45.65814208984375
2016-12-08,45.785213470458984
2016-12-09,45.863407135009766
2016-12-12,44.99345779418945
2016-12-13,44.47539520263672
2016-12-14,44.33855056762695
2016-12-15,43.68362808227539
2016-12-16,44.885929107666016
