Date,BBBY
2015-07-01,22.600000381469727
2015-07-02,21.8799991607666
2015-07-06,21.690000534057617
2015-07-07,21.739999771118164
2015-07-08,21.719999313354492
2015-07-09,22.15999984741211
2015-07-10,22.479999542236328
2015-07-13,22.56999969482422
2015-07-14,22.469999313354492
2015-07-15,22.34000015258789
2015-07-16,23.079999923706055
2015-07-17,23.18000030517578
2015-07-20,22.700000762939453
2015-07-21,22.950000762939453
2015-07-22,22.979999542236328
2015-07-23,22.739999771118164
2015-07-24,22.030000686645508
2015-07-27,21.40999984741211
2015-07-28,20.950000762939453
2015-07-29,20.979999542236328
2015-07-30,20.899999618530273
2015-07-31,21.15999984741211
2015-08-03,21.1299991607666
2015-08-04,21.360000610351562
2015-08-05,22.1299991607666
2015-08-06,21.850000381469727
2015-08-07,23.239999771118164
2015-08-10,21.93000030517578
2015-08-11,21.350000381469727
2015-08-12,21.229999542236328
2015-08-13,21.229999542236328
2015-08-14,21.299999237060547
2015-08-17,21.610000610351562
2015-08-18,21.860000610351562
2015-08-19,21.809999465942383
2015-08-20,21.280000686645508
2015-08-21,20.81999969482422
2015-08-24,19.979999542236328
2015-08-25,19.850000381469727
2015-08-26,19.979999542236328
2015-08-27,20.420000076293945
2015-08-28,20.139999389648438
2015-08-31,19.649999618530273
2015-09-01,19.190000534057617
2015-09-02,19.6200008392334
2015-09-03,19.530000686645508
2015-09-04,19.520000457763672
2015-09-08,19.93000030517578
2015-09-09,19.899999618530273
2015-09-10,19.950000762939453
2015-09-11,19.709999084472656
2015-09-14,19.489999771118164
2015-09-15,19.790000915527344
2015-09-16,19.479999542236328
2015-09-17,19.709999084472656
2015-09-18,19.579999923706055
2015-09-21,19.100000381469727
2015-09-22,18.799999237060547
2015-09-23,18.719999313354492
2015-09-24,18.350000381469727
2015-09-25,17.860000610351562
2015-09-28,17.43000030517578
2015-09-29,17.469999313354492
2015-09-30,17.15999984741211
2015-10-01,17.010000228881836
2015-10-02,17.09000015258789
2015-10-05,17.420000076293945
2015-10-06,17.040000915527344
2015-10-07,17.239999771118164
2015-10-08,17.229999542236328
2015-10-09,17.329999923706055
2015-10-12,17.200000762939453
2015-10-13,16.780000686645508
2015-10-14,16.739999771118164
2015-10-15,17.110000610351562
2015-10-16,17.170000076293945
2015-10-19,17.040000915527344
2015-10-20,17.09000015258789
2015-10-21,16.389999389648438
2015-10-22,16.40999984741211
2015-10-23,16.280000686645508
2015-10-26,15.920000076293945
2015-10-27,15.75
2015-10-28,16.440000534057617
2015-10-29,15.699999809265137
2015-10-30,15.65999984741211
2015-11-02,16.229999542236328
2015-11-03,16.3700008392334
2015-11-04,16.649999618530273
2015-11-05,17.149999618530273
2015-11-06,17.65999984741211
2015-11-09,17.0
2015-11-10,14.069999694824219
2015-11-11,14.010000228881836
2015-11-12,13.829999923706055
2015-11-13,13.579999923706055
2015-11-16,13.199999809265137
2015-11-17,12.850000381469727
2015-11-18,12.899999618530273
2015-11-19,12.800000190734863
2015-11-20,12.760000228881836
2015-11-23,13.079999923706055
2015-11-24,13.270000457763672
2015-11-25,13.220000267028809
2015-11-27,13.5600004196167
2015-11-30,13.15999984741211
2015-12-01,13.09000015258789
2015-12-02,13.239999771118164
2015-12-03,12.930000305175781
2015-12-04,13.0600004196167
2015-12-07,12.760000228881836
2015-12-08,12.729999542236328
2015-12-09,12.619999885559082
2015-12-10,12.84000015258789
2015-12-11,12.319999694824219
2015-12-14,12.039999961853027
2015-12-15,12.760000228881836
2015-12-16,12.510000228881836
2015-12-17,12.25
2015-12-18,12.050000190734863
2015-12-21,12.260000228881836
2015-12-22,12.40999984741211
2015-12-23,12.40999984741211
2015-12-24,12.640000343322754
2015-12-28,12.329999923706055
2015-12-29,12.390000343322754
2015-12-30,12.109999656677246
2015-12-31,12.279999732971191
2016-01-04,11.949999809265137
2016-01-05,12.119999885559082
2016-01-06,12.010000228881836
2016-01-07,11.600000381469727
2016-01-08,11.300000190734863
2016-01-11,10.770000457763672
2016-01-12,10.890000343322754
2016-01-13,10.470000267028809
2016-01-14,10.859999656677246
2016-01-15,10.569999694824219
2016-01-19,10.380000114440918
2016-01-20,10.539999961853027
2016-01-21,10.569999694824219
2016-01-22,11.229999542236328
2016-01-25,10.760000228881836
2016-01-26,11.279999732971191
2016-01-27,10.760000228881836
2016-01-28,10.760000228881836
2016-01-29,11.859999656677246
2016-02-01,11.359999656677246
2016-02-02,10.720000267028809
2016-02-03,10.489999771118164
2016-02-04,10.859999656677246
2016-02-05,10.760000228881836
2016-02-08,10.979999542236328
2016-02-09,10.359999656677246
2016-02-10,13.050000190734863
2016-02-11,12.930000305175781
2016-02-12,13.529999732971191
2016-02-16,13.949999809265137
2016-02-17,14.1899995803833
2016-02-18,14.010000228881836
2016-02-19,14.069999694824219
2016-02-22,14.319999694824219
2016-02-23,14.069999694824219
2016-02-24,14.569999694824219
2016-02-25,14.460000038146973
2016-02-26,14.350000381469727
2016-02-29,14.600000381469727
2016-03-01,15.25
2016-03-02,14.779999732971191
2016-03-03,14.84000015258789
2016-03-04,15.020000457763672
2016-03-07,14.930000305175781
2016-03-08,14.600000381469727
2016-03-09,14.869999885559082
2016-03-10,14.5600004196167
2016-03-11,14.90999984741211
2016-03-14,14.789999961853027
2016-03-15,14.539999961853027
2016-03-16,14.989999771118164
2016-03-17,15.220000267028809
2016-03-18,14.90999984741211
2016-03-21,14.760000228881836
2016-03-22,14.489999771118164
2016-03-23,14.279999732971191
2016-03-24,14.40999984741211
2016-03-28,14.350000381469727
2016-03-29,14.789999961853027
2016-03-30,14.789999961853027
2016-03-31,14.380000114440918
2016-04-01,14.859999656677246
2016-04-04,14.75
2016-04-05,14.5600004196167
2016-04-06,14.729999542236328
2016-04-07,14.300000190734863
2016-04-08,14.329999923706055
2016-04-11,14.600000381469727
2016-04-12,14.84000015258789
2016-04-13,15.430000305175781
2016-04-14,15.170000076293945
2016-04-15,15.399999618530273
2016-04-18,15.4399995803833
2016-04-19,15.25
2016-04-20,15.550000190734863
2016-04-21,15.109999656677246
2016-04-22,15.319999694824219
2016-04-25,15.239999771118164
2016-04-26,15.470000267028809
2016-04-27,15.649999618530273
2016-04-28,14.970000267028809
2016-04-29,14.59000015258789
2016-05-02,15.270000457763672
2016-05-03,14.489999771118164
2016-05-04,15.279999732971191
2016-05-05,15.300000190734863
2016-05-06,14.920000076293945
2016-05-09,15.010000228881836
2016-05-10,15.210000038146973
2016-05-11,15.010000228881836
2016-05-12,14.609999656677246
2016-05-13,14.699999809265137
2016-05-16,15.380000114440918
2016-05-17,15.199999809265137
2016-05-18,15.619999885559082
2016-05-19,15.760000228881836
2016-05-20,16.270000457763672
2016-05-23,16.559999465942383
2016-05-24,16.989999771118164
2016-05-25,16.8700008392334
2016-05-26,16.969999313354492
2016-05-27,17.0
2016-05-31,17.049999237060547
2016-06-01,17.100000381469727
2016-06-02,17.649999618530273
2016-06-03,17.3700008392334
2016-06-06,17.68000030517578
2016-06-07,17.639999389648438
2016-06-08,17.65999984741211
2016-06-09,17.65999984741211
2016-06-10,17.3700008392334
2016-06-13,17.0
2016-06-14,16.6299991607666
2016-06-15,16.559999465942383
2016-06-16,16.31999969482422
2016-06-17,16.84000015258789
2016-06-20,17.1299991607666
2016-06-21,16.780000686645508
2016-06-22,16.670000076293945
2016-06-23,16.989999771118164
2016-06-24,16.18000030517578
2016-06-27,15.569999694824219
2016-06-28,15.59000015258789
2016-06-29,15.899999618530273
2016-06-30,16.110000610351562
2016-07-01,16.100000381469727
2016-07-05,16.100000381469727
2016-07-06,16.31999969482422
2016-07-07,16.25
2016-07-08,16.610000610351562
2016-07-11,16.959999084472656
2016-07-12,17.18000030517578
2016-07-13,17.18000030517578
2016-07-14,16.920000076293945
2016-07-15,16.8700008392334
2016-07-18,16.56999969482422
2016-07-19,16.489999771118164
2016-07-20,16.829999923706055
2016-07-21,16.790000915527344
2016-07-22,16.799999237060547
2016-07-25,16.68000030517578
2016-07-26,16.649999618530273
2016-07-27,16.6299991607666
2016-07-28,16.489999771118164
2016-07-29,16.299999237060547
2016-08-01,16.399999618530273
2016-08-02,16.479999542236328
2016-08-03,16.440000534057617
2016-08-04,16.190000534057617
2016-08-05,16.059999465942383
2016-08-08,15.960000038146973
2016-08-09,16.06999969482422
2016-08-10,16.139999389648438
2016-08-11,16.09000015258789
2016-08-12,16.020000457763672
2016-08-15,16.1299991607666
2016-08-16,15.59000015258789
2016-08-17,15.449999809265137
2016-08-18,15.529999732971191
2016-08-19,15.489999771118164
2016-08-22,15.40999984741211
2016-08-23,15.489999771118164
2016-08-24,15.539999961853027
2016-08-25,15.4399995803833
2016-08-26,15.430000305175781
2016-08-29,15.539999961853027
2016-08-30,15.630000114440918
2016-08-31,15.40999984741211
2016-09-01,15.449999809265137
2016-09-02,15.350000381469727
2016-09-06,15.399999618530273
2016-09-07,15.510000228881836
2016-09-08,15.239999771118164
2016-09-09,14.8100004196167
2016-09-12,14.920000076293945
2016-09-13,14.59000015258789
2016-09-14,14.479999542236328
2016-09-15,15.020000457763672
2016-09-16,15.350000381469727
2016-09-19,15.369999885559082
2016-09-20,15.369999885559082
2016-09-21,15.449999809265137
2016-09-22,15.619999885559082
2016-09-23,15.479999542236328
2016-09-26,15.25
2016-09-27,15.180000305175781
2016-09-28,15.470000267028809
2016-09-29,15.149999618530273
